#Orgánico,Funcional,Económico,Concepto,Crédito Inicial,Crédito Definitivo,Obligado
0910,1240,22001,Ordinario no inventariable,8870.0,8870.0,8239.38
0910,1240,22105,Vestuario y uniformes,45000.0,45000.0,36151.59
0910,1240,22638,Plan formación personal empleado.,90000.0,101520.0,85791.42
0910,1240,22702,Ideas de ahorro,0.0,0.0,0.0
0910,1240,22745,Programa estratégico de prevención de riesgos laborales,3000.0,3000.0,1111.62
0910,1240,22746,Contratos acciónes absentismo laboral,1.0,1.0,0.0
0910,1240,22759,Plan estratégico de mejora continua,1.0,1.0,10906.25
0910,1240,22763,Celebración de reuniones y congresos,1.0,1.0,0.0
0910,1240,22764,Estudios de organización,1000.0,1000.0,0.0
0910,1240,23000,Dietas,119000.0,119000.0,110508.09
0910,1240,23001,Gastos de locomoción,40000.0,40000.0,21823.91
0910,1240,23900,Gastos procesos selectivos,20000.0,33257.7,20026.1
0911,1240,12000,Retribuciones básicas de personal funcionario,264694.0,264694.0,222985.71
0911,1240,12100,Retribuciones complementarias personal funcionario,363780.0,363780.0,290412.16
0911,1240,14100,Otros personal,114269.0,114269.0,124021.41
0911,1240,16000,Seguridad social a cargo del ayuntamiento,204126.0,204126.0,185517.31
0911,1240,16500,Cuotas Elkarkidetza a cargo ayuntamiento,4806.0,4806.0,0.0
0912,1240,12000,Retribuciones básicas de personal funcionario,180669.0,180669.0,169756.0
0912,1240,12100,Retribuciones complementarias personal funcionario,208983.0,208983.0,218888.11
0912,1240,14100,Otros personal,3399.0,3399.0,0.0
0912,1240,16000,Seguridad social a cargo del ayuntamiento,90387.0,90387.0,102570.08
0912,1240,16500,Cuotas Elkarkidetza a cargo ayuntamiento,3192.0,3192.0,194.07
0915,1240,12000,Retribuciones básicas de personal funcionario,87340.0,87340.0,61715.64
0915,1240,12100,Retribuciones complementarias personal funcionario,111435.0,111435.0,76984.63
0915,1240,14100,Otros personal,0.0,0.0,12000.63
0915,1240,16000,Seguridad social a cargo del ayuntamiento,46662.0,46662.0,33677.33
0915,1240,16500,Cuotas Elkarkidetza a cargo ayuntamiento,372.0,372.0,0.0
0919,1246,12000,Retribuciones básicas de personal funcionario,139526.0,139526.0,144718.15
0919,1246,12100,Retribuciones complementarias personal funcionario,171230.0,171230.0,182986.12
0919,1246,16000,Seguridad social a cargo del ayuntamiento,75103.0,75103.0,92682.96
0919,1246,16500,Cuotas Elkarkidetza a cargo ayuntamiento,506.0,506.0,0.0
0919,1246,22108,Productos farmacéuticos y hemoderivados,70000.0,70000.0,63678.14
0919,1246,22141,Mantenimiento específico equipos servicios médicos,1290.0,1290.0,398.09
0919,1246,22199,Otros suministros,0.0,0.0,0.0
1010,1250,12000,Retribuciones básicas de personal funcionario,45402.0,45402.0,26772.74
1010,1250,12100,Retribuciones complementarias personal funcionario,76792.0,76792.0,48865.32
1010,1250,16000,Seguridad social a cargo del ayuntamiento,19866.0,19866.0,13866.96
1010,1250,16500,Cuotas Elkarkidetza a cargo ayuntamiento,139.0,139.0,0.0
1010,1250,22730,Definición procesos y supervision LOPD,60000.0,60000.0,58035.64
1010,1250,22732,Contratos de prestación de servicios,70000.0,70000.0,27646.6
1011,1250,12000,Retribuciones básicas de personal funcionario,425430.0,425430.0,447528.64
1011,1250,12100,Retribuciones complementarias personal funcionario,532591.0,532591.0,568287.58
1011,1250,13000,Retribuciones personal laboral fijo,96071.0,96071.0,55245.74
1011,1250,14100,Otros personal,188791.0,188791.0,178768.87
1011,1250,16000,Seguridad social a cargo del ayuntamiento,293068.0,293068.0,316647.46
1011,1250,16500,Cuotas Elkarkidetza a cargo ayuntamiento,2025.0,2025.0,0.0
1011,1250,21501,Mantenimiento de aplicaciones informáticas,270000.0,270000.0,256304.48
1011,1250,22720,Soporte a mantenimiento de aplicativos,1110000.0,1110000.0,1109998.91
1012,1250,12000,Retribuciones básicas de personal funcionario,290956.0,290956.0,275717.66
1012,1250,12100,Retribuciones complementarias personal funcionario,395947.0,395947.0,370652.91
1012,1250,14100,Otros personal,166272.0,166272.0,199549.23
1012,1250,16000,Seguridad social a cargo del ayuntamiento,230878.0,230878.0,230774.36
1012,1250,16500,Cuotas Elkarkidetza a cargo ayuntamiento,2841.0,2841.0,0.0
1012,1250,21500,Mantenimiento equipos informáticos,268120.0,268120.0,302851.52
1012,1250,22728,Soporte ordenadores centrales,288600.0,288600.0,143731.26
1012,1250,22729,Soporte mant. equipos usuarios,137280.0,137280.0,105600.0
1012,1250,22750,Administratel,64800.0,64800.0,45300.0
1012,1270,22200,Facturación telefónica,585000.0,585000.0,323316.36
1014,1250,12000,Retribuciones básicas de personal funcionario,159285.0,159285.0,178894.61
1014,1250,12100,Retribuciones complementarias personal funcionario,209033.0,209033.0,220690.19
1014,1250,14100,Otros personal,15238.0,15238.0,120331.63
1014,1250,16000,Seguridad social a cargo del ayuntamiento,105157.0,105157.0,144614.35
1014,1250,16500,Cuotas Elkarkidetza a cargo ayuntamiento,440.0,440.0,0.0
1014,1270,22201,"Sistema información ciudadana ""010""",600000.0,600000.0,584839.0
1014,1270,22202,Correspondencia y notificaciones,1120000.0,1120000.0,1012634.58
1014,1270,22644,Anuncios en boletines oficiales,88500.0,88500.0,45812.14
1017,1270,12000,Retribuciones básicas de personal funcionario,200845.0,200845.0,207210.05
1017,1270,12100,Retribuciones complementarias personal funcionario,252693.0,252693.0,271978.87
1017,1270,14100,Otros personal,133425.0,133425.0,74076.01
1017,1270,16000,Seguridad social a cargo del ayuntamiento,154432.0,154432.0,154020.12
1017,1270,16500,Cuotas Elkarkidetza a cargo ayuntamiento,709.0,709.0,0.0
1018,1250,12000,Retribuciones básicas de personal funcionario,4268.0,4268.0,0.0
1018,1250,12100,Retribuciones complementarias personal funcionario,7423.0,7423.0,0.0
1018,1250,16000,Seguridad social a cargo del ayuntamiento,2466.0,2466.0,0.0
1018,1250,16500,Cuotas Elkarkidetza a cargo ayuntamiento,31.0,31.0,0.0
1019,1250,12000,Retribuciones básicas de personal funcionario,4129.0,4129.0,0.0
1019,1250,12100,Retribuciones complementarias personal funcionario,7433.0,7433.0,0.0
1019,1250,16000,Seguridad social a cargo del ayuntamiento,2466.0,2466.0,0.0
1019,1250,16500,Cuotas Elkarkidetza a cargo ayuntamiento,31.0,31.0,0.0
1020,1250,12000,Retribuciones básicas de personal funcionario,3954.0,3954.0,0.0
1020,1250,12100,Retribuciones complementarias personal funcionario,13540.0,13540.0,0.0
1020,1250,16000,Seguridad social a cargo del ayuntamiento,2466.0,2466.0,0.0
1110,3100,12000,Retribuciones básicas de personal funcionario,86434.0,86434.0,69129.25
1110,3100,12100,Retribuciones complementarias personal funcionario,116928.0,116928.0,99234.68
1110,3100,14100,Otros personal,92265.0,92265.0,128677.26
1110,3100,16000,Seguridad social a cargo del ayuntamiento,63206.0,63206.0,72319.65
1111,3100,12000,Retribuciones básicas de personal funcionario,576794.0,576794.0,577810.47
1111,3100,12100,Retribuciones complementarias personal funcionario,746190.0,746190.0,730624.52
1111,3100,13000,Retribuciones personal laboral fijo,36072.0,36072.0,36078.2
1111,3100,14100,Otros personal,322234.0,322234.0,375615.11
1111,3100,16000,Seguridad social a cargo del ayuntamiento,473319.0,473319.0,497916.35
1111,3100,16500,Cuotas Elkarkidetza a cargo ayuntamiento,2068.0,2068.0,0.0
1111,3100,22102,Agua,250.0,250.0,0.0
1111,3100,22103,Gas,70000.0,32000.0,35548.98
1111,3100,22618,Otros gastos funcionamiento,4100.0,4100.0,4470.24
1111,3100,22711,Nuevas formas de pobreza,0.0,0.0,0.0
1115,3100,12000,Retribuciones básicas de personal funcionario,337857.0,337857.0,376928.15
1115,3100,12100,Retribuciones complementarias personal funcionario,457970.0,457970.0,523488.54
1115,3100,14100,Otros personal,482456.0,482456.0,510901.03
1115,3100,16000,Seguridad social a cargo del ayuntamiento,385772.0,385772.0,437261.81
1115,3100,16500,Cuotas Elkarkidetza a cargo ayuntamiento,945.0,945.0,0.0
1115,3150,22745,Programa educación calle para sin techo,101107.01,96106.74,96106.74
1115,3150,22784,Contratos servicios de urgencias,616475.0,578785.31,578785.3
1115,3151,22002,"Prensa, revistas y otras publicaciones",2050.0,2050.0,887.6
1115,3151,22106,Productos alimenticios,16430.0,16430.0,16424.15
1115,3151,22111,Menaje,4620.0,4620.0,4650.79
1115,3151,22115,Material técnico específico,2160.0,2160.0,6860.72
1115,3151,22759,Monitores talleres,108000.0,108000.0,58216.3
1115,3151,22786,Servicio de comidas,11889.87,11889.87,11889.84
1115,3152,22111,Menaje,8220.0,8220.0,7250.93
1115,3152,22115,Material técnico específico,18490.0,18490.0,40804.5
1115,3152,22614,Talleres Gizarteratu,600000.0,591235.0,542341.34
1115,3152,22666,Vigilancia nocturna Villasuso,85737.52,85737.52,85737.36
1115,3152,22715,Contrato casa anti-sida besarkada etxea (Arriaga),232000.0,0.0,0.0
1115,3152,22718,Programa prevención drogodependencias,82643.0,0.0,0.0
1115,3152,22761,Prog. acomp. pisos emergencia polivalent.,75515.01,75515.01,75514.94
1115,3152,22786,Transporte de comidas casa abierta,14932.0,11889.87,11889.84
1115,3153,22716,Plan de inmigración,65630.0,65630.0,56758.08
1115,3153,22764,Servicio de traducción atención emigrantes,10270.0,10270.0,21714.0
1120,3100,12000,Retribuciones básicas de personal funcionario,286149.0,286149.0,293463.62
1120,3100,12100,Retribuciones complementarias personal funcionario,325631.0,325631.0,338101.77
1120,3100,14100,Otros personal,311159.0,311159.0,269619.82
1120,3100,16000,Seguridad social a cargo del ayuntamiento,252883.0,252883.0,249268.71
1120,3100,16500,Cuotas Elkarkidetza a cargo ayuntamiento,696.0,696.0,0.0
1120,3110,22111,Menaje,6160.0,6160.0,3214.03
1120,3110,22115,Material técnico específico,3080.0,3080.0,1452.42
1120,3110,22626,Familias sustitutas,76010.0,70118.84,70118.72
1120,3110,22678,Programación participación infantil,100000.0,100000.0,87129.16
1120,3110,22679,Programa prevención Prólogo,15400.0,15400.0,17786.18
1120,3110,22680,Talleres emociones,150000.0,150000.0,143112.74
1120,3110,22726,Programa Senidegune,80000.0,80000.0,53027.83
1120,3110,22745,Programa Ada-dartinton,470860.0,413548.75,406074.81
1120,3110,22748,Terapias,100000.0,100000.0,65590.44
1120,3110,22775,Programa Bidatu,188364.0,186780.0,186780.0
1120,3110,22789,Valoración casos de infancia,155000.0,155000.0,154815.84
1120,3110,22791,Plan local de infancia,112700.0,114400.0,109771.92
1120,3110,22792,Valoración casos abusos sexuales,12325.0,12325.0,13259.95
1120,3110,22793,Hogares educativos,1700964.0,1669849.26,1669842.93
1120,3110,22794,Centros de día,1145000.0,1093740.0,1093442.77
1120,3110,22796,Programa Valeo,41090.0,41090.0,42769.5
1133,3100,12000,Retribuciones básicas de personal funcionario,2416065.13,2416065.13,2324114.02
1133,3100,12100,Retribuciones complementarias personal funcionario,3277230.0,3277230.0,3119529.09
1133,3100,14100,Otros personal,2895504.0,3277100.06,3658696.11
1133,3100,16000,Seguridad social a cargo del ayuntamiento,2453623.0,2575733.74,2791287.85
1133,3100,16500,Cuotas Elkarkidetza a cargo ayuntamiento,7257.0,7257.0,0.0
1133,3120,22002,"Prensa, revistas y otras publicaciones",10313.0,10313.0,10307.41
1133,3120,22105,Vestuario y uniformes,578.0,578.0,0.0
1133,3120,22106,Productos alimenticios,1495056.39,1495056.39,1450527.82
1133,3120,22111,Menaje,53588.0,53588.0,51163.16
1133,3120,22115,Material técnico específico,69568.0,69568.0,57545.76
1133,3120,22606,Servicios de peluquería,13676.5,13676.5,15025.59
1133,3120,22618,Otros gastos funcionamiento,14380.0,14380.0,20639.44
1133,3120,22623,Programa de apoyo a familias cuidadoras,480000.0,343141.5,327441.25
1133,3120,22652,Animación residencias tercera edad,280403.52,275181.3,275181.3
1133,3120,22666,Vigilancia nocturna residencia San Prudencio,59899.83,59899.83,62190.3
1133,3120,22667,Servicios religiosos San Prudencio,19583.2,16961.64,16961.64
1133,3120,22702,Servicio de cafetería,15920.0,14207.16,14207.16
1133,3120,22708,Traslado de personas ancianas,167000.0,167000.0,166819.8
1133,3120,22739,Mantenimiento de plantas,4110.0,4110.0,3328.5
1133,3121,22111,Menaje,8220.0,8220.0,10686.94
1133,3121,22713,Servicio de podología,39720.0,39720.0,39720.0
1133,3121,22754,Gestión Centros socioculturales de mayores,2299609.0,2285957.9,2285957.9
1133,3121,22786,Transporte de comidas,41614.55,41614.55,41283.59
1133,3122,22002,"Prensa, revistas y otras publicaciones",906.22,906.22,887.6
1133,3122,22111,Menaje,12325.0,12325.0,3592.2
1133,3122,22115,Material técnico específico,816.05,816.05,401.74
1133,3122,22609,Trabajadores/as familiares apartamentos mayores,303350.53,303350.53,303036.07
1133,3122,22618,Otros gastos funcionamiento,5365.0,5365.0,2691.85
1133,3122,22628,Animación Santa Mª Olarizu,37636.8,37636.8,38346.0
1133,3122,22705,Gestión serv.atencion diurna Bto.T.Zumarraga,373360.0,373360.0,373360.0
1133,3122,22708,Traslado de personas ancianas,281283.84,281283.84,279993.63
1133,3122,22718,Gestión serv.atencion diurna Blas de Otero,647323.0,637947.34,631463.21
1133,3122,22786,Transporte de comidas,35669.61,35669.61,35669.52
1145,1270,12000,Retribuciones básicas de personal funcionario,0.0,0.0,0.0
1145,1270,12100,Retribuciones complementarias personal funcionario,0.0,0.0,0.0
1145,1270,16000,Seguridad social a cargo del ayuntamiento,0.0,0.0,0.0
1145,1270,16500,Cuotas Elkarkidetza a cargo ayuntamiento,0.0,0.0,0.0
1145,3100,12000,Retribuciones básicas de personal funcionario,881417.0,881417.0,821898.75
1145,3100,12100,Retribuciones complementarias personal funcionario,1021307.0,1021307.0,953809.45
1145,3100,14100,Otros personal,835489.0,964068.27,1092647.54
1145,3100,16000,Seguridad social a cargo del ayuntamiento,711003.0,752148.37,842621.48
1145,3100,16500,Cuotas Elkarkidetza a cargo ayuntamiento,1418.0,1418.0,0.0
1145,3131,22786,Servicio de comidas,114926.48,88346.24,87284.3
1145,3131,22797,Servicio de ayuda a domicilio,2500000.0,2184682.98,2087898.7
1145,3133,22115,Material técnico específico,13504.8,13504.8,12946.86
1145,3133,22619,Educación calle,881600.0,790748.6,790748.6
1145,3133,22746,Vigilancia servicios sociales de base,316731.51,293541.06,293317.99
1145,3133,22759,Monitores talleres,301675.79,248675.79,231921.52
1145,3134,22731,Comidas Desamparadas,1550000.0,867653.0,844639.0
1150,4630,12000,Retribuciones básicas de personal funcionario,0.0,0.0,29637.97
1150,4630,12100,Retribuciones complementarias personal funcionario,0.0,0.0,46009.04
1150,4630,14100,Otros personal,0.0,0.0,28954.05
1150,4630,16000,Seguridad social a cargo del ayuntamiento,0.0,0.0,27999.14
1150,4630,16500,Cuotas Elkarkidetza a cargo ayuntamiento,0.0,0.0,0.0
1150,4630,22699,Otros gastos diversos cooperación,0.0,0.0,0.0
1150,4630,22707,Estudios y trabajos técnicos,0.0,0.0,0.0
1150,4630,22799,Otros trabajos exteriores,0.0,0.0,0.0
1310,6111,12000,Retribuciones básicas de personal funcionario,122544.0,122544.0,107324.01
1310,6111,12100,Retribuciones complementarias personal funcionario,167308.0,167308.0,152324.05
1310,6111,14100,Otros personal,46.0,46.0,0.0
1310,6111,16000,Seguridad social a cargo del ayuntamiento,64451.0,64451.0,57060.51
1310,6111,16500,Cuotas Elkarkidetza a cargo ayuntamiento,248.0,248.0,0.0
1510,1900,12000,Retribuciones básicas de personal funcionario,27659.81,27659.81,32760.05
1510,1900,12100,Retribuciones complementarias personal funcionario,45476.03,45476.03,59073.33
1510,1900,16000,Seguridad social a cargo del ayuntamiento,12352.04,12352.04,15914.16
1510,1900,16500,Cuotas Elkarkidetza a cargo ayuntamiento,0.0,0.0,0.0
1510,1900,22004,Edición y reproducción de cartografía y proyectos,5880.0,5880.0,9073.24
1510,1900,22605,"Reuniones,conferencias y congresos",19600.0,19600.0,9672.61
1511,4447,12000,Retribuciones básicas de personal funcionario,175508.0,175508.0,128924.27
1511,4447,12100,Retribuciones complementarias personal funcionario,236522.0,236522.0,174828.73
1511,4447,14100,Otros personal,11215.0,11215.0,92195.7
1511,4447,16000,Seguridad social a cargo del ayuntamiento,124226.0,124226.0,123013.93
1511,4447,16500,Cuotas Elkarkidetza a cargo ayuntamiento,2641.0,2641.0,0.0
1511,4447,21040,Mto.de equipos y control y diagnóstico,189140.0,189140.0,134194.97
1511,4447,22115,Repuestos y fungibles,8330.0,8330.0,2292.39
1512,4447,12000,Retribuciones básicas de personal funcionario,45169.0,45169.0,25750.81
1512,4447,12100,Retribuciones complementarias personal funcionario,62201.0,62201.0,34831.81
1512,4447,14100,Otros personal,42355.0,42355.0,0.0
1512,4447,16000,Seguridad social a cargo del ayuntamiento,37014.0,37014.0,13866.96
1512,4447,16500,Cuotas Elkarkidetza a cargo ayuntamiento,2797.0,2797.0,0.0
1513,4420,22700,Contrato del servicio de limpieza,25743816.0,27849269.94,27941192.51
1513,4420,22702,Contrato explotación planta Jundiz,6528156.0,6528156.0,6061145.76
1513,4420,22703,Contrato recogida neumática,1120000.0,1120000.0,1076803.96
1513,4420,22723,Contrato explotación del vertedero,1400000.0,1400000.0,1425266.76
1513,4442,12000,Retribuciones básicas de personal funcionario,104219.0,104219.0,133039.75
1513,4442,12100,Retribuciones complementarias personal funcionario,142626.0,142626.0,183338.51
1513,4442,14100,Otros personal,33653.0,33653.0,0.0
1513,4442,16000,Seguridad social a cargo del ayuntamiento,78782.0,78782.0,92469.24
1513,4442,16500,Cuotas Elkarkidetza a cargo ayuntamiento,2152.0,2152.0,0.0
1513,4442,21204,Mantenimiento de las instalaciones de residuos,5000.0,5000.0,4436.49
1513,4443,22715,Recogidas selectivas de residuos,300000.0,282966.83,172018.9
1514,1900,12000,Retribuciones básicas de personal funcionario,375412.05,375412.05,351992.75
1514,1900,12100,Retribuciones complementarias personal funcionario,500792.75,500792.75,449367.42
1514,1900,14100,Otros personal,214611.0,214611.0,247656.33
1514,1900,16000,Seguridad social a cargo del ayuntamiento,294129.43,294129.43,314772.58
1514,1900,16500,Cuotas Elkarkidetza a cargo ayuntamiento,5564.02,5564.02,0.0
151701,4110,22699,Otros gastos diversos,1000.0,1000.0,5292.14
151701,4112,12000,Retribuciones básicas de personal funcionario,178159.0,178159.0,206375.01
151701,4112,12100,Retribuciones complementarias personal funcionario,235306.0,235306.0,274955.04
151701,4112,13000,Retribuciones personal laboral fijo,31241.0,31241.0,0.0
151701,4112,14100,Otros personal,88458.0,88458.0,60530.57
151701,4112,16000,Seguridad social a cargo del ayuntamiento,137673.0,137673.0,146306.13
151701,4112,16500,Cuotas Elkarkidetza a cargo ayuntamiento,3318.0,3318.0,0.0
151701,4112,22107,Alimentacion para animales,12000.0,12000.0,12212.6
151701,4112,22108,Suministro farmacia animales,6000.0,6000.0,6768.08
151701,4112,22112,Materiales para sanidad animal,12000.0,12000.0,14249.29
151701,4112,22113,Materiales de higiene alimentaria,1500.0,1500.0,2413.51
151701,4112,22718,Programas de sanidad animal,5000.0,5000.0,5944.47
151701,4112,22719,Programa de higiene alimentaria,3000.0,3000.0,3930.62
151701,4112,22720,Programas parque d.d.d.,91898.0,91898.0,90060.12
151701,4112,22722,Programa asistencia animal,17000.0,17000.0,15066.55
151701,4112,22766,Ejecuciones subsidiarias ddd,4000.0,4000.0,0.0
151702,4111,12000,Retribuciones básicas de personal funcionario,47269.0,47269.0,47250.09
151702,4111,12100,Retribuciones complementarias personal funcionario,57032.0,57032.0,57314.16
151702,4111,14100,Otros personal,37520.0,37520.0,38084.54
151702,4111,16000,Seguridad social a cargo del ayuntamiento,34759.0,34759.0,37307.7
151702,4111,16500,Cuotas Elkarkidetza a cargo ayuntamiento,93.0,93.0,0.0
151702,4111,20200,Arrendamiento desfibriladores,49000.0,49000.0,17339.74
151702,4111,22198,Materiales para educación para la salud,40000.0,9000.0,17577.3
151702,4111,22199,Materiales prevención drogodependencias,20000.0,0.0,0.0
151702,4111,22702,Plan de salud-ciudades saludables,49000.0,21017.2,15548.5
151702,4111,22717,Prestación servicios promoción salud,259000.0,219860.3,108076.26
151702,4111,22718,Programa de prevención de drogodependencias,220000.0,62309.0,65916.13
151703,4113,12000,Retribuciones básicas de personal funcionario,226356.0,226356.0,219906.7
151703,4113,12100,Retribuciones complementarias personal funcionario,308776.0,308776.0,301482.75
151703,4113,14100,Otros personal,21686.0,21686.0,34596.67
151703,4113,16000,Seguridad social a cargo del ayuntamiento,152359.0,152359.0,158942.99
151703,4113,16500,Cuotas Elkarkidetza a cargo ayuntamiento,3162.0,3162.0,0.0
151703,4113,21200,Mantenimiento maquinaria e instalaciones,10000.0,10000.0,8334.89
151703,4113,22115,Material técnico específico (laboratorio),60000.0,60000.0,100528.09
151703,4113,22716,Contratación auditorias de calidad,17000.0,17000.0,17956.44
152002,4360,12000,Retribuciones básicas de personal funcionario,1146536.18,1146536.18,977759.75
152002,4360,12100,Retribuciones complementarias personal funcionario,1540448.25,1540448.25,1316111.93
152002,4360,14100,Otros personal,74875.11,74875.11,408104.93
152002,4360,16000,Seguridad social a cargo del ayuntamiento,909394.68,909394.68,918282.12
152002,4360,16500,Cuotas Elkarkidetza a cargo ayuntamiento,5681.76,5681.76,0.0
152002,4360,22130,Conservación general del alumbrado publico,375000.0,375000.0,385883.55
152002,4431,22111,Menaje,10000.0,10000.0,10076.78
152002,4431,22140,Gastos específicos cementerios,75000.0,75000.0,93684.09
152002,5111,20200,Arrendamiento de maquinaria e instalaciones,30000.0,30000.0,27980.53
152002,5111,21005,Brigadas de acción inmediata,150000.0,150000.0,0.0
152002,5111,21006,Brigadas acción inmediata para alumbrado,100000.0,100000.0,87091.13
152002,5111,21008,Brigadas acción inmediata juegos infantiles,50000.0,50000.0,7413.99
152002,5111,21060,Conservación de vias públicas y firmes,500000.0,500000.0,595957.77
152002,5111,21061,Conservación firmes zonas industriales,0.0,0.0,0.0
152002,5111,21701,Conservación mobiliario urbano,40000.0,40000.0,114337.8
152002,5111,22111,Menaje,10000.0,10000.0,23511.14
152002,5111,22722,Contratos mantenimiento w.c. públicos,45460.0,45460.0,44912.77
152005,5111,12000,Retribuciones básicas de personal funcionario,39920.0,39920.0,58121.79
152005,5111,12100,Retribuciones complementarias personal funcionario,49893.0,49893.0,75099.5
152005,5111,16000,Seguridad social a cargo del ayuntamiento,22501.0,22501.0,29030.24
152005,5111,16500,Cuotas Elkarkidetza a cargo ayuntamiento,76.0,76.0,0.0
152007,4350,12000,Retribuciones básicas de personal funcionario,944541.0,944541.0,800122.8
152007,4350,12100,Retribuciones complementarias personal funcionario,1242274.0,1242274.0,1055478.3
152007,4350,14100,Otros personal,195627.0,195627.0,294438.95
152007,4350,16000,Seguridad social a cargo del ayuntamiento,717534.0,717534.0,698868.35
152007,4350,16500,Cuotas Elkarkidetza a cargo ayuntamiento,3187.0,3187.0,0.0
152007,4350,20200,Arrendamiento de maquinaria e instalaciones,95000.0,95000.0,125615.19
152007,4350,21040,Mantenimiento de transmisores,1560.0,1560.0,888.12
152007,4350,21071,Conservación municipal de zonas verdes públicas,80000.0,80000.0,120023.12
152007,4350,21072,Conservación de jardineras,41000.0,41000.0,0.0
152007,4350,21073,Conservación arboreto,40000.0,40000.0,39771.36
152007,4350,21074,Trabajos de conservación anillo verde exterior,300000.0,300000.0,312806.44
152007,4350,21200,Mantenimiento maquinaria e instalaciones,30000.0,30000.0,14028.6
152007,4350,22111,Menaje,25000.0,25000.0,43575.34
152007,4350,22711,Conservación zonas verdes,2741000.0,2741000.0,2705221.88
152007,4350,22712,Puesta en valor del arbolado urbano,0.0,0.0,0.0
152008,5330,21000,Infraestructura y bienes naturales,50000.0,50000.0,45608.98
152008,5331,12000,Retribuciones básicas de personal funcionario,107991.0,107991.0,129969.38
152008,5331,12100,Retribuciones complementarias personal funcionario,152367.0,152367.0,191041.96
152008,5331,14100,Otros personal,33172.0,33172.0,0.0
152008,5331,16000,Seguridad social a cargo del ayuntamiento,92144.0,92144.0,128275.81
152008,5331,16500,Cuotas Elkarkidetza a cargo ayuntamiento,456.0,456.0,0.0
152008,5331,21902,"Mantenimiento vias forestales, plantaciones y espacios naturales",50000.0,50000.0,49694.14
152008,5331,21911,Mantenimiento jardines núcleos rurales,350000.0,350000.0,350000.0
152008,5331,22111,Menaje,20000.0,20000.0,12124.83
152008,5331,22145,Recuperación espacios degradados,50000.0,50000.0,47747.38
152008,5331,22700,Recogida de residuos y mantenimiento ELM y cementerios,1100000.0,1100000.0,1089927.08
1610,1200,21100,Conservación edificios municipales,1000000.0,1329119.12,1412116.96
1610,1200,21207,Mantenimiento y reparación de equipos,70000.0,70000.0,62685.03
1610,1200,22109,Productos de limpieza y aseo,270000.0,270000.0,278001.53
1610,1200,22111,Menaje,15000.0,15000.0,23907.79
1610,1200,22146,Contrato contenedores higiénicos,27000.0,27000.0,11900.17
1610,1200,22147,Contratos de baja tensión,5000.0,5000.0,12556.77
1610,1200,22722,Contratos mantenimiento w.c. públicos,30000.0,30000.0,27863.92
1610,1200,22783,Contratos unidad de limpieza,1750130.0,1750130.0,1724395.77
1610,1901,21200,Mantenimiento maquinaria e instalaciones,1873215.0,1843215.0,1429925.59
1610,1901,22103,Contrato para la eficiencia energética,3984300.0,3984300.0,4405119.07
1610,1902,22148,Contrato mantenimiento piscinas,1429029.0,1529740.89,1630018.36
1610,4329,12000,Retribuciones básicas de personal funcionario,39285.0,39285.0,0.0
1610,4329,12100,Retribuciones complementarias personal funcionario,89052.0,89052.0,0.0
1610,4329,16000,Seguridad social a cargo del ayuntamiento,22231.0,22231.0,17748.37
1620,4329,12000,Retribuciones básicas de personal funcionario,106592.0,106592.0,94979.43
1620,4329,12100,Retribuciones complementarias personal funcionario,137326.0,137326.0,131101.95
1620,4329,14100,Otros personal,57206.0,57206.0,65867.72
1620,4329,16000,Seguridad social a cargo del ayuntamiento,83679.0,83679.0,81900.04
1620,4329,16500,Cuotas Elkarkidetza a cargo ayuntamiento,207.0,207.0,0.0
1630,4329,12000,Retribuciones básicas de personal funcionario,1710200.0,1710200.0,1734414.06
1630,4329,12100,Retribuciones complementarias personal funcionario,2198153.0,2198153.0,2236646.07
1630,4329,13000,Retribuciones personal laboral fijo,26757.0,26757.0,16156.15
1630,4329,14100,Otros personal,3055593.0,3055593.0,3249675.96
1630,4329,16000,Seguridad social a cargo del ayuntamiento,2253150.0,2253150.0,2440994.73
1630,4329,16500,Cuotas Elkarkidetza a cargo ayuntamiento,4297.0,4297.0,0.0
1641,4329,12000,Retribuciones básicas de personal funcionario,81557.0,81557.0,48333.98
1641,4329,12100,Retribuciones complementarias personal funcionario,100354.0,100354.0,54821.0
1641,4329,14100,Otros personal,38925.0,38925.0,51445.98
1641,4329,16000,Seguridad social a cargo del ayuntamiento,67949.0,67949.0,46656.91
1641,4329,16500,Cuotas Elkarkidetza a cargo ayuntamiento,169.0,169.0,0.0
1642,4329,12000,Retribuciones básicas de personal funcionario,35483.0,35483.0,47944.23
1642,4329,12100,Retribuciones complementarias personal funcionario,45788.0,45788.0,61932.89
1642,4329,14100,Otros personal,38082.0,38082.0,5888.95
1642,4329,16000,Seguridad social a cargo del ayuntamiento,36123.0,36123.0,36832.27
1643,4329,12000,Retribuciones básicas de personal funcionario,20890.0,20890.0,21278.52
1643,4329,12100,Retribuciones complementarias personal funcionario,28177.0,28177.0,30578.52
1643,4329,16000,Seguridad social a cargo del ayuntamiento,10120.0,10120.0,11157.84
1644,5111,12000,Retribuciones básicas de personal funcionario,882613.49,882613.49,839482.54
1644,5111,12100,Retribuciones complementarias personal funcionario,1232733.28,1232733.28,1172419.57
1644,5111,13000,Retribuciones personal laboral fijo,95552.49,95552.49,117206.51
1644,5111,14100,Otros personal,54110.9,54110.9,103289.45
