#Organico,Funcional,Economico,Concepto,Credito Inicial,Credito Definitivo,Obligado
0910,9202,16220,Indemnizaciones por daños,1.0,1.0,2297.14
0910,9202,16500,Cuotas Elkarkidetza a cargo ayuntamiento,465.0,2727159.29,9670.75
0910,9202,22001,Ordinario no inventariable,8870.0,18870.0,7866.53
0910,9202,22105,Vestuario y uniformes,45000.0,45000.0,45406.39
0910,9202,22638,Plan formación empleados municipales,101520.0,140000.0,111527.85
0910,9202,22745,Programa estratégico de prevención de riesgos laborales,3000.0,3000.0,3470.49
0910,9202,22746,Contratos acciónes absentismo laboral,1.0,1.0,0.0
0910,9202,22759,Plan estratégico de mejora continua,1.0,6000.0,6032.55
0910,9202,22760,Acciónes para la igualdad de género,10000.0,4000.0,1724.9
0910,9202,22763,Celebración de reuniones y congresos,1.0,1.0,0.0
0910,9202,22764,Estudios de organización,1000.0,1000.0,0.0
0910,9202,23000,Dietas,119000.0,141680.0,163073.26
0910,9202,23001,Gastos de locomoción,40000.0,40000.0,19724.0
0910,9202,23900,Gastos procesos selectivos,20000.0,20000.0,0.0
0911,9202,12000,Retribuciones básicas de personal funcionario,264694.0,264694.0,222761.35
0911,9202,12100,Retribuciones complementarias personal funcionario,363780.0,363780.0,287349.14
0911,9202,14100,Otros personal,114269.0,114269.0,173070.19
0911,9202,16000,Seguridad social a cargo del ayuntamiento,204126.0,204126.0,207418.7
0911,9202,16500,Cuotas Elkarkidetza a cargo ayuntamiento,4806.0,4806.0,24217.32
0912,9202,12000,Retribuciones básicas de personal funcionario,180669.0,180669.0,175749.14
0912,9202,12100,Retribuciones complementarias personal funcionario,208983.0,208983.0,211646.18
0912,9202,14100,Otros personal,3399.0,3399.0,0.0
0912,9202,16000,Seguridad social a cargo del ayuntamiento,90387.0,90387.0,89249.32
0912,9202,16500,Cuotas Elkarkidetza a cargo ayuntamiento,3192.0,3192.0,18269.72
0915,9202,12000,Retribuciones básicas de personal funcionario,87340.0,87340.0,69165.36
0915,9202,12100,Retribuciones complementarias personal funcionario,111435.0,111435.0,83323.77
0915,9202,16000,Seguridad social a cargo del ayuntamiento,46662.0,46662.0,32832.84
0915,9202,16500,Cuotas Elkarkidetza a cargo ayuntamiento,372.0,372.0,2907.2
0919,9203,12000,Retribuciones básicas de personal funcionario,139526.0,139526.0,150449.18
0919,9203,12100,Retribuciones complementarias personal funcionario,171230.0,171230.0,172581.07
0919,9203,16000,Seguridad social a cargo del ayuntamiento,75103.0,75103.0,93381.25
0919,9203,16500,Cuotas Elkarkidetza a cargo ayuntamiento,506.0,506.0,13556.07
0919,9203,22108,Productos farmacéuticos y hemoderivados,70000.0,70000.0,59083.13
0919,9203,22141,Mantenimiento específico equipos servicios médicos,1290.0,1290.0,1414.69
1010,9204,12000,Retribuciones básicas de personal funcionario,45402.0,45402.0,35043.87
1010,9204,12100,Retribuciones complementarias personal funcionario,76792.0,76792.0,52910.56
1010,9204,16000,Seguridad social a cargo del ayuntamiento,19866.0,19866.0,23719.29
1010,9204,16500,Cuotas Elkarkidetza a cargo ayuntamiento,139.0,139.0,3076.74
1010,9204,22730,Definición procesos y supervisión LOPD,60000.0,40000.0,40000.0
1010,9204,22732,Contratos de prestación de servicios,70000.0,24000.0,52843.03
1011,9204,12000,Retribuciones básicas de personal funcionario,425430.0,425430.0,466926.14
1011,9204,12100,Retribuciones complementarias personal funcionario,532591.0,532591.0,560351.05
1011,9204,13000,Retribuciones personal laboral fijo,96071.0,96071.0,51851.22
1011,9204,14100,Otros personal,188791.0,188791.0,213450.18
1011,9204,16000,Seguridad social a cargo del ayuntamiento,293068.0,293068.0,322103.41
1011,9204,16500,Cuotas Elkarkidetza a cargo ayuntamiento,2025.0,2025.0,48088.46
1011,9204,21501,Mantenimiento de aplicaciones informáticas,270000.0,370000.0,274391.07
1011,9204,22720,Soporte a mantenimiento de aplicativos,1110000.0,1170000.0,1085087.31
1012,9204,12000,Retribuciones básicas de personal funcionario,290956.0,290956.0,307411.86
1012,9204,12100,Retribuciones complementarias personal funcionario,395947.0,395947.0,388930.19
1012,9204,14100,Otros personal,166272.0,166272.0,207650.0
1012,9204,16000,Seguridad social a cargo del ayuntamiento,230878.0,230878.0,239364.42
1012,9204,16500,Cuotas Elkarkidetza a cargo ayuntamiento,2841.0,2841.0,24038.47
1012,9204,21500,Mantenimiento equipos informáticos,268120.0,275000.0,352514.82
1012,9204,22728,Soporte ordenadores centrales,288600.0,209900.0,222649.99
1012,9204,22729,Soporte mantenimiento equipos usuarios,137280.0,136700.0,211700.0
1012,9204,22750,Administratel,64800.0,30000.0,30190.3
1012,9271,22200,Facturación telefonica,585000.0,400000.0,343089.07
1014,9251,12000,Retribuciones básicas de personal funcionario,199120.0,199120.0,222448.08
1014,9251,12100,Retribuciones complementarias personal funcionario,260761.0,260761.0,254397.4
1014,9251,14100,Otros personal,15238.0,15238.0,126589.04
1014,9251,16000,Seguridad social a cargo del ayuntamiento,129939.0,129939.0,163352.26
1014,9251,16500,Cuotas Elkarkidetza a cargo ayuntamiento,1723.0,1723.0,14608.82
1014,9251,22201,"Sistema información ciudadana ""010""",600000.0,600000.0,579797.0
1014,9271,22202,Correspondencia y notificaciones,1120000.0,1000000.0,918641.15
1014,9271,22644,Anuncios en boletines oficiales,88500.0,90000.0,41260.74
1017,9204,12000,Retribuciones básicas de personal funcionario,200845.0,200845.0,216126.64
1017,9204,12100,Retribuciones complementarias personal funcionario,252693.0,252693.0,264500.68
1017,9204,14100,Otros personal,133425.0,133425.0,136585.51
1017,9204,16000,Seguridad social a cargo del ayuntamiento,154432.0,154432.0,169122.24
1017,9204,16500,Cuotas Elkarkidetza a cargo ayuntamiento,709.0,709.0,21754.88
1018,9204,12000,Retribuciones básicas de personal funcionario,4268.0,4268.0,0.0
1018,9204,12100,Retribuciones complementarias personal funcionario,7423.0,7423.0,0.0
1018,9204,16000,Seguridad social a cargo del ayuntamiento,2466.0,2466.0,0.0
1018,9204,16500,Cuotas Elkarkidetza a cargo ayuntamiento,31.0,31.0,0.0
1019,9204,12000,Retribuciones básicas de personal funcionario,4129.0,4129.0,0.0
1019,9204,12100,Retribuciones complementarias personal funcionario,7433.0,7433.0,0.0
1019,9204,16000,Seguridad social a cargo del ayuntamiento,2466.0,2466.0,0.0
1019,9204,16500,Cuotas Elkarkidetza a cargo ayuntamiento,31.0,31.0,0.0
1020,9204,12000,Retribuciones básicas de personal funcionario,3954.0,3954.0,0.0
1020,9204,12100,Retribuciones complementarias personal funcionario,13540.0,13540.0,0.0
1020,9204,16000,Seguridad social a cargo del ayuntamiento,2466.0,2466.0,0.0
1110,2301,12000,Retribuciones básicas de personal funcionario,86434.0,86434.0,80136.88
1110,2301,12100,Retribuciones complementarias personal funcionario,116928.0,116928.0,107326.87
1110,2301,14100,Otros personal,92265.0,92265.0,133781.1
1110,2301,16000,Seguridad social a cargo del ayuntamiento,63206.0,63206.0,76444.96
1110,2301,16007,Aportación complemento específico a personal funcionario,269973.91,269973.91,0.0
1110,2301,16102,Indemnizaciones por jubilaciones anticipadas,800000.0,800000.0,0.0
1110,2301,16104,Retribuciones según sentencia,75000.0,75000.0,0.0
1110,2301,16204,Seguro de vida-autoseguro,146000.0,146000.0,0.0
1110,2301,16205,Seguro vida-accidentes empleados,910000.0,910000.0,0.0
1110,2301,16206,Seguros corporativos,11500.0,11500.0,0.0
1110,2301,16220,Indemnizaciones por daños,3500.0,3500.0,0.0
1111,2301,12000,Retribuciones básicas de personal funcionario,576794.0,576794.0,614247.17
1111,2301,12100,Retribuciones complementarias personal funcionario,746190.0,746190.0,726578.09
1111,2301,13000,Retribuciones personal laboral fijo,36072.0,36072.0,37624.87
1111,2301,14100,Otros personal,322234.0,322234.0,484368.83
1111,2301,16000,Seguridad social a cargo del ayuntamiento,473319.0,473319.0,528239.69
1111,2301,16500,Cuotas Elkarkidetza a cargo ayuntamiento,2068.0,2068.0,58008.42
1111,2301,22102,Agua,250.0,0.0,0.0
1111,2301,22103,Gas,32000.0,40000.0,27769.74
1111,2301,22618,Otros gastos funcionamiento,4100.0,241.02,4325.51
1111,2301,22700,III plan igualdad,2562.0,0.0,0.0
1111,9221,22690,Gastos electorales,9447.0,33518.3,30879.09
1115,2323,22745,Programa educación calle para sin techo,96106.74,91867.63,91867.24
1115,2323,22784,Contratos servicios de urgencias,578785.31,494886.92,494886.9
1115,2324,22002,"Prensa, revistas y otras publicaciones",2050.0,686.0,1182.9
1115,2324,22106,Productos alimenticios,16430.0,7905.36,13527.35
1115,2324,22111,Menaje,4620.0,1094.42,2873.1
1115,2324,22115,Material técnico específico,2160.0,2160.0,3640.38
1115,2324,22759,Monitores talleres,108000.0,76700.0,104421.24
1115,2324,22765,Centros de acogida inmediata atención 24 horas,92252.88,262979.55,236307.32
1115,2324,22786,Servicio de comidas,11889.87,11889.87,11889.87
1115,2325,22111,Menaje,8220.0,1220.0,6849.05
1115,2325,22115,Material técnico específico,18490.0,18490.0,36282.75
1115,2325,22614,Talleres Gizarteratu,591235.0,499000.0,551521.92
1115,2325,22666,Vigilancia nocturna Villasuso,85737.52,83447.52,85737.36
1115,2325,22761,Programa acompañamiento pisos emergencia polivante,75515.01,75515.01,96279.73
1115,2325,22786,Transporte de comidas casa abierta,11889.87,14932.0,11889.84
1115,2326,22716,Plan de inmigración,65630.0,33821.19,64359.88
1115,2326,22764,Servicio de traducción atención emigrantes,10270.0,7987.9,16063.55
1115,2327,12000,Retribuciones básicas de personal funcionario,337857.0,337857.0,399129.44
1115,2327,12100,Retribuciones complementarias personal funcionario,457970.0,457970.0,509259.73
1115,2327,14100,Otros personal,482456.0,482456.0,588534.01
1115,2327,16000,Seguridad social a cargo del ayuntamiento,385772.0,385772.0,460856.88
1115,2327,16500,Cuotas Elkarkidetza a cargo ayuntamiento,945.0,945.0,28012.85
1120,2311,12000,Retribuciones básicas de personal funcionario,286149.0,286149.0,291144.83
1120,2311,12100,Retribuciones complementarias personal funcionario,325631.0,325631.0,322993.06
1120,2311,14100,Otros personal,311159.0,311159.0,347371.91
1120,2311,16000,Seguridad social a cargo del ayuntamiento,252883.0,252883.0,266121.45
1120,2311,16500,Cuotas Elkarkidetza a cargo ayuntamiento,696.0,696.0,15825.81
1120,2311,22111,Menaje,6160.0,2479.53,3243.4
1120,2311,22115,Material técnico específico,3080.0,1052.32,1320.03
1120,2311,22615,Servicios educativos,2050.0,0.0,0.0
1120,2311,22626,Familias sustitutas,70118.84,35059.42,35059.42
1120,2311,22678,Programación participación infantil,100000.0,73788.68,106448.64
1120,2311,22679,Programa prevención prólogo,15400.0,15400.0,19396.47
1120,2311,22680,Talleres emociones,150000.0,100000.0,157672.44
1120,2311,22726,Programa Senidegune,80000.0,80000.0,79505.06
1120,2311,22744,Servicio médico,2875.0,0.0,0.0
1120,2311,22745,Programa Ada-dartinton,413548.75,413548.75,424993.62
1120,2311,22748,Terapias,100000.0,40000.0,87016.51
1120,2311,22775,Programa Bidatu,186780.0,148780.0,186780.0
1120,2311,22789,Valoración casos de infancia,155000.0,154815.85,154815.84
1120,2311,22791,Plan local de infancia,114400.0,56200.0,88579.79
1120,2311,22792,Valoración casos abusos sexuales,12325.0,12325.0,16607.46
1120,2311,22793,Hogares educativos,1669849.26,1668501.0,1668499.92
1120,2311,22794,Centros de día,1093740.0,980740.0,1093567.86
1120,2311,22796,Programa Valeo,41090.0,38838.0,48606.0
1133,2312,22002,"Prensa, revistas y otras publicaciones",10313.0,8109.5,12816.1
1133,2312,22105,Vestuario y uniformes,578.0,0.0,0.0
1133,2312,22106,Productos alimenticios,1495056.39,1495056.39,1610293.59
1133,2312,22111,Menaje,53588.0,23088.0,65210.46
1133,2312,22115,Material técnico específico,69568.0,71540.83,55555.46
1133,2312,22606,Servicios de peluquería,13676.5,15025.66,15173.38
1133,2312,22618,Otros gastos funcionamiento,14380.0,6746.56,9800.61
1133,2312,22623,Programa de apoyo a familias cuidadoras,343141.5,400000.0,342696.19
1133,2312,22652,Animación residencias tercera edad,275181.3,275181.3,275181.29
1133,2312,22666,Vigilancia nocturna residencia San Prudencio,59899.83,59899.83,65808.0
1133,2312,22667,Servicios religiosos San Prudencio,16961.64,11307.76,16961.64
1133,2312,22702,Servicio de cafetería,14207.16,14207.16,14207.16
1133,2312,22708,Traslado de ancianos,167000.0,165273.02,163805.64
1133,2312,22739,Mantenimiento de plantas,4110.0,1835.75,3328.5
1133,2313,22111,Menaje,8220.0,5956.53,8724.56
1133,2313,22713,Servicio de podología,39720.0,44220.0,39553.96
1133,2313,22754,Gestión centros socioculturales de mayores,2285957.9,2408725.0,2409655.9
1133,2313,22786,Transporte de comidas,41614.55,46114.55,41203.06
1133,2314,22002,"Prensa, revistas y otras publicaciones",906.22,686.0,1182.9
1133,2314,22111,Menaje,12325.0,1810.58,2386.46
1133,2314,22115,Material técnico específico,816.05,346.32,394.32
1133,2314,22609,Trabajadores familiares apartamentos mayores,303350.53,304556.18,305065.9
1133,2314,22618,Otros gastos funcionamiento,5365.0,3596.6,5977.92
1133,2314,22628,Animación Santa Mª Olarizu,37636.8,36926.8,38346.0
1133,2314,22705,Gestión serv.atención diurna Bto.T.Zumarraga,373360.0,373360.0,373360.0
1133,2314,22708,Traslado de ancianos,281283.84,278158.47,280295.85
1133,2314,22718,Gestión servicio atención diurna blas de otero,637947.34,651300.0,646476.39
1133,2314,22786,Transporte de comidas,35669.61,35669.61,35669.52
1133,2317,12000,Retribuciones básicas de personal funcionario,2416065.13,2416065.13,2513798.99
1133,2317,12100,Retribuciones complementarias personal funcionario,3277230.0,3277230.0,3196091.89
1133,2317,14100,Otros personal,3277100.06,3277100.06,3904699.39
1133,2317,16000,Seguridad social a cargo del ayuntamiento,2575733.74,2575733.74,2853346.85
1133,2317,16500,Cuotas Elkarkidetza a cargo ayuntamiento,7257.0,7257.0,209389.15
1145,2321,22731,Comidas Desamparadas,867653.0,978689.0,705843.4
1145,2321,22786,Servicio de comidas,88346.24,90060.48,89969.27
1145,2321,22797,Servicio de ayuda a domicilio,2184682.98,2220258.0,1890257.26
1145,2322,22115,Material técnico específico,13504.8,14629.8,19731.88
1145,2322,22619,Educación calle,790748.6,881600.0,821315.84
1145,2322,22746,Vigilancia servicios sociales de base,293541.06,327351.51,288274.05
1145,2322,22759,Monitores talleres,248675.79,272103.79,216997.29
1145,2328,12000,Retribuciones básicas de personal funcionario,881417.0,881417.0,843290.46
1145,2328,12100,Retribuciones complementarias personal funcionario,1021307.0,1021307.0,898282.77
1145,2328,14100,Otros personal,964068.27,964068.27,1270558.05
1145,2328,16000,Seguridad social a cargo del ayuntamiento,752148.37,752148.37,871981.62
1145,2328,16500,Cuotas Elkarkidetza a cargo ayuntamiento,1418.0,1418.0,40118.42
1310,9313,12000,Retribuciones básicas de personal funcionario,122544.0,122544.0,132348.43
1310,9313,12100,Retribuciones complementarias personal funcionario,167308.0,167308.0,174929.4
1310,9313,14100,Otros personal,46.0,46.0,1340.76
1310,9313,16000,Seguridad social a cargo del ayuntamiento,64451.0,64451.0,65680.11
1310,9313,16500,Cuotas Elkarkidetza a cargo ayuntamiento,248.0,248.0,8721.6
1510,1701,12000,Retribuciones básicas de personal funcionario,27659.81,27659.81,20020.46
1510,1701,12100,Retribuciones complementarias personal funcionario,45476.03,45476.03,26458.95
1510,1701,16000,Seguridad social a cargo del ayuntamiento,12352.04,12352.04,10934.93
1510,1701,22004,Edición y reproducción de cartografía y proyectos,5880.0,859.74,1064.95
1510,1701,22605,"Reuniones, conferencias y congresos",19600.0,7065.24,7801.44
1511,1721,21040,Mto.de equipos y control y diagnóstico,189140.0,139140.0,111717.55
1511,1721,22115,Repuestos y fungibles,8330.0,72.03,624.62
1511,1722,12000,Retribuciones básicas de personal funcionario,175508.0,175508.0,118044.61
1511,1722,12100,Retribuciones complementarias personal funcionario,236522.0,236522.0,161112.12
1511,1722,14100,Otros personal,11215.0,11215.0,115563.51
1511,1722,16000,Seguridad social a cargo del ayuntamiento,124226.0,124226.0,119042.76
1511,1722,16500,Cuotas Elkarkidetza a cargo ayuntamiento,2641.0,2641.0,11773.63
1512,1722,12000,Retribuciones básicas de personal funcionario,45169.0,45169.0,33058.99
1512,1722,12100,Retribuciones complementarias personal funcionario,62201.0,62201.0,37259.84
1512,1722,14100,Otros personal,42355.0,42355.0,1322.54
1512,1722,16000,Seguridad social a cargo del ayuntamiento,37014.0,37014.0,16656.33
1512,1722,16500,Cuotas Elkarkidetza a cargo ayuntamiento,2797.0,2797.0,2907.2
1513,1621,22700,Contrato del servicio de limpieza-recogida y transporte de residuos,8997463.69,8566292.78,8421517.73
1513,1621,22703,Contrato recogida neumática,1120000.0,1312125.0,1715206.11
1513,1621,22715,Recogidas selectivas de residuos,282966.83,207841.87,151963.43
1513,1622,21204,Mantenimiento de las instalaciones de residuos,5000.0,5000.0,3359.97
1513,1622,22723,Contrato explotación del vertedero,1400000.0,1790863.0,1182511.0
1513,1623,22702,Contrato explotación planta rsu Jundiz,6528156.0,8811017.98,8170805.92
1513,1631,22700,Contrato servicio limpieza-limpieza viaria,16746352.31,15843914.3,15674901.25
1513,1691,12000,Retribuciones básicas de personal funcionario,104219.0,104219.0,134963.01
1513,1691,12100,Retribuciones complementarias personal funcionario,142626.0,142626.0,171605.23
1513,1691,14100,Otros personal,33653.0,33653.0,26512.49
1513,1691,16000,Seguridad social a cargo del ayuntamiento,78782.0,78782.0,110330.0
1513,1691,16500,Cuotas Elkarkidetza a cargo ayuntamiento,2152.0,2152.0,7511.24
1514,1701,12000,Retribuciones básicas de personal funcionario,375412.05,375412.05,354402.93
1514,1701,12100,Retribuciones complementarias personal funcionario,500792.75,500792.75,407132.12
1514,1701,14100,Otros personal,214611.0,214611.0,286597.19
1514,1701,16000,Seguridad social a cargo del ayuntamiento,294129.43,294129.43,301541.16
1514,1701,16500,Cuotas Elkarkidetza a cargo ayuntamiento,5564.02,5564.02,39317.72
151701,3112,12000,Retribuciones básicas de personal funcionario,178159.0,178159.0,203991.09
151701,3112,12100,Retribuciones complementarias personal funcionario,235306.0,235306.0,255469.38
151701,3112,13000,Retribuciones personal laboral fijo,31241.0,31241.0,1021.1
151701,3112,14100,Otros personal,88458.0,88874.17,76554.09
151701,3112,16000,Seguridad social a cargo del ayuntamiento,137673.0,137804.31,155194.78
151701,3112,16500,Cuotas Elkarkidetza a cargo ayuntamiento,3318.0,3318.0,22336.65
151701,3112,22107,Alimentación para animales,12000.0,15000.0,10694.22
151701,3112,22108,Suministro farmacia animales,6000.0,5452.52,4128.09
151701,3112,22112,Materiales para sanidad animal,12000.0,12000.0,22158.22
151701,3112,22113,Materiales de higiene alimentaria,1500.0,5000.0,3696.96
151701,3112,22699,Otros gastos diversos,1000.0,6000.0,7217.44
151701,3112,22718,Programas de sanidad animal,5000.0,5000.0,12288.02
151701,3112,22719,Programa de higiene alimentaria,3000.0,10000.0,7580.0
151701,3112,22720,Programas parque d.d.d.,91898.0,91898.0,95476.41
151701,3112,22722,Programa asistencia animal,17000.0,17000.0,19775.64
151701,3112,22766,Ejecuciones subsidiarias ddd,4000.0,4000.0,798.36
151702,3111,12000,Retribuciones básicas de personal funcionario,47269.0,47269.0,42151.94
151702,3111,12100,Retribuciones complementarias personal funcionario,57032.0,57032.0,51310.69
151702,3111,14100,Otros personal,37520.0,37520.0,39308.33
151702,3111,16000,Seguridad social a cargo del ayuntamiento,34759.0,34759.0,33721.38
151702,3111,16500,Cuotas Elkarkidetza a cargo ayuntamiento,93.0,93.0,2491.89
151702,3111,20200,Arrendamiento desfibriladores,49000.0,27200.0,14347.42
151702,3111,22198,Materiales para Educación para la salud,9000.0,30000.0,26825.98
151702,3111,22702,Plan de salud-ciudades saludables,21017.2,30000.0,0.0
151702,3111,22715,Contrato casa antisida Besarkada etxea,232000.0,232000.0,232000.0
151702,3111,22717,Prestación servicios promoción salud,219860.3,230000.0,99572.7
151702,3111,22718,Programa de prevención de drogodependencias,62309.0,47600.0,50698.98
151702,3111,22721,Programa prevención drogodependencias-convenio fundación Jeiki/reinsercción,82643.0,42643.0,82643.0
151702,3111,22724,Convenio UPV fruta y verdura,6468.66,0.0,0.0
151703,3113,12000,Retribuciones básicas de personal funcionario,226356.0,226356.0,213729.94
151703,3113,12100,Retribuciones complementarias personal funcionario,308776.0,308776.0,289985.14
151703,3113,14100,Otros personal,21686.0,21686.0,79193.76
151703,3113,16000,Seguridad social a cargo del ayuntamiento,152359.0,152359.0,162197.21
151703,3113,16500,Cuotas Elkarkidetza a cargo ayuntamiento,3162.0,3162.0,10351.54
151703,3113,21200,Mantenimiento maquinaria e instalaciones,10000.0,15000.0,14984.83
151703,3113,22115,Material técnico específico (laboratorio),60000.0,62000.0,68024.95
151703,3113,22716,Contratación auditorías de calidad,17000.0,17000.0,20296.52
152002,1534,12000,Retribuciones básicas de personal funcionario,1146536.18,1146536.18,1060066.56
152002,1534,12100,Retribuciones complementarias personal funcionario,1540448.25,1540448.25,1321446.73
152002,1534,14100,Otros personal,74875.11,74875.11,439607.34
152002,1534,16000,Seguridad social a cargo del ayuntamiento,909394.68,909394.68,930878.88
152002,1534,16500,Cuotas Elkarkidetza a cargo ayuntamiento,5681.76,5681.76,86245.87
152002,1534,20200,Arrendamiento de maquinaria e instalaciones,30000.0,30000.0,32836.03
152002,1534,21005,Brigadas de acción inmediata,150000.0,39625.0,0.0
152002,1534,21008,B.A.I. juegos infantiles,50000.0,50000.0,25286.03
152002,1534,21060,Conservación de vias públicas y firmes,500000.0,500000.0,584532.13
152002,1534,21701,Conservación mobiliario urbano,40000.0,40000.0,112798.63
152002,1534,21702,Conservación mobiliario urbano casco histórico,160832.34,0.0,0.0
152002,1534,22111,Menaje,10000.0,20350.0,28437.01
152002,1534,22722,Contratos mantenimiento w.c. públicos,45460.0,57000.0,44745.17
152002,1641,22111,Menaje,10000.0,8020.53,13085.52
152002,1641,22140,Gastos específicos cementerios,75000.0,30097.11,49594.33
152002,1651,21006,Brigadas acción inmediata para alumbrado,100000.0,100000.0,65172.15
152002,1651,22130,Conservación general del alumbrado público,375000.0,493000.0,531957.61
152005,1533,12000,Retribuciones básicas de personal funcionario,39920.0,39920.0,68771.84
152005,1533,12100,Retribuciones complementarias personal funcionario,49893.0,49893.0,83177.12
152005,1533,16000,Seguridad social a cargo del ayuntamiento,22501.0,22501.0,29288.54
152005,1533,16500,Cuotas Elkarkidetza a cargo ayuntamiento,76.0,76.0,2373.56
152007,1711,12000,Retribuciones básicas de personal funcionario,944541.0,944541.0,803029.29
152007,1711,12100,Retribuciones complementarias personal funcionario,1242274.0,1242274.0,1070998.0
152007,1711,14100,Otros personal,195627.0,195627.0,455862.95
152007,1711,16000,Seguridad social a cargo del ayuntamiento,717534.0,717534.0,784935.15
152007,1711,16500,Cuotas Elkarkidetza a cargo ayuntamiento,3187.0,3187.0,77864.11
152007,1711,20200,Arrendamiento de maquinaria e instalaciones,95000.0,158000.0,139356.72
152007,1711,21040,Mantenimiento de transmisores,1560.0,0.0,0.0
152007,1711,21071,Conservación municipal de zonas verdes públicas,80000.0,319500.0,185895.73
152007,1711,21072,Conservación de jardineras,41000.0,20000.0,0.0
152007,1711,21073,Conservación arboreto,40000.0,40000.0,34979.83
152007,1711,21074,Trabajos de conservación anillo verde exterior,300000.0,300000.0,290660.01
152007,1711,21200,Mantenimiento maquinaria e instalaciones,30000.0,40000.0,60510.92
152007,1711,22111,Menaje,25000.0,12981.43,27988.74
152007,1711,22711,Conservación zonas verdes,2741000.0,2701888.0,2691632.89
152008,1742,22700,Recogida de residuos y mantenimiento ELM y cementerio,1100000.0,1478088.0,1778165.46
152008,1743,21000,Infraestructura y bienes naturales,50000.0,50000.0,48547.53
152008,1743,21902,"Mantenimiento vias forestales, plantaciones y espacios naturales",50000.0,50000.0,51080.37
152008,1743,21911,Mantenimiento jardines núcleos rurales,350000.0,300000.0,279630.66
152008,1743,22111,Menaje,20000.0,11653.04,14589.76
152008,1743,22145,Recuperación espacios degradados,50000.0,42134.29,42972.35
152008,1749,12000,Retribuciones básicas de personal funcionario,107991.0,107991.0,121856.51
152008,1749,12100,Retribuciones complementarias personal funcionario,152367.0,152367.0,172620.94
152008,1749,14100,Otros personal,33172.0,33172.0,3851.35
152008,1749,16000,Seguridad social a cargo del ayuntamiento,92144.0,92144.0,118114.4
152008,1749,16500,Cuotas Elkarkidetza a cargo ayuntamiento,456.0,456.0,14187.59
152009,1711,13000,Retribuciones personal laboral fijo,247648.0,247648.0,81678.28
152009,1711,16000,Seguridad social a cargo del ayuntamiento,56553.0,56553.0,43879.99
152009,1711,16500,Cuotas Elkarkidetza a cargo ayuntamiento,431.0,431.0,5270.23
1610,3422,22148,Contrato mantenimiento piscinas,1429029.0,1650029.0,1554388.42
1610,9212,21100,Conservación edificios municipales,1100000.0,1920000.0,2159605.02
1610,9212,21207,Mantenimiento y Reparación de equipos,70000.0,70000.0,84677.36
1610,9212,22109,Productos de limpieza y aseo,270000.0,270000.0,318149.71
1610,9212,22111,Menaje,15000.0,15000.0,35062.31
1610,9212,22147,Contratos de baja tensión,5000.0,5000.0,11672.62
1610,9212,22722,Contratos mantenimiento w.c. públicos,30000.0,30000.0,27606.71
1610,9213,22101,Energía eléctrica,8450000.0,8580000.0,8468823.17
1610,9214,22146,Contrato contenedores higiénicos,27000.0,15000.0,10614.69
1610,9214,22783,Contratos unidad de limpieza,1750130.0,4077198.0,3894016.1
1610,9215,21200,Mantenimiento maquinaria e instalaciones,1843215.0,1440127.01,1434334.91
1610,9215,22103,Contrato para la eficiencia energética,3984300.0,4650000.0,4466999.95
1610,9215,22149,Gas resto edificios municipales,83000.0,98000.0,84450.6
1610,9219,12000,Retribuciones básicas de personal funcionario,39285.0,39285.0,0.0
1610,9219,12100,Retribuciones complementarias personal funcionario,89052.0,89052.0,0.0
1610,9219,16000,Seguridad social a cargo del ayuntamiento,22231.0,22231.0,17389.35
1620,9219,12000,Retribuciones básicas de personal funcionario,106592.0,106592.0,95691.29
1620,9219,12100,Retribuciones complementarias personal funcionario,137326.0,137326.0,123846.31
1620,9219,14100,Otros personal,57206.0,57206.0,66490.23
1620,9219,16000,Seguridad social a cargo del ayuntamiento,83679.0,83679.0,79785.62
1620,9219,16500,Cuotas Elkarkidetza a cargo ayuntamiento,207.0,207.0,3990.32
1630,9219,12000,Retribuciones básicas de personal funcionario,1710200.0,1710200.0,1856297.78
1630,9219,12100,Retribuciones complementarias personal funcionario,2198153.0,2198153.0,2237450.63
1630,9219,13000,Retribuciones personal laboral fijo,26757.0,26757.0,34063.7
1630,9219,14100,Otros personal,3055593.0,3055593.0,3756853.55
1630,9219,16000,Seguridad social a cargo del ayuntamiento,2253150.0,2253150.0,2600226.99
1630,9219,16500,Cuotas Elkarkidetza a cargo ayuntamiento,4297.0,4297.0,237170.28
1641,9219,12000,Retribuciones básicas de personal funcionario,81557.0,81557.0,56928.41
1641,9219,12100,Retribuciones complementarias personal funcionario,100354.0,100354.0,63187.71
1641,9219,14100,Otros personal,38925.0,38925.0,40671.46
1641,9219,16000,Seguridad social a cargo del ayuntamiento,67949.0,67949.0,47184.8
1641,9219,16500,Cuotas Elkarkidetza a cargo ayuntamiento,169.0,169.0,2373.56
1642,9219,12000,Retribuciones básicas de personal funcionario,35483.0,35483.0,58241.11
1642,9219,12100,Retribuciones complementarias personal funcionario,45788.0,45788.0,71158.29
1642,9219,14100,Otros personal,38082.0,38082.0,2481.66
1642,9219,16000,Seguridad social a cargo del ayuntamiento,36123.0,36123.0,35112.49
1643,9219,12000,Retribuciones básicas de personal funcionario,20890.0,20890.0,23337.58
1643,9219,12100,Retribuciones complementarias personal funcionario,28177.0,28177.0,31565.78
1643,9219,16000,Seguridad social a cargo del ayuntamiento,10120.0,10120.0,11185.92
