#Organikoa,Funtzionala,Ekonomikoa,R,Aplikazioaren izena,2024ko Hasierako kreditua,2024ko Behin-betiko kreditua,O
0414,9312,12000,,Funtzionarioen oinarrizko ordainsariak,84247.72,84247.72,6719.97
0414,9312,12100,,Funtzionarioen ordainsari osagarriak,112097.0,112097.0,9964.81
0414,9312,16000,,"Gizarte Segurantza, enpresaren kontura",49004.0,49004.0,5411.21
0414,9312,16500,,"Elkarkidetzako kuotak, Udalaren kontura",3325.0,3325.0,474.92
0415,9323,12000,,Funtzionarioen oinarrizko ordainsariak,98817.9,98817.9,10771.15
0415,9323,12100,,Funtzionarioen ordainsari osagarriak,160435.0,160435.0,26576.63
0415,9323,16000,,"Gizarte Segurantza, enpresaren kontura",55659.0,55659.0,9225.3
0415,9323,16500,,"Elkarkidetzako kuotak, Udalaren kontura",2500.0,2500.0,387.8
0416,9341,12000,,Funtzionarioen oinarrizko ordainsariak,66974.21,66974.21,10355.83
0416,9341,12100,,Funtzionarioen ordainsari osagarriak,94101.0,94101.0,23511.32
0416,9341,14100,,Bestelako langileak,86449.0,86449.0,15157.82
0416,9341,16000,,"Gizarte Segurantza, enpresaren kontura",64377.0,64377.0,12820.29
0416,9341,16500,,"Elkarkidetzako kuotak, Udalaren kontura",6293.0,6293.0,949.84
0417,9322,12000,,Funtzionarioen oinarrizko ordainsariak,90355.72,90355.72,10948.06
0417,9322,12100,,Funtzionarioen ordainsari osagarriak,127915.0,127915.0,20187.04
0417,9322,14100,,Bestelako langileak,58835.0,58835.0,8377.08
0417,9322,16000,,"Gizarte Segurantza, enpresaren kontura",63363.0,63363.0,10200.7
0417,9322,16500,,"Elkarkidetzako kuotak, Udalaren kontura",3325.0,3325.0,474.92
0418,9319,12000,,Funtzionarioen oinarrizko ordainsariak,1091429.67,1091429.67,123591.53
0418,9319,12100,,Funtzionarioen ordainsari osagarriak,1359032.0,1359032.0,228035.79
0418,9319,14100,,Bestelako langileak,291614.0,291614.0,51551.11
0418,9319,16000,,"Gizarte Segurantza, enpresaren kontura",825435.0,825435.0,135011.48
0418,9319,16500,,"Elkarkidetzako kuotak, Udalaren kontura",58835.0,58835.0,8507.01
0421,9314,12000,,Funtzionarioen oinarrizko ordainsariak,112573.43,112573.43,14877.32
0421,9314,12100,,Funtzionarioen ordainsari osagarriak,158162.0,158162.0,25168.19
0421,9314,14100,,Bestelako langileak,57859.0,57859.0,14604.28
0421,9314,16000,,"Gizarte Segurantza, enpresaren kontura",81749.0,81749.0,15576.12
0421,9314,16500,,"Elkarkidetzako kuotak, Udalaren kontura",1358.0,1358.0,193.9
0810,4301,11000,,Kabineteko behin-behineko langileen ordainsariak,59721.11,59721.11,214.38
0810,4301,12000,,Funtzionarioen oinarrizko ordainsariak,59221.0,59221.0,21625.49
0810,4301,12100,,Funtzionarioen ordainsari osagarriak,87903.0,87903.0,37023.85
0810,4301,14100,,Bestelako langileak,510.0,510.0,0.0
0810,4301,16000,,"Gizarte Segurantza, enpresaren kontura",45509.0,45509.0,16638.92
0810,4301,16500,,"Elkarkidetzako kuotak, Udalaren kontura",4987.0,4987.0,1424.76
0810,4331,22704,,Umbra babestea,19000.0,19000.0,0.0
0810,4331,22712,,Film Office bultzatzea,5000.0,5000.0,0.0
0810,4331,22797,,Toki garapenerako bulegoa: Dinamizazio Ekonomikoa,208000.0,208000.0,5585.2
0810,4331,47104,,Toki garapenerako bulegoa: ekitaldiak erakartzeko laguntzak,130000.0,130000.0,0.0
0810,4331,48113,,Hitzarmena: Turium,0.0,0.0,0.0
0817,4334,85107,,Parke teknologikoaren kapital-zabalkuntza,52600.0,52600.0,0.0
0819,4301,12000,,Funtzionarioen oinarrizko ordainsariak,234957.46,234957.46,24812.19
0819,4301,12100,,Funtzionarioen ordainsari osagarriak,285755.0,285755.0,40548.84
0819,4301,14100,,Bestelako langileak,77794.0,77794.0,29248.47
0819,4301,16000,,"Gizarte Segurantza, enpresaren kontura",181037.0,181037.0,32810.82
0819,4301,16500,,"Elkarkidetzako kuotak, Udalaren kontura",8982.0,8982.0,875.05
0820,4301,12000,,Funtzionarioen oinarrizko ordainsariak,169004.13,169004.13,25428.42
0820,4301,12100,,Funtzionarioen ordainsari osagarriak,193778.0,193778.0,39425.86
0820,4301,14100,,Bestelako langileak,81355.0,81355.0,12783.58
0820,4301,16000,,"Gizarte Segurantza, enpresaren kontura",129665.0,129665.0,22417.69
0820,4301,16500,,"Elkarkidetzako kuotak, Udalaren kontura",11518.0,11518.0,1821.32
0820,4321,62610,,Eu-next generation proiektuen seinaleztapena,0.0,60000.0,0.0
0821,4331,12000,,Funtzionarioen oinarrizko ordainsariak,174501.0,174501.0,22122.49
0821,4331,12100,,Funtzionarioen ordainsari osagarriak,210557.82,210557.82,33014.91
0821,4331,14100,,Bestelako langileak,113654.0,113654.0,11046.12
0821,4331,16000,,"Gizarte Segurantza, enpresaren kontura",144910.0,144910.0,23021.76
0821,4331,16500,,"Elkarkidetzako kuotak, Udalaren kontura",5937.0,5937.0,831.11
0821,4331,22677,,Ekintzaileentzako laguntza,213600.0,213600.0,3312.95
0821,4221,22683,,Jundiz eko-industriala,0.0,0.0,0.0
0821,4331,22712,,Enpresa-mintegien kudeaketa,25000.0,25000.0,792.31
0821,4221,22714,,Basaldea,0.0,0.0,6563.63
0821,4221,22716,,Ekintzailetza zirkularra,40000.0,40000.0,0.0
0821,4221,22763,,Ekonomia zirkularra,45000.0,45000.0,0.0
0821,4331,22769,,Festval - Fila 2 babestea,190000.0,190000.0,0.0
0821,4331,22770,,F2pcampus Katoid Techno babestea ,5000.0,5000.0,0.0
0821,4221,22779,,Industriari eta enpresei laguntzea,90000.0,90000.0,0.0
0821,4331,41900,,Ekintzailetzari laguntzeko EHU-rekiko hitzarmena,5000.0,5000.0,0.0
0821,4331,47002,,Ekarpena BIC,75000.0,75000.0,0.0
0821,4331,47102,,Sorkuntzarekin lotutako industrientzako enplegu-laguntzak,150000.0,150000.0,0.0
0821,4331,47107,,Hitzarmena: Ajebask- Prestakuntza eta mintegia,15000.0,15000.0,0.0
0821,4331,47131,,Hitzarmena: Euskal Irudigileak,15000.0,15000.0,0.0
0821,4331,48150,,Hitzarmena: SECOT elkartearekin,3000.0,3000.0,0.0
0821,4331,48175,,"Hitzarmena VIA-rekin, pasaiari-jarduera bultzatzeko",520000.0,520000.0,0.0
0821,4331,48180,,VIArentzako transferentziak,60000.0,60000.0,0.0
0821,4331,48905,,"Hitzarmena: Prestaturik, berrerabili",30000.0,30000.0,0.0
0821,4331,48943,,Enpresen Gizarte Erantzukizunari buruzko Foroa,4000.0,4000.0,0.0
0821,4331,48949,,Ekintzaileentzako bekak,90000.0,90000.0,0.0
0821,4331,48950,,Autonomoentzako Txekea,100000.0,100000.0,0.0
0821,4331,48967,,Enpresak sortzeko eta sendotzeko laguntzak,190000.0,190000.0,1285.99
0821,4331,48968,,Hiri Laborategia,3000.0,3000.0,0.0
0821,4331,48985,,Itun Berdea sariak,6000.0,6000.0,0.0
0821,4331,48986,,"Hitzarmena, Merkataritza Ganberarekin - enpresa txikiei laguntzea",32000.0,32000.0,0.0
0821,4331,48996,,Hitzarmena: Arco n1,9200.0,9200.0,0.0
0821,4331,60902,,Mintegiko inbertsioak - Basaldea proiektua,100000.0,100000.0,0.0
0821,4331,62601,,Mintegietako berrikuntza eta ekipamenduak,120000.0,120000.0,0.0
0821,4221,62952,,Industrialdeak mantentzea,150000.0,150000.0,0.0
0822,4314,12000,,Funtzionarioen oinarrizko ordainsariak,65466.0,65466.0,8611.43
0822,4314,12100,,Funtzionarioen ordainsari osagarriak,81378.68,81378.68,13773.2
0822,4314,14100,,Bestelako langileak,86405.0,86405.0,18732.7
0822,4314,16000,,"Gizarte Segurantza, enpresaren kontura",66223.0,66223.0,15467.38
0822,4314,16500,,"Elkarkidetzako kuotak, Udalaren kontura",1781.0,1781.0,831.11
0822,4314,20200,,Makineria eta instalazioak alokatzea,94000.0,94000.0,0.0
0822,4314,22700,,Eguberrietako argiztapena,165000.0,165000.0,0.0
0822,4314,22701,,Merkataritza-lokalak dinamizatzeko plana,30000.0,30000.0,0.0
0822,4314,22702,,Merkataritza-lokalen dinamizazioa,300000.0,300000.0,0.0
0822,4314,22765,,Tokiko merkataritzaren zabalkunde kanpaina ,45000.0,45000.0,0.0
0822,4314,22771,,“Urban Commerce” jardunaldia,45000.0,45000.0,0.0
0822,4314,22773,,Azokak,60000.0,60000.0,2026.53
0822,4314,22798,,Merkataritza dinamizatzea,170000.0,170000.0,1815.0
0822,4314,22799,,Merkataritzan belaunaldien arteko ordezkapena bermatzeko plana,200000.0,200000.0,0.0
0822,4314,42301,,"Arabako Merkataritza Ganberarekiko hitzarmena, erakusleihoak",8000.0,8000.0,0.0
0822,4314,48904,,Hitzarmena: City Wine,20000.0,20000.0,0.0
0822,4314,48926,,Hitzarmena: Gasteiz On elkartea,250800.0,250800.0,0.0
0822,4314,48963,,Hitzarmena: Erdi Aroko hiriguneko Merkatarien Elkartea,98000.0,98000.0,0.0
0822,4314,48964,,Denda txikientzako laguntzak,560000.0,560000.0,1200.0
0822,4314,48965,,Hitzarmena: Merkataritza Enpresaburuen Elkartea,45000.0,45000.0,0.0
0822,4314,48966,,Hitzarmena: Gorbeia kaleko Merkatarien Elkartea,16000.0,16000.0,0.0
0822,4312,61406,,Azoketako obrak ,60000.0,60000.0,0.0
0823,2411,12000,,Funtzionarioen oinarrizko ordainsariak,488396.76,488396.76,60707.25
0823,2411,12100,,Funtzionarioen ordainsari osagarriak,626542.0,626542.0,102730.06
0823,2411,13000,,Lan-kontratudun langile finkoen ordainsariak,0.0,0.0,578636.26
0823,2411,14100,,Bestelako langileak,143201.0,143201.0,30015.51
0823,2411,16000,,"Gizarte Segurantza, enpresaren kontura",397611.0,397611.0,307440.68
0823,2411,16500,,"Elkarkidetzako kuotak, Udalaren kontura",23913.0,23913.0,3548.41
0823,2411,20100,,Lokal eta eraikinak alokatzea,125000.0,125000.0,0.0
0823,2381,22279,,GPS: Orientabide profesionala berdintasunean,30000.0,30000.0,4002.0
0823,2411,22770,,Zaramagako birgaitze plana. Lanbideren ekarpena 1. kapitulua,288194.38,288194.38,0.0
0823,2411,22771,,Zaramagako birgaitze plana. Lanbideren ekarpena 2. kapitulua,44983.0,44983.0,5771.57
0823,2411,22772,,Zaramagako birgaitze plana. Udalaren ekarpena 1. kapitulua,98075.31,98075.31,0.0
0823,2411,22773,,Zaramagako birgaitze plana. Udalaren ekarpena 2. kapitulua,40000.0,40000.0,0.0
0823,2411,22774,,"Beste enplegu planak, Udalaren Ekarpena 2. kapitulua",70000.0,70000.0,0.0
0823,2411,22781,,Udaleko atzerritarrak laneratzeko proiektu pilotua 2. kapitulua,150000.0,150000.0,0.0
0823,2411,22782,,Udaleko atzerritarrak laneratzeko proiektu pilotua 1. kapitulua,910920.5,910920.5,0.0
0823,2411,22785,,Eskualdeko plan - Lanbideren ekarpena,1000000.0,1000000.0,0.0
0823,2411,22786,,Eskualdeko enplegu plana (1. kap),200000.0,200000.0,0.0
0823,2411,22788,,Gazteentzako enplegu plana 2023-24 Lanbideren ekarpena,694985.56,694985.56,0.0
0823,2411,22790,,Gazteentzako enplegu plana 2024-25 Lanbideren ekarpena,862568.56,862568.56,0.0
0823,2411,22791,,Lehentasunezko kolektiboen enplegua bultzatzea,100000.0,100000.0,0.0
0823,2411,22792,,Goraka doazen jarduera sektoretakoko emplegu plana,350000.0,350000.0,0.0
0823,2411,22793,,Orientazio- eta enplegu-ekintzak,30000.0,30000.0,0.0
0823,2411,22795,,Prestakuntza,350000.0,350000.0,28020.21
0823,2411,22797,,Gasteiz enplegu plana,230000.0,230000.0,3081.11
0823,2411,22798,,Oikos proiektua,15000.0,15000.0,0.0
0823,2411,47128,,"Hitzarmena: SEA, enplegua",72400.0,72400.0,0.0
0823,4331,47136,,Ekonomia zirkularreko proiektuetarako laguntzak,90000.0,90000.0,0.0
0823,2411,48015,,Eskualdeko plan - Lanbideren ekarpena,1525547.0,1525547.0,0.0
0823,2411,48020,,Eskualdeko plana - Udalaren ekarpena kontrataziorako,410000.0,410000.0,0.0
0823,4331,48043,,Arabako Ganberarekiko hitzarmena: salmenta-eskola,10000.0,10000.0,0.0
0823,2411,48171,,Hitzarmena: Secretariado Gitano fundazioa,48000.0,48000.0,0.0
0823,2411,48966,,Hitzarmena: Saregune proiektua,60000.0,60000.0,0.0
0823,2411,48967,,Kontratatzeko laguntzak - enplegu-egonkortasuna,600000.0,600000.0,0.0
0823,4331,48994,,"Hitzarmena: ADSIS, Cáritas, Egibide - Hazia proiektua",100000.0,100000.0,0.0
0823,2411,62298,,Instalazioak berritzea,200000.0,200000.0,0.0
0823,2411,62299,,Enplegu eta prestakuntza instalazioak,10000.0,10000.0,0.0
0823,2411,62519,,Prestakuntza ekipoak erostea,10000.0,10000.0,0.0
0823,2411,62600,,Enplegu eta prestakuntza instalazioetarako informatika ekipoak erostea,10000.0,10000.0,0.0
0824,4321,12000,,Funtzionarioen oinarrizko ordainsariak,172689.37,172689.37,23352.22
0824,4321,12100,,Funtzionarioen ordainsari osagarriak,231175.0,231175.0,40906.89
0824,4321,14100,,Bestelako langileak,28784.0,28784.0,149.75
0824,4321,16000,,"Gizarte Segurantza, enpresaren kontura",135213.0,135213.0,20955.07
0824,4321,16500,,"Elkarkidetzako kuotak, Udalaren kontura",10739.0,10739.0,1221.29
0824,4321,22776,,"Kudeaketa: Europa jauregia, Goiuri eta Turismoa",610000.0,610000.0,29115.89
0824,4321,62513,,Jauregi eta biltzarretako altzariak,60000.0,60000.0,0.0
0824,4321,62609,,Europa eta Goiuri jauregietako ekipo teknikoak,45000.0,45000.0,0.0
0826,4321,12000,,Funtzionarioen oinarrizko ordainsariak,24938.07,24938.07,0.0
0826,4321,12100,,Funtzionarioen ordainsari osagarriak,27303.0,27303.0,0.0
0826,4321,16000,,"Gizarte Segurantza, enpresaren kontura",14142.0,14142.0,0.0
0826,3411,22603,,"Publizitate babesa, Saski Baskonia SADri",157300.0,157300.0,0.0
0826,4321,22733,,Sektoreko lehiakortasun-ekintzak,5000.0,5000.0,0.0
0826,4321,22772,,Arabako pintxoaren astea babestea,12000.0,12000.0,0.0
0826,4321,22774,,Miniature-pintxos Congress babestea,15000.0,15000.0,0.0
0826,4321,22775,,Loreen Jaialdia,40000.0,40000.0,0.0
0826,4321,22777,,Turismoa dinamizatzea,200000.0,200000.0,10763.75
0826,4321,22779,,Hiriaren turismo sustapena,250000.0,250000.0,25063.54
0826,4321,22780,,Turismo Bulegoaren merchandising-gastuak,30000.0,30000.0,1170.37
0826,4333,48172,,Hitzarmena: Santa Maria Katedrala fundazioa,32000.0,32000.0,0.0
0910,9202,12000,,Funtzionarioen oinarrizko ordainsariak,237503.2,237503.2,18029.94
0910,9202,12100,,Funtzionarioen ordainsari osagarriak,190272.0,190272.0,40785.18
0910,9202,14100,,Bestelako langileak,0.0,0.0,4721.69
0910,9202,16000,,"Gizarte Segurantza, enpresaren kontura",90621.0,90621.0,17148.98
0910,9202,16007,,Funtzionarioen berariazko osagarrirako ekarpena,260000.0,260000.0,187.92
0910,9202,16104,,Epaiaren ondoriozko ordainsariak,25000.0,25000.0,31600.0
0910,9202,16204,,Bizi-asegurua - Auto-asegurua,145800.0,145800.0,48600.0
0910,9202,16220,,Kalte-ordainak,1000.0,1000.0,4280.0
0910,9202,16500,,"Elkarkidetzako kuotak, Udalaren kontura",9195.0,9195.0,1143.74
0910,9202,22001,,"Ohikoa, inbentariatu ezina",2500.0,2500.0,500.0
0910,9202,22105,,Jantziak eta uniformeak,100000.0,100000.0,0.0
0910,9202,22638,,Udal langileen prestakuntza-plana,120000.0,120000.0,12516.22
0910,2210,22734,,Gizarte Segurantzaren erregularizazioa,100000.0,100000.0,0.0
0910,9202,22740,,SUMAS Biltzarra,2000.0,2000.0,0.0
0910,9202,22745,,Laneko arriskuen prebentziorako programa estrategikoa,30000.0,30000.0,500.0
0910,9202,22759,,Etengabeko hobekuntzarako plan estrategikoa,15000.0,15000.0,0.0
0910,2381,22760,,Genero-berdintasunerako ekintzak,15375.0,15375.0,0.0
0910,9202,22764,,Antolakuntza-azterlanak,1000.0,1000.0,0.0
0910,9202,23000,,Dietak,60000.0,60000.0,11473.39
0910,9202,23001,,Lokomozio-gastuak,20000.0,20000.0,3762.25
0910,9202,23900,,Hautatze prozesuetako gastuak,70000.0,70000.0,63.0
0910,9202,48001,,"Dirulaguntza, Langile Batzordeari",2957.38,2957.38,0.0
0910,9202,48002,,Langileentzako ikasketa beka eta poltsak,25000.0,25000.0,0.0
0910,9202,48003,,Dirulaguntza: ELA atal sindikalari,5637.71,5637.71,0.0
0910,9202,48004,,Dirulaguntza: CCOO atal sindikalari,2874.89,2874.89,0.0
0910,9202,48005,,Dirulaguntza: LAB atal sindikalari,1953.95,1953.95,0.0
0910,9202,48006,,Dirulaguntza: ESK atal sindikalari,1646.97,1646.97,0.0
0910,9202,48007,,Dirulaguntza: SIPLA atal sindikalari,1033.01,1033.01,0.0
0910,9203,62957,,Giza Baliabideentzako ekipoen erosketa,51000.0,51000.0,0.0
0911,9202,12000,,Funtzionarioen oinarrizko ordainsariak,332154.16,332154.16,43311.69
0911,9202,12100,,Funtzionarioen ordainsari osagarriak,440296.0,440296.0,80715.68
0911,9202,14100,,Bestelako langileak,282905.0,282905.0,45384.64
0911,9202,16000,,"Gizarte Segurantza, enpresaren kontura",328424.0,328424.0,57022.63
0911,9202,16500,,"Elkarkidetzako kuotak, Udalaren kontura",21354.0,21354.0,3622.04
0912,9202,12000,,Funtzionarioen oinarrizko ordainsariak,120021.53,120021.53,15935.89
0912,9202,12100,,Funtzionarioen ordainsari osagarriak,170063.0,170063.0,30828.35
0912,9202,14100,,Bestelako langileak,51394.0,51394.0,3516.87
0912,9202,16000,,"Gizarte Segurantza, enpresaren kontura",88618.0,88618.0,14531.87
0912,9202,16500,,"Elkarkidetzako kuotak, Udalaren kontura",5552.0,5552.0,793.12
0915,9202,12000,,Funtzionarioen oinarrizko ordainsariak,159802.29,159802.29,14749.19
0915,9202,12100,,Funtzionarioen ordainsari osagarriak,211773.0,211773.0,27345.65
0915,9202,14100,,Bestelako langileak,38904.0,38904.0,0.0
0915,9202,16000,,"Gizarte Segurantza, enpresaren kontura",106821.0,106821.0,11891.05
0915,9202,16500,,"Elkarkidetzako kuotak, Udalaren kontura",6865.0,6865.0,827.92
0919,9203,12000,,Funtzionarioen oinarrizko ordainsariak,198135.53,198135.53,22760.74
0919,9203,12100,,Funtzionarioen ordainsari osagarriak,265102.0,265102.0,40326.35
0919,9203,16000,,"Gizarte Segurantza, enpresaren kontura",129528.0,129528.0,20907.37
0919,9203,16500,,"Elkarkidetzako kuotak, Udalaren kontura",10098.0,10098.0,1594.76
0919,9203,22108,,Kanpoko zerbitzuak,60000.0,60000.0,0.0
0919,9203,22141,,Zerbitzu medikoen tresneriaren berariazko mantenimendua,820.0,820.0,0.0
1010,9204,11000,,Kabineteko behin-behineko langileen ordainsariak,78309.0,78309.0,12123.65
1010,9204,12000,,Funtzionarioen oinarrizko ordainsariak,50923.96,50923.96,3688.35
1010,9204,12100,,Funtzionarioen ordainsari osagarriak,89953.0,89953.0,9628.8
1010,9204,16000,,"Gizarte Segurantza, enpresaren kontura",48379.0,48379.0,5514.76
1010,9204,16500,,"Elkarkidetzako kuotak, Udalaren kontura",2776.0,2776.0,474.92
1010,9221,22690,,Hauteskunde-gastuak,65000.0,115000.0,0.0
1010,9204,22730,,LOPD-ko prozesuak definitu eta ikuskatzea.,20000.0,20000.0,0.0
1011,9204,12000,,Funtzionarioen oinarrizko ordainsariak,635997.95,635997.95,82725.15
1011,9204,12100,,Funtzionarioen ordainsari osagarriak,799913.0,799913.0,130899.59
1011,9204,14100,,Bestelako langileak,101020.0,101020.0,29662.82
1011,9204,16000,,"Gizarte Segurantza, enpresaren kontura",438611.0,438611.0,77177.0
1011,9204,16500,,"Elkarkidetzako kuotak, Udalaren kontura",34076.0,34076.0,5591.37
1011,9204,21501,,Informatika-aplikazioak mantentzea,650000.0,650000.0,223678.25
1011,9204,22720,,Aplikatiboak onik zaintzeko euskarria,1530000.0,1530000.0,64766.29
1011,9204,62623,,e-administrazioa plan zuzentzailea,180000.0,180000.0,0.0
1011,9204,62624,,Iruzur fiskalaren kontrako plana,200000.0,200000.0,0.0
1012,9204,12000,,Funtzionarioen oinarrizko ordainsariak,348436.93,348436.93,39395.55
1012,9204,12100,,Funtzionarioen ordainsari osagarriak,476360.0,476360.0,73073.9
1012,9204,14100,,Bestelako langileak,236147.0,236147.0,46195.9
1012,9204,16000,,"Gizarte Segurantza, enpresaren kontura",296545.0,296545.0,51594.98
1012,9204,16500,,"Elkarkidetzako kuotak, Udalaren kontura",19773.0,19773.0,3132.49
1012,9204,21500,,Informatika ekipoak onik zaintzea,220000.0,170000.0,141441.15
1012,9271,22200,,Telefono-fakturazioa,340000.0,340000.0,40881.85
1012,9271,22202,,Posta eta jakinarazpenak,1350000.0,1350000.0,94476.47
1012,9271,22644,,Aldizkari ofizialetako iragarkiak,10000.0,10000.0,0.0
1012,9204,22728,,Ordenagailu zentralen euskarria,320000.0,320000.0,23793.44
1012,9204,22729,,Erabiltzaileen ekipoak mantentzeko euskarria,350000.0,350000.0,0.0
1012,1515,61404,,PIIE-Udal eraikinen digitalizazioa Zaramagan,177441.35,177441.35,0.0
1012,9204,62600,,Informatika ekipoak erostea,220000.0,178000.0,4281.46
1012,9204,62604,,Oinarrizko softwarea erostea,180000.0,181364.88,1364.88
1012,9204,62620,,Segurtasun planeko ekintzak,100000.0,100000.0,0.0
1012,9204,62627,,Tresna eta zerbitzuak berritzea,180000.0,222000.0,8542.5
1017,9204,12000,,Funtzionarioen oinarrizko ordainsariak,300895.93,300895.93,33380.48
1017,9204,12100,,Funtzionarioen ordainsari osagarriak,385548.0,385548.0,60102.81
1017,9204,14100,,Bestelako langileak,46242.0,46242.0,8898.3
1017,9204,16000,,"Gizarte Segurantza, enpresaren kontura",207107.0,207107.0,32587.49
1017,9204,16500,,"Elkarkidetzako kuotak, Udalaren kontura",16088.0,16088.0,2065.92
1018,9204,12000,,Funtzionarioen oinarrizko ordainsariak,32607.27,32607.27,3862.05
1018,9204,12100,,Funtzionarioen ordainsari osagarriak,49629.0,49629.0,7886.69
1018,9204,16000,,"Gizarte Segurantza, enpresaren kontura",15266.0,15266.0,2481.08
1018,9204,16500,,"Elkarkidetzako kuotak, Udalaren kontura",1662.0,1662.0,237.46
1019,9204,12000,,Funtzionarioen oinarrizko ordainsariak,27701.75,27701.75,3554.63
1019,9204,12100,,Funtzionarioen ordainsari osagarriak,44787.0,44787.0,8042.54
1019,9204,16000,,"Gizarte Segurantza, enpresaren kontura",15250.0,15250.0,2461.38
1019,9204,16500,,"Elkarkidetzako kuotak, Udalaren kontura",1662.0,1662.0,237.46
1020,9204,12000,,Funtzionarioen oinarrizko ordainsariak,30354.47,30354.47,3552.42
1020,9204,12100,,Funtzionarioen ordainsari osagarriak,49357.0,49357.0,7792.93
1020,9204,16000,,"Gizarte Segurantza, enpresaren kontura",15266.0,15266.0,2481.08
1110,2301,11000,,Kabineteko behin-behineko langileen ordainsariak,96674.0,96674.0,13667.84
1110,2301,12000,,Funtzionarioen oinarrizko ordainsariak,87364.32,87364.32,10041.87
1110,2301,12100,,Funtzionarioen ordainsari osagarriak,110234.0,110234.0,18500.69
1110,2301,14100,,Bestelako langileak,144143.0,144143.0,26253.61
1110,2301,16000,,"Gizarte Segurantza, enpresaren kontura",124752.0,124752.0,21771.11
1110,2301,16500,,"Elkarkidetzako kuotak, Udalaren kontura",6515.0,6515.0,1100.18
1110,2301,22786,,Janari-garraioa,19614.35,19614.35,0.0
1111,2301,12000,,Funtzionarioen oinarrizko ordainsariak,819531.98,819531.98,94201.95
1111,2301,12100,,Funtzionarioen ordainsari osagarriak,1037411.0,1037411.0,174495.46
1111,2301,13000,,Lan-kontratudun langile finkoen ordainsariak,239.0,239.0,0.0
1111,2301,14100,,Bestelako langileak,350173.0,350173.0,91791.01
1111,2301,16000,,"Gizarte Segurantza, enpresaren kontura",682251.0,682251.0,123982.57
1111,2301,16500,,"Elkarkidetzako kuotak, Udalaren kontura",46778.0,46778.0,6548.29
1111,2301,22103,,Gasa,32892.4,32892.4,0.0
1111,2301,22145,,"Gastu sanitarioa, Koronabirusagatik",25000.0,25000.0,187.55
1111,2301,22617,,Zaurgarritasun egoeran dauden emakumeentzako baliabide berriak,200000.0,200000.0,0.0
1111,2301,22618,,Bestelako funtzionamendu gastuak,90088.23,90088.23,5587.54
1111,2301,22699,,Larrialdietako planak,5000.0,5000.0,0.0
1111,2381,22711,,Berdintasunerako plana,0.0,0.0,235.96
1111,2301,48045,,Dirulaguntzak,125000.0,125000.0,0.0
1111,2301,48190,,Gizarte-Laneko Elkargoarekiko hitzarmena,10000.0,10000.0,0.0
1111,2301,48968,,"Hitzarmena: ""Vivir con voz propia"" elkartea",15000.0,15000.0,0.0
1111,2301,62205,,Etxebizitza sozialetako inbertsioak,50000.0,50000.0,0.0
1111,2301,62206,,Adinekoentzako auzoko etxebizitza komunitarioak,2000000.0,2000000.0,0.0
1111,2301,62207,,Bizan judimendi,100000.0,100000.0,0.0
1111,2301,62303,,Makinak erostea,50000.0,50000.0,0.0
1111,2301,62501,,Altzariak,100000.0,100000.0,197.47
1115,2327,12000,,Funtzionarioen oinarrizko ordainsariak,559869.83,559869.83,63839.27
1115,2327,12100,,Funtzionarioen ordainsari osagarriak,775579.0,775579.0,124954.72
1115,2327,14100,,Bestelako langileak,626718.0,626718.0,90564.15
1115,2327,16000,,"Gizarte Segurantza, enpresaren kontura",670101.0,670101.0,104245.75
1115,2327,16500,,"Elkarkidetzako kuotak, Udalaren kontura",14106.0,14106.0,2009.0
1115,2324,22002,,"Prentsa, aldizkariak eta bestelako argitalpenak",1500.0,1500.0,123.2
1115,2324,22105,,Jantziak eta uniformeak,800.0,800.0,0.0
1115,2324,22111,,Tresnak,4320.0,4320.0,481.06
1115,2325,22111,,Tresnak,8640.0,8640.0,186.98
1115,2324,22115,,Berariazko material teknikoa,4080.0,4080.0,169.3
1115,2325,22115,,Berariazko material teknikoa,25000.0,25000.0,2775.25
1115,2325,22614,,Gizarteratu lantegiak,880000.0,880000.0,62643.54
1115,2325,22666,,Goiuriko gaueko zaintza,114806.44,114806.44,9567.2
1115,2325,22731,,Jantoki publikoa - kudeaketa,162883.07,162883.07,0.0
1115,2323,22745,,Aterperik gabekoentzako kaleko heziketako programa,116000.0,116000.0,0.0
1115,2325,22747,,Zainpeko etxebizitzen kudeaketa,1187357.48,1187357.48,0.0
1115,2324,22759,,Lantegietako irakasleak,32752.0,32752.0,0.0
1115,2324,22784,,Larrialdi zerbitzuen kontratuak,586000.0,586000.0,46386.78
1115,2324,22786,,Janari-garraioa,19614.35,19614.35,891.03
1115,2325,22787,,Aterpe-kudeaketa,640612.4,640612.4,0.0
1115,2325,22788,,"Hitzarmena: HIESaren aurkako batzordea, Estrada etxea",539005.0,539005.0,44917.08
1115,2323,48003,,Gizarte laguntzak,40000.0,40000.0,6000.0
1115,2324,48003,,Gizarte laguntzak,38000.0,38000.0,22643.55
1115,2325,48003,,Gizarte laguntzak,100000.0,100000.0,0.0
1115,2325,48145,,Hitzarmena Caritasekin - lanerako prestakuntzako lantegia,54000.0,54000.0,0.0
1115,2325,48169,,Hitzarmena: Gao Lacho Drom,38748.0,38748.0,0.0
1115,2325,48170,,"Hitzarmena, IRSE: laneratzeko programa",30000.0,30000.0,0.0
1115,2325,48940,,Abetxukuko ekimen-etxea,92360.0,92360.0,0.0
