#Organikoa,Funtzionala,Ekonomikoa,Azalpena,Hasierako kreditua,Behin betiko kreditua,Behartua
0821,7211,16000,"Gizarte Segurantza, enpresaren kontura",32199.0,58279.57,81839.62
0821,7211,16500,"Elkarkidetzako kuotak, Udalaren kontura",186.0,186.0,0.0
0822,3225,12000,Funtzionarioen oinarrizko ordainsariak,23067.0,23067.0,23498.52
0822,3225,12100,Funtzionarioen ordainsari osagarriak,29135.0,29135.0,29219.88
0822,3225,16000,"Gizarte Segurantza, enpresaren kontura",9866.0,9866.0,39024.2
0822,3225,16500,"Elkarkidetzako kuotak, Udalaren kontura",93.0,93.0,0.0
0822,3225,20200,Makineria eta instalazioak alokatzea,100000.0,100000.0,77354.3
0822,3225,22700,Eguberrietako argiztapena,115000.0,115000.0,117923.76
0822,3225,22771,“Urban Commerce” jardunaldia,0.0,0.0,0.0
0822,3225,22773,Azokak,35000.0,73088.0,67571.35
0822,3225,22798,Merkataritza dinamizatzea,115880.0,85911.0,19437.98
0910,1240,12000,Funtzionarioen oinarrizko ordainsariak,93886.0,93886.0,50192.43
0910,1240,12100,Funtzionarioen ordainsari osagarriak,130265.0,130265.0,74960.68
0910,1240,14100,"Langileak, beste",110363.0,110363.0,118494.02
0910,1240,16000,"Gizarte Segurantza, enpresaren kontura",74315.0,74315.0,57854.53
0910,1240,16007,Funtzionarioen berariazko osagarrirako ekarpena,1.0,1.0,258168.65
0910,1240,16102,Aldez aurreko erretiroen kalte-ordainak,1.0,510001.0,1310952.99
0910,1240,16104,Epaiaren ondoriozko ordainsariak,1.0,1.0,6306.95
0910,1240,16204,Bizi-asegurua - Auto-asegurua,1.0,1.0,0.0
0910,1240,16205,Bizi-asegurua - langileen istripuak,1.0,1.0,782658.91
0910,1240,16206,Aseguru korporatiboak,1.0,1.0,3685.76
0910,1240,16220,Kalte-ordainak,1.0,1.0,1304.6
0910,1240,16500,"Elkarkidetzako kuotak, Udalaren kontura",465.0,465.0,0.0
0910,1240,22001,"Ohikoa, inbentariatu ezina",8870.0,8870.0,8239.38
0910,1240,22105,Jantziak eta uniformeak,45000.0,45000.0,36151.59
0910,1240,22638,Langileen prestakuntza-plana,90000.0,101520.0,85791.42
0910,1240,22702,Aurrezteko ideiak,0.0,0.0,0.0
0910,1240,22745,Laneko arriskuen prebentziorako programa estrategikoa,3000.0,3000.0,1111.62
0910,1240,22746,Lan-absentismoaren inguruko ekintzetarako kontratuak,1.0,1.0,0.0
0910,1240,22759,Etengabeko hobekuntzarako plan estrategikoa,1.0,1.0,10906.25
0910,1240,22763,Bilera eta biltzarrak egitea,1.0,1.0,0.0
0910,1240,22764,Antolakuntza-azterlanak,1000.0,1000.0,0.0
0910,1240,23000,Dietak,119000.0,119000.0,110508.09
0910,1240,23001,Lokomozio-gastuak,40000.0,40000.0,21823.91
0910,1240,23900,Hautatze prozesuetako gastuak,20000.0,33257.7,20026.1
0911,1240,12000,Funtzionarioen oinarrizko ordainsariak,264694.0,264694.0,222985.71
0911,1240,12100,Funtzionarioen ordainsari osagarriak,363780.0,363780.0,290412.16
0911,1240,14100,"Langileak, beste",114269.0,114269.0,124021.41
0911,1240,16000,"Gizarte Segurantza, enpresaren kontura",204126.0,204126.0,185517.31
0911,1240,16500,"Elkarkidetzako kuotak, Udalaren kontura",4806.0,4806.0,0.0
0912,1240,12000,Funtzionarioen oinarrizko ordainsariak,180669.0,180669.0,169756.0
0912,1240,12100,Funtzionarioen ordainsari osagarriak,208983.0,208983.0,218888.11
0912,1240,14100,"Langileak, beste",3399.0,3399.0,0.0
0912,1240,16000,"Gizarte Segurantza, enpresaren kontura",90387.0,90387.0,102570.08
0912,1240,16500,"Elkarkidetzako kuotak, Udalaren kontura",3192.0,3192.0,194.07
0915,1240,12000,Funtzionarioen oinarrizko ordainsariak,87340.0,87340.0,61715.64
0915,1240,12100,Funtzionarioen ordainsari osagarriak,111435.0,111435.0,76984.63
0915,1240,14100,"Langileak, beste",0.0,0.0,12000.63
0915,1240,16000,"Gizarte Segurantza, enpresaren kontura",46662.0,46662.0,33677.33
0915,1240,16500,"Elkarkidetzako kuotak, Udalaren kontura",372.0,372.0,0.0
0919,1246,12000,Funtzionarioen oinarrizko ordainsariak,139526.0,139526.0,144718.15
0919,1246,12100,Funtzionarioen ordainsari osagarriak,171230.0,171230.0,182986.12
0919,1246,16000,"Gizarte Segurantza, enpresaren kontura",75103.0,75103.0,92682.96
0919,1246,16500,"Elkarkidetzako kuotak, Udalaren kontura",506.0,506.0,0.0
0919,1246,22108,Botikak eta hemoderibatuak,70000.0,70000.0,63678.14
0919,1246,22141,Zerbitzu medikoen tresneriaren berariazko mantenimendua,1290.0,1290.0,398.09
0919,1246,22199,Bestelako hornikuntzak,0.0,0.0,0.0
1010,1250,12000,Funtzionarioen oinarrizko ordainsariak,45402.0,45402.0,26772.74
1010,1250,12100,Funtzionarioen ordainsari osagarriak,76792.0,76792.0,48865.32
1010,1250,16000,"Gizarte Segurantza, enpresaren kontura",19866.0,19866.0,13866.96
1010,1250,16500,"Elkarkidetzako kuotak, Udalaren kontura",139.0,139.0,0.0
1010,1250,22730,LOPD-ko prozesuak definitu eta ikuskatzea.,60000.0,60000.0,58035.64
1010,1250,22732,Zerbitzuak emateko kontratuak,70000.0,70000.0,27646.6
1011,1250,12000,Funtzionarioen oinarrizko ordainsariak,425430.0,425430.0,447528.64
1011,1250,12100,Funtzionarioen ordainsari osagarriak,532591.0,532591.0,568287.58
1011,1250,13000,Lan-kontratudun langile finkoen ordainsariak,96071.0,96071.0,55245.74
1011,1250,14100,"Langileak, beste",188791.0,188791.0,178768.87
1011,1250,16000,"Gizarte Segurantza, enpresaren kontura",293068.0,293068.0,316647.46
1011,1250,16500,"Elkarkidetzako kuotak, Udalaren kontura",2025.0,2025.0,0.0
1011,1250,21501,Informatika-aplikazioak mantentzea,270000.0,270000.0,256304.48
1011,1250,22720,Aplikatiboak onik zaintzeko euskarria,1110000.0,1110000.0,1109998.91
1012,1250,12000,Funtzionarioen oinarrizko ordainsariak,290956.0,290956.0,275717.66
1012,1250,12100,Funtzionarioen ordainsari osagarriak,395947.0,395947.0,370652.91
1012,1250,14100,"Langileak, beste",166272.0,166272.0,199549.23
1012,1250,16000,"Gizarte Segurantza, enpresaren kontura",230878.0,230878.0,230774.36
1012,1250,16500,"Elkarkidetzako kuotak, Udalaren kontura",2841.0,2841.0,0.0
1012,1250,21500,Informatika ekipoak onik zaintzea,268120.0,268120.0,302851.52
1012,1250,22728,Ordenagailu zentralen euskarria,288600.0,288600.0,143731.26
1012,1250,22729,Erabiltzaileen ekipoak mantentzeko euskarria,137280.0,137280.0,105600.0
1012,1250,22750,Administratel,64800.0,64800.0,45300.0
1012,1270,22200,Telefono-fakturazioa,585000.0,585000.0,323316.36
1014,1250,12000,Funtzionarioen oinarrizko ordainsariak,159285.0,159285.0,178894.61
1014,1250,12100,Funtzionarioen ordainsari osagarriak,209033.0,209033.0,220690.19
1014,1250,14100,"Langileak, beste",15238.0,15238.0,120331.63
1014,1250,16000,"Gizarte Segurantza, enpresaren kontura",105157.0,105157.0,144614.35
1014,1250,16500,"Elkarkidetzako kuotak, Udalaren kontura",440.0,440.0,0.0
1014,1270,22201,Herritarrei argibideak emateko sistema (010),600000.0,600000.0,584839.0
1014,1270,22202,Posta eta jakinarazpenak,1120000.0,1120000.0,1012634.58
1014,1270,22644,Aldizkari ofizialetako iragarkiak,88500.0,88500.0,45812.14
1017,1270,12000,Funtzionarioen oinarrizko ordainsariak,200845.0,200845.0,207210.05
1017,1270,12100,Funtzionarioen ordainsari osagarriak,252693.0,252693.0,271978.87
1017,1270,14100,"Langileak, beste",133425.0,133425.0,74076.01
1017,1270,16000,"Gizarte Segurantza, enpresaren kontura",154432.0,154432.0,154020.12
1017,1270,16500,"Elkarkidetzako kuotak, Udalaren kontura",709.0,709.0,0.0
1018,1250,12000,Funtzionarioen oinarrizko ordainsariak,4268.0,4268.0,0.0
1018,1250,12100,Funtzionarioen ordainsari osagarriak,7423.0,7423.0,0.0
1018,1250,16000,"Gizarte Segurantza, enpresaren kontura",2466.0,2466.0,0.0
1018,1250,16500,"Elkarkidetzako kuotak, Udalaren kontura",31.0,31.0,0.0
1019,1250,12000,Funtzionarioen oinarrizko ordainsariak,4129.0,4129.0,0.0
1019,1250,12100,Funtzionarioen ordainsari osagarriak,7433.0,7433.0,0.0
1019,1250,16000,"Gizarte Segurantza, enpresaren kontura",2466.0,2466.0,0.0
1019,1250,16500,"Elkarkidetzako kuotak, Udalaren kontura",31.0,31.0,0.0
1020,1250,12000,Funtzionarioen oinarrizko ordainsariak,3954.0,3954.0,0.0
1020,1250,12100,Funtzionarioen ordainsari osagarriak,13540.0,13540.0,0.0
1020,1250,16000,"Gizarte Segurantza, enpresaren kontura",2466.0,2466.0,0.0
1110,3100,12000,Funtzionarioen oinarrizko ordainsariak,86434.0,86434.0,69129.25
1110,3100,12100,Funtzionarioen ordainsari osagarriak,116928.0,116928.0,99234.68
1110,3100,14100,"Langileak, beste",92265.0,92265.0,128677.26
1110,3100,16000,"Gizarte Segurantza, enpresaren kontura",63206.0,63206.0,72319.65
1111,3100,12000,Funtzionarioen oinarrizko ordainsariak,576794.0,576794.0,577810.47
1111,3100,12100,Funtzionarioen ordainsari osagarriak,746190.0,746190.0,730624.52
1111,3100,13000,Lan-kontratudun langile finkoen ordainsariak,36072.0,36072.0,36078.2
1111,3100,14100,"Langileak, beste",322234.0,322234.0,375615.11
1111,3100,16000,"Gizarte Segurantza, enpresaren kontura",473319.0,473319.0,497916.35
1111,3100,16500,"Elkarkidetzako kuotak, Udalaren kontura",2068.0,2068.0,0.0
1111,3100,22102,Ura,250.0,250.0,0.0
1111,3100,22103,Gasa,70000.0,32000.0,35548.98
1111,3100,22618,Bestelako funtzionamendu gastuak,4100.0,4100.0,4470.24
1111,3100,22711,Pobrezia mota berriak,0.0,0.0,0.0
1115,3100,12000,Funtzionarioen oinarrizko ordainsariak,337857.0,337857.0,376928.15
1115,3100,12100,Funtzionarioen ordainsari osagarriak,457970.0,457970.0,523488.54
1115,3100,14100,"Langileak, beste",482456.0,482456.0,510901.03
1115,3100,16000,"Gizarte Segurantza, enpresaren kontura",385772.0,385772.0,437261.81
1115,3100,16500,"Elkarkidetzako kuotak, Udalaren kontura",945.0,945.0,0.0
1115,3150,22745,Aterperik gabekoentzako kaleko heziketako programa,101107.01,96106.74,96106.74
1115,3150,22784,Larrialdi zerbitzuen kontratuak,616475.0,578785.31,578785.3
1115,3151,22002,"Prentsa, aldizkariak eta bestelako argitalpenak",2050.0,2050.0,887.6
1115,3151,22106,Elikagaiak,16430.0,16430.0,16424.15
1115,3151,22111,Tresnak eta lanabesak,4620.0,4620.0,4650.79
1115,3151,22115,Berariazko material teknikoa,2160.0,2160.0,6860.72
1115,3151,22759,Lantegietako irakasleak,108000.0,108000.0,58216.3
1115,3151,22786,Otordu-zerbitzua,11889.87,11889.87,11889.84
1115,3152,22111,Tresnak eta lanabesak,8220.0,8220.0,7250.93
1115,3152,22115,Berariazko material teknikoa,18490.0,18490.0,40804.5
1115,3152,22614,Gizarteratu lantegiak,600000.0,591235.0,542341.34
1115,3152,22666,Goiuriko gaueko zaintza,85737.52,85737.52,85737.36
1115,3152,22715,Besarkada Etxea HIESaren aurkako etxeko kontratua,232000.0,0.0,0.0
1115,3152,22718,Droga-mendekotasunen prebentziorako programa,82643.0,0.0,0.0
1115,3152,22761,Gizarte larrialdietarako erabilera askotarako etxebizitzetako programa,75515.01,75515.01,75514.94
1115,3152,22786,"Janari-garraioa, etxe irekira",14932.0,11889.87,11889.84
1115,3153,22716,Immigrazio-plana,65630.0,65630.0,56758.08
1115,3153,22764,Etorkinei laguntzeko itzulpen-zerbitzua,10270.0,10270.0,21714.0
1120,3100,12000,Funtzionarioen oinarrizko ordainsariak,286149.0,286149.0,293463.62
1120,3100,12100,Funtzionarioen ordainsari osagarriak,325631.0,325631.0,338101.77
1120,3100,14100,"Langileak, beste",311159.0,311159.0,269619.82
1120,3100,16000,"Gizarte Segurantza, enpresaren kontura",252883.0,252883.0,249268.71
1120,3100,16500,"Elkarkidetzako kuotak, Udalaren kontura",696.0,696.0,0.0
1120,3110,22111,Tresnak eta lanabesak,6160.0,6160.0,3214.03
1120,3110,22115,Berariazko material teknikoa,3080.0,3080.0,1452.42
1120,3110,22626,Ordezko familiak,76010.0,70118.84,70118.72
1120,3110,22678,Haurrentzako partaidetza-programa,100000.0,100000.0,87129.16
1120,3110,22679,‘Prólogo’ prebentzio-programa,15400.0,15400.0,17786.18
1120,3110,22680,Emozioei buruzko lantegiak,150000.0,150000.0,143112.74
1120,3110,22726,Senidegune programa,80000.0,80000.0,53027.83
1120,3110,22745,Ada-dartinton programa,470860.0,413548.75,406074.81
1120,3110,22748,Terapiak,100000.0,100000.0,65590.44
1120,3110,22775,Bidatu programa,188364.0,186780.0,186780.0
1120,3110,22789,Haurren kasuak baloratzea,155000.0,155000.0,154815.84
1120,3110,22791,Haurrentzako tokiko plana,112700.0,114400.0,109771.92
1120,3110,22792,Sexu-abusuak baloratzea,12325.0,12325.0,13259.95
1120,3110,22793,Heziketa etxeak,1700964.0,1669849.26,1669842.93
1120,3110,22794,Eguneko zentroak,1145000.0,1093740.0,1093442.77
1120,3110,22796,Valeo programa,41090.0,41090.0,42769.5
1133,3100,12000,Funtzionarioen oinarrizko ordainsariak,2416065.13,2416065.13,2324114.02
1133,3100,12100,Funtzionarioen ordainsari osagarriak,3277230.0,3277230.0,3119529.09
1133,3100,14100,"Langileak, beste",2895504.0,3277100.06,3658696.11
1133,3100,16000,"Gizarte Segurantza, enpresaren kontura",2453623.0,2575733.74,2791287.85
1133,3100,16500,"Elkarkidetzako kuotak, Udalaren kontura",7257.0,7257.0,0.0
1133,3120,22002,"Prentsa, aldizkariak eta bestelako argitalpenak",10313.0,10313.0,10307.41
1133,3120,22105,Jantziak eta uniformeak,578.0,578.0,0.0
1133,3120,22106,Elikagaiak,1495056.39,1495056.39,1450527.82
1133,3120,22111,Tresnak eta lanabesak,53588.0,53588.0,51163.16
1133,3120,22115,Berariazko material teknikoa,69568.0,69568.0,57545.76
1133,3120,22606,Ile-apaindegiko zerbitzuak,13676.5,13676.5,15025.59
1133,3120,22618,Bestelako funtzionamendu gastuak,14380.0,14380.0,20639.44
1133,3120,22623,Familia zaintzaileei laguntzeko programa,480000.0,343141.5,327441.25
1133,3120,22652,Hirugarren adinekoen egoitzetako animazioa,280403.52,275181.3,275181.3
1133,3120,22666,Gaueko zaintza - San Prudentzio egoitza,59899.83,59899.83,62190.3
1133,3120,22667,San Prudentzioko erlijio zerbitzuak,19583.2,16961.64,16961.64
1133,3120,22702,Kafetegi-zerbitzua,15920.0,14207.16,14207.16
1133,3120,22708,Zaharrak lekualdatzea,167000.0,167000.0,166819.8
1133,3120,22739,Landareak mantentzea,4110.0,4110.0,3328.5
1133,3121,22111,Tresnak eta lanabesak,8220.0,8220.0,10686.94
1133,3121,22713,Podologia-zerbitzua,39720.0,39720.0,39720.0
1133,3121,22754,Adinekoentzako zentro soziokulturalen kudeaketa,2299609.0,2285957.9,2285957.9
1133,3121,22786,Janari-garraioa,41614.55,41614.55,41283.59
1133,3122,22002,"Prentsa, aldizkariak eta bestelako argitalpenak",906.22,906.22,887.6
1133,3122,22111,Tresnak eta lanabesak,12325.0,12325.0,3592.2
1133,3122,22115,Berariazko material teknikoa,816.05,816.05,401.74
1133,3122,22609,Adinekoentzako apartamentuetako familia-langileak,303350.53,303350.53,303036.07
1133,3122,22618,Bestelako funtzionamendu gastuak,5365.0,5365.0,2691.85
1133,3122,22628,Santa María de Olarizuko animazioa,37636.8,37636.8,38346.0
1133,3122,22705,Eguneko arreta-zerbitzuaren kudeaketa - T. Zumarraga Dohatsua,373360.0,373360.0,373360.0
1133,3122,22708,Zaharrak lekualdatzea,281283.84,281283.84,279993.63
1133,3122,22718,Eguneko arreta-zerbitzuaren kudeaketa - Blas de Otero,647323.0,637947.34,631463.21
1133,3122,22786,Janari-garraioa,35669.61,35669.61,35669.52
1145,1270,12000,Funtzionarioen oinarrizko ordainsariak,0.0,0.0,0.0
1145,1270,12100,Funtzionarioen ordainsari osagarriak,0.0,0.0,0.0
1145,1270,16000,"Gizarte Segurantza, enpresaren kontura",0.0,0.0,0.0
1145,1270,16500,"Elkarkidetzako kuotak, Udalaren kontura",0.0,0.0,0.0
1145,3100,12000,Funtzionarioen oinarrizko ordainsariak,881417.0,881417.0,821898.75
1145,3100,12100,Funtzionarioen ordainsari osagarriak,1021307.0,1021307.0,953809.45
1145,3100,14100,"Langileak, beste",835489.0,964068.27,1092647.54
1145,3100,16000,"Gizarte Segurantza, enpresaren kontura",711003.0,752148.37,842621.48
1145,3100,16500,"Elkarkidetzako kuotak, Udalaren kontura",1418.0,1418.0,0.0
1145,3131,22786,Otordu-zerbitzua,114926.48,88346.24,87284.3
1145,3131,22797,Etxez etxeko laguntza zerbitzua,2500000.0,2184682.98,2087898.7
1145,3133,22115,Berariazko material teknikoa,13504.8,13504.8,12946.86
1145,3133,22619,Kaleko heziketa,881600.0,790748.6,790748.6
1145,3133,22746,Oinarrizko Gizarte Zerbitzuak zaintzea,316731.51,293541.06,293317.99
1145,3133,22759,Lantegietako irakasleak,301675.79,248675.79,231921.52
1145,3134,22731,Babesgabetuetako otorduak,1550000.0,867653.0,844639.0
1150,4630,12000,Funtzionarioen oinarrizko ordainsariak,0.0,0.0,29637.97
1150,4630,12100,Funtzionarioen ordainsari osagarriak,0.0,0.0,46009.04
1150,4630,14100,"Langileak, beste",0.0,0.0,28954.05
1150,4630,16000,"Gizarte Segurantza, enpresaren kontura",0.0,0.0,27999.14
1150,4630,16500,"Elkarkidetzako kuotak, Udalaren kontura",0.0,0.0,0.0
1150,4630,22699,Lankidetzako bestelako hainbat gastu,0.0,0.0,0.0
1150,4630,22707,Azterlanak eta lan teknikoak,0.0,0.0,0.0
1150,4630,22799,Kanpoko beste zenbait lan,0.0,0.0,0.0
1310,6111,12000,Funtzionarioen oinarrizko ordainsariak,122544.0,122544.0,107324.01
1310,6111,12100,Funtzionarioen ordainsari osagarriak,167308.0,167308.0,152324.05
1310,6111,14100,"Langileak, beste",46.0,46.0,0.0
1310,6111,16000,"Gizarte Segurantza, enpresaren kontura",64451.0,64451.0,57060.51
1310,6111,16500,"Elkarkidetzako kuotak, Udalaren kontura",248.0,248.0,0.0
1510,1900,12000,Funtzionarioen oinarrizko ordainsariak,27659.81,27659.81,32760.05
1510,1900,12100,Funtzionarioen ordainsari osagarriak,45476.03,45476.03,59073.33
1510,1900,16000,"Gizarte Segurantza, enpresaren kontura",12352.04,12352.04,15914.16
1510,1900,16500,"Elkarkidetzako kuotak, Udalaren kontura",0.0,0.0,0.0
1510,1900,22004,Kartografia eta proiektuak editatu eta erreproduzitzea,5880.0,5880.0,9073.24
1510,1900,22605,"Bilerak, hitzaldiak eta biltzarrak",19600.0,19600.0,9672.61
1511,4447,12000,Funtzionarioen oinarrizko ordainsariak,175508.0,175508.0,128924.27
1511,4447,12100,Funtzionarioen ordainsari osagarriak,236522.0,236522.0,174828.73
1511,4447,14100,"Langileak, beste",11215.0,11215.0,92195.7
1511,4447,16000,"Gizarte Segurantza, enpresaren kontura",124226.0,124226.0,123013.93
1511,4447,16500,"Elkarkidetzako kuotak, Udalaren kontura",2641.0,2641.0,0.0
1511,4447,21040,Kontrol- eta diagnostiko-ekipoak onik zaintzea,189140.0,189140.0,134194.97
1511,4447,22115,Ordezko piezak eta suntsikorrak,8330.0,8330.0,2292.39
1512,4447,12000,Funtzionarioen oinarrizko ordainsariak,45169.0,45169.0,25750.81
1512,4447,12100,Funtzionarioen ordainsari osagarriak,62201.0,62201.0,34831.81
1512,4447,14100,"Langileak, beste",42355.0,42355.0,0.0
1512,4447,16000,"Gizarte Segurantza, enpresaren kontura",37014.0,37014.0,13866.96
1512,4447,16500,"Elkarkidetzako kuotak, Udalaren kontura",2797.0,2797.0,0.0
1513,4420,22700,Garbiketa-zerbitzuaren kontratua,25743816.0,27849269.94,27941192.51
1513,4420,22702,Jundizko hiri hondakinen lantegia ustiatzeko kontratua,6528156.0,6528156.0,6061145.76
1513,4420,22703,Bilketa pneumatikoaren kontratua,1120000.0,1120000.0,1076803.96
1513,4420,22723,Zabortegia ustiatzeko kontratua,1400000.0,1400000.0,1425266.76
1513,4442,12000,Funtzionarioen oinarrizko ordainsariak,104219.0,104219.0,133039.75
1513,4442,12100,Funtzionarioen ordainsari osagarriak,142626.0,142626.0,183338.51
1513,4442,14100,"Langileak, beste",33653.0,33653.0,0.0
1513,4442,16000,"Gizarte Segurantza, enpresaren kontura",78782.0,78782.0,92469.24
1513,4442,16500,"Elkarkidetzako kuotak, Udalaren kontura",2152.0,2152.0,0.0
1513,4442,21204,Hondakinen instalazioak mantentzea,5000.0,5000.0,4436.49
1513,4443,22715,Hondakinen gaikako bilketa,300000.0,282966.83,172018.9
1514,1900,12000,Funtzionarioen oinarrizko ordainsariak,375412.05,375412.05,351992.75
1514,1900,12100,Funtzionarioen ordainsari osagarriak,500792.75,500792.75,449367.42
1514,1900,14100,"Langileak, beste",214611.0,214611.0,247656.33
1514,1900,16000,"Gizarte Segurantza, enpresaren kontura",294129.43,294129.43,314772.58
1514,1900,16500,"Elkarkidetzako kuotak, Udalaren kontura",5564.02,5564.02,0.0
151701,4110,22699,Bestelako hainbat gastu,1000.0,1000.0,5292.14
151701,4112,12000,Funtzionarioen oinarrizko ordainsariak,178159.0,178159.0,206375.01
151701,4112,12100,Funtzionarioen ordainsari osagarriak,235306.0,235306.0,274955.04
151701,4112,13000,Lan-kontratudun langile finkoen ordainsariak,31241.0,31241.0,0.0
151701,4112,14100,"Langileak, beste",88458.0,88458.0,60530.57
151701,4112,16000,"Gizarte Segurantza, enpresaren kontura",137673.0,137673.0,146306.13
151701,4112,16500,"Elkarkidetzako kuotak, Udalaren kontura",3318.0,3318.0,0.0
151701,4112,22107,Animalientzako elikagaiak,12000.0,12000.0,12212.6
151701,4112,22108,Animalientzako botikak hornitzea,6000.0,6000.0,6768.08
151701,4112,22112,Animalien osasunerako materialak,12000.0,12000.0,14249.29
151701,4112,22113,Elikagaien higienerako materialak,1500.0,1500.0,2413.51
151701,4112,22718,Animalien osasunerako programak,5000.0,5000.0,5944.47
151701,4112,22719,Elikagaien higienerako programa,3000.0,3000.0,3930.62
151701,4112,22720,"Desinfekzio, intsektu-hiltze eta arratoi-hiltze parkearen programak",91898.0,91898.0,90060.12
151701,4112,22722,Animalientzako sorospen-programa,17000.0,17000.0,15066.55
151701,4112,22766,"Desinfekzioa, intsektu-hiltzea eta arratoi-hiltzeaa, betearazte subsidiarioak",4000.0,4000.0,0.0
151702,4111,12000,Funtzionarioen oinarrizko ordainsariak,47269.0,47269.0,47250.09
151702,4111,12100,Funtzionarioen ordainsari osagarriak,57032.0,57032.0,57314.16
151702,4111,14100,"Langileak, beste",37520.0,37520.0,38084.54
151702,4111,16000,"Gizarte Segurantza, enpresaren kontura",34759.0,34759.0,37307.7
151702,4111,16500,"Elkarkidetzako kuotak, Udalaren kontura",93.0,93.0,0.0
151702,4111,20200,Desfibriladoreak alokatzea,49000.0,49000.0,17339.74
151702,4111,22198,Osasunerako hezkuntzarako materialak,40000.0,9000.0,17577.3
151702,4111,22199,Droga-mendekotasunen prebentziorako materialak,20000.0,0.0,0.0
151702,4111,22702,Hiri Osasungarriak osasun-plana,49000.0,21017.2,15548.5
151702,4111,22717,Osasuna sustatzeko zerbitzuak ematea,259000.0,219860.3,108076.26
151702,4111,22718,Droga-mendekotasunen prebentziorako programa,220000.0,62309.0,65916.13
151703,4113,12000,Funtzionarioen oinarrizko ordainsariak,226356.0,226356.0,219906.7
151703,4113,12100,Funtzionarioen ordainsari osagarriak,308776.0,308776.0,301482.75
151703,4113,14100,"Langileak, beste",21686.0,21686.0,34596.67
151703,4113,16000,"Gizarte Segurantza, enpresaren kontura",152359.0,152359.0,158942.99
151703,4113,16500,"Elkarkidetzako kuotak, Udalaren kontura",3162.0,3162.0,0.0
151703,4113,21200,Makinak eta instalazioak onik zaintzea,10000.0,10000.0,8334.89
151703,4113,22115,Berariazko material teknikoa (laborategia),60000.0,60000.0,100528.09
151703,4113,22716,Kalitate-auditoriak kontratatzea,17000.0,17000.0,17956.44
152002,4360,12000,Funtzionarioen oinarrizko ordainsariak,1146536.18,1146536.18,977759.75
152002,4360,12100,Funtzionarioen ordainsari osagarriak,1540448.25,1540448.25,1316111.93
152002,4360,14100,"Langileak, beste",74875.11,74875.11,408104.93
152002,4360,16000,"Gizarte Segurantza, enpresaren kontura",909394.68,909394.68,918282.12
152002,4360,16500,"Elkarkidetzako kuotak, Udalaren kontura",5681.76,5681.76,0.0
152002,4360,22130,Argiteria publikoaren mantentze orokorra,375000.0,375000.0,385883.55
152002,4431,22111,Tresnak eta lanabesak,10000.0,10000.0,10076.78
152002,4431,22140,Hilerrietako berariazko gastuak,75000.0,75000.0,93684.09
152002,5111,20200,Makineria eta instalazioak alokatzea,30000.0,30000.0,27980.53
152002,5111,21005,Berehala jarduteko taldeak,150000.0,150000.0,0.0
152002,5111,21006,Berehala jarduteko taldeak (argiteria),100000.0,100000.0,87091.13
152002,5111,21008,Berehala jarduteko taldeak (haurrentzako jolasak),50000.0,50000.0,7413.99
152002,5111,21060,Bide publikoak eta zoladura zaintzea,500000.0,500000.0,595957.77
152002,5111,21061,Industrialdetako zoladura zaintzea,0.0,0.0,0.0
152002,5111,21701,Hiri-altzariak onik zaintzea,40000.0,40000.0,114337.8
152002,5111,22111,Tresnak eta lanabesak,10000.0,10000.0,23511.14
152002,5111,22722,Komun publikoak mantentzeko kontratua,45460.0,45460.0,44912.77
152005,5111,12000,Funtzionarioen oinarrizko ordainsariak,39920.0,39920.0,58121.79
152005,5111,12100,Funtzionarioen ordainsari osagarriak,49893.0,49893.0,75099.5
152005,5111,16000,"Gizarte Segurantza, enpresaren kontura",22501.0,22501.0,29030.24
152005,5111,16500,"Elkarkidetzako kuotak, Udalaren kontura",76.0,76.0,0.0
152007,4350,12000,Funtzionarioen oinarrizko ordainsariak,944541.0,944541.0,800122.8
152007,4350,12100,Funtzionarioen ordainsari osagarriak,1242274.0,1242274.0,1055478.3
152007,4350,14100,"Langileak, beste",195627.0,195627.0,294438.95
152007,4350,16000,"Gizarte Segurantza, enpresaren kontura",717534.0,717534.0,698868.35
152007,4350,16500,"Elkarkidetzako kuotak, Udalaren kontura",3187.0,3187.0,0.0
152007,4350,20200,Makineria eta instalazioak alokatzea,95000.0,95000.0,125615.19
152007,4350,21040,Transmisoreak mantentzea,1560.0,1560.0,888.12
152007,4350,21071,Berdegune publikoak onik zaintzea,80000.0,80000.0,120023.12
152007,4350,21072,Jardinerak onik zaintzea,41000.0,41000.0,0.0
152007,4350,21073,Arboretoa onik zaintzea,40000.0,40000.0,39771.36
152007,4350,21074,Kanpoko Eraztun Berdea onik zaintzeko lanak,300000.0,300000.0,312806.44
152007,4350,21200,Makinak eta instalazioak onik zaintzea,30000.0,30000.0,14028.6
152007,4350,22111,Tresnak eta lanabesak,25000.0,25000.0,43575.34
152007,4350,22711,Berdeguneak onik zaintzea,2741000.0,2741000.0,2705221.88
152007,4350,22712,Hiriko zuhaitzen balioa nabarmentzea,0.0,0.0,0.0
152008,5330,21000,Azpiegiturak eta ondasun naturalak,50000.0,50000.0,45608.98
152008,5331,12000,Funtzionarioen oinarrizko ordainsariak,107991.0,107991.0,129969.38
152008,5331,12100,Funtzionarioen ordainsari osagarriak,152367.0,152367.0,191041.96
152008,5331,14100,"Langileak, beste",33172.0,33172.0,0.0
