#Organikoa,Funtzionala,Ekonomikoa,R,Aplikazioaren izena,2022ko Hasierako kreditua,2022ko Behin-betiko kreditua,Behartua
022301,1691,21040,,Kontrol- eta diagnosi-ekipoak mantentzea,130000.0,130000.0,0.0
022301,1691,22115,,Ordezko piezak eta suntsikorrak,5000.0,5000.0,0.0
022301,1691,48196,,Hitzarmena: Gaia,10000.0,10000.0,0.0
022301,1721,21040,R,Kontrol- eta diagnosi-ekipoak mantentzea,0.0,86432.72,21608.18
022301,1721,64316,,Zaraten mapa estrategikoko ekintza plana,75000.0,75000.0,0.0
022301,1721,64316,R,Zaraten mapa estrategikoko ekintza plana,0.0,55660.0,0.0
022301,1721,64329,,Erdi Aroko hirigunean zarataren kontra sentsibilizatzeko plana,25000.0,25000.0,0.0
022301,1721,64330,,Zarata kontrolatzeko sarea,6000.0,6000.0,0.0
022301,1721,64330,R,Zarata kontrolatzeko sarea,0.0,4815.8,0.0
022301,1722,60182,,Zuhaitz proiektua,50000.0,50000.0,0.0
022301,1722,60182,A,Zuhaitz proiektua,0.0,41.91,0.0
022301,1722,60182,R,Zuhaitz proiektua,0.0,3227.21,3227.21
022301,1722,60919,,Eraztun berdeko azpiegiturak,10000.0,10000.0,0.0
022301,1722,60932,,EU - Olarizuko lorategi botanikoa,0.0,1040600.0,0.0
022301,1722,60933,,EU – Eraztun berdearen konektagarritasuna hobetzea,0.0,429550.0,0.0
022301,1722,64321,A,Energia berriztagarrien plana,0.0,54021.66,0.0
0224,1514,12000,,Funtzionarioen oinarrizko ordainsariak,92426.0,92426.0,0.0
0224,1514,12100,,Funtzionarioen ordainsari osagarriak,172464.0,172464.0,0.0
0224,1514,14100,,Bestelako langileak,83791.0,83791.0,0.0
0224,1514,16000,,"Gizarte Segurantza, enpresaren kontura",115175.0,115175.0,0.0
0224,1514,16500,,"Elkarkidetzako kuotak, Udalaren kontura",5480.0,5480.0,0.0
0320,1301,11000,,Kabineteko behin-behineko langileen ordainsariak,12606.75,12606.75,0.0
0320,1301,12000,,Funtzionarioen oinarrizko ordainsariak,76989.0,76989.0,13677.24
0320,1301,12100,,Funtzionarioen ordainsari osagarriak,102046.0,102046.0,27523.57
0320,1301,16000,,"Gizarte Segurantza, enpresaren kontura",42553.0,42553.0,10555.53
0320,1301,16500,,"Elkarkidetzako kuotak, Udalaren kontura",2833.0,2833.0,604.05
0330,1301,12000,,Funtzionarioen oinarrizko ordainsariak,355364.0,355364.0,63028.06
0330,1301,12100,,Funtzionarioen ordainsari osagarriak,451635.0,451635.0,111312.34
0330,1301,14100,,Bestelako langileak,120426.0,120426.0,30610.99
0330,1301,16000,,"Gizarte Segurantza, enpresaren kontura",302199.0,302199.0,72373.09
0330,1301,16500,,"Elkarkidetzako kuotak, Udalaren kontura",11923.0,11923.0,2527.08
0340,1351,21102,,Larrialdi eta elurteetako gastuak,100000.0,100000.0,8337.72
0340,1351,21102,R,Larrialdi eta elurteetako gastuak,0.0,17248.04,13345.18
0340,1351,21300,,Ibilgailuak konpontzea,75000.0,75000.0,7714.82
0340,1351,22701,,Jaietako gastu operatibo sanitarioak,13000.0,13000.0,0.0
0340,1361,12000,,Funtzionarioen oinarrizko ordainsariak,1618456.0,1618456.0,261586.08
0340,1361,12100,,Funtzionarioen ordainsari osagarriak,3265237.0,3265237.0,830632.26
0340,1361,14100,,Bestelako langileak,581727.0,581727.0,116474.88
0340,1361,16000,,"Gizarte Segurantza, enpresaren kontura",2219225.0,2219225.0,548128.52
0340,1361,16500,,"Elkarkidetzako kuotak, Udalaren kontura",68975.0,68975.0,14482.08
0340,1361,21900,,Ekipoak berritzea eta erostea,75000.0,75000.0,2452.45
0340,1361,21900,R,Ekipoak berritzea eta erostea,0.0,18136.87,18136.87
0340,1361,22105,,Jantziak eta uniformeak,150000.0,150000.0,4664.33
0340,1361,22105,R,Jantziak eta uniformeak,0.0,108990.75,0.0
0340,1361,22111,,Tresna eta lanabesak ,25000.0,25000.0,1177.56
0340,1361,22199,,Bestelako hornikuntzak,20000.0,20000.0,10601.24
0340,1361,22699,,Bestelako hainbat gastu,10000.0,10000.0,1157.03
0340,1361,62400,,Ibilgailuak,100000.0,100000.0,0.0
0340,1361,62400,R,Ibilgailuak,0.0,350000.0,0.0
0340,1361,62901,,Ekipoak erostea,5000.0,5000.0,0.0
0350,1321,12000,,Funtzionarioen oinarrizko ordainsariak,6148148.0,6148148.0,984433.55
0350,1321,12100,,Funtzionarioen ordainsari osagarriak,12076105.0,12076105.0,3079348.75
0350,1321,16000,,"Gizarte Segurantza, enpresaren kontura",6899997.0,6899997.0,1733965.67
0350,1321,16500,,"Elkarkidetzako kuotak, Udalaren kontura",308053.0,308053.0,67398.31
0350,1321,20501,,TETRA irratikomunikazio sistemaren rentinga,9000.0,9000.0,1426.84
0350,1321,21001,,Andre Maria Zuriaren jaietako segurtasuna,2997.0,2997.0,0.0
0350,1321,21300,,Ibilgailuak konpontzea,65000.0,65000.0,10214.34
0350,1321,21900,,Ekipoak berritzea eta erostea,175000.0,175000.0,5620.21
0350,1321,21905,,Segurtasun scannerra eta USPa onik zaintzea,7500.0,7500.0,0.0
0350,1321,22105,,Jantziak eta uniformeak,200270.8,200270.8,2849.95
0350,1321,22111,,Tresna eta lanabesak ,20000.0,20000.0,731.72
0350,1321,22199,,Bestelako hornikuntzak,15000.0,15000.0,1060.65
0350,1321,22199,R,Bestelako hornikuntzak,0.0,14891.08,0.0
0350,1321,22699,,Bestelako hainbat gastu,20000.0,20000.0,11077.58
0350,1321,22699,R,Bestelako hainbat gastu,0.0,12442.28,0.0
0350,1321,62400,,Ibilgailuak,65604.88,65604.88,0.0
0350,1321,62400,R,Ibilgailuak,0.0,58820.74,0.0
0350,1321,62501,,Altzariak,3000.0,3000.0,0.0
0350,1321,62901,,Ekipoak eta instalazioak erostea,12000.0,12000.0,0.0
0350,1321,62901,R,Ekipoak eta instalazioak erostea,0.0,138155.0,0.0
0410,0111,32201,,Epe laburreko maileguen interesak,10300.0,10300.0,0.0
0410,0111,33201,,Epe luzeko maileguen interesak,500000.0,500000.0,30934.98
0410,0111,93300,,Epe luzeko maileguen amortizazioa,12886064.54,12886064.54,2905196.61
0410,1513,73102,,Ingurugiro Gaietarako Ikastegiari,125000.0,125000.0,0.0
0410,1513,73310,,21. Zabalguneari ,1800000.0,1800000.0,1800000.0
0410,1513,73310,R,21. Zabalguneari ,0.0,350000.0,0.0
0410,1513,73311,,21 Zabalguneari - etxebizitzaren udal behatokia,25000.0,25000.0,25000.0
0410,1722,43102,,Ingurugiro Gaietarako Ikastegiari,2715142.51,2715142.51,1320000.0
0410,1722,43102,R,Ingurugiro Gaietarako Ikastegiari,0.0,10850.0,0.0
0410,2411,20301,,GEPO - Ibilgailuen rentinga,20000.0,20000.0,4258.0
0410,4411,43300,,"Ekarpena, TUVISAri",16700000.0,16700000.0,8350000.0
0410,4411,73300,,TUVISAri,945900.9,945900.9,0.0
0410,9202,16205,,Bizi-asegurua - langileen istripuak,950000.0,950000.0,0.0
0410,9202,16205,R,Bizi-asegurua - langileen istripuak,0.0,394009.7,394009.7
0410,9202,16206,,Aseguru korporatiboak,11500.0,11500.0,0.0
0410,9202,16206,R,Aseguru korporatiboak,0.0,1686.42,1686.42
0410,9203,22145,,"Gastu sanitarioa, Koronabirusagatik",100000.0,100000.0,0.0
0410,9203,22145,R,"Gastu sanitarioa, Koronabirusagatik",0.0,39690.0,18370.8
0410,9204,62629,,"Sistema informatikoa, udal inbentarioa",150000.0,150000.0,0.0
0410,9204,62629,R,"Sistema informatikoa, udal inbentarioa",0.0,17908.0,17908.0
0410,9205,20301,,Ibilgailuen rentinga,421000.0,421000.0,55458.75
0410,9205,21300,,Ibilgailuak konpontzea,200000.0,200000.0,51201.25
0410,9205,22104,,Erregaiak,275000.0,275000.0,27659.67
0410,9205,22404,,Ibilgailuen aseguruak,125000.0,125000.0,45944.67
0410,9205,62400,,Ibilgailuak,100000.0,100000.0,33680.0
0410,9205,62400,A,Ibilgailuak,0.0,7260.0,7260.0
0410,9206,21400,,Altzariak konpontzea,2000.0,2000.0,556.6
0410,9206,21500,,Ekipoak mantentzeko kontratuak,175000.0,175000.0,9794.95
0410,9206,22001,,"Ohikoa, inbentariatu ezina",190000.0,190000.0,38734.1
0410,9206,62501,,Altzariak,10000.0,10000.0,9888.12
0410,9206,62505,,Udal sailetako hainbat erosketa,5000.0,10000.0,0.0
0410,9207,20100,,Lokal eta eraikinak alokatzea,3653300.0,3653300.0,886390.57
0410,9207,22110,,Kopiagintza-gastuak,60000.0,60000.0,9813.49
0410,9207,22402,,Erantzukizun zibileko aseguruak,360000.0,360000.0,140066.96
0410,9207,22407,,Bizitza- eta istripu-asegurua,40000.0,40000.0,11396.27
0410,9207,22407,R,Bizitza- eta istripu-asegurua,0.0,17066.41,17066.41
0410,9207,22600,,Ondasunen erregistro-gastuak,25000.0,25000.0,1280.16
0410,9207,22732,,Zerbitzuak emateko kontratuak,68200.0,68200.0,2896.89
0410,9207,62900,,Ezbeharrengatiko berritzeak,1.0,1.0,0.0
0410,9207,62900,R,Ezbeharrengatiko berritzeak,0.0,1.0,0.0
0410,9211,62298,,"Inbertsioak, San Martin",25000.0,25000.0,209.16
0410,9211,62299,,"San Martineko inbertsioak, datuak prozesatzeko zentroaren segurtasuna",70000.0,70000.0,0.0
0410,9213,22102,,Ur-hornidura eta hondar-urak araztea,1500000.0,1500000.0,0.0
0410,9213,22103,,Ur hornikuntza zatikatzea - AMVISArekin hitzarmena,619667.57,619667.57,0.0
0410,9271,41800,,EUDELi,283200.0,283200.0,0.0
0410,9271,41800,R,EUDELi,0.0,16940.0,0.0
0410,9311,22499,,Ondarearen gaineko erantzukizunarengatiko kalte-ordaina,150000.0,150000.0,20004.63
0410,9312,50001,,Kreditu Globala,60514.0,55514.0,0.0
0410,9319,12000,,Funtzionarioen oinarrizko ordainsariak,106874.6,106874.6,17853.54
0410,9319,12100,,Funtzionarioen ordainsari osagarriak,154363.0,154363.0,37725.77
0410,9319,13000,,Lan-kontratudun langile finkoen ordainsariak,43160.0,43160.0,12079.62
0410,9319,16000,,"Gizarte Segurantza, enpresaren kontura",62537.0,62537.0,16058.53
0410,9319,16500,,"Elkarkidetzako kuotak, Udalaren kontura",5326.0,5326.0,1159.35
0410,9321,22776,,Isunen Ataleko zerbitzuak,192758.18,192758.18,24799.96
0410,9321,22776,R,Isunen Ataleko zerbitzuak,0.0,44639.91,0.0
0410,9331,22401,,Udal eraikin eta lokalen aseguruak,410000.0,410000.0,161019.61
0410,9331,22601,,Auzo-komunitateetako gastuak,500000.0,500000.0,79186.3
0410,9331,22631,,AIREF tasa,5500.0,5500.0,0.0
0410,9331,22760,,Erloju publikoak mantentzea,20500.0,20500.0,3416.66
0410,9331,64900,,Industria jabegoa,1000.0,1000.0,0.0
0410,9341,36100,,"Interesak, zor ez ziren sarrerak itzultzean",75000.0,75000.0,67812.73
0410,9341,36101,,Diru-sarrerei loturiko finantza-gastuak,100000.0,100000.0,23605.87
0410,9341,36102,,Berandutze interesak,250000.0,250000.0,0.0
0410,9341,36900,,Bestelako finantza-gastuak,230000.0,230000.0,3766.58
0411,9321,12000,,Funtzionarioen oinarrizko ordainsariak,74282.0,74282.0,9970.08
0411,9321,12100,,Funtzionarioen ordainsari osagarriak,99100.0,99100.0,19114.24
0411,9321,14100,,Bestelako langileak,0.0,0.0,7435.31
0411,9321,16000,,"Gizarte Segurantza, enpresaren kontura",41393.0,41393.0,10443.51
0411,9321,16500,,"Elkarkidetzako kuotak, Udalaren kontura",4567.0,4567.0,775.88
0412,9314,12000,,Funtzionarioen oinarrizko ordainsariak,28452.0,28452.0,23221.87
0412,9314,12100,,Funtzionarioen ordainsari osagarriak,42571.0,42571.0,44333.24
0412,9314,16000,,"Gizarte Segurantza, enpresaren kontura",12866.0,12866.0,16067.82
0412,9314,16500,,"Elkarkidetzako kuotak, Udalaren kontura",1.0,1.0,604.05
0414,9312,12000,,Funtzionarioen oinarrizko ordainsariak,77677.0,77677.0,13100.25
0414,9312,12100,,Funtzionarioen ordainsari osagarriak,98345.0,98345.0,22908.09
0414,9312,16000,,"Gizarte Segurantza, enpresaren kontura",42882.0,42882.0,10239.75
0414,9312,16500,,"Elkarkidetzako kuotak, Udalaren kontura",3230.0,3230.0,665.04
0415,9323,12000,,Funtzionarioen oinarrizko ordainsariak,111034.0,111034.0,16325.85
0415,9323,12100,,Funtzionarioen ordainsari osagarriak,141469.0,141469.0,27959.43
0415,9323,16000,,"Gizarte Segurantza, enpresaren kontura",49933.0,49933.0,10111.2
0415,9323,16500,,"Elkarkidetzako kuotak, Udalaren kontura",1364.0,1364.0,271.53
0416,9341,12000,,Funtzionarioen oinarrizko ordainsariak,81324.0,81324.0,9325.8
0416,9341,12100,,Funtzionarioen ordainsari osagarriak,106023.0,106023.0,20058.6
0416,9341,14100,,Bestelako langileak,35221.0,35221.0,13407.33
0416,9341,16000,,"Gizarte Segurantza, enpresaren kontura",51039.0,51039.0,11246.9
0416,9341,16500,,"Elkarkidetzako kuotak, Udalaren kontura",5792.0,5792.0,997.56
0417,9322,12000,,Funtzionarioen oinarrizko ordainsariak,84986.0,84986.0,14602.36
0417,9322,12100,,Funtzionarioen ordainsari osagarriak,109654.0,109654.0,27800.46
0417,9322,14100,,Bestelako langileak,52024.0,52024.0,11556.36
0417,9322,16000,,"Gizarte Segurantza, enpresaren kontura",53615.0,53615.0,13289.18
0417,9322,16500,,"Elkarkidetzako kuotak, Udalaren kontura",3119.0,3119.0,665.04
0418,9319,12000,,Funtzionarioen oinarrizko ordainsariak,1011060.0,1011060.0,160337.88
0418,9319,12100,,Funtzionarioen ordainsari osagarriak,1212505.0,1212505.0,291817.58
0418,9319,14100,,Bestelako langileak,199703.0,199703.0,64518.53
0418,9319,16000,,"Gizarte Segurantza, enpresaren kontura",721896.0,721896.0,182963.83
0418,9319,16500,,"Elkarkidetzako kuotak, Udalaren kontura",50327.0,50327.0,10832.0
0421,9314,12000,,Funtzionarioen oinarrizko ordainsariak,98445.0,98445.0,0.0
0421,9314,12100,,Funtzionarioen ordainsari osagarriak,127503.0,127503.0,0.0
0421,9314,14100,,Bestelako langileak,4227.0,4227.0,0.0
0421,9314,16000,,"Gizarte Segurantza, enpresaren kontura",50092.0,50092.0,0.0
0421,9314,16500,,"Elkarkidetzako kuotak, Udalaren kontura",2833.0,2833.0,0.0
0810,4301,11000,,Kabineteko behin-behineko langileen ordainsariak,86141.24,86141.24,12706.94
0810,4301,12000,,Funtzionarioen oinarrizko ordainsariak,23264.0,23264.0,16662.04
0810,4301,12100,,Funtzionarioen ordainsari osagarriak,26303.0,26303.0,26502.96
0810,4301,14100,,Bestelako langileak,1.0,1.0,11063.55
0810,4301,16000,,"Gizarte Segurantza, enpresaren kontura",25961.0,25961.0,17825.04
0810,4301,16500,,"Elkarkidetzako kuotak, Udalaren kontura",3119.0,3119.0,1330.08
0810,4331,22704,,Umbra babestea,19000.0,19000.0,0.0
0810,4331,22712,,Film Office bultzatzea,5000.0,5000.0,1815.0
0810,4331,22797,,Toki garapenerako bulegoa: Dinamizazio Ekonomikoa,480000.0,355583.0,27699.75
0810,4331,22797,R,Toki garapenerako bulegoa: Dinamizazio Ekonomikoa,0.0,12523.5,0.0
0810,4331,47104,,Toki garapenerako bulegoa: ekitaldiak erakartzeko laguntzak,100000.0,100000.0,0.0
0810,4331,48113,,Hitzarmena: Turium,20000.0,20000.0,0.0
0817,4334,85107,,Parke teknologikoaren kapital-zabalkuntza,52600.0,52600.0,0.0
0819,4301,12000,,Funtzionarioen oinarrizko ordainsariak,183374.0,183374.0,31586.77
0819,4301,12100,,Funtzionarioen ordainsari osagarriak,222812.0,222812.0,57765.22
0819,4301,14100,,Bestelako langileak,64597.0,64597.0,26337.79
0819,4301,16000,,"Gizarte Segurantza, enpresaren kontura",151993.0,151993.0,42719.88
0819,4301,16500,,"Elkarkidetzako kuotak, Udalaren kontura",9021.0,9021.0,2337.54
0820,4301,12000,,Funtzionarioen oinarrizko ordainsariak,152345.0,152345.0,28777.22
0820,4301,12100,,Funtzionarioen ordainsari osagarriak,162924.0,162924.0,41524.01
0820,4301,14100,,Bestelako langileak,38321.0,38321.0,9685.38
0820,4301,16000,,"Gizarte Segurantza, enpresaren kontura",94999.0,94999.0,25543.64
0820,4301,16500,,"Elkarkidetzako kuotak, Udalaren kontura",9356.0,9356.0,1995.12
0821,4221,22683,,Jundiz eko-industriala,75000.0,75000.0,0.0
0821,4221,22683,R,Jundiz eko-industriala,0.0,8712.0,0.0
0821,4221,22714,,Basaldea,50000.0,50000.0,0.0
0821,4221,22714,R,Basaldea,0.0,16117.2,0.0
0821,4221,22763,,Ekonomia zirkularra,40000.0,40000.0,0.0
0821,4221,22779,,Industriari eta enpresei laguntzea,50000.0,50000.0,0.0
0821,4221,22779,R,Industriari eta enpresei laguntzea,0.0,16192.78,2095.77
0821,4221,62952,,Industrialdeak mantentzea,100000.0,100000.0,0.0
0821,4221,62952,R,Industrialdeak mantentzea,0.0,77784.91,48387.92
0821,4331,12000,,Funtzionarioen oinarrizko ordainsariak,193928.0,193928.0,31728.7
0821,4331,12100,,Funtzionarioen ordainsari osagarriak,220320.0,220320.0,48474.18
0821,4331,14100,,Bestelako langileak,63035.0,63035.0,25787.93
0821,4331,16000,,"Gizarte Segurantza, enpresaren kontura",133877.0,133877.0,37110.56
0821,4331,16500,,"Elkarkidetzako kuotak, Udalaren kontura",6238.0,6238.0,1330.08
0821,4331,22677,,Ekintzaileentzako laguntza,100000.0,100000.0,8902.0
0821,4331,22677,R,Ekintzaileentzako laguntza,0.0,2904.0,786.5
0821,4331,22712,,Enpresa-mintegien kudeaketa,25000.0,25000.0,1064.43
0821,4331,22713,,"Europako funtsak, proiektuak",75000.0,66768.21,0.0
0821,4331,22714,,EU – Ekonomia zirkularraren arloko sentsibilizazio-kanpaina,0.0,75000.0,0.0
0821,4331,22715,,"EU - Basaldea, komunikazioa",0.0,22990.0,0.0
0821,4331,22716,,EU – Ekonomia zirkularra eta karbono maila txikikoa,0.0,157300.0,0.0
0821,4331,22717,,EU – Elikagaien hondakinak murrizteko kanpaina,0.0,50000.0,0.0
0821,4331,22769,,Festval - Fila 2 babestea,159600.0,190000.0,0.0
0821,4331,22770,,F2pcampus Katoid Techno babestea ,10000.0,10000.0,0.0
0821,4331,41900,,Ekintzailetzari laguntzeko EHU-rekiko hitzarmena,5000.0,5000.0,0.0
0821,4331,47002,,Ekarpena BIC,110000.0,110000.0,0.0
0821,4331,47102,,Sorkuntzarekin eta ikus-entzunezkoekin lotutako industrientzako laguntzak,100000.0,100000.0,0.0
0821,4331,47102,R,Sorkuntzarekin eta ikus-entzunezkoekin lotutako industrientzako laguntzak,0.0,16000.0,0.0
0821,4331,47107,,Hitzarmena: AJEBASK- Prestakuntza eta mintegia,13500.0,13500.0,0.0
0821,4331,47107,R,Hitzarmena: AJEBASK- Prestakuntza eta mintegia,0.0,2100.0,0.0
0821,4331,47131,,Hitzarmena: Euskal Irudigileak,9100.0,9100.0,0.0
0821,4331,47131,R,Hitzarmena: Euskal Irudigileak,0.0,1820.0,0.0
0821,4331,48150,,Hitzarmena: SECOT elkartearekin,3000.0,3000.0,0.0
0821,4331,48150,R,Hitzarmena: SECOT elkartearekin,0.0,600.0,0.0
0821,4331,48175,,"Hitzarmena VIA-rekin, pasaiari-jarduera bultzatzeko",400000.0,400000.0,0.0
0821,4331,48175,A,"Hitzarmena VIA-rekin, pasaiari-jarduera bultzatzeko",0.0,150000.0,0.0
0821,4331,48175,R,"Hitzarmena VIA-rekin, pasaiari-jarduera bultzatzeko",0.0,400000.0,0.0
0821,4331,48180,,VIArentzako transferentziak,60000.0,60000.0,0.0
0821,4331,48905,,"Hitzarmena: Prestaturik, berrerabili",25000.0,25000.0,0.0
0821,4331,48905,R,"Hitzarmena: Prestaturik, berrerabili",0.0,4600.0,0.0
0821,4331,48943,,Enpresen Gizarte Erantzukizunari buruzko Foroa,4000.0,4000.0,0.0
0821,4331,48949,,Ekintzaileentzako bekak,85000.0,85000.0,0.0
0821,4331,48967,,Enpresak sortzeko eta sendotzeko laguntzak,140000.0,140000.0,0.0
0821,4331,48985,,Itun Berdea sariak,9000.0,9000.0,0.0
0821,4331,48986,,"Hitzarmena, Merkataritza Ganberarekin - enpresa txikiei laguntzea",20400.0,20400.0,0.0
0821,4331,48996,,Hitzarmena: Arco n1,7800.0,7800.0,0.0
0821,4331,48996,R,Hitzarmena: Arco n1,0.0,3250.0,0.0
0821,4331,60902,,Mintegiko inbertsioak - Basaldea proiektua,125000.0,120000.0,0.0
0821,4331,60927,,"EU – Basaldea, hornidura eta instalazioak",0.0,27010.0,0.0
0821,4331,62601,,Mintegietako berrikuntza eta ekipamenduak,50000.0,50000.0,0.0
0822,4312,61406,,Azoketako obrak ,150000.0,137190.0,0.0
0822,4312,61406,R,Azoketako obrak ,0.0,21044.16,20948.91
0822,4312,62207,,"EU - LEAP, Simon Bolívar plazako pergola leheneratzea",0.0,78000.0,0.0
0822,4314,12000,,Funtzionarioen oinarrizko ordainsariak,46630.0,46630.0,9760.62
0822,4314,12100,,Funtzionarioen ordainsari osagarriak,50544.0,50544.0,15622.82
0822,4314,14100,,Bestelako langileak,90077.0,90077.0,22407.48
0822,4314,16000,,"Gizarte Segurantza, enpresaren kontura",64671.0,64671.0,19317.06
0822,4314,16500,,"Elkarkidetzako kuotak, Udalaren kontura",1559.0,1559.0,554.2
0822,4314,20200,,Makineria eta instalazioak alokatzea,94000.0,94000.0,0.0
0822,4314,22700,,Eguberrietako argiztapena,165000.0,165000.0,0.0
0822,4314,22700,R,Eguberrietako argiztapena,0.0,28050.0,0.0
0822,4314,22702,,EU - Merkataritza-establezimenduen mapa interaktiboa,0.0,75000.0,0.0
0822,4314,22703,,"EU – Konpondu proiektua, sentsibilizazio-kanpaina",0.0,50000.0,0.0
0822,4314,22760,,EU – Vitoria-Gasteiz veg friendly proiektua,0.0,18148.79,0.0
0822,4314,22765,,Tokiko merkataritzaren zabalkunde kanpaina ,50000.0,50000.0,0.0
0822,4314,22766,,EU – Tokiko merkataritza sustatzeko kanpaina,0.0,57833.0,0.0
0822,4314,22771,,“Urban Commerce” jardunaldia,35000.0,35000.0,0.0
0822,4314,22771,R,“Urban Commerce” jardunaldia,0.0,5013.49,0.0
0822,4314,22772,,EU - Urban Commerce,0.0,86700.0,0.0
0822,4314,22773,,Azokak,45000.0,45000.0,7365.41
0822,4314,22773,R,Azokak,0.0,6273.94,4395.02
0822,4314,22798,,Merkataritza dinamizatzea,86000.0,86000.0,754.46
0822,4314,22799,,Vitoria-Gasteiz Veg Friendly,25000.0,25000.0,0.0
0822,4314,42301,,"Arabako Merkataritza Ganberarekiko hitzarmena, erakusleihoak",8000.0,8000.0,0.0
0822,4314,47138,R,Bono denda,0.0,15000.0,0.0
0822,4314,48904,,Hitzarmena: City Wine,12000.0,12000.0,0.0
0822,4314,48904,R,Hitzarmena: City Wine,0.0,2400.0,0.0
0822,4314,48926,,Hitzarmena: Gasteiz On elkartea,225720.0,225720.0,0.0
0822,4314,48926,R,Hitzarmena: Gasteiz On elkartea,0.0,53944.0,0.0
0822,4314,48963,,Hitzarmena: Erdi Aroko hiriguneko Merkatarien Elkartea,88200.0,88200.0,0.0
0822,4314,48963,R,Hitzarmena: Erdi Aroko hiriguneko Merkatarien Elkartea,0.0,17640.0,0.0
0822,4314,48964,,Denda txikientzako laguntzak,450000.0,450000.0,0.0
0822,4314,48965,,Hitzarmena: Merkataritza Enpresaburuen Elkartea,40590.0,40590.0,0.0
0822,4314,48965,R,Hitzarmena: Merkataritza Enpresaburuen Elkartea,0.0,8118.0,8118.0
0822,4314,48966,,Hitzarmena: Gorbeia kaleko Merkatarien Elkartea,14400.0,14400.0,0.0
0822,4314,48966,R,Hitzarmena: Gorbeia kaleko Merkatarien Elkartea,0.0,3456.0,3456.0
0822,4314,62403,,"EU – Konpondu proiektua, atoia",0.0,30000.0,0.0
0822,4314,62956,,EU - Merkataritzako plan estrategikoa 2023-2027,0.0,60000.0,0.0
0823,2381,22279,,GPS: Orientabide profesionala berdintasunean,25000.0,25000.0,2662.0
0823,2411,12000,,Funtzionarioen oinarrizko ordainsariak,501683.0,501683.0,92853.05
0823,2411,12100,,Funtzionarioen ordainsari osagarriak,597320.0,597320.0,155309.02
0823,2411,13000,,Lan-kontratudun langile finkoen ordainsariak,1.0,1.0,734955.72
0823,2411,14100,,Bestelako langileak,36656.0,36656.0,11132.23
0823,2411,16000,,"Gizarte Segurantza, enpresaren kontura",350199.0,350199.0,381969.76
0823,2411,16500,,"Elkarkidetzako kuotak, Udalaren kontura",20260.0,20260.0,4457.85
0823,2411,20100,,Lokal eta eraikinak alokatzea,119400.0,119400.0,19015.16
0823,2411,20100,R,Lokal eta eraikinak alokatzea,0.0,573.11,0.0
0823,2411,22774,,"Gazteentzako enplegu plana, Udalaren Ekarpena 2. kapitulua",161710.0,161710.0,0.0
0823,2411,22781,,"Gazteentzako enplegu plana, Udalaren Ekarpena (1.KAP)",479788.0,479788.0,0.0
0823,2411,22785,,Eskualdeko plan - Lanbideren ekarpena,1630672.53,1630672.53,0.0
0823,2411,22786,,Eskualdeko enplegu plana (1. kap),97579.72,97579.72,0.0
0823,2411,22789,,"EU - LEAP, prestakuntza, lantegiak eta jardunaldiak",0.0,68674.28,165.0
0823,2411,22790,,"Gazteentzako enplegu plana 2020, Lanbideren ekarpena",1085340.0,1085340.0,0.0
0823,2411,22791,,Lehentasunezko kolektiboen enplegua bultzatzea,65600.0,65600.0,2187.26
0823,2411,22793,,Orientazio- eta enplegu-ekintzak,30000.0,30000.0,4809.88
0823,2411,22795,,Prestakuntza,400000.0,400000.0,53794.93
0823,2411,22795,R,Prestakuntza,0.0,18685.2,0.0
0823,2411,22797,,Gasteiz enplegu plana,107000.0,107000.0,18367.53
0823,2411,22797,R,Gasteiz enplegu plana,0.0,22623.21,15325.41
0823,2411,47128,,"Hitzarmena: SEA, enplegua",65160.0,65160.0,0.0
0823,2411,47128,R,"Hitzarmena: SEA, enplegua",0.0,9800.0,0.0
0823,2411,48015,,Eskualdeko plan - Lanbideren ekarpena,2961401.99,2961401.99,0.0
0823,2411,48015,R,Eskualdeko plan - Lanbideren ekarpena,0.0,2970000.0,0.0
0823,2411,48020,,Eskualdeko plana - Udalaren ekarpena kontrataziorako,20000.0,20000.0,0.0
0823,2411,48171,,Hitzarmena: Secretariado Gitano fundazioa,42000.0,48000.0,0.0
0823,2411,48171,R,Hitzarmena: Secretariado Gitano fundazioa,0.0,8400.0,0.0
0823,2411,48966,,Hitzarmena: Saregune proiektua,60000.0,60000.0,0.0
0823,2411,48966,R,Hitzarmena: Saregune proiektua,0.0,12000.0,12000.0
0823,2411,48967,,Kontratatzeko laguntzak - enplegu-egonkortasuna,450000.0,450000.0,0.0
0823,2411,48967,R,Kontratatzeko laguntzak - enplegu-egonkortasuna,0.0,600000.0,0.0
0823,2411,62299,,Enplegu eta prestakuntza instalazioak,20000.0,20000.0,0.0
0823,2411,62519,,Prestakuntza ekipoak erostea,20000.0,20000.0,611.05
0823,2411,62600,,Enplegu eta prestakuntza instalazioetarako informatika ekipoak erostea,20000.0,20000.0,1697.39
0823,4311,48043,,Arabako Ganberarekiko hitzarmena: salmenta-eskola,0.0,0.0,0.0
0823,4331,47136,,Ekonomia zirkularreko proiektuetarako laguntzak,60000.0,60000.0,0.0
0823,4331,47137,R,Dinamizazio ekonomikorako laguntzak,0.0,100000.0,0.0
0823,4331,48043,,Arabako Ganberarekiko hitzarmena: salmenta-eskola,10000.0,10000.0,0.0
