#Organikoa,Funtzionala,Ekonomikoa,Azalpena,Hasierako kreditua,Behin betiko kreditua,Behartua
0823,2411,20100,Lokal eta eraikinak alokatzea,75100.0,78100.0,78082.04
0823,2411,22795,Prestakuntza,620000.0,615000.0,603671.06
0823,2411,22796,Udalaren sasoiko enplegua sustatzea,0.0,0.0,0.0
0823,2411,22797,Gasteiz enplegu planak,2210000.0,1200000.0,113810.64
0824,4321,12000,Funtzionarioen oinarrizko ordainsariak,111215.85,111215.85,127191.49
0824,4321,12100,Funtzionarioen ordainsari osagarriak,133846.0,133846.0,152507.6
0824,4321,14100,Bestelako langileak,68670.0,68670.0,73242.22
0824,4321,16000,"Gizarte Segurantza, enpresaren kontura",93839.0,93839.0,92606.43
0824,4321,16500,"Elkarkidetzako kuotak, Udalaren kontura",7639.0,7639.0,6197.84
0824,4321,22630,Turismo-mahaia,0.0,0.0,0.0
0824,4321,22732,Zerbitzuak emateko kontratuak,0.0,0.0,0.0
0824,4321,22776,"Kudeaketa: Europa jauregia, Goiuri eta Turismoa",425000.0,500000.0,406650.23
0824,4321,22777,Turismoa dinamizatzea,100000.0,100000.0,65352.2
0824,4321,22778,Turismo gertaldi bereziak,5000.0,5000.0,0.0
0824,4321,22779,Hiriaren sustapena,145000.0,145000.0,184923.49
0824,4321,22780,Turismo Bulegoaren merchandising-gastuak,30000.0,30000.0,18277.53
0824,4321,22781,Hiri Napoleondarren Federazioaren ekintzak,0.0,0.0,0.0
0825,4221,22729,Enpresentzako laguntza,0.0,0.0,0.0
0910,9202,12000,Funtzionarioen oinarrizko ordainsariak,66934.19,66934.19,70346.66
0910,9202,12100,Funtzionarioen ordainsari osagarriak,94407.0,94407.0,97450.16
0910,9202,14100,Bestelako langileak,124943.0,124943.0,166912.01
0910,9202,16000,"Gizarte Segurantza, enpresaren kontura",75195.0,75195.0,75532.38
0910,9202,16007,Funtzionarioen berariazko osagarrirako ekarpena,269974.0,269974.0,255035.64
0910,9202,16102,Aldez aurreko erretiroen kalte-ordainak,1003613.0,1003613.0,2920720.78
0910,9202,16104,Epaiaren ondoriozko ordainsariak,15000.0,15000.0,3998.56
0910,9202,16204,Bizi-asegurua - Auto-asegurua,125000.0,125000.0,0.0
0910,9202,16205,Bizi-asegurua - langileen istripuak,810000.0,810000.0,829959.05
0910,9202,16206,Aseguru korporatiboak,11500.0,11500.0,3372.44
0910,9202,16220,Kalte-ordainak,1500.0,1500.0,310.0
0910,9202,16500,"Elkarkidetzako kuotak, Udalaren kontura",4625.0,4625.0,4049.31
0910,9202,22001,"Ohikoa, inbentariatu ezina",3870.0,3870.0,1430.1
0910,9202,22105,Jantziak eta uniformeak,85000.0,85000.0,85988.37
0910,9202,22638,Udal langileen prestakuntza-plana,100000.0,100000.0,107387.27
0910,9202,22745,Laneko arriskuen prebentziorako programa estrategikoa,5000.0,5000.0,1021.24
0910,9202,22746,Lan-absentismoaren inguruko ekintzetarako kontratuak,0.0,0.0,0.0
0910,9202,22759,Etengabeko hobekuntzarako plan estrategikoa,8000.0,8000.0,8260.95
0910,9202,22760,Genero-berdintasunerako ekintzak,26000.0,26000.0,4098.54
0910,9202,22763,Bilera eta biltzarrak egitea,0.0,0.0,0.0
0910,9202,22764,Antolakuntza-azterlanak,1000.0,1000.0,0.0
0910,9202,23000,Dietak,20720.0,20720.0,50835.79
0910,9202,23001,Lokomozio-gastuak,35000.0,35000.0,23626.98
0910,9202,23900,Hautatze prozesuetako gastuak,10000.0,10000.0,3371.41
0911,9202,12000,Funtzionarioen oinarrizko ordainsariak,239124.27,239124.27,244718.03
0911,9202,12100,Funtzionarioen ordainsari osagarriak,313312.0,313312.0,297001.82
0911,9202,14100,Bestelako langileak,167210.0,167210.0,212236.24
0911,9202,16000,"Gizarte Segurantza, enpresaren kontura",228183.0,228183.0,203280.87
0911,9202,16500,"Elkarkidetzako kuotak, Udalaren kontura",15105.0,15105.0,14586.43
0912,9202,12000,Funtzionarioen oinarrizko ordainsariak,183599.15,183599.15,161779.75
0912,9202,12100,Funtzionarioen ordainsari osagarriak,218729.0,218729.0,200884.01
0912,9202,16000,"Gizarte Segurantza, enpresaren kontura",104139.0,104139.0,74300.78
0912,9202,16500,"Elkarkidetzako kuotak, Udalaren kontura",11823.0,11823.0,7761.76
0915,9202,11000,Kabineteko behin-behineko langileen ordainsariak,75683.31,75683.31,0.0
0915,9202,12000,Funtzionarioen oinarrizko ordainsariak,81138.0,81138.0,43214.41
0915,9202,12100,Funtzionarioen ordainsari osagarriak,95344.0,95344.0,50188.11
0915,9202,14100,Bestelako langileak,627.0,627.0,1240.84
0915,9202,16000,"Gizarte Segurantza, enpresaren kontura",61842.0,61842.0,17436.91
0915,9202,16500,"Elkarkidetzako kuotak, Udalaren kontura",1850.0,1850.0,1453.6
0919,9203,12000,Funtzionarioen oinarrizko ordainsariak,159200.74,159200.74,146422.08
0919,9203,12100,Funtzionarioen ordainsari osagarriak,184954.0,184954.0,165788.26
0919,9203,14100,Bestelako langileak,16699.0,16699.0,42984.24
0919,9203,16000,"Gizarte Segurantza, enpresaren kontura",103886.0,103886.0,86850.72
0919,9203,16500,"Elkarkidetzako kuotak, Udalaren kontura",8824.0,8824.0,7217.96
0919,9203,22108,Botikak eta hemoderibatuak,70000.0,70000.0,68908.31
0919,9203,22141,Zerbitzu medikoen tresneriaren berariazko mantenimendua,1500.0,1500.0,1082.67
1010,9204,12000,Funtzionarioen oinarrizko ordainsariak,29663.01,29663.01,62065.18
1010,9204,12100,Funtzionarioen ordainsari osagarriak,49470.0,49470.0,97437.01
1010,9204,16000,"Gizarte Segurantza, enpresaren kontura",13068.0,13068.0,36051.94
1010,9204,16500,"Elkarkidetzako kuotak, Udalaren kontura",1850.0,1850.0,2640.38
1010,9204,22730,LOPD-ko prozesuak definitu eta ikuskatzea.,60000.0,60000.0,70890.31
1010,9204,22732,Zerbitzuak emateko kontratuak,50000.0,50000.0,27565.11
1011,9204,12000,Funtzionarioen oinarrizko ordainsariak,399023.37,399023.37,390858.99
1011,9204,12100,Funtzionarioen ordainsari osagarriak,461905.0,461905.0,447037.55
1011,9204,13000,Lan-kontratudun langile finkoen ordainsariak,49812.0,49812.0,48785.08
1011,9204,14100,Bestelako langileak,214495.0,214495.0,191211.52
1011,9204,16000,"Gizarte Segurantza, enpresaren kontura",335033.0,335033.0,279294.55
1011,9204,16500,"Elkarkidetzako kuotak, Udalaren kontura",26899.0,26899.0,21465.17
1011,9204,20502,Informatika ekipoak alokatzea,0.0,0.0,0.0
1011,9204,21501,Informatika-aplikazioak mantentzea,350000.0,350000.0,325480.98
1011,9204,22720,Aplikatiboak onik zaintzeko euskarria,1285000.0,1285000.0,1313066.28
1012,9204,12000,Funtzionarioen oinarrizko ordainsariak,312369.31,312369.31,319213.38
1012,9204,12100,Funtzionarioen ordainsari osagarriak,394963.0,394963.0,394020.73
1012,9204,14100,Bestelako langileak,206218.0,206218.0,211863.82
1012,9204,16000,"Gizarte Segurantza, enpresaren kontura",270430.0,270430.0,233863.98
1012,9204,16500,"Elkarkidetzako kuotak, Udalaren kontura",15565.0,15565.0,12708.6
1012,9204,21500,Informatika ekipoak onik zaintzea,300000.0,400000.0,370895.17
1012,9204,22728,Ordenagailu zentralen euskarria,300000.0,300000.0,274198.99
1012,9204,22729,Erabiltzaileen ekipoak mantentzeko euskarria,30000.0,30000.0,57600.0
1012,9204,22750,Administratel,54300.0,54300.0,54404.3
1012,9271,22200,Telefono-fakturazioa,380000.0,380000.0,317393.46
1012,9271,22202,Posta eta jakinarazpenak,1060000.0,1360000.0,1237061.65
1012,9271,22644,Aldizkari ofizialetako iragarkiak,50000.0,50000.0,46294.28
1017,9204,12000,Funtzionarioen oinarrizko ordainsariak,229000.08,229000.08,167655.87
1017,9204,12100,Funtzionarioen ordainsari osagarriak,276246.0,276246.0,200420.46
1017,9204,14100,Bestelako langileak,158094.0,158094.0,75059.3
1017,9204,16000,"Gizarte Segurantza, enpresaren kontura",198691.0,198691.0,108327.93
1017,9204,16500,"Elkarkidetzako kuotak, Udalaren kontura",14374.0,14374.0,8681.71
1018,9204,12000,Funtzionarioen oinarrizko ordainsariak,27634.53,27634.53,27761.19
1018,9204,12100,Funtzionarioen ordainsari osagarriak,37922.0,37922.0,39286.6
1018,9204,16000,"Gizarte Segurantza, enpresaren kontura",13068.0,13068.0,11013.37
1018,9204,16500,"Elkarkidetzako kuotak, Udalaren kontura",1850.0,1850.0,1453.6
1019,9204,12000,Funtzionarioen oinarrizko ordainsariak,24104.54,24104.54,27175.04
1019,9204,12100,Funtzionarioen ordainsari osagarriak,33073.0,33073.0,39010.54
1019,9204,16000,"Gizarte Segurantza, enpresaren kontura",13067.0,13067.0,11013.37
1019,9204,16500,"Elkarkidetzako kuotak, Udalaren kontura",1850.0,1850.0,1453.6
1020,9204,12000,Funtzionarioen oinarrizko ordainsariak,24639.76,24639.76,26557.16
1020,9204,12100,Funtzionarioen ordainsari osagarriak,37481.0,37481.0,38887.92
1020,9204,16000,"Gizarte Segurantza, enpresaren kontura",13068.0,13068.0,11013.36
1110,2301,12000,Funtzionarioen oinarrizko ordainsariak,65958.86,65958.86,105800.61
1110,2301,12100,Funtzionarioen ordainsari osagarriak,93184.0,93184.0,134663.71
1110,2301,14100,Bestelako langileak,133239.0,133239.0,119243.07
1110,2301,16000,"Gizarte Segurantza, enpresaren kontura",103211.0,103211.0,88298.6
1110,2301,16500,"Elkarkidetzako kuotak, Udalaren kontura",66.0,66.0,2432.72
1111,2301,12000,Funtzionarioen oinarrizko ordainsariak,489746.7,489746.7,573768.9
1111,2301,12100,Funtzionarioen ordainsari osagarriak,582234.0,582234.0,661474.01
1111,2301,13000,Lan-kontratudun langile finkoen ordainsariak,37512.0,37512.0,38099.25
1111,2301,14100,Bestelako langileak,355621.0,355621.0,561987.23
1111,2301,16000,"Gizarte Segurantza, enpresaren kontura",476614.0,476614.0,508987.16
1111,2301,16500,"Elkarkidetzako kuotak, Udalaren kontura",28171.0,28171.0,27951.86
1111,2301,22103,Gasa,30000.0,30000.0,22785.2
1111,2301,22618,Bestelako funtzionamendu gastuak,14599.11,14599.11,20398.75
1115,2323,22745,Aterperik gabekoentzako kaleko heziketako programa,91183.44,91183.44,91183.44
1115,2323,22784,Larrialdi zerbitzuen kontratuak,494886.92,494886.92,494886.52
1115,2324,22002,"Prentsa, aldizkariak eta bestelako argitalpenak",2050.0,2050.0,1231.9
1115,2324,22106,Elikagaiak,16430.0,16430.0,36550.54
1115,2324,22111,Tresnak eta lanabesak,4946.7,4946.7,1998.6
1115,2324,22115,Berariazko material teknikoa,3160.0,3160.0,4015.13
1115,2324,22759,Lantegietako irakasleak,94974.96,94974.96,96724.94
1115,2324,22765,"Berehalakoan hartzeko zentroak, 24 orduko arreta",353019.13,353019.13,306122.89
1115,2324,22786,Otordu-zerbitzua,11889.87,11889.87,11889.84
1115,2325,22111,Tresnak eta lanabesak,7571.11,7571.11,8569.06
1115,2325,22115,Berariazko material teknikoa,18490.0,18490.0,37635.2
1115,2325,22614,Gizarteratu lantegiak,882198.0,825562.52,831605.22
1115,2325,22666,"Goiuri eta Onartuz, gaueko zaintza",129001.15,85737.52,85737.36
1115,2325,22761,Harrera-etxebizitzetan laguntzeko programa,104042.75,104042.75,104042.76
1115,2325,22786,"Janari-garraioa, etxe irekira",11889.87,11889.87,11889.84
1115,2326,22716,Immigrazio-plana,0.0,0.0,0.0
1115,2326,22764,Etorkinei laguntzeko itzulpen-zerbitzua,0.0,0.0,0.0
1115,2326,22766,Errefuxiatuenganako sentsibilizazio kanpaina.,0.0,0.0,0.0
1115,2326,22767,Errefuxiatuak hartzeko plana,0.0,0.0,0.0
1115,2327,12000,Funtzionarioen oinarrizko ordainsariak,346501.56,346501.56,360649.35
1115,2327,12100,Funtzionarioen ordainsari osagarriak,456464.0,456464.0,470008.58
1115,2327,14100,Bestelako langileak,582543.0,624577.0,635976.07
1115,2327,16000,"Gizarte Segurantza, enpresaren kontura",527551.0,541001.94,449327.9
1115,2327,16500,"Elkarkidetzako kuotak, Udalaren kontura",16476.0,16476.0,14697.47
1120,2311,12000,Funtzionarioen oinarrizko ordainsariak,301634.58,301634.58,264093.05
1120,2311,12100,Funtzionarioen ordainsari osagarriak,323509.0,323509.0,293727.21
1120,2311,14100,Bestelako langileak,329336.0,329336.0,440827.61
1120,2311,16000,"Gizarte Segurantza, enpresaren kontura",308043.0,308043.0,279443.59
1120,2311,16500,"Elkarkidetzako kuotak, Udalaren kontura",10364.0,10364.0,5325.43
1120,2311,22111,Tresnak eta lanabesak,3160.0,3160.0,4112.12
1120,2311,22115,Berariazko material teknikoa,1580.0,1580.0,555.92
1120,2311,22626,Ordezko familiak,35059.42,35059.42,35059.39
1120,2311,22678,Haurrentzako partaidetza-programa,90000.0,90000.0,70532.96
1120,2311,22679,‘Prólogo’ prebentzio-programa,15000.0,15000.0,19860.5
1120,2311,22680,Emozioei buruzko lantegiak,190000.0,190000.0,190431.37
1120,2311,22726,Gurasotasun positiborako programa,80000.0,80000.0,76868.3
1120,2311,22745,Laguntza eta garapen egokiturako programa (LGE),500000.63,500000.63,476062.28
1120,2311,22748,Terapiak,70000.0,70000.0,94626.42
1120,2311,22775,Bidatu kudeatzeko kontratua,189100.0,189100.0,188824.18
1120,2311,22789,Erresilentzia,155000.0,155000.0,154815.84
1120,2311,22791,Haurrentzako tokiko plana,120000.0,120000.0,134649.74
1120,2311,22792,Sexu-abusuak baloratzea,25200.0,25200.0,26677.15
1120,2311,22793,Etxe funtzionalak,1669842.93,1669842.93,1668499.98
1120,2311,22794,Gizarte- eta hezkuntza-zentroak,1093740.3,1093740.3,1094133.56
1120,2311,22796,Valeo programa,62000.0,62000.0,39887.5
1133,2312,22002,"Prentsa, aldizkariak eta bestelako argitalpenak",9847.0,9847.0,13267.15
1133,2312,22106,Elikagaiak,1553929.09,1553929.09,1710907.07
1133,2312,22111,Tresnak eta lanabesak,40000.0,40000.0,42991.98
1133,2312,22115,Berariazko material teknikoa,50000.0,50000.0,58486.82
1133,2312,22606,Ile-apaindegiko zerbitzuak,15703.94,15703.94,13654.99
1133,2312,22618,Bestelako funtzionamendu gastuak,10944.53,10944.53,11273.35
1133,2312,22623,Familia zaintzaileei laguntzeko programa,496000.0,366763.79,287616.8
1133,2312,22652,Hirugarren adinekoen egoitzetako animazioa,275181.3,275181.3,275181.29
1133,2312,22666,Gaueko zaintza - San Prudentzio egoitza,70000.0,70000.0,67686.97
1133,2312,22667,San Prudentzioko erlijio zerbitzuak,6961.64,6961.64,6900.0
1133,2312,22702,Kafetegi-zerbitzua,16000.0,16000.0,13887.48
1133,2312,22708,Zaharrak lekualdatzea,167000.0,167000.0,161132.8
1133,2312,22739,Landareak mantentzea,0.0,0.0,0.0
1133,2313,22111,Tresnak eta lanabesak,10000.0,10000.0,11611.57
1133,2313,22713,Podologia-zerbitzua,41188.0,41188.0,37299.96
1133,2313,22754,Adinekoentzako zentro soziokulturalen kudeaketa,2581927.0,2581927.0,2544601.78
1133,2313,22786,Janari-garraioa,47646.74,47646.74,41614.44
1133,2314,22002,"Prentsa, aldizkariak eta bestelako argitalpenak",906.22,906.22,1231.9
1133,2314,22111,Tresnak eta lanabesak,6710.06,6710.06,3167.06
1133,2314,22115,Berariazko material teknikoa,816.05,816.05,163.8
1133,2314,22609,Adinekoentzako apartamentuetako familia-langileak,304556.18,304556.18,305065.91
1133,2314,22618,Bestelako funtzionamendu gastuak,4191.48,4191.48,4542.33
1133,2314,22628,Santa María de Olarizuko animazioa,38346.0,38346.0,38346.0
1133,2314,22705,Tomas Zumarraga Dohatsuaren kaleko Eguneko Arreta Zerbitzua kudeatzea,373360.0,373360.0,375154.12
1133,2314,22708,Zaharrak lekualdatzea,281283.84,281283.84,280314.76
1133,2314,22718,Blas de Otero kaleko Eguneko Arreta Zerbitzua kudeatzea,651300.0,651300.0,647746.62
1133,2314,22786,Janari-garraioa,35669.71,35669.71,35669.52
1133,2317,12000,Funtzionarioen oinarrizko ordainsariak,2511952.16,2511952.16,2536232.75
1133,2317,12100,Funtzionarioen ordainsari osagarriak,3199406.0,3199406.0,3160299.07
1133,2317,14100,Bestelako langileak,4081123.0,4145052.3,4201250.84
1133,2317,16000,"Gizarte Segurantza, enpresaren kontura",3469349.0,3489806.31,2969766.7
1133,2317,16500,"Elkarkidetzako kuotak, Udalaren kontura",131875.0,131875.0,116149.21
1133,2317,22630,"Sentsibilizazio-kanpaina, adinekoen proiektua",0.0,30000.0,5653.76
1145,2321,22731,Babesgabetuetako otorduak,770000.0,311000.0,304501.5
1145,2321,22786,Otordu-zerbitzua,90068.95,90068.95,96275.92
1145,2321,22797,Etxez etxeko laguntza zerbitzua,2585000.0,2130000.0,2004998.45
1145,2322,22115,Berariazko material teknikoa,27600.0,27600.0,14190.16
1145,2322,22619,Kaleko heziketa,930541.71,930541.71,930541.72
1145,2322,22746,Oinarrizko Gizarte Zerbitzuak zaintzea,306143.15,306143.15,301249.12
1145,2322,22759,Lantegietako irakasleak,284271.75,284271.75,209592.71
1145,2328,12000,Funtzionarioen oinarrizko ordainsariak,802579.71,802579.71,788897.06
1145,2328,12100,Funtzionarioen ordainsari osagarriak,849545.0,849545.0,843300.82
1145,2328,14100,Bestelako langileak,1195948.0,1195948.0,1539173.35
1145,2328,16000,"Gizarte Segurantza, enpresaren kontura",981565.0,981565.0,911131.86
1145,2328,16500,"Elkarkidetzako kuotak, Udalaren kontura",23859.0,23859.0,24359.97
1310,9313,12000,Funtzionarioen oinarrizko ordainsariak,132625.21,132625.21,146647.07
1310,9313,12100,Funtzionarioen ordainsari osagarriak,173238.0,173238.0,184632.88
1310,9313,14100,Bestelako langileak,677.0,677.0,1340.76
1310,9313,16000,"Gizarte Segurantza, enpresaren kontura",75628.0,75628.0,68878.05
1310,9313,16500,"Elkarkidetzako kuotak, Udalaren kontura",5550.0,5550.0,5195.38
1510,1701,11000,Kabineteko behin-behineko langileen ordainsariak,26106.87,26106.87,79090.66
1510,1701,12000,Funtzionarioen oinarrizko ordainsariak,24046.0,24046.0,5551.17
1510,1701,12100,Funtzionarioen ordainsari osagarriak,30983.0,30983.0,0.0
1510,1701,16000,"Gizarte Segurantza, enpresaren kontura",21190.0,21190.0,11013.36
1510,1701,16500,"Elkarkidetzako kuotak, Udalaren kontura",1559.0,1559.0,1453.6
1510,1701,22004,Kartografia eta proiektuak editatu eta erreproduzitzea,1000.0,1000.0,1578.09
1510,1701,22605,"Bilerak, hitzaldiak eta biltzarrak",10000.0,10000.0,7331.39
151101,1721,21040,Kontrol eta diagnosi ekipoak mantentzea,130000.0,130000.0,122306.63
151101,1721,22115,Ordezko piezak eta suntsikorrak,5000.0,5000.0,4648.67
151101,1722,12000,Funtzionarioen oinarrizko ordainsariak,112223.92,112223.92,104182.69
151101,1722,12100,Funtzionarioen ordainsari osagarriak,145266.0,145266.0,150360.05
151101,1722,13000,Lan-kontratudun langile finkoen ordainsariak,312923.0,312923.0,0.0
151101,1722,14100,Bestelako langileak,75779.0,75779.0,116897.73
151101,1722,16000,"Gizarte Segurantza, enpresaren kontura",217857.0,217857.0,99664.81
151101,1722,16500,"Elkarkidetzako kuotak, Udalaren kontura",10184.0,10184.0,5920.54
151102,1722,12000,Funtzionarioen oinarrizko ordainsariak,1483.0,1483.0,46396.76
151102,1722,12100,Funtzionarioen ordainsari osagarriak,95.0,95.0,65154.2
151102,1722,16000,"Gizarte Segurantza, enpresaren kontura",313.0,313.0,23678.21
151102,1722,16500,"Elkarkidetzako kuotak, Udalaren kontura",809.0,809.0,1453.6
151103,1621,22700,Garbiketarako eta hondakinen bilketa eta garraiorako kontratua,7975694.41,7975694.41,7975694.4
151103,1621,22703,Bilketa pneumatikoaren kontratua,1840000.0,1840000.0,1839430.05
151103,1621,22715,Hondakinen gaikako bilketa,220000.0,220000.0,125486.01
151103,1621,22724,Garbiguneak ustiatzeko kontratua,377396.17,377396.17,377396.16
151103,1622,21204,Hondakinen instalazioak mantentzea,5000.0,5000.0,13398.51
151103,1622,22723,Zabortegia ustiatzeko kontratua,1008507.5,1008507.5,1008507.48
151103,1623,22702,Jundizko hiri hondakinen lantegia ustiatzeko kontratua,7928000.0,7928000.0,7929489.87
151103,1631,22700,Garbiketa-zerbitzuaren kontratua - kale-garbiketa,14844604.32,14844604.32,14844604.32
151103,1691,12000,Funtzionarioen oinarrizko ordainsariak,167369.0,167369.0,144468.11
151103,1691,12100,Funtzionarioen ordainsari osagarriak,215058.0,215058.0,183836.23
151103,1691,13000,Lan-kontratudun langile finkoen ordainsariak,29832.0,29832.0,48293.44
151103,1691,14100,Bestelako langileak,66816.0,66816.0,3389.71
151103,1691,16000,"Gizarte Segurantza, enpresaren kontura",163575.0,163575.0,102251.8
151103,1691,16500,"Elkarkidetzako kuotak, Udalaren kontura",6757.0,6757.0,5631.33
1514,1701,12000,Funtzionarioen oinarrizko ordainsariak,362829.71,362829.71,220969.34
1514,1701,12100,Funtzionarioen ordainsari osagarriak,416621.0,416621.0,259790.8
1514,1701,14100,Bestelako langileak,285030.0,285030.0,220289.87
1514,1701,16000,"Gizarte Segurantza, enpresaren kontura",332327.0,332327.0,188366.13
1514,1701,16500,"Elkarkidetzako kuotak, Udalaren kontura",25239.0,25239.0,10027.89
151701,3112,12000,Funtzionarioen oinarrizko ordainsariak,203497.17,203497.17,227963.0
151701,3112,12100,Funtzionarioen ordainsari osagarriak,248175.0,248175.0,276071.13
151701,3112,13000,Lan-kontratudun langile finkoen ordainsariak,525.0,525.0,1058.25
151701,3112,14100,Bestelako langileak,72377.0,72377.0,62365.9
151701,3112,16000,"Gizarte Segurantza, enpresaren kontura",164746.0,164746.0,148829.62
151701,3112,16500,"Elkarkidetzako kuotak, Udalaren kontura",13519.0,13519.0,11816.68
151701,3112,22107,Animalientzako elikagaiak,15000.0,15000.0,13020.85
151701,3112,22108,Animalientzako botikak hornitzea,15000.0,15000.0,11163.92
151701,3112,22112,Animalien osasunerako materialak,6000.0,6000.0,5957.16
151701,3112,22113,Elikagaien higienerako materialak,3305.65,3305.65,2702.18
151701,3112,22699,Bestelako hainbat gastu,3000.0,3000.0,8965.56
151701,3112,22718,Animalien osasunerako programak,12000.0,12000.0,11431.86
151701,3112,22719,Elikagaien higienerako programa,7000.0,7000.0,5867.93
151701,3112,22720,"Desinfekzio, intsektu-hiltze eta arratoi-hiltze parkearen programak",93000.0,93000.0,83319.5
151701,3112,22722,Animalientzako sorospen-programa,15000.0,15000.0,6777.31
151701,3112,22766,"Desinfekzioa, intsektu-hiltzea eta arratoi-hiltzeaa, betearazte subsidiarioak",4000.0,4000.0,0.0
151702,3111,12000,Funtzionarioen oinarrizko ordainsariak,50644.0,50644.0,21312.04
151702,3111,12100,Funtzionarioen ordainsari osagarriak,60771.0,60771.0,20293.75
151702,3111,14100,Bestelako langileak,39115.0,39115.0,47244.37
151702,3111,16000,"Gizarte Segurantza, enpresaren kontura",40675.0,40675.0,25712.76
151702,3111,16500,"Elkarkidetzako kuotak, Udalaren kontura",1850.0,1850.0,0.0
151702,3111,20200,Desfibriladoreak alokatzea,0.0,0.0,0.0
151702,3111,22198,Osasunerako hezkuntzarako materialak,25000.0,25000.0,14916.67
151702,3111,22199,Droga-mendekotasunen prebentziorako materialak,3000.0,3000.0,990.82
151702,3111,22702,Hiri Osasungarriak osasun-plana,15000.0,15000.0,8807.76
151702,3111,22715,Besarkada Etxea HIESaren aurkako etxeko kontratua,233000.0,233000.0,233000.0
151702,3111,22717,Osasuna sustatzeko zerbitzuak ematea,110000.0,101891.96,78397.9
151702,3111,22718,Droga-mendekotasunen prebentziorako programa,100000.0,104500.0,70346.73
151702,3111,22721,Droga-mendekotasunen prebentziorako programa,83000.0,83000.0,82643.0
151703,3113,12000,Funtzionarioen oinarrizko ordainsariak,209429.0,209429.0,211299.58
151703,3113,12100,Funtzionarioen ordainsari osagarriak,285664.0,285664.0,319563.26
151703,3113,14100,Bestelako langileak,83043.0,83043.0,153777.75
151703,3113,16000,"Gizarte Segurantza, enpresaren kontura",173966.0,173966.0,172921.77
151703,3113,16500,"Elkarkidetzako kuotak, Udalaren kontura",6587.0,6587.0,5954.48
151703,3113,21200,Makinak eta instalazioak onik zaintzea,22000.0,22000.0,21966.24
151703,3113,22115,Berariazko material teknikoa,70000.0,70000.0,65939.54
151703,3113,22716,Kalitate-auditoriak kontratatzea,17000.0,17000.0,16954.12
152002,1534,12000,Funtzionarioen oinarrizko ordainsariak,1052328.71,1052328.71,1095865.47
152002,1534,12100,Funtzionarioen ordainsari osagarriak,1324943.0,1324943.0,1400225.57
152002,1534,14100,Bestelako langileak,469422.0,469422.0,409815.26
152002,1534,16000,"Gizarte Segurantza, enpresaren kontura",1040503.0,1040503.0,895541.86
152002,1534,16500,"Elkarkidetzako kuotak, Udalaren kontura",54952.0,54952.0,45659.37
152002,1534,20200,Makineria eta instalazioak alokatzea,30000.0,30000.0,29361.64
152002,1534,21005,Berehala jarduteko taldeak,0.0,0.0,0.0
152002,1534,21008,Berehala jarduteko taldeak (haur jolasak),145000.0,145000.0,164791.99
152002,1534,21060,Bide publikoak eta zoladura zaintzea,325000.0,663951.61,785823.06
152002,1534,21701,Hiri-altzariak onik zaintzea,60000.0,60000.0,0.0
152002,1534,21703,Ekipoak mantentzeko kontratuak,100877.0,100877.0,61470.1
152002,1534,22111,Tresnak eta lanabesak,15000.0,15000.0,28896.23
152002,1534,22722,Komun publikoak mantentzeko kontratua,22000.0,52000.0,40535.46
152002,1641,22111,Tresnak eta lanabesak,10000.0,10000.0,8806.24
152002,1641,22140,Hilerrietako berariazko gastuak,80000.0,80000.0,51626.22
152002,1651,21006,Berehala jarduteko taldeak (argiteria),416000.0,416000.0,355996.0
152002,1651,22130,Argiteria publikoaren mantentze orokorra,470000.0,470000.0,566264.96
152005,1533,12000,Funtzionarioen oinarrizko ordainsariak,68100.0,68100.0,12366.46
152005,1533,12100,Funtzionarioen ordainsari osagarriak,84051.0,84051.0,14018.6
152005,1533,16000,"Gizarte Segurantza, enpresaren kontura",39062.0,39062.0,16490.4
152005,1533,16500,"Elkarkidetzako kuotak, Udalaren kontura",1510.0,1510.0,169.54
152007,1711,12000,Funtzionarioen oinarrizko ordainsariak,794735.0,794735.0,885166.72
152007,1711,12100,Funtzionarioen ordainsari osagarriak,1079143.0,1079143.0,1113041.71
152007,1711,14100,Bestelako langileak,462509.0,462509.0,499339.34
152007,1711,16000,"Gizarte Segurantza, enpresaren kontura",828609.0,828609.0,811740.42
152007,1711,16500,"Elkarkidetzako kuotak, Udalaren kontura",49398.0,49398.0,38002.46
152007,1711,20200,Makineria eta instalazioak alokatzea,100000.0,100000.0,100537.28
152007,1711,21071,Berdegune publikoak onik zaintzea,165000.0,265000.0,183689.06
152007,1711,21072,Jardinerak onik zaintzea,10000.0,10000.0,0.0
152007,1711,21073,Arboretoa onik zaintzea,40000.0,18568.16,10492.32
152007,1711,21074,Kanpoko Eraztun Berdea onik zaintzeko lanak,300000.0,300000.0,295588.55
152007,1711,21200,Makinak eta instalazioak onik zaintzea,40000.0,40000.0,50861.69
152007,1711,22111,Tresnak eta lanabesak,20000.0,20000.0,31146.6
152007,1711,22711,Berdeguneak onik zaintzea,2350000.0,2350000.0,2349999.84
152007,1711,22712,Europa jauregiaren fatxadaren kontserbazioa,30000.0,30000.0,5626.86
152009,1711,12000,Funtzionarioen oinarrizko ordainsariak,26352.0,26352.0,25336.66
152009,1711,12100,Funtzionarioen ordainsari osagarriak,35743.0,35743.0,35711.4
152009,1711,13000,Lan-kontratudun langile finkoen ordainsariak,83576.0,83576.0,83489.12
152009,1711,14100,Bestelako langileak,11349.0,27585.22,56780.23
