#Organikoa,Funtzionala,Ekonomikoa,R,Aplikazioaren izena,2019ko Hasierako kreditua,Behin betiko kreditua,Behartua
0410,9206,22001,,"Ohikoa, inbentariatu ezina",200000.0,200000.0,138936.33
0410,9206,62501,,Altzariak,10000.0,10000.0,15282.17
0410,9206,62505,,Udal sailetako hainbat erosketa,15000.0,15000.0,5125.56
0410,9207,20100,,Lokal eta eraikinak alokatzea,3431000.0,3507418.0,3506036.31
0410,9207,22110,,Kopiagintza-gastuak,60000.0,60000.0,38911.25
0410,9207,22402,,Erantzukizun zibileko aseguruak,336000.0,336000.0,292114.17
0410,9207,22407,,Bizitza- eta istripu-asegurua,40000.0,40000.0,49207.06
0410,9207,22600,,Ondasunen erregistro-gastuak,25000.0,25000.0,20822.1
0410,9207,22732,,Zerbitzuak emateko kontratuak,90000.0,90000.0,78522.66
0410,9207,62900,,Ezbeharrengatiko berritzeak,1.0,167996.25,167872.84
0410,9207,68202,,Aparkalekuak atzera itzultzea,0.0,98344.33,98344.33
0410,9211,62258,,Udaletxe berriko inbertsioak,1292388.98,1292388.98,1292388.98
0410,9211,62298,,"Inbertsioak, San Martin",200000.0,25000.0,6760.09
0410,9213,22102,,Ur-hornidura eta hondar-urak araztea,1700000.0,1700000.0,2049473.68
0410,9213,22103,,Ur hornikuntza zatikatzea,1593757.31,0.0,0.0
0410,9271,41800,,EUDELi,235516.82,258925.04,258924.23
0410,9310,85113,R,Indesa 2010 SL-ko kapital-partaidetza,0.0,1950.0,1950.0
0410,9311,22499,,Ondarearen gaineko erantzukizunarengatiko kalte-ordaina,626000.0,184235.8,75787.03
0410,9319,12000,,Funtzionarioen oinarrizko ordainsariak,51914.0,51914.0,52442.86
0410,9319,12100,,Funtzionarioen ordainsari osagarriak,90275.0,90275.0,89138.86
0410,9319,14100,,Bestelako langileak,42150.0,42150.0,1029.02
0410,9319,16000,,"Gizarte Segurantza, enpresaren kontura",35943.0,35943.0,24880.16
0410,9319,16500,,"Elkarkidetzako kuotak, Udalaren kontura",1547.0,1547.0,1861.5
0410,9321,22776,,Isunen Ataleko zerbitzuak,180500.0,180500.0,180499.92
0410,9331,22401,,Udal eraikin eta lokalen aseguruak,385000.0,385000.0,314779.52
0410,9331,22601,,Auzo-komunitateetako gastuak,450000.0,450000.0,322370.03
0410,9331,22631,,AIREF tasa,3000.0,3000.0,5106.69
0410,9331,22663,,Elorriagako ustiapenak bertan behera geratzea konpentsatzea,52300.0,52300.0,52902.39
0410,9331,22760,,Erloju publikoak mantentzea,20000.0,20000.0,19104.0
0410,9331,64900,,Industria jabegoa,1000.0,1000.0,0.0
0410,9341,36100,,"Interesak, zor ez ziren sarrerak itzultzean",100000.0,100000.0,36423.2
0410,9341,36101,,Diru-sarrerei loturiko finantza-gastuak,130000.0,130000.0,142922.44
0410,9341,36102,,Berandutze interesak,400000.0,183858.76,92923.4
0410,9341,36900,,Bestelako finantza-gastuak,5000.0,5000.0,4828.56
0411,9321,12000,,Funtzionarioen oinarrizko ordainsariak,65767.0,65767.0,71474.39
0411,9321,12100,,Funtzionarioen ordainsari osagarriak,88167.0,88167.0,93673.52
0411,9321,14100,,Bestelako langileak,3879.0,3879.0,9455.63
0411,9321,16000,,"Gizarte Segurantza, enpresaren kontura",40180.0,40180.0,45167.56
0411,9321,16500,,"Elkarkidetzako kuotak, Udalaren kontura",4420.0,4420.0,4528.02
0412,9314,12000,,Funtzionarioen oinarrizko ordainsariak,28170.0,28170.0,119744.93
0412,9314,12100,,Funtzionarioen ordainsari osagarriak,44126.0,44126.0,162750.53
0412,9314,14100,,Bestelako langileak,0.0,0.0,15196.77
0412,9314,16000,,"Gizarte Segurantza, enpresaren kontura",16098.0,16098.0,64463.11
0412,9314,16500,,"Elkarkidetzako kuotak, Udalaren kontura",995.0,995.0,5868.39
0414,9312,12000,,Funtzionarioen oinarrizko ordainsariak,87887.0,87887.0,95254.53
0414,9312,12100,,Funtzionarioen ordainsari osagarriak,125096.0,125096.0,129096.59
0414,9312,16000,,"Gizarte Segurantza, enpresaren kontura",47533.0,47533.0,52909.1
0414,9312,16500,,"Elkarkidetzako kuotak, Udalaren kontura",1658.0,1658.0,2587.44
0415,9323,12000,,Funtzionarioen oinarrizko ordainsariak,99035.0,99035.0,103301.72
0415,9323,12100,,Funtzionarioen ordainsari osagarriak,134126.0,134126.0,134651.55
0415,9323,16000,,"Gizarte Segurantza, enpresaren kontura",45427.0,45427.0,47694.63
0415,9323,16500,,"Elkarkidetzako kuotak, Udalaren kontura",3847.0,3847.0,2243.64
0416,9341,12000,,Funtzionarioen oinarrizko ordainsariak,102133.0,102133.0,96023.64
0416,9341,12100,,Funtzionarioen ordainsari osagarriak,130778.0,130778.0,129027.96
0416,9341,16000,,"Gizarte Segurantza, enpresaren kontura",50712.0,50712.0,51545.96
0416,9341,16500,,"Elkarkidetzako kuotak, Udalaren kontura",6188.0,6188.0,5645.87
0417,9322,12000,,Funtzionarioen oinarrizko ordainsariak,79481.0,79481.0,77015.0
0417,9322,12100,,Funtzionarioen ordainsari osagarriak,109426.0,109426.0,104799.3
0417,9322,14100,,Bestelako langileak,48915.0,48915.0,49420.93
0417,9322,16000,,"Gizarte Segurantza, enpresaren kontura",52766.0,52766.0,52243.22
0417,9322,16500,,"Elkarkidetzako kuotak, Udalaren kontura",2912.0,2912.0,3018.68
0418,9319,12000,,Funtzionarioen oinarrizko ordainsariak,924612.0,924612.0,902005.49
0418,9319,12100,,Funtzionarioen ordainsari osagarriak,1174621.0,1174621.0,1123893.78
0418,9319,14100,,Bestelako langileak,265965.0,265965.0,321719.37
0418,9319,16000,,"Gizarte Segurantza, enpresaren kontura",618282.0,618282.0,652830.92
0418,9319,16500,,"Elkarkidetzako kuotak, Udalaren kontura",48074.0,48074.0,45929.15
0421,9314,12000,,Funtzionarioen oinarrizko ordainsariak,84663.0,84663.0,0.0
0421,9314,12100,,Funtzionarioen ordainsari osagarriak,108360.0,108360.0,0.0
0421,9314,16000,,"Gizarte Segurantza, enpresaren kontura",39288.0,39288.0,0.0
0421,9314,16500,,"Elkarkidetzako kuotak, Udalaren kontura",4468.0,4468.0,0.0
0422,4413,12000,,Funtzionarioen oinarrizko ordainsariak,181987.0,181987.0,176882.16
0422,4413,12100,,Funtzionarioen ordainsari osagarriak,266194.0,266194.0,262506.82
0422,4413,14100,,Bestelako langileak,138649.0,138649.0,138885.8
0422,4413,16000,,"Gizarte Segurantza, enpresaren kontura",171249.0,171249.0,167590.75
0422,4413,16500,,"Elkarkidetzako kuotak, Udalaren kontura",10442.0,10442.0,10381.49
0422,4413,21105,,Autobus-geltokia onik zaindu eta mantentzea,0.0,85000.0,62677.93
0422,4413,22101,,Energia elektrikoaren hornikuntza,0.0,150000.0,63050.28
0422,4413,22102,,Ur-hornidura eta hondar-urak araztea,19000.0,19000.0,0.0
0422,4413,22103,,Autobus-geltokiko gasa,30000.0,30000.0,78729.93
0422,4413,22734,,Autobus-geltokiko segurtasuna,60000.0,60000.0,16282.0
0422,4413,22783,,"Garbiketa-zerbitzuaren kontratua, autobus-geltokia",145000.0,145000.0,157473.6
0810,4301,11000,,Kabineteko behin-behineko langileen ordainsariak,0.0,0.0,22991.08
0810,4301,12000,,Funtzionarioen oinarrizko ordainsariak,135320.0,135320.0,101295.63
0810,4301,12100,,Funtzionarioen ordainsari osagarriak,165753.0,165753.0,123667.17
0810,4301,13000,,Lan-kontratudun langile finkoen ordainsariak,2635.0,2635.0,0.0
0810,4301,14100,,Bestelako langileak,0.0,0.0,47591.24
0810,4301,16000,,"Gizarte Segurantza, enpresaren kontura",72549.0,72549.0,81169.38
0810,4301,16500,,"Elkarkidetzako kuotak, Udalaren kontura",1818.0,1818.0,2910.87
0817,4332,22707,,Azterlanak eta lan teknikoak,45680.0,27680.0,9886.0
0817,4332,22707,R,Azterlanak eta lan teknikoak,0.0,22798.44,20518.47
0817,4334,85107,,Parke teknologikoaren kapital-zabalkuntza,52600.0,52600.0,52582.0
0819,4301,12000,,Funtzionarioen oinarrizko ordainsariak,191209.0,191209.0,173340.87
0819,4301,12100,,Funtzionarioen ordainsari osagarriak,233864.0,233864.0,216690.85
0819,4301,14100,,Bestelako langileak,65681.0,65681.0,54874.11
0819,4301,16000,,"Gizarte Segurantza, enpresaren kontura",125216.0,125216.0,122437.09
0819,4301,16500,,"Elkarkidetzako kuotak, Udalaren kontura",8727.0,8727.0,9597.98
0820,4301,12000,,Funtzionarioen oinarrizko ordainsariak,143532.0,143532.0,142917.09
0820,4301,12100,,Funtzionarioen ordainsari osagarriak,155927.0,155927.0,156160.88
0820,4301,14100,,Bestelako langileak,48169.0,48169.0,53783.56
0820,4301,16000,,"Gizarte Segurantza, enpresaren kontura",88087.0,88087.0,97018.95
0820,4301,16500,,"Elkarkidetzako kuotak, Udalaren kontura",9283.0,9283.0,9595.09
0820,4314,48901,,Hitzarmena: City Lab Deustu,18000.0,0.0,0.0
0820,4321,22711,,Michelin Hirien Nazioarteko Sarearen II. Biltzarra,101000.33,101000.33,64565.22
0820,4321,22711,R,Michelin Hirien Nazioarteko Sarearen II. Biltzarra,0.0,132008.9,106698.76
0821,4314,48125,,Hitzarmena: Global Hub for the Common Good fundazioa,20000.0,0.0,0.0
0821,4314,48966,,Sartu,0.0,0.0,0.0
0821,4331,12000,,Funtzionarioen oinarrizko ordainsariak,190936.0,190936.0,209452.28
0821,4331,12100,,Funtzionarioen ordainsari osagarriak,218491.0,218491.0,230665.65
0821,4331,13000,,Lan-kontratudun langile finkoen ordainsariak,6567.0,6567.0,0.0
0821,4331,14100,,Bestelako langileak,0.0,0.0,52999.69
0821,4331,16000,,"Gizarte Segurantza, enpresaren kontura",111205.0,111205.0,144233.42
0821,4331,16500,,"Elkarkidetzako kuotak, Udalaren kontura",7183.0,7183.0,8624.8
0821,4331,22677,,Ekintzaileentzako laguntza,63000.0,63000.0,60902.08
0821,4331,22712,,Enpresa-mintegien kudeaketa,19211.0,19211.0,6249.36
0821,4331,22769,,"""Festval - Fila 2"" babestea",0.0,190000.0,190000.0
0821,4331,22770,,F2pcampus Katoid Techno babestea ,0.0,50000.0,49999.99
0821,4331,22797,,Dinamizazio ekonomikoa,500000.0,237000.0,219259.44
0821,4331,41900,,Ekintzailetzari laguntzeko UPV-EHUrekiko hitzarmena,0.0,5000.0,5000.0
0821,4331,47002,,Ekarpena BIC,110000.0,88000.0,82629.0
0821,4331,47102,,Sorkuntzarekin lotutako industrientzako enplegu-laguntzak,50000.0,50000.0,50000.0
0821,4331,47107,,Hitzarmena: AJEBASK- Prestakuntza eta mintegia,15000.0,15000.0,15000.0
0821,4331,47117,,Hitzarmena: Asoc. Festival Tv Radio,190000.0,0.0,0.0
0821,4331,47129,,Ikus-entzunezkoak garatu eta ekoizteko laguntzak,50000.0,50000.0,27000.0
0821,4331,47130,,"Hitzarmena: Mazoka, marrazkia eta ilustrazioa",21000.0,0.0,0.0
0821,4331,47131,,Hitzarmena: Euskal Irudigileak,11000.0,24000.0,24000.0
0821,4331,47132,,Araba Garapen Agentzia hitzarmena,0.0,10000.0,0.0
0821,4331,47133,,3 de Marzo-Zaramaga Films AIE hitzarmena,0.0,80000.0,80000.0
0821,4331,48150,,"Hitzarmena, Seniors Españoles para la Cooperación Técnica (SECOT) elkartearekin",3000.0,0.0,0.0
0821,4331,48175,,"Hitzarmena VIA-rekin, pasaiari-jarduera bultzatzeko",0.0,276000.0,276000.0
0821,4331,48180,,VIArentzako transferentziak,260000.0,60000.0,60000.0
0821,4331,48943,,Enpresen Gizarte Erantzukizunari buruzko Foroa,2000.0,4000.0,4000.0
0821,4331,48949,,Enpresak sortzeko laguntzak,70000.0,70000.0,70000.0
0821,4331,48967,,Inbertsiorako laguntzak,90000.0,90000.0,90000.0
0821,4331,48985,,Itun Berdea sariak,6000.0,6000.0,6000.0
0821,4331,48986,,"Hitzarmena, Merkataritza Ganberarekin - enpresa txikiei laguntzea",32000.0,32000.0,32000.0
0821,4331,48996,,Hitzarmena: Arco n1,8000.0,9200.0,9200.0
0821,4331,60902,,Mintegiko inbertsioak - Basaldea proiektua,75000.0,75000.0,72192.92
0821,4331,62601,,Mintegietako berrikuntza eta ekipamenduak,60000.0,60000.0,333.74
0821,4333,48172,,Hitzarmena: Santa Maria Katedrala fundazioa,32000.0,32000.0,32000.0
0822,4314,12000,,Funtzionarioen oinarrizko ordainsariak,57269.0,57269.0,54175.76
0822,4314,12100,,Funtzionarioen ordainsari osagarriak,66137.0,66137.0,59112.98
0822,4314,14100,,Bestelako langileak,63140.0,63140.0,91780.0
0822,4314,16000,,"Gizarte Segurantza, enpresaren kontura",56493.0,56493.0,71069.57
0822,4314,16500,,"Elkarkidetzako kuotak, Udalaren kontura",1547.0,1547.0,1509.34
0822,4314,20200,,Makineria eta instalazioak alokatzea,94000.0,94000.0,92034.94
0822,4314,22700,,Eguberrietako argiztapena,65100.0,65100.0,83732.0
0822,4314,22771,,“Urban Commerce” jardunaldia,25000.0,25000.0,17915.0
0822,4314,22773,,Azokak,40000.0,40000.0,34131.27
0822,4314,22798,,Merkataritza dinamizatzea,86000.0,86000.0,63764.02
0822,4314,22799,,Vitoria-Gasteiz Veg Friendly,8000.0,8000.0,0.0
0822,4314,42301,,"Arabako Merkataritza Ganberarekiko hitzarmena, erakusleihoak",8000.0,8000.0,8000.0
0822,4314,48904,,Convenio City Wine,20000.0,20000.0,20000.0
0822,4314,48905,,IWINETC-Ardoaren Ibilbidea elkartearekiko hitzarmena ,0.0,60000.0,59916.03
0822,4314,48926,,Hitzarmena: Gasteiz On elkartea,250800.0,272800.0,272800.0
0822,4314,48963,,Hitzarmena: Erdi Aroko hiriguneko Merkatarien Elkartea,98000.0,98000.0,98000.0
0822,4314,48964,,Denda txikientzako laguntzak,250000.0,318624.71,318624.71
0822,4314,48965,,Hitzarmena: Merkataritza Enpresaburuen Elkartea,45100.0,45100.0,45100.0
0822,4314,48966,,Hitzarmena: Gorbeia kaleko Merkatarien Elkartea,15000.0,16000.0,16000.0
0823,2411,12000,,Funtzionarioen oinarrizko ordainsariak,485937.0,485937.0,479417.8
0823,2411,12100,,Funtzionarioen ordainsari osagarriak,574827.0,574827.0,577173.27
0823,2411,13000,,Lan-kontratudun langile finkoen ordainsariak,464582.0,2271697.08,2233888.5
0823,2411,14100,,Bestelako langileak,64837.0,64837.0,45274.71
0823,2411,16000,,"Gizarte Segurantza, enpresaren kontura",466384.0,1044660.65,1087766.78
0823,2411,16500,,"Elkarkidetzako kuotak, Udalaren kontura",20385.0,20385.0,19840.77
0823,2411,20100,,Lokal eta eraikinak alokatzea,80990.0,113990.0,113506.66
0823,2411,22791,,Lehentasunezko kolektiboen enplegua bultzatzea,77600.0,77600.0,25395.33
0823,2411,22793,,Orientazio- eta enplegu-ekintzak,30000.0,30000.0,48425.06
0823,2411,22795,,Prestakuntza,628600.0,587600.0,526418.92
0823,2411,22796,,Genera 30 gazteentzako intsertzio-proiektua,338800.0,40800.0,0.0
0823,2411,22797,,Gasteiz enplegu plana,115000.0,96000.0,83654.83
0823,2411,47128,,"Hitzarmena: SEA, enplegua",72400.0,72400.0,0.0
0823,2411,48015,,Eskualdeko plan - Lanbideren ekarpena,0.0,1446678.29,0.0
0823,2411,48020,,Eskualdeko plan - Udalaren ekarpena,500000.0,11321.71,0.0
0823,2411,48020,R,Eskualdeko plan - Udalaren ekarpena,0.0,990053.58,790249.55
0823,2411,48171,,Hitzarmena: Secretariado Gitano fundazioa,37000.0,42000.0,42000.0
0823,2411,48966,,Hitzarmena: Saregune proiektua,60000.0,60000.0,60000.0
0823,2411,48967,,Kontratatzeko laguntzak - enplegu-egonkortasuna,400000.0,400000.0,390078.2
0823,2411,62299,,Enplegu eta prestakuntza instalazioak,20000.0,20000.0,13569.04
0823,2411,62600,,Enplegu eta prestakuntza instalazioetarako informatika ekipoak erostea,5000.0,5000.0,4927.44
0823,4331,48994,,"Hitzarmena: ADSIS, Cáritas, Egibide - Hazia proiektua",50000.0,100000.0,100000.0
0824,3411,22603,,"Publizitate babesa, Saski Baskonia SADri",0.0,157300.0,157300.0
0824,3411,22611,,Gasteizko triatloia babestea,95000.0,95000.0,90810.5
0824,3411,22710,,Final Four kontratua,500000.0,500000.0,500000.0
0824,4321,12000,,Funtzionarioen oinarrizko ordainsariak,143312.0,143312.0,144844.9
0824,4321,12100,,Funtzionarioen ordainsari osagarriak,184881.0,184881.0,195076.03
0824,4321,14100,,Bestelako langileak,67218.0,67218.0,119433.0
0824,4321,16000,,"Gizarte Segurantza, enpresaren kontura",104354.0,104354.0,131161.32
0824,4321,16500,,"Elkarkidetzako kuotak, Udalaren kontura",8356.0,8356.0,8856.54
0824,4321,22733,,Sektoreko lehiakortasun-ekintzak,5000.0,5000.0,4035.36
0824,4321,22733,R,Sektoreko lehiakortasun-ekintzak,0.0,1853.48,0.0
0824,4321,22772,,2019ko Arabako pintxoaren astea babestea,0.0,12000.0,11999.99
0824,4321,22774,,Miniature-Pintxos Congress babestea,0.0,0.0,14999.99
0824,4321,22776,,"Kudeaketa: Europa jauregia, Goiuri eta Turismoa",500000.0,500000.0,419072.91
0824,4321,22777,,Turismoa dinamizatzea,194006.77,194006.77,226901.35
0824,4321,22778,,Turismo gertaldi bereziak,5000.0,5000.0,4543.72
0824,4321,22779,,Hiriaren sustapena,135000.0,166800.0,184554.86
0824,4321,22780,,Turismo Bulegoaren merchandising-gastuak,30000.0,30000.0,41823.53
0824,4321,62513,,Jauregi eta biltzarretako altzariak,15000.0,15000.0,14980.73
0824,4321,62609,,Europa eta Goiuri jauregietako ekipo teknikoak,20000.0,20000.0,34376.12
0825,4221,22763,,Ekonomia zirkularra,37000.0,33966.4,1860.66
0825,4221,22779,,Industriari eta enpresei laguntzea,32500.0,32500.0,40519.21
0825,4221,62952,,Industrialdeak mantentzea,400000.0,1000000.77,726234.76
0825,4221,62952,A,Industrialdeak mantentzea,0.0,166557.26,165917.84
0825,4221,62952,R,Industrialdeak mantentzea,0.0,15561.05,1937.5
0910,9202,12000,,Funtzionarioen oinarrizko ordainsariak,191950.0,191950.0,162417.71
0910,9202,12100,,Funtzionarioen ordainsari osagarriak,257688.0,257688.0,203127.7
0910,9202,12101,,Epaiaren ondoriozko ordainsariak,100000.0,100000.0,0.0
0910,9202,14100,,Bestelako langileak,5584.0,5584.0,13438.09
0910,9202,16000,,"Gizarte Segurantza, enpresaren kontura",108080.0,108080.0,88174.99
0910,9202,16007,,Funtzionarioen berariazko osagarrirako ekarpena,276723.0,276723.0,256772.22
0910,9202,16102,,Aldez aurreko erretiroen kalte-ordainak,2952798.0,7585235.47,7591976.05
0910,9202,16104,,Epaiaren ondoriozko ordainsariak,15000.0,15000.0,29751.92
0910,9202,16204,,Bizi-asegurua - Auto-asegurua,125000.0,195000.0,194400.0
0910,9202,16205,,Bizi-asegurua - langileen istripuak,950000.0,950000.0,829346.28
0910,9202,16206,,Aseguru korporatiboak,11500.0,11500.0,5057.91
0910,9202,16220,,Kalte-ordainak,1500.0,1500.0,341.29
0910,9202,16500,,"Elkarkidetzako kuotak, Udalaren kontura",9283.0,9283.0,7007.65
0910,9202,22001,,"Ohikoa, inbentariatu ezina",420.0,420.0,993.41
0910,9202,22105,,Jantziak eta uniformeak,85000.0,85000.0,15604.38
0910,9202,22105,R,Jantziak eta uniformeak,0.0,47239.78,22167.2
0910,9202,22638,,Udal langileen prestakuntza-plana,120000.0,120000.0,104557.61
0910,9202,22638,R,Udal langileen prestakuntza-plana,0.0,3695.0,3539.25
0910,9202,22745,,Laneko arriskuen prebentziorako programa estrategikoa,20000.0,20000.0,13174.73
0910,9202,22759,,Etengabeko hobekuntzarako plan estrategikoa,21680.0,21680.0,15929.44
0910,9202,22760,,Genero-berdintasunerako ekintzak,15000.0,15000.0,2100.0
0910,9202,22760,R,Genero-berdintasunerako ekintzak,0.0,7575.34,7575.26
0910,9202,22764,,Antolakuntza-azterlanak,1000.0,8950.0,7863.67
0910,9202,23000,,Dietak,20720.0,20720.0,39149.83
0910,9202,23001,,Lokomozio-gastuak,35000.0,35000.0,29328.94
0910,9202,23900,,Hautatze prozesuetako gastuak,90000.0,90000.0,91995.1
0910,9202,48001,,"Diru-laguntza, Langile Batzordeari",14925.0,14925.0,11646.39
0910,9202,48002,,Langileentzako ikasketa beka eta poltsak,24475.0,24475.0,21148.15
0910,9202,48117,,Hitzarmena: Down Araba Isabel Orbe,3000.0,3000.0,0.0
0911,9202,12000,,Funtzionarioen oinarrizko ordainsariak,283360.0,283360.0,257740.54
0911,9202,12100,,Funtzionarioen ordainsari osagarriak,368888.0,368888.0,323806.24
0911,9202,14100,,Bestelako langileak,125948.0,125948.0,173817.59
0911,9202,16000,,"Gizarte Segurantza, enpresaren kontura",205958.0,205958.0,218102.15
0911,9202,16500,,"Elkarkidetzako kuotak, Udalaren kontura",17376.0,17376.0,16952.6
0912,9202,12000,,Funtzionarioen oinarrizko ordainsariak,150396.0,150396.0,145476.38
0912,9202,12100,,Funtzionarioen ordainsari osagarriak,206120.0,206120.0,187134.92
0912,9202,16000,,"Gizarte Segurantza, enpresaren kontura",81805.0,81805.0,70272.97
0912,9202,16500,,"Elkarkidetzako kuotak, Udalaren kontura",8634.0,8634.0,6483.16
0915,9202,12000,,Funtzionarioen oinarrizko ordainsariak,40637.0,40637.0,43238.78
0915,9202,12100,,Funtzionarioen ordainsari osagarriak,55575.0,55575.0,56952.58
0915,9202,16000,,"Gizarte Segurantza, enpresaren kontura",20777.0,20777.0,21475.22
0915,9202,16500,,"Elkarkidetzako kuotak, Udalaren kontura",1547.0,1547.0,1509.34
0919,9203,12000,,Funtzionarioen oinarrizko ordainsariak,158840.0,158840.0,152269.02
0919,9203,12100,,Funtzionarioen ordainsari osagarriak,201356.0,201356.0,190183.99
0919,9203,14100,,Bestelako langileak,4689.0,4689.0,0.0
0919,9203,16000,,"Gizarte Segurantza, enpresaren kontura",91865.0,91865.0,87936.6
0919,9203,16500,,"Elkarkidetzako kuotak, Udalaren kontura",7864.0,7864.0,7133.09
0919,9203,22108,,Botikak eta hemoderibatuak,67300.0,67300.0,57167.91
0919,9203,22141,,Zerbitzu medikoen tresneriaren berariazko mantenimendua,800.0,800.0,539.83
0919,9203,62901,,Tresneria erostea,3400.0,3400.0,702.59
1010,9204,12000,,Funtzionarioen oinarrizko ordainsariak,77319.0,77319.0,46450.5
1010,9204,12100,,Funtzionarioen ordainsari osagarriak,129029.0,129029.0,88620.02
1010,9204,14100,,Bestelako langileak,0.0,0.0,3499.54
1010,9204,16000,,"Gizarte Segurantza, enpresaren kontura",39039.0,39039.0,22970.44
1010,9204,16500,,"Elkarkidetzako kuotak, Udalaren kontura",2811.0,2811.0,2321.47
1010,9204,22730,,LOPD-ko prozesuak definitu eta ikuskatzea.,60000.0,60000.0,15681.6
1010,9204,22732,,Zerbitzuak emateko kontratuak,50000.0,50000.0,3221.33
1011,9204,12000,,Funtzionarioen oinarrizko ordainsariak,448457.0,448457.0,473297.58
1011,9204,12100,,Funtzionarioen ordainsari osagarriak,540648.0,540648.0,562762.0
1011,9204,13000,,Lan-kontratudun langile finkoen ordainsariak,54383.0,54383.0,0.0
1011,9204,14100,,Bestelako langileak,107753.0,107753.0,89736.89
1011,9204,16000,,"Gizarte Segurantza, enpresaren kontura",305667.0,305667.0,308193.33
1011,9204,16500,,"Elkarkidetzako kuotak, Udalaren kontura",21092.0,21092.0,21069.6
1011,9204,21501,,Informatika-aplikazioak mantentzea,450000.0,450000.0,377328.27
1011,9204,22720,,Aplikatiboak onik zaintzeko euskarria,1285000.0,1285000.0,1395822.54
1011,9204,22724,,Iruzur fiskalaren kontrako planeko softwarea mantentzea,0.0,0.0,0.0
1011,9204,62623,,e-administrazioa plan zuzentzailea,325000.0,354000.0,353999.99
1011,9204,62623,R,e-administrazioa plan zuzentzailea,0.0,16640.0,16640.0
1011,9204,62624,,Iruzur fiskalaren kontrako plana,200000.0,100000.0,79530.36
1011,9204,62624,R,Iruzur fiskalaren kontrako plana,0.0,166031.94,166031.94
1011,9204,62625,,Diru-laguntzen kudeaketa zentralizatua,50000.0,50000.0,40000.0
1011,9204,62625,R,Diru-laguntzen kudeaketa zentralizatua,0.0,40000.0,40000.0
1012,9204,12000,,Funtzionarioen oinarrizko ordainsariak,337932.0,337932.0,334806.06
1012,9204,12100,,Funtzionarioen ordainsari osagarriak,480842.0,480842.0,435882.19
1012,9204,14100,,Bestelako langileak,180870.0,180870.0,124895.19
1012,9204,16000,,"Gizarte Segurantza, enpresaren kontura",265738.0,265738.0,240616.14
1012,9204,16500,,"Elkarkidetzako kuotak, Udalaren kontura",13968.0,13968.0,11899.75
1012,9204,21500,,Informatika ekipoak onik zaintzea,330000.0,230000.0,221424.94
1012,9204,22728,,Ordenagailu zentralen euskarria,300000.0,300000.0,264579.0
1012,9204,22729,,Erabiltzaileen ekipoak mantentzeko euskarria,30000.0,30000.0,0.0
1012,9204,22755,,Herritarrek erabiltzeko aplikazioetako teknologia berrien plana,1.0,1.0,0.0
1012,9204,62600,,Informatika ekipoak erostea,350000.0,321000.0,110344.4
1012,9204,62600,R,Informatika ekipoak erostea,0.0,87134.0,87134.0
1012,9204,62604,,Oinarrizko softwarea erostea,160000.0,160000.0,23364.77
1012,9204,62620,,Segurtasun planeko ekintzak,290000.0,290000.0,71944.81
1012,9204,62627,,Tresna eta zerbitzuak berritzea,550000.0,550000.0,550000.0
1012,9271,22200,,Telefono-fakturazioa,380000.0,380000.0,365743.46
1012,9271,22202,,Posta eta jakinarazpenak,1410000.0,1410000.0,1335137.75
1012,9271,22644,,Aldizkari ofizialetako iragarkiak,50000.0,50000.0,334.22
1017,9204,12000,,Funtzionarioen oinarrizko ordainsariak,155195.0,155195.0,212340.99
1017,9204,12100,,Funtzionarioen ordainsari osagarriak,196208.0,196208.0,272394.36
1017,9204,14100,,Bestelako langileak,76890.0,76890.0,70988.66
1017,9204,16000,,"Gizarte Segurantza, enpresaren kontura",108182.0,108182.0,140781.34
1017,9204,16500,,"Elkarkidetzako kuotak, Udalaren kontura",9238.0,9238.0,12046.18
1018,9204,12000,,Funtzionarioen oinarrizko ordainsariak,28059.0,28059.0,25629.21
1018,9204,12100,,Funtzionarioen ordainsari osagarriak,41522.0,41522.0,37603.84
1018,9204,16000,,"Gizarte Segurantza, enpresaren kontura",11790.0,11790.0,12552.12
1018,9204,16500,,"Elkarkidetzako kuotak, Udalaren kontura",1547.0,1547.0,1509.34
1019,9204,12000,,Funtzionarioen oinarrizko ordainsariak,26925.0,26925.0,27419.09
1019,9204,12100,,Funtzionarioen ordainsari osagarriak,42112.0,42112.0,41505.26
1019,9204,16000,,"Gizarte Segurantza, enpresaren kontura",13380.0,13380.0,12552.12
1019,9204,16500,,"Elkarkidetzako kuotak, Udalaren kontura",1547.0,1547.0,1509.34
1020,9204,12000,,Funtzionarioen oinarrizko ordainsariak,26113.0,26113.0,26564.14
1020,9204,12100,,Funtzionarioen ordainsari osagarriak,41006.0,41006.0,41040.0
1020,9204,16000,,"Gizarte Segurantza, enpresaren kontura",11790.0,11790.0,12552.12
1110,2301,12000,,Funtzionarioen oinarrizko ordainsariak,103106.0,103106.0,101397.47
1110,2301,12100,,Funtzionarioen ordainsari osagarriak,153354.0,153354.0,145875.36
1110,2301,14100,,Bestelako langileak,105033.0,105033.0,123163.23
1110,2301,16000,,"Gizarte Segurantza, enpresaren kontura",91424.0,91424.0,96023.3
1110,2301,16500,,"Elkarkidetzako kuotak, Udalaren kontura",1374.0,1374.0,1232.56
1111,2301,12000,,Funtzionarioen oinarrizko ordainsariak,776503.0,776503.0,717460.94
1111,2301,12100,,Funtzionarioen ordainsari osagarriak,976213.0,976213.0,919506.81
