#Organikoa,Funtzionala,Ekonomikoa,Aplikazioaren izena,Hasierako kreditua,Behin betiko kreditua,Behartua
0823,2411,22797,Udalaren enplegu-batzorde txostengilea (enplegu-plana),100000.0,100000.0,336937.24
0824,4321,12000,Funtzionarioen oinarrizko ordainsariak,118931.0,118931.0,130645.43
0824,4321,12100,Funtzionarioen ordainsari osagarriak,151542.0,151542.0,169506.63
0824,4321,14100,Bestelako langileak,65415.0,65415.0,81064.51
0824,4321,16000,"Gizarte Segurantza, enpresaren kontura",90994.0,90994.0,99285.31
0824,4321,16500,"Elkarkidetzako kuotak, Udalaren kontura",5910.0,5910.0,7439.26
0824,4321,22733,Sektoreko lehiakortasun-ekintzak,5000.0,5000.0,9283.12
0824,4321,22776,"Azpiegituren kudeaketa: Europa jauregia, Goiuri eta Turismoa",550000.0,450000.0,387566.99
0824,4321,22777,Turismoa dinamizatzea,200000.0,213000.0,161213.73
0824,4321,22778,Turismo gertaldi bereziak,5000.0,5000.0,9533.54
0824,4321,22779,Hiriaren sustapena,175000.0,190000.0,173591.19
0824,4321,22780,Turismo Bulegoaren merchandising-gastuak,30000.0,30000.0,16006.38
0910,9202,12000,Funtzionarioen oinarrizko ordainsariak,76977.0,76977.0,80795.48
0910,9202,12100,Funtzionarioen ordainsari osagarriak,113532.0,113532.0,116564.66
0910,9202,14100,Bestelako langileak,131116.0,131116.0,148546.37
0910,9202,16000,"Gizarte Segurantza, enpresaren kontura",75330.0,75330.0,77033.21
0910,9202,16007,Funtzionarioen berariazko osagarrirako ekarpena,269974.0,269974.0,257369.26
0910,9202,16102,Aldez aurreko erretiroen kalte-ordainak,4232917.88,4232917.88,2352075.27
0910,9202,16104,Epaiaren ondoriozko ordainsariak,15000.0,15000.0,2423.14
0910,9202,16204,Bizi-asegurua - Auto-asegurua,125000.0,125000.0,0.0
0910,9202,16205,Bizi-asegurua - langileen istripuak,810000.0,810000.0,964917.29
0910,9202,16206,Aseguru korporatiboak,11500.0,11500.0,4764.58
0910,9202,16220,Kalte-ordainak,1500.0,1500.0,512.63
0910,9202,16500,"Elkarkidetzako kuotak, Udalaren kontura",4090.0,4090.0,5959.35
0910,9202,22001,"Ohikoa, inbentariatu ezina",3870.0,3870.0,813.33
0910,9202,22105,Jantziak eta uniformeak,85000.0,85000.0,82789.96
0910,9202,22638,Udal langileen prestakuntza-plana,100000.0,100000.0,96822.95
0910,9202,22745,Laneko arriskuen prebentziorako programa estrategikoa,5000.0,5000.0,11624.55
0910,9202,22759,Etengabeko hobekuntzarako plan estrategikoa,8000.0,8000.0,8000.0
0910,9202,22760,Genero-berdintasunerako ekintzak,15000.0,15000.0,3375.35
0910,9202,22764,Antolakuntza-azterlanak,1000.0,1000.0,0.0
0910,9202,23000,Dietak,20720.0,20720.0,38973.74
0910,9202,23001,Lokomozio-gastuak,35000.0,35000.0,26190.63
0910,9202,23900,Hautatze prozesuetako gastuak,10000.0,10000.0,4441.45
0911,9202,12000,Funtzionarioen oinarrizko ordainsariak,227518.0,227518.0,238058.92
0911,9202,12100,Funtzionarioen ordainsari osagarriak,290423.0,290423.0,306607.08
0911,9202,14100,Bestelako langileak,204323.0,204323.0,207039.0
0911,9202,16000,"Gizarte Segurantza, enpresaren kontura",200334.0,200334.0,201283.23
0911,9202,16500,"Elkarkidetzako kuotak, Udalaren kontura",14662.0,14662.0,14547.85
0912,9202,12000,Funtzionarioen oinarrizko ordainsariak,148103.0,148103.0,157151.71
0912,9202,12100,Funtzionarioen ordainsari osagarriak,206008.0,206008.0,207414.44
0912,9202,16000,"Gizarte Segurantza, enpresaren kontura",74962.0,74962.0,78088.33
0912,9202,16500,"Elkarkidetzako kuotak, Udalaren kontura",6371.0,6371.0,8095.76
0915,9202,12000,Funtzionarioen oinarrizko ordainsariak,47185.0,47185.0,40177.69
0915,9202,12100,Funtzionarioen ordainsari osagarriak,53332.0,53332.0,51462.92
0915,9202,16000,"Gizarte Segurantza, enpresaren kontura",18538.0,18538.0,21393.49
0915,9202,16500,"Elkarkidetzako kuotak, Udalaren kontura",1468.0,1468.0,1463.7
0919,9203,12000,Funtzionarioen oinarrizko ordainsariak,135563.0,135563.0,129303.76
0919,9203,12100,Funtzionarioen ordainsari osagarriak,169724.0,169724.0,158773.93
0919,9203,14100,Bestelako langileak,43414.0,43414.0,43414.16
0919,9203,16000,"Gizarte Segurantza, enpresaren kontura",87406.0,87406.0,86054.36
0919,9203,16500,"Elkarkidetzako kuotak, Udalaren kontura",7290.0,7290.0,7354.23
0919,9203,22108,Botikak eta hemoderibatuak,70000.0,67300.0,54574.75
0919,9203,22141,Zerbitzu medikoen tresneriaren berariazko mantenimendua,1500.0,800.0,529.98
1010,9204,11000,Kabineteko behin-behineko langileen ordainsariak,4361.0,4361.0,0.0
1010,9204,12000,Funtzionarioen oinarrizko ordainsariak,53782.0,53782.0,53753.88
1010,9204,12100,Funtzionarioen ordainsari osagarriak,98370.0,98370.0,98481.74
1010,9204,14100,Bestelako langileak,33903.0,33903.0,46267.23
1010,9204,16000,"Gizarte Segurantza, enpresaren kontura",36412.0,36412.0,36179.86
1010,9204,16500,"Elkarkidetzako kuotak, Udalaren kontura",2667.0,2667.0,2658.88
1010,9204,22730,LOPD-ko prozesuak definitu eta ikuskatzea.,60000.0,60000.0,32910.79
1010,9204,22732,Zerbitzuak emateko kontratuak,50000.0,50000.0,40041.53
1011,9204,12000,Funtzionarioen oinarrizko ordainsariak,371989.0,371989.0,352330.86
1011,9204,12100,Funtzionarioen ordainsari osagarriak,441864.0,441864.0,427629.14
1011,9204,13000,Lan-kontratudun langile finkoen ordainsariak,46149.0,46149.0,46042.7
1011,9204,14100,Bestelako langileak,192874.0,192874.0,239814.99
1011,9204,16000,"Gizarte Segurantza, enpresaren kontura",284003.0,284003.0,289094.78
1011,9204,16500,"Elkarkidetzako kuotak, Udalaren kontura",21820.0,21820.0,20598.7
1011,9204,21501,Informatika-aplikazioak mantentzea,450000.0,450000.0,336485.8
1011,9204,22720,Aplikatiboak onik zaintzeko euskarria,1285000.0,1285000.0,1224552.14
1012,9204,12000,Funtzionarioen oinarrizko ordainsariak,301598.0,301598.0,297721.99
1012,9204,12100,Funtzionarioen ordainsari osagarriak,399418.0,399418.0,400585.18
1012,9204,14100,Bestelako langileak,207756.0,207756.0,212642.99
1012,9204,16000,"Gizarte Segurantza, enpresaren kontura",235458.0,235458.0,237201.25
1012,9204,16500,"Elkarkidetzako kuotak, Udalaren kontura",12836.0,12836.0,13214.88
1012,9204,21500,Informatika ekipoak onik zaintzea,400000.0,300000.0,225542.81
1012,9204,22728,Ordenagailu zentralen euskarria,300000.0,300000.0,206262.7
1012,9204,22729,Erabiltzaileen ekipoak mantentzeko euskarria,30000.0,30000.0,0.0
1012,9204,22750,Administratel,64800.0,64800.0,0.0
1012,9204,22755,Herritarrek erabiltzeko aplikazioetako teknologia berrien plana,1.0,1.0,0.0
1012,9271,22200,Telefono-fakturazioa,380000.0,380000.0,337709.61
1012,9271,22202,Posta eta jakinarazpenak,1060000.0,1410000.0,1470837.57
1012,9271,22644,Aldizkari ofizialetako iragarkiak,50000.0,50000.0,65148.97
1017,9204,12000,Funtzionarioen oinarrizko ordainsariak,154276.0,154276.0,147469.19
1017,9204,12100,Funtzionarioen ordainsari osagarriak,202792.0,202792.0,190801.54
1017,9204,14100,Bestelako langileak,74828.0,74828.0,75361.35
1017,9204,16000,"Gizarte Segurantza, enpresaren kontura",107469.0,107469.0,106050.9
1017,9204,16500,"Elkarkidetzako kuotak, Udalaren kontura",8769.0,8769.0,8809.92
1018,9204,12000,Funtzionarioen oinarrizko ordainsariak,26372.0,26372.0,26632.98
1018,9204,12100,Funtzionarioen ordainsari osagarriak,39679.0,39679.0,39725.55
1018,9204,16000,"Gizarte Segurantza, enpresaren kontura",11123.0,11123.0,11343.6
1018,9204,16500,"Elkarkidetzako kuotak, Udalaren kontura",1468.0,1468.0,1463.7
1019,9204,12000,Funtzionarioen oinarrizko ordainsariak,25732.0,25732.0,24135.36
1019,9204,12100,Funtzionarioen ordainsari osagarriak,39439.0,39439.0,37766.36
1019,9204,16000,"Gizarte Segurantza, enpresaren kontura",11124.0,11124.0,11342.7
1019,9204,16500,"Elkarkidetzako kuotak, Udalaren kontura",1468.0,1468.0,1463.7
1020,9204,12000,Funtzionarioen oinarrizko ordainsariak,25114.0,25114.0,24945.55
1020,9204,12100,Funtzionarioen ordainsari osagarriak,39310.0,39310.0,39297.61
1020,9204,16000,"Gizarte Segurantza, enpresaren kontura",11123.0,11123.0,11339.94
1110,2301,12000,Funtzionarioen oinarrizko ordainsariak,104438.0,104438.0,94650.35
1110,2301,12100,Funtzionarioen ordainsari osagarriak,136853.0,136853.0,129285.52
1110,2301,14100,Bestelako langileak,112900.0,112900.0,127918.48
1110,2301,16000,"Gizarte Segurantza, enpresaren kontura",90281.0,90281.0,84280.24
1110,2301,16500,"Elkarkidetzako kuotak, Udalaren kontura",2247.0,2247.0,2658.88
1111,2301,12000,Funtzionarioen oinarrizko ordainsariak,605100.0,605100.0,641648.31
1111,2301,12100,Funtzionarioen ordainsari osagarriak,754490.0,754490.0,801340.62
1111,2301,13000,Lan-kontratudun langile finkoen ordainsariak,37496.0,37496.0,37356.02
1111,2301,14100,Bestelako langileak,382615.0,382615.0,416474.38
1111,2301,16000,"Gizarte Segurantza, enpresaren kontura",504876.0,504876.0,541866.97
1111,2301,16500,"Elkarkidetzako kuotak, Udalaren kontura",28254.0,28254.0,30297.16
1111,2301,22103,Gasa,23000.0,23000.0,22785.2
1111,2301,22618,Bestelako funtzionamendu gastuak,50000.0,50000.0,12742.9
1111,2325,22614,Gizarteratu lantegiak,0.0,0.0,0.0
1115,2323,22745,Aterperik gabekoentzako kaleko heziketako programa,91183.47,91183.47,91183.22
1115,2323,22784,Larrialdi zerbitzuen kontratuak,0.0,0.0,496841.65
1115,2324,21003,Auzoko proiektu soziala,0.0,0.0,0.0
1115,2324,22002,"Prentsa, aldizkariak eta bestelako argitalpenak",2050.0,2050.0,1212.7
1115,2324,22105,Jantziak eta uniformeak,1500.0,1500.0,0.0
1115,2324,22106,Elikagaiak,20000.0,20000.0,16860.81
1115,2324,22111,Tresnak eta lanabesak,7500.0,7500.0,3252.35
1115,2324,22115,Berariazko material teknikoa,6000.0,6000.0,2290.94
1115,2324,22759,Lantegietako irakasleak,113474.0,84474.0,73565.06
1115,2324,22786,Janari-garraioa,11889.87,11889.87,9436.08
1115,2325,22111,Tresnak eta lanabesak,14000.0,14000.0,10008.2
1115,2325,22115,Berariazko material teknikoa,29500.0,29500.0,31918.49
1115,2325,22614,Gizarteratu lantegiak,882198.0,860198.0,817617.91
1115,2325,22666,Goiuriko gaueko zaintza,70857.45,70857.45,88426.16
1115,2325,22761,Larrialdietarako etxebizitzetan laguntzeko programa,104042.76,104042.76,104042.76
1115,2325,22786,"Janari-garraioa, etxe irekira",11889.87,11889.87,9436.08
1115,2325,22788,Neguan ostatu emateko bitartekoa,80000.0,80000.0,57913.94
1115,2327,12000,Funtzionarioen oinarrizko ordainsariak,359081.0,359081.0,324351.44
1115,2327,12100,Funtzionarioen ordainsari osagarriak,493790.0,493790.0,447556.46
1115,2327,14100,Bestelako langileak,734611.0,734611.0,688192.39
1115,2327,16000,"Gizarte Segurantza, enpresaren kontura",492610.0,492610.0,468598.8
1115,2327,16500,"Elkarkidetzako kuotak, Udalaren kontura",17486.0,17486.0,14215.64
1120,2311,12000,Funtzionarioen oinarrizko ordainsariak,251389.0,251389.0,236868.09
1120,2311,12100,Funtzionarioen ordainsari osagarriak,296295.0,296295.0,276881.99
1120,2311,14100,Bestelako langileak,418531.0,418531.0,405683.88
1120,2311,16000,"Gizarte Segurantza, enpresaren kontura",281177.0,281177.0,264133.65
1120,2311,16500,"Elkarkidetzako kuotak, Udalaren kontura",5588.0,5588.0,5049.24
1120,2311,22111,Tresnak eta lanabesak,2000.0,2000.0,1132.93
1120,2311,22115,Berariazko material teknikoa,2000.0,2000.0,557.3
1120,2311,22626,Ordezko familiak,0.0,35059.92,35059.42
1120,2311,22678,Haurrentzako partaidetza-programa,100000.0,100000.0,102984.94
1120,2311,22679,‘Prólogo’ prebentzio-programa,30000.0,30000.0,13938.76
1120,2311,22680,Emozioei buruzko lantegiak,190000.0,190000.0,189864.18
1120,2311,22726,Gurasotasun positiborako programa (Senidegune),112000.0,112000.0,90705.9
1120,2311,22745,Laguntza eta garapen egokiturako programa (LGE),500000.63,500000.63,498998.4
1120,2311,22748,Terapiak,150000.0,150000.0,122878.15
1120,2311,22775,Bidatu kudeatzeko programa,196902.83,196902.83,199045.0
1120,2311,22789,Erresilentzia,185000.0,185000.0,185813.16
1120,2311,22791,Haurrentzako tokiko plana,136724.0,136724.0,142996.78
1120,2311,22792,Sexu-abusuak baloratzea,39000.0,39000.0,35600.0
1120,2311,22794,Gizarte- eta hezkuntza-zentroak,1119422.68,1119422.68,1101345.85
1120,2311,22796,Valeo programa,40000.0,40000.0,11720.0
1133,2312,22002,"Prentsa, aldizkariak eta bestelako argitalpenak",10589.27,10589.27,13528.13
1133,2312,22105,Jantziak eta uniformeak,5500.0,5500.0,3929.7
1133,2312,22106,Elikagaiak,1599985.02,1599985.02,1885967.32
1133,2312,22111,Tresnak eta lanabesak,55908.52,55908.52,44924.84
1133,2312,22115,Berariazko material teknikoa,72014.6,72014.6,55389.21
1133,2312,22606,Ile-apaindegiko zerbitzuak,14916.08,14916.08,14442.72
1133,2312,22618,Bestelako funtzionamendu gastuak,10944.52,10944.52,22479.78
1133,2312,22623,Familia zaintzaileei laguntzeko programa,150000.0,100000.0,58178.24
1133,2312,22652,Hirugarren adinekoen egoitzetako animazioa,275181.3,275181.3,275180.52
1133,2312,22666,Gaueko zaintza - San Prudentzio egoitza,67731.63,67731.63,67731.63
1133,2312,22667,San Prudentzioko erlijio zerbitzuak,6961.64,6961.64,6900.0
1133,2312,22702,Kafetegi-zerbitzua,13780.92,13780.92,13780.92
1133,2312,22708,Zaharrak lekualdatzea,167000.0,167000.0,162955.78
1133,2313,22111,Tresnak eta lanabesak,12000.0,12000.0,8518.43
1133,2313,22713,Podologia-zerbitzua,0.0,0.0,0.0
1133,2313,22754,Adinekoentzako zentro soziokulturalen kudeaketa,2901510.0,2901510.0,2865144.0
1133,2313,22786,Janari-garraioa,54460.0,54460.0,37665.64
1133,2314,22002,"Prentsa, aldizkariak eta bestelako argitalpenak",906.22,906.22,1262.79
1133,2314,22111,Tresnak eta lanabesak,12363.64,12363.64,998.68
1133,2314,22115,Berariazko material teknikoa,816.05,816.05,297.72
1133,2314,22609,Adinekoentzako apartamentuetako familia-langileak,361366.32,361366.32,324815.39
1133,2314,22618,Bestelako funtzionamendu gastuak,5444.63,5444.63,3232.35
1133,2314,22628,Santa María de Olarizuko animazioa,48050.0,48050.0,38346.0
1133,2314,22705,Tomas Zumarraga Dohatsuaren kaleko Eguneko Arreta Zerbitzua kudeatzea,424077.0,424077.0,415219.32
1133,2314,22708,Zaharrak lekualdatzea,308739.84,308739.84,300519.22
1133,2314,22718,Blas de Otero kaleko Eguneko Arreta Zerbitzua kudeatzea,702017.0,702017.0,647493.2
1133,2314,22786,Janari-garraioa,35669.71,35669.71,28308.3
1133,2317,12000,Funtzionarioen oinarrizko ordainsariak,2355042.0,2355042.0,2326782.72
1133,2317,12100,Funtzionarioen ordainsari osagarriak,3098570.0,3098570.0,3132366.22
1133,2317,14100,Bestelako langileak,3489584.0,4425947.0,4617871.06
1133,2317,16000,"Gizarte Segurantza, enpresaren kontura",2751291.0,3050927.0,3101323.15
1133,2317,16500,"Elkarkidetzako kuotak, Udalaren kontura",117426.0,117426.0,119724.22
1133,2317,22630,"Sentsibilizazio-kanpaina, adinekoen proiektua",0.0,0.0,0.0
1145,2321,22731,Babesgabetuetako otorduak,370377.0,370377.0,370377.0
1145,2321,22786,Janari-garraioa,162000.0,162000.0,84171.73
1145,2321,22797,Etxez etxeko laguntza zerbitzua,10500000.0,10487318.06,8762213.36
1145,2322,22115,Berariazko material teknikoa,44200.0,44200.0,16770.25
1145,2322,22619,Kaleko heziketa,975918.71,975918.71,961713.8
1145,2322,22746,Oinarrizko Gizarte Zerbitzuak zaintzea,301621.21,301621.21,311321.02
1145,2322,22759,Lantegietako irakasleak,303671.75,303671.75,235066.31
1145,2328,12000,Funtzionarioen oinarrizko ordainsariak,813315.0,813315.0,863646.7
1145,2328,12100,Funtzionarioen ordainsari osagarriak,945836.0,945836.0,1004226.57
1145,2328,14100,Bestelako langileak,220311.0,220311.0,1413947.13
1145,2328,16000,"Gizarte Segurantza, enpresaren kontura",563590.0,563590.0,959991.17
1145,2328,16500,"Elkarkidetzako kuotak, Udalaren kontura",22463.0,22463.0,26563.23
118001,3112,12000,Funtzionarioen oinarrizko ordainsariak,219068.0,219068.0,201504.32
118001,3112,12100,Funtzionarioen ordainsari osagarriak,280151.0,280151.0,267947.91
118001,3112,13000,Lan-kontratudun langile finkoen ordainsariak,57.0,57.0,0.0
118001,3112,14100,Bestelako langileak,26806.0,26806.0,86187.81
118001,3112,16000,"Gizarte Segurantza, enpresaren kontura",138987.0,138987.0,156044.04
118001,3112,16500,"Elkarkidetzako kuotak, Udalaren kontura",10951.0,10951.0,10957.93
118001,3112,22107,Animalientzako elikagaiak,15000.0,15000.0,8094.79
118001,3112,22108,Animalientzako botikak hornitzea,15000.0,15000.0,15871.86
118001,3112,22112,Animalien osasunerako materialak,8000.0,8000.0,8619.48
118001,3112,22113,Elikagaien higienerako materialak,4000.0,4000.0,4594.73
118001,3112,22699,Bestelako hainbat gastu,5000.0,5000.0,5926.39
118001,3112,22718,Animalien osasunerako programak,12000.0,12000.0,13410.27
118001,3112,22719,Elikagaien higienerako programa,10000.0,10000.0,3000.0
118001,3112,22720,"Desinfekzio, intsektu-hiltze eta arratoi-hiltze parkearen programak",125000.0,125000.0,96242.58
118001,3112,22722,Animalientzako sorospen-programa,12000.0,12000.0,14055.46
118001,3112,22766,"Desinfekzioa, intsektu-hiltzea eta arratoi-hiltzeaa, betearazte subsidiarioak",4000.0,4000.0,2854.16
118002,3111,12000,Funtzionarioen oinarrizko ordainsariak,13843.0,13843.0,44432.86
118002,3111,12100,Funtzionarioen ordainsari osagarriak,13097.0,13097.0,45815.58
118002,3111,16000,"Gizarte Segurantza, enpresaren kontura",11410.0,11410.0,35576.91
118002,3111,21210,Desfibriladoreak mantentzea,18000.0,18000.0,16378.56
118002,3111,22198,Osasunerako hezkuntzarako materialak,35000.0,35000.0,20644.22
118002,3111,22199,Droga-mendekotasunen prebentziorako materialak,3000.0,3000.0,3327.96
118002,3111,22702,Hiri Osasungarriak osasun-plana,15000.0,15000.0,8199.19
118002,3111,22708,"Arbitraje-batzarra, kontsumoaren inguruko informazioa",6000.0,6000.0,6176.12
118002,3111,22717,Osasuna sustatzeko zerbitzuak ematea,110000.0,110000.0,88556.09
118002,3111,22718,Droga-mendekotasunen prebentziorako programa,100000.0,100000.0,63474.98
118002,3111,22721,Droga-mendekotasunen prebentziorako programa,83000.0,83000.0,83000.0
118003,3113,12000,Funtzionarioen oinarrizko ordainsariak,195667.0,195667.0,193364.52
118003,3113,12100,Funtzionarioen ordainsari osagarriak,324423.0,324423.0,311513.92
118003,3113,14100,Bestelako langileak,69061.0,69061.0,131632.36
118003,3113,16000,"Gizarte Segurantza, enpresaren kontura",150227.0,150227.0,170920.16
118003,3113,16500,"Elkarkidetzako kuotak, Udalaren kontura",4756.0,4756.0,4741.24
118003,3113,21200,Makinak eta instalazioak onik zaintzea,22000.0,22000.0,19583.72
118003,3113,22115,Berariazko material teknikoa,70000.0,70000.0,76737.35
118003,3113,22716,Kalitate-auditoriak kontratatzea,18243.0,18243.0,18521.34
118004,3113,14100,Bestelako langileak,45749.0,45749.0,52550.21
118004,3113,16000,"Gizarte Segurantza, enpresaren kontura",11293.0,11293.0,13915.09
118004,3113,16500,"Elkarkidetzako kuotak, Udalaren kontura",1258.0,1258.0,1672.8
1310,9313,12000,Funtzionarioen oinarrizko ordainsariak,140390.0,140390.0,136105.65
1310,9313,12100,Funtzionarioen ordainsari osagarriak,191074.0,191074.0,180166.17
1310,9313,16000,"Gizarte Segurantza, enpresaren kontura",69461.0,69461.0,77610.26
1310,9313,16500,"Elkarkidetzako kuotak, Udalaren kontura",5247.0,5247.0,5371.52
1510,1701,11000,Kabineteko behin-behineko langileen ordainsariak,77403.0,77403.0,77201.06
1510,1701,16000,"Gizarte Segurantza, enpresaren kontura",11123.0,11123.0,11343.6
1510,1701,16500,"Elkarkidetzako kuotak, Udalaren kontura",1468.0,1468.0,1463.7
1510,1701,22004,Kartografia eta proiektuak editatu eta erreproduzitzea,1000.0,1000.0,2730.67
1510,1701,22605,"Bilerak, hitzaldiak eta biltzarrak",0.0,0.0,0.0
151101,1721,21040,Kontrol- eta diagnosi-ekipoak mantentzea,130000.0,130000.0,87080.91
151101,1721,22115,Ordezko piezak eta suntsikorrak,5000.0,5000.0,1409.0
151101,1722,12000,Funtzionarioen oinarrizko ordainsariak,99773.0,99773.0,78493.42
151101,1722,12100,Funtzionarioen ordainsari osagarriak,150629.0,150629.0,111497.05
151101,1722,14100,Bestelako langileak,114826.0,114826.0,141682.19
151101,1722,16000,"Gizarte Segurantza, enpresaren kontura",101921.0,101921.0,100241.04
151101,1722,16500,"Elkarkidetzako kuotak, Udalaren kontura",6331.0,6331.0,5585.73
151102,1722,12000,Funtzionarioen oinarrizko ordainsariak,47808.0,47808.0,46489.72
151102,1722,12100,Funtzionarioen ordainsari osagarriak,74163.0,74163.0,63559.16
151102,1722,16000,"Gizarte Segurantza, enpresaren kontura",23871.0,23871.0,24116.07
151102,1722,16500,"Elkarkidetzako kuotak, Udalaren kontura",1468.0,1468.0,1463.7
151103,1621,22700,Garbiketarako eta hondakinen bilketa eta garraiorako kontratua,7974694.41,8173993.45,8174993.44
151103,1621,22703,Bilketa pneumatikoaren kontratua,1840000.0,1840000.0,1832645.84
151103,1621,22715,Hondakinen gaikako bilketa,310000.0,310000.0,214080.1
151103,1621,22724,Garbiguneak ustiatzeko kontratua,377396.17,377396.17,377396.16
151103,1622,21204,Zabortegiko instalazioak mantentzea,10000.0,10000.0,60714.76
151103,1622,22723,Zabortegia ustiatzeko kontratua,1008507.5,1008507.5,1008507.48
151103,1623,22702,Jundizko hiri hondakinen lantegia ustiatzeko kontratua,7930000.0,7930000.0,7929489.84
151103,1631,22700,Garbiketa-zerbitzuaren kontratua - kale-garbiketa,14844604.32,15215545.74,15215545.74
151103,1691,12000,Funtzionarioen oinarrizko ordainsariak,138184.0,138184.0,137270.96
151103,1691,12100,Funtzionarioen ordainsari osagarriak,185757.0,185757.0,186769.12
151103,1691,13000,Lan-kontratudun langile finkoen ordainsariak,51633.0,51633.0,49657.38
151103,1691,14100,Bestelako langileak,2264.0,2264.0,0.0
151103,1691,16000,"Gizarte Segurantza, enpresaren kontura",102856.0,102856.0,102909.66
151103,1691,16500,"Elkarkidetzako kuotak, Udalaren kontura",5688.0,5688.0,5957.22
1514,1701,12000,Funtzionarioen oinarrizko ordainsariak,197691.0,197691.0,175290.93
1514,1701,12100,Funtzionarioen ordainsari osagarriak,264017.0,264017.0,221773.45
1514,1701,14100,Bestelako langileak,213521.0,213521.0,165942.35
1514,1701,16000,"Gizarte Segurantza, enpresaren kontura",189836.0,189836.0,147520.88
1514,1701,16500,"Elkarkidetzako kuotak, Udalaren kontura",9988.0,9988.0,7969.56
152002,1512,21106,Turismo Bulegoaren azterketa - Goya,0.0,0.0,0.0
152002,1534,12000,Funtzionarioen oinarrizko ordainsariak,1011064.0,1011064.0,1024615.39
152002,1534,12100,Funtzionarioen ordainsari osagarriak,1520392.0,1520392.0,1430442.63
152002,1534,14100,Bestelako langileak,298650.0,298650.0,678497.47
152002,1534,16000,"Gizarte Segurantza, enpresaren kontura",860145.0,860145.0,979210.11
152002,1534,16500,"Elkarkidetzako kuotak, Udalaren kontura",43369.0,43369.0,46472.44
152002,1534,20200,Makineria eta instalazioak alokatzea,48000.0,33000.0,26301.42
152002,1534,21008,Berehala jarduteko taldeak (haur jolasak),170000.0,170000.0,162186.65
152002,1534,21060,Bide publikoak eta zoladura zaintzea,825000.0,825000.0,782037.73
152002,1534,21701,Hiri-altzariak onik zaintzea,70000.0,70000.0,25109.51
152002,1534,21703,Ekipoak mantentzeko kontratuak,100877.0,61877.0,61553.59
152002,1534,22111,Tresnak eta lanabesak,28000.0,28000.0,23418.5
152002,1534,22722,Komun publikoak mantentzeko kontratua,55000.0,55000.0,48281.06
152002,1641,22111,Tresnak eta lanabesak,10000.0,10000.0,7553.19
152002,1641,22140,Hilerrietako berariazko gastuak,80000.0,80000.0,71461.7
152002,1641,22715,Hondakinen gaikako bilketa,12000.0,12000.0,8974.21
152002,1651,21006,Berehala jarduteko taldeak (argiteria),416000.0,344000.0,374812.87
152002,1651,22101,Espazio publikorako eta ingurune naturalerako energia elektrikoa hornitzea,3990000.0,3800000.0,4007471.37
152002,1651,22130,Argiteria publikoaren mantentze orokorra,370000.0,518000.0,527099.38
152007,1711,12000,Funtzionarioen oinarrizko ordainsariak,829735.0,829735.0,834993.2
152007,1711,12100,Funtzionarioen ordainsari osagarriak,1176920.0,1176920.0,1164570.69
152007,1711,14100,Bestelako langileak,499930.0,499930.0,415793.04
152007,1711,16000,"Gizarte Segurantza, enpresaren kontura",835365.0,835365.0,797679.86
152007,1711,16500,"Elkarkidetzako kuotak, Udalaren kontura",39492.0,39492.0,37562.78
152007,1711,20200,Makineria eta instalazioak alokatzea,100000.0,220000.0,198894.1
152007,1711,21040,Transmisoreak mantentzea,3000.0,3000.0,854.13
152007,1711,21071,Berdegune publikoak onik zaintzea,260000.0,260000.0,182919.28
152007,1711,21072,Jardinerak onik zaintzea,10000.0,10000.0,2970.55
152007,1711,21073,Arboretoa onik zaintzea,18568.16,18568.16,1279.94
152007,1711,21074,Kanpoko Eraztun Berdea onik zaintzeko lanak,325000.0,325000.0,335587.16
152007,1711,21075,Parkeak mantentzea,0.0,0.0,0.0
152007,1711,21200,Makinak eta instalazioak onik zaintzea,60000.0,60000.0,38000.43
152007,1711,22111,Tresnak eta lanabesak,45000.0,45000.0,40884.4
152007,1711,22711,Berdeguneak onik zaintzea,3601896.68,3301696.68,2906146.4
152007,1711,22712,Europa jauregiaren fatxadaren kontserbazioa,30000.0,30000.0,7063.16
152009,1711,12000,Funtzionarioen oinarrizko ordainsariak,25778.0,25778.0,25839.88
152009,1711,12100,Funtzionarioen ordainsari osagarriak,36113.0,36113.0,36118.87
152009,1711,13000,Lan-kontratudun langile finkoen ordainsariak,84684.0,84684.0,68047.68
152009,1711,14100,Bestelako langileak,53164.0,53164.0,72241.88
152009,1711,16000,"Gizarte Segurantza, enpresaren kontura",54939.0,54939.0,57089.53
152009,1711,16500,"Elkarkidetzako kuotak, Udalaren kontura",3865.0,3865.0,3854.06
1620,3422,22148,Igerilekuak mantentzeko kontratua,1246619.21,1191619.21,1185958.5
1620,9212,21100,Udal eraikinak onik zaintzea,1242600.53,1157600.53,1185520.17
1620,9212,21207,Ekipoak onik zaindu eta konpontzea,70000.0,90000.0,87809.51
1620,9212,22109,Garbiketa-produktuak,300000.0,300000.0,316514.92
1620,9212,22111,Tresnak eta lanabesak,30000.0,30000.0,45074.5
1620,9212,22147,Tentsio baxuko kontratuak,10000.0,10000.0,20227.15
1620,9212,22722,Komun publikoak mantentzeko kontratua,30000.0,30000.0,28004.88
1620,9212,22734,"Iradier Arenako zerbitzuak kontratatzea, jaiak",30000.0,0.0,0.0
1620,9213,22101,Udal eraikinetako energia elektrikoa,4075000.0,4275000.0,4193375.67
