#Organikoa,Funtzionala,Ekonomikoa,R,Aplikazioaren izena,2023eko Hasierako kreditua,2023eko Behin-betiko kreditua,O
022204,1711,64319,R,Eremu elektromagnetikoak kontrolatzeko sarea,0.0,4089.8,4089.8
022204,1711,64321,,Energia berriztagarrien plana,175000.0,75000.0,8578.5
022204,1711,64321,R,Energia berriztagarrien plana,0.0,100000.0,2420.0
022204,1711,64336,,Trantsizio energetikorako inbertsioak,500000.0,4402.0,9680.0
022204,1711,64336,A,Trantsizio energetikorako inbertsioak,0.0,104821.95,104821.94
022204,1711,64336,R,Trantsizio energetikorako inbertsioak,0.0,332841.89,63154.74
022204,1711,64337,,Misio klimatikoak,100000.0,10000.0,8772.5
022204,1711,64338,,Ingurumenarekiko sentsibilizazio plana (KONPONDU),60000.0,15000.0,0.0
022204,1711,78004,,Diru-laguntza: isolamendu akustikorako plana,200000.0,200000.0,0.0
022204,1711,78004,R,Diru-laguntza: isolamendu akustikorako plana,0.0,1000000.0,38035.02
022301,1623,60711,,Zabortegia 481/2001 Errege Dekretura egokitzea,1000000.0,1949829.46,238722.12
022301,1623,60711,A,Zabortegia 481/2001 Errege Dekretura egokitzea,0.0,1188005.45,892412.58
022301,1623,60711,R,Zabortegia 481/2001 Errege Dekretura egokitzea,0.0,568314.25,411236.03
022301,1623,60712,,Zabortegiaren aurrezigilatzeko obrak (2. fasea),1500000.0,1500000.0,0.0
022301,1691,12000,,Funtzionarioen oinarrizko ordainsariak,54847.0,54847.0,79106.43
022301,1691,12100,,Funtzionarioen ordainsari osagarriak,72689.0,72689.0,101075.87
022301,1691,14100,,Bestelako langileak,0.0,0.0,43222.47
022301,1691,16000,,"Gizarte Segurantza, enpresaren kontura",28529.0,28529.0,66934.34
022301,1691,16500,,"Elkarkidetzako kuotak, Udalaren kontura",3335.0,3335.0,5500.25
022301,1691,21040,,Kontrol- eta diagnosi-ekipoak mantentzea,110000.0,110000.0,112796.35
022301,1691,22115,,Ordezko piezak eta suntsikorrak,5000.0,5000.0,0.0
022301,1691,22605,,Jasangarritasun- eta energia-ekintzak,0.0,14750.0,11793.35
022301,1691,22732,,Erkidegoko trantsizio energetikoa,0.0,490000.0,0.0
022301,1691,48196,,Hitzarmena: Gaia,10000.0,10000.0,10000.0
022301,1721,64316,,Zaraten mapa estrategikoko ekintza plana,60000.0,60000.0,4719.0
022301,1721,64329,,Erdi Aroko hirigunean zarataren kontra sentsibilizatzeko plana,25000.0,25000.0,0.0
022301,1721,64330,,Zarata kontrolatzeko sarea,5000.0,5000.0,0.0
022301,1722,60182,,Zuhaitz proiektua,50000.0,50000.0,20008.31
022301,1722,60182,R,Zuhaitz proiektua,0.0,200.8,116.97
022301,1722,60183,,Biodibertsitatea kontserbatzeko jarduerak,10000.0,10000.0,0.0
022301,1722,60919,,Eraztun berdeko azpiegitura berdeak,10000.0,10000.0,6604.14
022301,1722,60932,,Eu-olarizuko lorategi botanikoa,0.0,200000.0,0.0
022301,1722,60932,R,Eu-olarizuko lorategi botanikoa,0.0,860000.0,10182.38
022301,1722,60933,,Eu-Eraztun berdeen konektibitatea hobetzea,0.0,600000.0,0.0
022301,1722,60933,R,Eu-Eraztun berdeen konektibitatea hobetzea,0.0,355000.0,48923.18
022302,1515,64310,,PIIE- Energia-komunitateak eta plaka fotovoltaikoak Zaramagan,0.0,169398.79,0.0
022302,1691,12000,,Funtzionarioen oinarrizko ordainsariak,21401.0,21401.0,0.0
022302,1691,12100,,Funtzionarioen ordainsari osagarriak,26505.0,26505.0,0.0
022302,1691,14100,,Bestelako langileak,27577.0,27577.0,0.0
022302,1691,16000,,"Gizarte Segurantza, enpresaren kontura",29702.0,29702.0,0.0
022302,1691,16500,,"Elkarkidetzako kuotak, Udalaren kontura",2946.0,2946.0,0.0
022401,1514,12000,,Funtzionarioen oinarrizko ordainsariak,345388.0,345388.0,0.0
022401,1514,12100,,Funtzionarioen ordainsari osagarriak,462152.0,462152.0,0.0
022401,1514,14100,,Bestelako langileak,197839.0,197839.0,0.0
022401,1514,16000,,"Gizarte Segurantza, enpresaren kontura",275698.0,275698.0,0.0
022401,1514,16500,,"Elkarkidetzako kuotak, Udalaren kontura",15323.0,15323.0,0.0
0320,1301,11000,,Kabineteko behin-behineko langileen ordainsariak,0.0,0.0,45730.47
0320,1301,12000,,Funtzionarioen oinarrizko ordainsariak,72373.99,72373.99,39544.8
0320,1301,12100,,Funtzionarioen ordainsari osagarriak,100873.0,100873.0,56234.25
0320,1301,14100,,Bestelako langileak,15600.0,15600.0,42803.93
0320,1301,16000,,"Gizarte Segurantza, enpresaren kontura",43213.0,43213.0,45783.69
0320,1301,16500,,"Elkarkidetzako kuotak, Udalaren kontura",2473.0,2473.0,1613.78
0325,1331,61108,,Eu-Trafikoaren kudeaketako eta aparkalekuetako inbertsioak,0.0,0.0,0.0
0330,1301,12000,,Funtzionarioen oinarrizko ordainsariak,368172.0,368172.0,394567.63
0330,1301,12100,,Funtzionarioen ordainsari osagarriak,456691.0,456691.0,517947.11
0330,1301,14100,,Bestelako langileak,210879.0,210879.0,179877.51
0330,1301,16000,,"Gizarte Segurantza, enpresaren kontura",307446.0,307446.0,331264.36
0330,1301,16500,,"Elkarkidetzako kuotak, Udalaren kontura",12098.0,12098.0,16380.81
033020,1301,14100,,Bestelako langileak,0.0,17580.2,0.0
033020,1301,16000,,"Gizarte Segurantza, enpresaren kontura",0.0,5394.3,0.0
0340,1351,21102,,Larrialdi eta elurteetako gastuak,100000.0,100000.0,71886.85
0340,1351,21102,R,Larrialdi eta elurteetako gastuak,0.0,16701.5,16701.5
0340,1351,21300,,Ibilgailuak konpontzea,75000.0,75000.0,115609.54
0340,1351,22701,,Jaietako gastu operatibo sanitarioak,18000.0,18000.0,19300.55
0340,1361,12000,,Funtzionarioen oinarrizko ordainsariak,1788829.0,1788829.0,1793249.78
0340,1361,12100,,Funtzionarioen ordainsari osagarriak,3524928.0,3524928.0,3558060.14
0340,1361,14100,,Bestelako langileak,443546.0,443546.0,527441.93
0340,1361,16000,,"Gizarte Segurantza, enpresaren kontura",2293834.0,2293834.0,2369244.29
0340,1361,16500,,"Elkarkidetzako kuotak, Udalaren kontura",70165.0,70165.0,71746.96
0340,1361,21900,,Ekipoak berritzea eta erostea,75000.0,75000.0,44085.65
0340,1361,22105,,Jantziak eta uniformeak,150000.0,150000.0,51797.57
0340,1361,22105,A,Jantziak eta uniformeak,0.0,108990.75,108990.75
0340,1361,22105,R,Jantziak eta uniformeak,0.0,108990.75,108990.75
0340,1361,22111,,Tresna eta lanabesak ,25000.0,25000.0,23105.35
0340,1361,22199,,Bestelako hornikuntzak,20000.0,20000.0,32844.64
0340,1361,22699,,Bestelako hainbat gastu,10000.0,10000.0,16981.36
0340,1361,62200,R,Eraikinetako eta eraikuntzetako obrak,0.0,76755.07,76755.03
0340,1361,62400,,Ibilgailuak,40000.0,0.0,0.0
0340,1361,62400,A,Ibilgailuak,0.0,349690.0,349690.0
0340,1361,62400,R,Ibilgailuak,0.0,380000.0,377399.0
0340,1361,62901,,Ekipoak erostea,5000.0,45000.0,8537.03
0350,1321,12000,,Funtzionarioen oinarrizko ordainsariak,6626914.0,6626914.0,6851461.89
0350,1321,12100,,Funtzionarioen ordainsari osagarriak,13965959.0,13965959.0,13476157.27
0350,1321,16000,,"Gizarte Segurantza, enpresaren kontura",7365657.0,7365657.0,7668169.75
0350,1321,16500,,"Elkarkidetzako kuotak, Udalaren kontura",329798.0,329798.0,343002.98
0350,1321,20501,,TETRA irratikomunikazio sistemaren rentinga,9000.0,9000.0,8823.61
0350,1321,21001,,Andre Maria Zuriaren jaietako segurtasuna,2997.0,2997.0,7302.35
0350,1321,21300,,Ibilgailuak konpontzea,65000.0,79000.0,77862.83
0350,1321,21900,,Ekipoak berritzea eta erostea,174270.0,155786.27,99027.01
0350,1321,21900,R,Ekipoak berritzea eta erostea,0.0,95137.96,76926.23
0350,1321,21905,,Segurtasun scannerra eta USPa onik zaintzea,7500.0,7500.0,2833.59
0350,1321,21905,R,Segurtasun scannerra eta USPa onik zaintzea,0.0,1099.28,1099.27
0350,1321,22105,,Jantziak eta uniformeak,200000.0,200000.0,22211.23
0350,1321,22105,R,Jantziak eta uniformeak,0.0,57449.24,57449.24
0350,1321,22111,,Tresna eta lanabesak ,20000.0,20000.0,15547.64
0350,1321,22199,,Bestelako hornikuntzak,15000.0,15000.0,22666.08
0350,1321,22624,,Gaueko garabi-zerbitzua,90000.0,90000.0,51963.13
0350,1321,22699,,Bestelako hainbat gastu,20000.0,20000.0,105164.31
0350,1321,22699,R,Bestelako hainbat gastu,0.0,22106.4,9845.0
0350,1321,22701,,bilbao ekintza tour francia'ko beste hainbat kanpo-lan,0.0,7796.72,7796.72
0350,1321,62400,,Ibilgailuak,130000.0,134482.0,18147.58
0350,1321,62400,R,Ibilgailuak,0.0,67518.0,67518.0
0350,1321,62501,,Altzariak,20000.0,20000.0,16659.32
0350,1321,62901,,Ekipoak eta instalazioak erostea,12000.0,12000.0,9038.2
0350,1321,62901,A,Ekipoak eta instalazioak erostea,0.0,48398.79,48398.79
0350,1321,62901,R,Ekipoak eta instalazioak erostea,0.0,261395.0,15118.85
0350,1331,21302,R,Garabien zerbitzua,0.0,15034.25,0.0
0410,0111,32201,,Epe laburreko maileguen interesak,5000.0,62004.88,0.0
0410,0111,33201,,Epe luzeko maileguen interesak,1985000.0,2335000.0,2396499.8
0410,0111,93300,,Epe luzeko maileguen amortizazioa,13782538.9,13782538.9,13782538.87
0410,1513,73102,,Ingurugiro Gaietarako Ikastegiari,185000.0,185000.0,0.0
0410,1513,73310,,21. Zabalguneari ,1550000.0,874000.0,0.0
0410,1513,73310,R,21. Zabalguneari ,0.0,1580000.0,658930.44
0410,1513,73311,,21 Zabalguneari - etxebizitzaren udal behatokia,25000.0,25000.0,0.0
0410,1515,43308,,Piie - 21 zabalguneari zaramaga hurbiltasun bulegoa,0.0,914500.0,0.0
0410,1515,73312,,Piie - 21 zabalguneari zaramaga zaharberritzeko laguntzak,0.0,14979632.13,0.0
0410,1515,73313,,Piie - 21 zabalguneari zaramaga bizitegi-eraikinen digitalizazioa eta monitorizazioa,0.0,150000.0,0.0
0410,1621,22502,,7/2022 Legearen zabortegi-hondakinen gaineko zerga,0.0,112688.0,93947.0
0410,1711,48066,,Galdara komunitarioen gas bidezko dirulaguntza,0.0,101070.0,101070.0
0410,1722,43102,,Ingurugiro Gaietarako Ikastegiari,2800000.0,2797000.0,2797000.0
0410,2381,22675,,Udal-Aurrkontua genero-ikuspegiarekin egiteko laguntza teknikoa,20000.0,37900.0,17532.9
0410,2411,20301,R,Ibilgailuen rentinga - poej,0.0,5494.37,4024.18
0410,4411,43300,,"Ekarpena, TUVISAri",18700000.0,20064000.0,20064000.0
0410,4411,73300,,TUVISAri,886000.0,886000.0,886000.0
0410,4411,73302,R,Eu--tuvisa hiri konektatuak,0.0,1005450.47,1005450.47
0410,9202,16205,,Bizi-asegurua - langileen istripuak,820000.0,820000.0,401180.25
0410,9202,16206,,Aseguru korporatiboak,6000.0,6000.0,1695.33
0410,9204,62629,,"Sistema informatikoa, udal inbentarioa",320000.0,320000.0,0.0
0410,9205,20301,,Ibilgailuen rentinga,421000.0,421000.0,372121.07
0410,9205,21300,,Ibilgailuak konpontzea,240000.0,240000.0,244649.58
0410,9205,22104,,Erregaiak,375000.0,355000.0,303212.9
0410,9205,22404,,Ibilgailuen aseguruak,92000.0,92000.0,68804.65
0410,9205,62400,,Ibilgailuak,200000.0,210000.0,208486.71
0410,9206,21400,,Altzariak konpontzea,2000.0,2000.0,2108.4
0410,9206,21500,,Ekipoak mantentzeko kontratuak,175000.0,175000.0,125295.14
0410,9206,22001,,"Ohikoa, inbentariatu ezina",230000.0,230000.0,188195.45
0410,9206,62318,,Erreprografiako inbertsioak,70000.0,60000.0,42912.65
0410,9206,62501,,Altzariak,10000.0,20000.0,27804.82
0410,9206,62505,,Udal sailetako hainbat erosketa,15000.0,15000.0,6030.97
0410,9207,20100,,Lokal eta eraikinak alokatzea,4059000.0,3947339.82,3945777.19
0410,9207,20100,R,Lokal eta eraikinak alokatzea,0.0,28700.0,0.0
0410,9207,22110,,Kopiagintza-gastuak,60000.0,60000.0,49734.43
0410,9207,22402,,Erantzukizun zibileko aseguruak,282000.0,282000.0,233830.8
0410,9207,22407,,Bizitza- eta istripu-asegurua,40000.0,40000.0,49288.15
0410,9207,22600,,Ondasunen erregistro-gastuak,25000.0,25000.0,8161.51
0410,9207,22699,,Arkaia trukearen baliokidetasuna,0.0,15216.79,15216.79
0410,9207,22707,,Hornidura-sareen lurzoruaren okupazioaren inbentarioa,0.0,18150.0,0.0
0410,9207,22732,,Zerbitzuak emateko kontratuak,68200.0,68200.0,17905.99
0410,9207,62900,,Ezbeharrengatiko berritzeak,1.0,80001.0,78329.14
0410,9207,62900,R,Ezbeharrengatiko berritzeak,0.0,40000.0,39955.77
0410,9210,21102,,Txingorraren kalteak konpontzeko gastuak,0.0,0.0,0.0
0410,9211,62298,,"Inbertsioak, San Martin",10000.0,10000.0,13114.05
0410,9211,62299,,"San Martineko inbertsioak, datuak prozesatzeko zentroaren segurtasuna",110000.0,100000.0,62269.5
0410,9211,62299,R,Segurtasuneko san martin inbertsioak cpd,0.0,70000.0,69999.94
0410,9213,22102,,Ur-hornidura eta hondar-urak araztea,1500000.0,1893036.98,1893085.45
0410,9213,22103,,Ur hornikuntza zatikatzea - AMVISArekin hitzarmena,680000.0,680000.0,680000.0
0410,9271,41800,,EUDELi,302601.0,313984.19,313984.19
0410,9311,22499,,Ondarearen gaineko erantzukizunarengatiko kalte-ordaina,150000.0,150000.0,149738.32
0410,9312,50001,,Kreditu Globala,51737.89,0.0,0.0
0410,9319,12000,,Funtzionarioen oinarrizko ordainsariak,113860.0,113860.0,74130.66
0410,9319,12100,,Funtzionarioen ordainsari osagarriak,165146.0,165146.0,123747.93
0410,9319,13000,,Lan-kontratudun langile finkoen ordainsariak,57577.0,57577.0,57998.98
0410,9319,14100,,Bestelako langileak,3062.0,3062.0,10127.67
0410,9319,16000,,"Gizarte Segurantza, enpresaren kontura",68217.0,68217.0,64712.79
0410,9319,16500,,"Elkarkidetzako kuotak, Udalaren kontura",5654.0,5654.0,2585.79
0410,9321,22776,,Isunen Ataleko zerbitzuak,192758.18,192758.18,111599.82
0410,9321,22776,R,Isunen Ataleko zerbitzuak,0.0,37199.93,37199.93
0410,9331,22401,,Udal eraikin eta lokalen aseguruak,360000.0,360000.0,276524.83
0410,9331,22401,R,Udal eraikin eta lokalen aseguruak,0.0,3652.1,3652.1
0410,9331,22601,,Auzo-komunitateetako gastuak,500000.0,500000.0,422656.39
0410,9331,22631,,AIREF tasa,5750.0,5750.0,6690.23
0410,9331,22760,,Erloju publikoak mantentzea,20500.0,20500.0,20715.34
0410,9331,64900,,Industria jabegoa,1000.0,1000.0,0.0
0410,9341,36100,,"Interesak, zor ez ziren sarrerak itzultzean",70000.0,70000.0,17003.76
0410,9341,36101,,Diru-sarrerei loturiko finantza-gastuak,90000.0,90000.0,20786.67
0410,9341,36102,,Berandutze interesak,225000.0,37994.12,28596.47
0410,9341,36900,,Bestelako finantza-gastuak,101433.0,20204.1,83494.79
0411,9321,12000,,Funtzionarioen oinarrizko ordainsariak,54081.0,54081.0,52029.01
0411,9321,12100,,Funtzionarioen ordainsari osagarriak,74240.0,74240.0,72459.0
0411,9321,14100,,Bestelako langileak,39421.0,39421.0,48131.56
0411,9321,16000,,"Gizarte Segurantza, enpresaren kontura",43155.0,43155.0,45879.45
0411,9321,16500,,"Elkarkidetzako kuotak, Udalaren kontura",3359.0,3359.0,3227.56
0412,9314,12000,,Funtzionarioen oinarrizko ordainsariak,30296.0,30296.0,108052.83
0412,9314,12100,,Funtzionarioen ordainsari osagarriak,45221.0,45221.0,145246.87
0412,9314,14100,,Bestelako langileak,0.0,0.0,62326.3
0412,9314,16000,,"Gizarte Segurantza, enpresaren kontura",13341.0,13341.0,78587.41
0412,9314,16500,,"Elkarkidetzako kuotak, Udalaren kontura",0.0,0.0,1317.82
0414,9312,12000,,Funtzionarioen oinarrizko ordainsariak,80612.0,80612.0,75538.31
0414,9312,12100,,Funtzionarioen ordainsari osagarriak,100737.0,100737.0,94545.67
0414,9312,16000,,"Gizarte Segurantza, enpresaren kontura",43121.0,43121.0,42973.62
0414,9312,16500,,"Elkarkidetzako kuotak, Udalaren kontura",3243.0,3243.0,3227.56
0415,9323,12000,,Funtzionarioen oinarrizko ordainsariak,120942.0,120942.0,127982.18
0415,9323,12100,,Funtzionarioen ordainsari osagarriak,162743.0,162743.0,214330.64
0415,9323,16000,,"Gizarte Segurantza, enpresaren kontura",54375.0,54375.0,74665.88
0415,9323,16500,,"Elkarkidetzako kuotak, Udalaren kontura",1608.0,1608.0,4656.19
0416,9341,12000,,Funtzionarioen oinarrizko ordainsariak,56053.0,56053.0,71235.66
0416,9341,12100,,Funtzionarioen ordainsari osagarriak,81466.0,81466.0,93198.75
0416,9341,14100,,Bestelako langileak,90214.0,90214.0,85889.27
0416,9341,16000,,"Gizarte Segurantza, enpresaren kontura",56014.0,56014.0,62114.68
0416,9341,16500,,"Elkarkidetzako kuotak, Udalaren kontura",6136.02,6136.02,6224.58
0417,9322,12000,,Funtzionarioen oinarrizko ordainsariak,86742.0,86742.0,86997.36
0417,9322,12100,,Funtzionarioen ordainsari osagarriak,115857.0,115857.0,116950.92
0417,9322,14100,,Bestelako langileak,55112.0,55112.0,54709.91
0417,9322,16000,,"Gizarte Segurantza, enpresaren kontura",55444.0,55444.0,58662.72
0417,9322,16500,,"Elkarkidetzako kuotak, Udalaren kontura",3243.0,3243.0,3227.56
0418,9319,12000,,Funtzionarioen oinarrizko ordainsariak,1063956.0,1063956.0,1019838.98
0418,9319,12100,,Funtzionarioen ordainsari osagarriak,1219677.0,1219677.0,1262888.73
0418,9319,14100,,Bestelako langileak,271952.0,271952.0,284904.45
0418,9319,16000,,"Gizarte Segurantza, enpresaren kontura",736458.0,736458.0,747669.07
0418,9319,16500,,"Elkarkidetzako kuotak, Udalaren kontura",50092.0,50092.0,55383.6
0421,9314,12000,,Funtzionarioen oinarrizko ordainsariak,109015.0,109015.0,0.0
0421,9314,12100,,Funtzionarioen ordainsari osagarriak,140134.0,140134.0,0.0
0421,9314,16000,,"Gizarte Segurantza, enpresaren kontura",53727.0,53727.0,0.0
0421,9314,16500,,"Elkarkidetzako kuotak, Udalaren kontura",2946.0,2946.0,0.0
0810,4301,11000,,Kabineteko behin-behineko langileen ordainsariak,84405.45,84405.45,43232.9
0810,4301,12000,,Funtzionarioen oinarrizko ordainsariak,1676.0,1676.0,155858.48
0810,4301,12100,,Funtzionarioen ordainsari osagarriak,4763.0,4763.0,186969.98
0810,4301,14100,,Bestelako langileak,54538.0,54538.0,0.0
0810,4301,16000,,"Gizarte Segurantza, enpresaren kontura",28269.0,28269.0,97312.7
0810,4301,16500,,"Elkarkidetzako kuotak, Udalaren kontura",3243.0,3243.0,8529.98
0810,4321,42304,,Hitzarmena: Europako merkatuen sustapena-merkataritza-ganbera,0.0,10000.0,8000.0
0810,4321,42304,R,Hitzarmena: Europako merkatuen sustapena-merkataritza-ganbera,0.0,4000.0,0.0
0810,4331,22704,,Umbra babestea,19000.0,19000.0,0.0
0810,4331,22704,R,Umbra babestea,0.0,5441.37,5441.37
0810,4331,22712,,Film Office bultzatzea,5000.0,5000.0,5000.74
0810,4331,22781,,Emakumezkoen iv araba world tennis tour babestea,0.0,6000.0,6000.0
0810,4331,22797,,Toki garapenerako bulegoa: Dinamizazio Ekonomikoa,523000.0,161141.0,100531.89
0810,4331,22797,A,Toki garapenerako bulegoa: Dinamizazio Ekonomikoa,0.0,2940.3,0.0
0810,4331,22797,R,Toki garapenerako bulegoa: Dinamizazio Ekonomikoa,0.0,39930.0,39930.0
0810,4331,47104,,Toki garapenerako bulegoa: ekitaldiak erakartzeko laguntzak,130000.0,130000.0,64682.75
0810,4331,48113,,Hitzarmena: Turium,25000.0,25000.0,17500.0
0817,4334,85107,,Parke teknologikoaren kapital-zabalkuntza,52600.0,72304.0,72285.0
0819,4301,12000,,Funtzionarioen oinarrizko ordainsariak,218945.0,218945.0,213158.82
0819,4301,12100,,Funtzionarioen ordainsari osagarriak,265337.0,265337.0,262487.31
0819,4301,14100,,Bestelako langileak,83505.0,83505.0,122909.74
0819,4301,16000,,"Gizarte Segurantza, enpresaren kontura",166267.0,166267.0,179417.94
0819,4301,16500,,"Elkarkidetzako kuotak, Udalaren kontura",11167.0,11167.0,7871.71
0820,4301,12000,,Funtzionarioen oinarrizko ordainsariak,162694.0,162694.0,164476.8
0820,4301,12100,,Funtzionarioen ordainsari osagarriak,174132.0,174132.0,177189.19
0820,4301,14100,,Bestelako langileak,56904.0,56904.0,76931.83
0820,4301,16000,,"Gizarte Segurantza, enpresaren kontura",112873.0,112873.0,122262.01
0820,4301,16500,,"Elkarkidetzako kuotak, Udalaren kontura",9730.0,9730.0,11412.88
0820,4301,22603,,Eu-next generation proiektuen seinaleztapena,0.0,10000.0,6874.01
0820,4314,22701,,EU Merkataritza-gune irekiak eta merkatu ez-sedentarioak sustatzeko ekintzak,0.0,23817.0,0.0
0820,4321,22707,,Eu-adimen turistikoko sistemaren bideragarritasun-azterketa,0.0,18000.0,0.0
0820,4321,22708,,EU turismo-inteligentziako sistema (PSTD II. fasea),0.0,126000.0,0.0
0820,4321,22750,,Eu-proiektuak kudeatzeko sistema,0.0,20000.0,0.0
0820,4321,22751,,Eu-turismo-bulegoaren kudeaketa integraleko sistema,0.0,14242.5,0.0
0820,4321,22752,,Eu-bisitari-fluxuen monitorizazioa,0.0,62000.0,0.0
0820,4321,62610,,Eu-informazio-euskarri digitalak,0.0,60000.0,0.0
0821,1623,22705,,EU Inbertsioak plastikozko poltsen kontsumoa gutxitzeko eta poliestirenoa trinkotzeko,0.0,172847.29,0.0
0821,1623,22711,,"EU Ontzi arinak biltzeko eta energia mailako aholkularitzako zerbitzuen bidez, jasangarritasuna eta eraginkortasuna areagotzeko konponbideak",0.0,246842.54,0.0
0821,4221,22683,,Jundiz eko-industriala,50000.0,50000.0,13032.3
0821,4221,22683,R,Jundiz eko-industriala,0.0,19593.0,19593.0
0821,4221,22714,,Basaldea,60000.0,60000.0,45775.12
0821,4221,22714,R,Basaldea,0.0,1467.39,1467.38
0821,4221,22715,,Basaldea crops4life proiektua,0.0,5166.21,0.0
0821,4221,22763,,Ekonomia zirkularra,60000.0,60000.0,21633.17
0821,4221,22764,,EU ekonomia zirkularrean trebatzeko programa diseinatzea,0.0,18148.79,0.0
0821,4221,22779,,Industriari eta enpresei laguntzea,95000.0,93522.74,69856.61
0821,4221,22779,R,Industriari eta enpresei laguntzea,0.0,18031.52,17102.91
0821,4221,62952,,Industrialdeak mantentzea,100000.0,185012.59,170858.72
0821,4221,62952,R,Industrialdeak mantentzea,0.0,699009.67,403452.59
0821,4331,12000,,Funtzionarioen oinarrizko ordainsariak,177618.0,177618.0,167489.83
0821,4331,12100,,Funtzionarioen ordainsari osagarriak,198198.0,198198.0,189734.55
0821,4331,14100,,Bestelako langileak,90660.0,90660.0,99020.09
0821,4331,16000,,"Gizarte Segurantza, enpresaren kontura",149204.0,149204.0,134571.68
0821,4331,16500,,"Elkarkidetzako kuotak, Udalaren kontura",6486.0,6486.0,5532.96
0821,4331,22677,,Ekintzaileentzako laguntza,200000.0,185000.0,110660.67
0821,4331,22677,A,Ekintzaileentzako laguntza,0.0,1754.5,0.0
0821,4331,22677,R,Ekintzaileentzako laguntza,0.0,33244.75,23353.0
0821,4331,22712,,Enpresa-mintegien kudeaketa,35000.0,35000.0,23071.43
0821,4331,22713,,Eu-ekonomia zirkularreko sentsibilizazio-kanpaina,0.0,50000.0,0.0
0821,4331,22714,R,EU Ekonomia zirkularraren arloko bizitarien sentsibilizazioa,0.0,64249.35,41999.68
0821,4331,22716,R,Eu-ekonomia zirkularra eta karbono gutxikoa,0.0,128439.1,32333.91
0821,4331,22717,R,Eu-elikagai-hondakina murrizteko kanpaina,0.0,1144.0,0.0
0821,4331,22769,,Festval - Fila 2 babestea,190000.0,190000.0,190000.0
0821,4331,22769,R,Festval - Fila 2 babestea,0.0,10000.0,10000.0
0821,4331,22770,,F2pcampus Katoid Techno babestea ,10000.0,10000.0,10000.0
0821,4331,41900,,Ekintzailetzari laguntzeko EHU-rekiko hitzarmena,5000.0,5000.0,5000.0
0821,4331,47002,,Ekarpena BIC,75000.0,75000.0,66388.85
0821,4331,47102,,Sorkuntzarekin lotutako industrientzako enplegu-laguntzak,150000.0,110000.0,84058.41
0821,4331,47102,R,Sorkuntzarekin lotutako industrientzako enplegu-laguntzak,0.0,20000.0,14000.0
0821,4331,47107,,Hitzarmena: Ajebask- Prestakuntza eta mintegia,15000.0,15000.0,12000.0
0821,4331,47107,R,Hitzarmena: Ajebask- Prestakuntza eta mintegia,0.0,2700.0,2700.0
0821,4331,47131,,Hitzarmena: Euskal Irudigileak,15000.0,15000.0,12000.0
0821,4331,47131,R,Hitzarmena: Euskal Irudigileak,0.0,1900.0,1848.84
0821,4331,48150,,Hitzarmena: SECOT elkartearekin,3000.0,3000.0,2400.0
0821,4331,48150,R,Hitzarmena: SECOT elkartearekin,0.0,600.0,600.0
0821,4331,48175,,"Hitzarmena VIA-rekin, pasaiari-jarduera bultzatzeko",500000.0,600000.0,300000.0
0821,4331,48175,A,"Hitzarmena VIA-rekin, pasaiari-jarduera bultzatzeko",0.0,200000.0,199367.8
0821,4331,48175,R,"Hitzarmena VIA-rekin, pasaiari-jarduera bultzatzeko",0.0,240000.0,0.0
0821,4331,48180,,VIArentzako transferentziak,60000.0,60000.0,60000.0
0821,4331,48905,,"Hitzarmena: Prestaturik, berrerabili",30000.0,30000.0,24000.0
0821,4331,48905,R,"Hitzarmena: Prestaturik, berrerabili",0.0,5000.0,4806.95
0821,4331,48943,,Enpresen Gizarte Erantzukizunari buruzko Foroa,4000.0,4000.0,4000.0
0821,4331,48949,,Ekintzaileentzako bekak,90000.0,90000.0,89980.02
0821,4331,48950,,Autonomoentzako txekea,0.0,250000.0,0.0
0821,4331,48967,,Enpresak sortzeko eta sendotzeko laguntzak,190000.0,190000.0,191387.37
0821,4331,48967,R,Enpresak sortzeko eta finkatzeko laguntzak,0.0,10427.0,10426.4
0821,4331,48985,,Itun Berdea sariak,9000.0,9000.0,3412.9
0821,4331,48986,,"Hitzarmena, Merkataritza Ganberarekin - enpresa txikiei laguntzea",32000.0,32000.0,32000.0
0821,4331,48996,,Hitzarmena: Arco n1,9200.0,9200.0,4600.0
0821,4331,48996,R,Hitzarmena: Arco n1,0.0,3900.0,3022.93
0821,4331,60902,,Mintegiko inbertsioak - Basaldea proiektua,190000.0,194908.56,93684.75
0821,4331,60927,R,Eu basaldea hornidura eta instalazioak,0.0,21677.15,21677.15
0821,4331,62601,,Mintegietako berrikuntza eta ekipamenduak,160000.0,120078.85,54894.71
0821,4331,62601,R,Mintegietako berrikuntza eta ekipamenduak,0.0,49270.84,48749.13
0822,4312,61406,,Azoketako obrak ,60000.0,36151.66,0.0
0822,4312,61406,R,Azoketako obrak ,0.0,136838.86,127916.95
0822,4312,62207,R,Eu-Simon Bolivar pergola zaharberritzea,0.0,45657.12,43515.49
0822,4314,12000,,Funtzionarioen oinarrizko ordainsariak,66768.0,66768.0,64723.0
0822,4314,12100,,Funtzionarioen ordainsari osagarriak,71721.0,71721.0,74208.64
0822,4314,14100,,Bestelako langileak,106116.0,106116.0,120687.01
0822,4314,16000,,"Gizarte Segurantza, enpresaren kontura",80742.0,80742.0,77968.44
0822,4314,16500,,"Elkarkidetzako kuotak, Udalaren kontura",3127.0,3127.0,3573.37
