#Orgánico,Funcional,Económico,R,Denominación Aplicación,Tot Crédito inicial 2020,Tot Crédito Definitivo,Tot Obligado
0410,9331,22663,,Compensación cese aprovechamientos Elorriaga,52300.0,52300.0,52902.39
0410,9331,22760,,Mantenimiento relojes públicos,20000.0,20000.0,19104.0
0410,9331,64900,,Propiedad industrial,1000.0,1000.0,0.0
0410,9341,36100,,Intereses devolución ingresos indebidos,100000.0,100000.0,36423.2
0410,9341,36101,,Gastos financieros asociados a ingresos,130000.0,130000.0,142922.44
0410,9341,36102,,Intereses de demora,400000.0,183858.76,92923.4
0410,9341,36900,,Otros gastos financieros,5000.0,5000.0,4828.56
0411,9321,12000,,Retribuciones básicas de funcionarios,65767.0,65767.0,71474.39
0411,9321,12100,,Retribuciones complementarias funcionarios,88167.0,88167.0,93673.52
0411,9321,14100,,Otro personal,3879.0,3879.0,9455.63
0411,9321,16000,,Seguridad social a cargo del ayuntamiento,40180.0,40180.0,45167.56
0411,9321,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,4420.0,4420.0,4528.02
0412,9314,12000,,Retribuciones básicas de funcionarios,28170.0,28170.0,119744.93
0412,9314,12100,,Retribuciones complementarias funcionarios,44126.0,44126.0,162750.53
0412,9314,14100,,Otro personal,0.0,0.0,15196.77
0412,9314,16000,,Seguridad social a cargo del ayuntamiento,16098.0,16098.0,64463.11
0412,9314,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,995.0,995.0,5868.39
0414,9312,12000,,Retribuciones básicas de funcionarios,87887.0,87887.0,95254.53
0414,9312,12100,,Retribuciones complementarias funcionarios,125096.0,125096.0,129096.59
0414,9312,16000,,Seguridad social a cargo del ayuntamiento,47533.0,47533.0,52909.1
0414,9312,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,1658.0,1658.0,2587.44
0415,9323,12000,,Retribuciones básicas de funcionarios,99035.0,99035.0,103301.72
0415,9323,12100,,Retribuciones complementarias funcionarios,134126.0,134126.0,134651.55
0415,9323,16000,,Seguridad social a cargo del ayuntamiento,45427.0,45427.0,47694.63
0415,9323,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,3847.0,3847.0,2243.64
0416,9341,12000,,Retribuciones básicas de funcionarios,102133.0,102133.0,96023.64
0416,9341,12100,,Retribuciones complementarias funcionarios,130778.0,130778.0,129027.96
0416,9341,16000,,Seguridad social a cargo del ayuntamiento,50712.0,50712.0,51545.96
0416,9341,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,6188.0,6188.0,5645.87
0417,9322,12000,,Retribuciones básicas de funcionarios,79481.0,79481.0,77015.0
0417,9322,12100,,Retribuciones complementarias funcionarios,109426.0,109426.0,104799.3
0417,9322,14100,,Otro personal,48915.0,48915.0,49420.93
0417,9322,16000,,Seguridad social a cargo del ayuntamiento,52766.0,52766.0,52243.22
0417,9322,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,2912.0,2912.0,3018.68
0418,9319,12000,,Retribuciones básicas de funcionarios,924612.0,924612.0,902005.49
0418,9319,12100,,Retribuciones complementarias funcionarios,1174621.0,1174621.0,1123893.78
0418,9319,14100,,Otro personal,265965.0,265965.0,321719.37
0418,9319,16000,,Seguridad social a cargo del ayuntamiento,618282.0,618282.0,652830.92
0418,9319,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,48074.0,48074.0,45929.15
0421,9314,12000,,Retribuciones básicas de funcionarios,84663.0,84663.0,0.0
0421,9314,12100,,Retribuciones complementarias funcionarios,108360.0,108360.0,0.0
0421,9314,16000,,Seguridad social a cargo del ayuntamiento,39288.0,39288.0,0.0
0421,9314,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,4468.0,4468.0,0.0
0422,4413,12000,,Retribuciones básicas de funcionarios,181987.0,181987.0,176882.16
0422,4413,12100,,Retribuciones complementarias funcionarios,266194.0,266194.0,262506.82
0422,4413,14100,,Otro personal,138649.0,138649.0,138885.8
0422,4413,16000,,Seguridad social a cargo del ayuntamiento,171249.0,171249.0,167590.75
0422,4413,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,10442.0,10442.0,10381.49
0422,4413,21105,,Conservación y mantenimiento estación de autobuses,0.0,85000.0,62677.93
0422,4413,22101,,Suministro energía eléctrica estación buses,0.0,150000.0,63050.28
0422,4413,22102,,Suministro agua y depuración de residuales estación buses,19000.0,19000.0,0.0
0422,4413,22103,,Gas estación autobuses,30000.0,30000.0,78729.93
0422,4413,22734,,Seguridad estación autobuses,60000.0,60000.0,16282.0
0422,4413,22783,,Contratos prestación de servicios de limpieza estación buses,145000.0,145000.0,157473.6
0810,4301,11000,,Retribuciones personal eventual gabinete,0.0,0.0,22991.08
0810,4301,12000,,Retribuciones básicas de funcionarios,135320.0,135320.0,101295.63
0810,4301,12100,,Retribuciones complementarias funcionarios,165753.0,165753.0,123667.17
0810,4301,13000,,Retribuciones personal laboral fijo,2635.0,2635.0,0.0
0810,4301,14100,,Otro personal,0.0,0.0,47591.24
0810,4301,16000,,Seguridad social a cargo del ayuntamiento,72549.0,72549.0,81169.38
0810,4301,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,1818.0,1818.0,2910.87
0817,4332,22707,,Estudios y trabajos técnicos,45680.0,27680.0,9886.0
0817,4332,22707,R,Estudios y trabajos técnicos,0.0,22798.44,20518.47
0817,4334,85107,,Ampliación de capital del parque tecnológico,52600.0,52600.0,52582.0
0819,4301,12000,,Retribuciones básicas de funcionarios,191209.0,191209.0,173340.87
0819,4301,12100,,Retribuciones complementarias funcionarios,233864.0,233864.0,216690.85
0819,4301,14100,,Otro personal,65681.0,65681.0,54874.11
0819,4301,16000,,Seguridad social a cargo del ayuntamiento,125216.0,125216.0,122437.09
0819,4301,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,8727.0,8727.0,9597.98
0820,4301,12000,,Retribuciones básicas de funcionarios,143532.0,143532.0,142917.09
0820,4301,12100,,Retribuciones complementarias funcionarios,155927.0,155927.0,156160.88
0820,4301,14100,,Otro personal,48169.0,48169.0,53783.56
0820,4301,16000,,Seguridad social a cargo del ayuntamiento,88087.0,88087.0,97018.95
0820,4301,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,9283.0,9283.0,9595.09
0820,4314,48901,,Convenio City LAB Deusto,18000.0,0.0,0.0
0820,4321,22711,,II Congreso de la red internacional ciudades Michelín,101000.33,101000.33,64565.22
0820,4321,22711,R,II Congreso de la red internacional ciudades Michelín,0.0,132008.9,106698.76
0821,4314,48125,,Conv.Fund.Global Hub for The Common Good,20000.0,0.0,0.0
0821,4314,48966,,Sartu,0.0,0.0,0.0
0821,4331,12000,,Retribuciones básicas de funcionarios,190936.0,190936.0,209452.28
0821,4331,12100,,Retribuciones complementarias funcionarios,218491.0,218491.0,230665.65
0821,4331,13000,,Retribuciones personal laboral fijo,6567.0,6567.0,0.0
0821,4331,14100,,Otro personal,0.0,0.0,52999.69
0821,4331,16000,,Seguridad social a cargo del ayuntamiento,111205.0,111205.0,144233.42
0821,4331,16500,,Cuotas Elkarkidetza a cargo del ayuntamiento,7183.0,7183.0,8624.8
0821,4331,22677,,Apoyo a emprendedores,63000.0,63000.0,60902.08
0821,4331,22712,,Gestión centros de empresas,19211.0,19211.0,6249.36
0821,4331,22769,,Patrocinio FESTVAL - fila 2,0.0,190000.0,190000.0
0821,4331,22770,,Patroc. F2pcampus Katoid Techno,0.0,50000.0,49999.99
0821,4331,22797,,Dinamización económica,500000.0,237000.0,219259.44
0821,4331,41900,,Convenio UPV-EHU apoyo al emprendimiento,0.0,5000.0,5000.0
0821,4331,47002,,Aportación BIC,110000.0,88000.0,82629.0
0821,4331,47102,,Ayudas empleo industrias creativas,50000.0,50000.0,50000.0
0821,4331,47107,,Convenio AJEBASK-formación y semillero,15000.0,15000.0,15000.0
0821,4331,47117,,Convenio Asoc. Festival TV radio,190000.0,0.0,0.0
0821,4331,47129,,Ayudas al desarrollo y producción audiovisual,50000.0,50000.0,27000.0
0821,4331,47130,,Convenio MAZOKA - Mercado Dibujo Ilustración,21000.0,0.0,0.0
0821,4331,47131,,Conv. Euskal Irudigileak/Ilustradores de Euskadi,11000.0,24000.0,24000.0
0821,4331,47132,,Convenio Álava agencia de desarrollo,0.0,10000.0,0.0
0821,4331,47133,,Convenio 3 marzo Zaramaga films AIE,0.0,80000.0,80000.0
0821,4331,48150,,Convenio Asoc. Seniors españoles para la cooperación técnica  - SECOT,3000.0,0.0,0.0
0821,4331,48175,,Convenio con VIA para potenciar actividad de pasaje,0.0,276000.0,276000.0
0821,4331,48180,,Transferencias a VIA,260000.0,60000.0,60000.0
0821,4331,48943,,Foro responsabilidad social de la empresa,2000.0,4000.0,4000.0
0821,4331,48949,,Ayudas a la creación de empresas,70000.0,70000.0,70000.0
0821,4331,48967,,Ayudas a la inversión,90000.0,90000.0,90000.0
0821,4331,48985,,Premios Pacto Verde,6000.0,6000.0,6000.0
0821,4331,48986,,Convenio cámara apoyo pequeñas empresas,32000.0,32000.0,32000.0
0821,4331,48996,,Convenio arco n1,8000.0,9200.0,9200.0
0821,4331,60902,,Inversiones semillero Proy. Basaldea,75000.0,75000.0,72192.92
0821,4331,62601,,Reformas y equipamientos en semilleros,60000.0,60000.0,333.74
0821,4333,48172,,Convenio Fundación catedral Santa Maria,32000.0,32000.0,32000.0
0822,4314,12000,,Retribuciones básicas de funcionarios,57269.0,57269.0,54175.76
0822,4314,12100,,Retribuciones complementarias funcionarios,66137.0,66137.0,59112.98
0822,4314,14100,,Otro personal,63140.0,63140.0,91780.0
0822,4314,16000,,Seguridad social a cargo del ayuntamiento,56493.0,56493.0,71069.57
0822,4314,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,1547.0,1547.0,1509.34
0822,4314,20200,,Arrendamiento de maquinaria e instalaciones,94000.0,94000.0,92034.94
0822,4314,22700,,Iluminación navideña,65100.0,65100.0,83732.0
0822,4314,22771,,Jornada Urban Commerce,25000.0,25000.0,17915.0
0822,4314,22773,,Mercados,40000.0,40000.0,34131.27
0822,4314,22798,,Dinamización comercial,86000.0,86000.0,63764.02
0822,4314,22799,,Vitoria-gasteiz veg friendly,8000.0,8000.0,0.0
0822,4314,42301,,Conv. Cámara comercio escaparatismo,8000.0,8000.0,8000.0
0822,4314,48904,,Convenio City Wine,20000.0,20000.0,20000.0
0822,4314,48905,,Convenio Asoc. Ruta del vino - Iwinetc 2019,0.0,60000.0,59916.03
0822,4314,48926,,Convenio Asoc. Gasteiz On,250800.0,272800.0,272800.0
0822,4314,48963,,Convenio Asoc. Comercios Casco Medieval,98000.0,98000.0,98000.0
0822,4314,48964,,Ayudas al pequeño comercio,250000.0,318624.71,318624.71
0822,4314,48965,,Convenio Asoc. Empresarios comercio,45100.0,45100.0,45100.0
0822,4314,48966,,Convenio Asoc. Comerciantes calle Gorbea,15000.0,16000.0,16000.0
0823,2411,12000,,Retribuciones básicas de funcionarios,485937.0,485937.0,479417.8
0823,2411,12100,,Retribuciones complementarias funcionarios,574827.0,574827.0,577173.27
0823,2411,13000,,Retribuciones personal laboral fijo,464582.0,2271697.08,2233888.5
0823,2411,14100,,Otro personal,64837.0,64837.0,45274.71
0823,2411,16000,,Seguridad Social a cargo del ayuntamiento,466384.0,1044660.65,1087766.78
0823,2411,16500,,Cuotas Elkarkidetza a cargo del ayuntamiento,20385.0,20385.0,19840.77
0823,2411,20100,,Arrendamiento locales y edificios,80990.0,113990.0,113506.66
0823,2411,22791,,Impulso al empleo colectivos prioritarios,77600.0,77600.0,25395.33
0823,2411,22793,,Acciones de orientación y empleo,30000.0,30000.0,48425.06
0823,2411,22795,,Formación,628600.0,587600.0,526418.92
0823,2411,22796,,Proyecto inserción juvenil Genera 30,338800.0,40800.0,0.0
0823,2411,22797,,Plan de empleo Vitoria-Gasteiz,115000.0,96000.0,83654.83
0823,2411,47128,,Convenio Sea empleo Araba,72400.0,72400.0,0.0
0823,2411,48015,,Plan comarcal - Aportación Lanbide,0.0,1446678.29,0.0
0823,2411,48020,,Plan comarcal - Aportación municipal,500000.0,11321.71,0.0
0823,2411,48020,R,Plan comarcal - Aportación municipal,0.0,990053.58,790249.55
0823,2411,48171,,Convenio Fundación secretariado gitano,37000.0,42000.0,42000.0
0823,2411,48966,,Conv. Apoyo al Proy. Saregune,60000.0,60000.0,60000.0
0823,2411,48967,,Ayudas a la contratación- estabilidad empleo,400000.0,400000.0,390078.2
0823,2411,62299,,Instalaciones de empleo y formación,20000.0,20000.0,13569.04
0823,2411,62600,,Adquisición equipos informáticos instalac.empleo y formacion,5000.0,5000.0,4927.44
0823,4331,48994,,Convenio Adsis/Cáritas/Egibide proyecto Hazia,50000.0,100000.0,100000.0
0824,3411,22603,,Patrocinio publicitario Saski Baskonia S.A.D.,0.0,157300.0,157300.0
0824,3411,22611,,Patrocinio triatlon Vitoria-Gasteiz,95000.0,95000.0,90810.5
0824,3411,22710,,Contrato Final Four 2019,500000.0,500000.0,500000.0
0824,4321,12000,,Retribuciones básicas de funcionarios,143312.0,143312.0,144844.9
0824,4321,12100,,Retribuciones complementarias funcionarios,184881.0,184881.0,195076.03
0824,4321,14100,,Otro personal,67218.0,67218.0,119433.0
0824,4321,16000,,Seguridad social a cargo del ayuntamiento,104354.0,104354.0,131161.32
0824,4321,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,8356.0,8356.0,8856.54
0824,4321,22733,,Acciones competitividad sector,5000.0,5000.0,4035.36
0824,4321,22733,R,Acciones competitividad sector,0.0,1853.48,0.0
0824,4321,22772,,Patrocinio Semana del Pintxo Alavés 2019,0.0,12000.0,11999.99
0824,4321,22774,,Patrocinio miniature-pintxos congress,0.0,0.0,14999.99
0824,4321,22776,,"Gestión P. Europa, Villasuso y turismo",500000.0,500000.0,419072.91
0824,4321,22777,,Dinamizacion turística,194006.77,194006.77,226901.35
0824,4321,22778,,Eventos turísticos singulares,5000.0,5000.0,4543.72
0824,4321,22779,,Promoción de ciudad,135000.0,166800.0,184554.86
0824,4321,22780,,Gastos de merchandising oficina turismo,30000.0,30000.0,41823.53
0824,4321,62513,,Mobiliario palacios y congresos,15000.0,15000.0,14980.73
0824,4321,62609,,Equipos técnicos palacio Europa y Villasuso,20000.0,20000.0,34376.12
0825,4221,22763,,Economía circular,37000.0,33966.4,1860.66
0825,4221,22779,,Apoyo a industria y empresas,32500.0,32500.0,40519.21
0825,4221,62952,,Mantenimiento zonas industriales,400000.0,1000000.77,726234.76
0825,4221,62952,A,Mantenimiento zonas industriales,0.0,166557.26,165917.84
0825,4221,62952,R,Mantenimiento zonas industriales,0.0,15561.05,1937.5
0910,9202,12000,,Retribuciones básicas de funcionarios,191950.0,191950.0,162417.71
0910,9202,12100,,Retribuciones complementarias funcionarios,257688.0,257688.0,203127.7
0910,9202,12101,,Retribuciones según sentencia,100000.0,100000.0,0.0
0910,9202,14100,,Otro personal,5584.0,5584.0,13438.09
0910,9202,16000,,Seguridad social a cargo del ayuntamiento,108080.0,108080.0,88174.99
0910,9202,16007,,Aportación complemento especifico a funcionarios,276723.0,276723.0,256772.22
0910,9202,16102,,Indemnizaciones por jubilaciones anticipadas,2952798.0,7585235.47,7591976.05
0910,9202,16104,,Retribuciones según sentencia,15000.0,15000.0,29751.92
0910,9202,16204,,Seguro de vida-autoseguro,125000.0,195000.0,194400.0
0910,9202,16205,,Seguro vida-accidentes empleados,950000.0,950000.0,829346.28
0910,9202,16206,,Seguros corporativos,11500.0,11500.0,5057.91
0910,9202,16220,,Indemnizaciones por daños,1500.0,1500.0,341.29
0910,9202,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,9283.0,9283.0,7007.65
0910,9202,22001,,Ordinario no inventariable,420.0,420.0,993.41
0910,9202,22105,,Vestuario y uniformes,85000.0,85000.0,15604.38
0910,9202,22105,R,Vestuario y uniformes,0.0,47239.78,22167.2
0910,9202,22638,,Plan Formación Empleados Mples.,120000.0,120000.0,104557.61
0910,9202,22638,R,Plan Formación Empleados Mples.,0.0,3695.0,3539.25
0910,9202,22745,,Programa Estratégico de Prevención de Riesgos Laborales,20000.0,20000.0,13174.73
0910,9202,22759,,Plan Estrategico de Mejora Continua,21680.0,21680.0,15929.44
0910,9202,22760,,Acciones para la igualdad de género,15000.0,15000.0,2100.0
0910,9202,22760,R,Acciones para la igualdad de género,0.0,7575.34,7575.26
0910,9202,22764,,Estudios de organización,1000.0,8950.0,7863.67
0910,9202,23000,,Dietas,20720.0,20720.0,39149.83
0910,9202,23001,,Gastos de locomoción,35000.0,35000.0,29328.94
0910,9202,23900,,Gastos procesos selectivos,90000.0,90000.0,91995.1
0910,9202,48001,,Subvención al comité,14925.0,14925.0,11646.39
0910,9202,48002,,Becas y bolsas de estudio al personal,24475.0,24475.0,21148.15
0910,9202,48117,,Conv.asoc.down Álava-Isabel Orbe,3000.0,3000.0,0.0
0911,9202,12000,,Retribuciones básicas de funcionarios,283360.0,283360.0,257740.54
0911,9202,12100,,Retribuciones complementarias funcionarios,368888.0,368888.0,323806.24
0911,9202,14100,,Otro personal,125948.0,125948.0,173817.59
0911,9202,16000,,Seguridad social a cargo del ayuntamiento,205958.0,205958.0,218102.15
0911,9202,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,17376.0,17376.0,16952.6
0912,9202,12000,,Retribuciones básicas de funcionarios,150396.0,150396.0,145476.38
0912,9202,12100,,Retribuciones complementarias funcionarios,206120.0,206120.0,187134.92
0912,9202,16000,,Seguridad social a cargo del ayuntamiento,81805.0,81805.0,70272.97
0912,9202,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,8634.0,8634.0,6483.16
0915,9202,12000,,Retribuciones básicas de funcionarios,40637.0,40637.0,43238.78
0915,9202,12100,,Retribuciones complementarias funcionarios,55575.0,55575.0,56952.58
0915,9202,16000,,Seguridad social a cargo del ayuntamiento,20777.0,20777.0,21475.22
0915,9202,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,1547.0,1547.0,1509.34
0919,9203,12000,,Retribuciones básicas de funcionarios,158840.0,158840.0,152269.02
0919,9203,12100,,Retribuciones complementarias funcionarios,201356.0,201356.0,190183.99
0919,9203,14100,,Otro personal,4689.0,4689.0,0.0
0919,9203,16000,,Seguridad social a cargo del ayuntamiento,91865.0,91865.0,87936.6
0919,9203,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,7864.0,7864.0,7133.09
0919,9203,22108,,Productos farmacéuticos y hemoderivados,67300.0,67300.0,57167.91
0919,9203,22141,,Mantenimiento específico equipos servicios medicos,800.0,800.0,539.83
0919,9203,62901,,Adquisición equipos,3400.0,3400.0,702.59
1010,9204,12000,,Retribuciones básicas de funcionarios,77319.0,77319.0,46450.5
1010,9204,12100,,Retribuciones complementarias funcionarios,129029.0,129029.0,88620.02
1010,9204,14100,,Otro personal,0.0,0.0,3499.54
1010,9204,16000,,Seguridad social a cargo del ayuntamiento,39039.0,39039.0,22970.44
1010,9204,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,2811.0,2811.0,2321.47
1010,9204,22730,,Definición procesos y supervision LOPD,60000.0,60000.0,15681.6
1010,9204,22732,,Contratos de prestación de servicios,50000.0,50000.0,3221.33
1011,9204,12000,,Retribuciones básicas de funcionarios,448457.0,448457.0,473297.58
1011,9204,12100,,Retribuciones complementarias funcionarios,540648.0,540648.0,562762.0
1011,9204,13000,,Retribuciones personal laboral fijo,54383.0,54383.0,0.0
1011,9204,14100,,Otro personal,107753.0,107753.0,89736.89
1011,9204,16000,,Seguridad social a cargo del ayuntamiento,305667.0,305667.0,308193.33
1011,9204,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,21092.0,21092.0,21069.6
1011,9204,21501,,Mantenimiento de aplicaciones informáticas,450000.0,450000.0,377328.27
1011,9204,22720,,Soporte a mantenimiento de aplicativos,1285000.0,1285000.0,1395822.54
1011,9204,22724,,Mantenimiento del software plan contra fraude fiscal,0.0,0.0,0.0
1011,9204,62623,,Plan director e-administracion,325000.0,354000.0,353999.99
1011,9204,62623,R,Plan director e-administracion,0.0,16640.0,16640.0
1011,9204,62624,,Plan contra el fraude fiscal,200000.0,100000.0,79530.36
1011,9204,62624,R,Plan contra el fraude fiscal,0.0,166031.94,166031.94
1011,9204,62625,,Gestión centralizada de subvenciones,50000.0,50000.0,40000.0
1011,9204,62625,R,Gestión centralizada de subvenciones,0.0,40000.0,40000.0
1012,9204,12000,,Retribuciones básicas de funcionarios,337932.0,337932.0,334806.06
1012,9204,12100,,Retribuciones complementarias funcionarios,480842.0,480842.0,435882.19
1012,9204,14100,,Otro personal,180870.0,180870.0,124895.19
1012,9204,16000,,Seguridad Social a cargo del ayuntamiento,265738.0,265738.0,240616.14
1012,9204,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,13968.0,13968.0,11899.75
1012,9204,21500,,Mantenimiento equipos informáticos,330000.0,230000.0,221424.94
1012,9204,22728,,Soporte ordenadores centrales,300000.0,300000.0,264579.0
1012,9204,22729,,Soporte mantenimiento equipos usuarios,30000.0,30000.0,0.0
1012,9204,22755,,Plan nuevas tecnologías aplicaciones uso ciudadanos,1.0,1.0,0.0
1012,9204,62600,,Adquisición equipos informáticos,350000.0,321000.0,110344.4
1012,9204,62600,R,Adquisición equipos informáticos,0.0,87134.0,87134.0
1012,9204,62604,,Adquisición software base,160000.0,160000.0,23364.77
1012,9204,62620,,Acciones plan de seguridad,290000.0,290000.0,71944.81
1012,9204,62627,,Renovacion equipos y servicios,550000.0,550000.0,550000.0
1012,9271,22200,,Facturación telefónica,380000.0,380000.0,365743.46
1012,9271,22202,,Correspondencia y notificaciones,1410000.0,1410000.0,1335137.75
1012,9271,22644,,Anuncios en boletines oficiales,50000.0,50000.0,334.22
1017,9204,12000,,Retribuciones básicas de funcionarios,155195.0,155195.0,212340.99
1017,9204,12100,,Retribuciones complementarias funcionarios,196208.0,196208.0,272394.36
1017,9204,14100,,Otro personal,76890.0,76890.0,70988.66
1017,9204,16000,,Seguridad Social a cargo del ayuntamiento,108182.0,108182.0,140781.34
1017,9204,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,9238.0,9238.0,12046.18
1018,9204,12000,,Retribuciones básicas de funcionarios,28059.0,28059.0,25629.21
1018,9204,12100,,Retribuciones complementarias funcionarios,41522.0,41522.0,37603.84
1018,9204,16000,,Seguridad Social a cargo del ayuntamiento,11790.0,11790.0,12552.12
1018,9204,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,1547.0,1547.0,1509.34
1019,9204,12000,,Retribuciones básicas de funcionarios,26925.0,26925.0,27419.09
1019,9204,12100,,Retribuciones complementarias funcionarios,42112.0,42112.0,41505.26
1019,9204,16000,,Seguridad Social a cargo del ayuntamiento,13380.0,13380.0,12552.12
1019,9204,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,1547.0,1547.0,1509.34
1020,9204,12000,,Retribuciones básicas de funcionarios,26113.0,26113.0,26564.14
1020,9204,12100,,Retribuciones complementarias funcionarios,41006.0,41006.0,41040.0
1020,9204,16000,,Seguridad Social a cargo del ayuntamiento,11790.0,11790.0,12552.12
1110,2301,12000,,Retribuciones básicas de funcionarios,103106.0,103106.0,101397.47
1110,2301,12100,,Retribuciones complementarias funcionarios,153354.0,153354.0,145875.36
1110,2301,14100,,Otro personal,105033.0,105033.0,123163.23
1110,2301,16000,,Seguridad social a cargo del ayuntamiento,91424.0,91424.0,96023.3
1110,2301,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,1374.0,1374.0,1232.56
1111,2301,12000,,Retribuciones básicas de funcionarios,776503.0,776503.0,717460.94
1111,2301,12100,,Retribuciones complementarias funcionarios,976213.0,976213.0,919506.81
1111,2301,13000,,Retribuciones personal laboral fijo,39495.0,39495.0,39445.4
1111,2301,14100,,Otro personal,267707.0,267707.0,318775.19
1111,2301,16000,,Seguridad Social a cargo del ayuntamiento,592437.0,592437.0,601508.43
1111,2301,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,32184.0,32184.0,31663.12
1111,2301,22103,,Gas,23000.0,23000.0,22785.2
1111,2301,22618,,Otros gastos funcionamiento,50000.0,50000.0,82013.03
1111,2301,48045,,Subvenciones,250000.0,250000.0,249445.37
1111,2301,48190,,Convenio Colegio trabajo social,10000.0,10000.0,10000.0
1111,2301,48194,,Convenio Colegio de abogados,10000.0,10000.0,10000.0
1111,2301,48968,,Convenio Asoc. Vivir con voz propia,0.0,15000.0,15000.0
1111,2301,62204,,Inversiones en centros y locales,500000.0,130000.0,69905.52
1111,2301,62204,A,Inversiones en centros y locales,0.0,669287.53,642909.27
1111,2301,62204,R,Inversiones en centros y locales,0.0,814071.14,285385.88
1111,2301,62303,,Adquisición maquinaria,140000.0,247700.0,82830.29
1111,2301,62501,,Mobiliario,50000.0,312300.0,30705.43
1115,2323,22745,,Programa educación calle para sin techo,91183.47,91183.47,93502.49
1115,2323,48003,,Atenciones sociales,45000.0,45000.0,20010.02
1115,2324,22002,,"Prensa, revistas y otras publicaciones",2050.0,2050.0,1016.3
1115,2324,22105,,Vestuario y uniformes,1500.0,1500.0,0.0
1115,2324,22106,,Productos alimenticios,20000.0,20000.0,18912.61
1115,2324,22111,,Menaje,7500.0,7500.0,2200.14
1115,2324,22115,,Material técnico específico,6000.0,6000.0,4429.18
1115,2324,22759,,Monitores talleres,84474.0,84474.0,53410.73
1115,2324,22784,,Contratros servicios de urgencias,504783.0,504783.0,486091.75
1115,2324,22786,,Transporte de comidas,11889.87,11889.87,9436.08
1115,2324,48003,,Atenciones sociales,38000.0,38000.0,22923.18
1115,2325,22111,,Menaje,14000.0,14000.0,9382.35
1115,2325,22115,,Material técnico específico,29500.0,29500.0,20661.26
1115,2325,22614,,Talleres Gizarteratu,807198.0,807198.0,741545.02
1115,2325,22666,,Vigilancia nocturna Villasuso,93573.0,93573.0,92190.48
1115,2325,22759,,Monitores talleres,42574.0,42574.0,0.0
1115,2325,22761,,Programa Acompañamiento pisos acogida,104042.76,104042.76,103492.74
1115,2325,22786,,Transporte de comidas casa abierta,11889.87,11889.87,9436.08
1115,2325,48003,,Atenciones sociales,55000.0,55000.0,28845.21
1115,2325,48121,,Conv. Comisión Antisida-Centro municipal casa abierta,331526.0,331526.0,331526.0
1115,2325,48137,,Conv. Comisión Antisida-pisos tutelados,290171.0,290171.0,290171.0
1115,2325,48140,,Conv. Comisión Antisida-centro estrada,453516.0,453516.0,453516.0
1115,2325,48145,,Convenio Caritas-taller ocupacional,72000.0,72000.0,72000.0
1115,2325,48148,,Convenio Afroamericana pisos tutelados,509412.0,509412.0,509412.0
1115,2325,48169,,Convenio Gao Lacho Drom,60756.0,60756.0,60756.0
1115,2325,48170,,Convenio Irse programa apoyo a la inserción,46284.0,30000.0,30000.0
1115,2325,48184,,Convenio Clara Campoamor-pisos acogida mujeres victimas violencia,292135.0,292135.0,292135.0
1115,2325,48190,,Piso semitutelado de apoyo a jóvenes,56662.0,56662.0,56662.0
1115,2325,48197,,Convenio Sendotu,20000.0,20000.0,20000.0
1115,2325,48901,,Convenio Comisión Antisida Aterpe,457126.0,457126.0,457126.0
1115,2325,48908,,Convenio Aizan,15000.0,0.0,0.0
1115,2325,48940,,Casa iniciativas Abetxuko,77000.0,77000.0,77000.0
1115,2325,48957,,Convenio Loremaitea-Agle,40000.0,60000.0,60000.0
1115,2326,41906,,Convenio Prestaturik,36553.0,0.0,0.0
1115,2327,12000,,Retribuciones básicas de funcionarios,451897.0,451897.0,481652.53
1115,2327,12100,,Retribuciones complementarias funcionarios,602769.0,602769.0,650898.71
1115,2327,14100,,Otro personal,375857.0,375857.0,519244.58
1115,2327,16000,,Seguridad Social a cargo del ayuntamiento,465542.0,465542.0,522984.25
1115,2327,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,13145.0,13145.0,11930.73
