#Organikoa,Funtzionala,Ekonomikoa,Aplikazioaren izena,Hasierako kreditua,Behin betiko kreditua,Behartua
0817,7211,12100,Funtzionarioen ordainsari osagarriak,0.0,0.0,107805.82
0817,7211,14100,Bestelako langileak,0.0,0.0,38432.2
0817,7211,16000,"Gizarte Segurantza, enpresaren kontura",0.0,0.0,57787.23
0817,7211,16500,"Elkarkidetzako kuotak, Udalaren kontura",0.0,0.0,519.33
081801,3221,22712,Enpresa-mintegien kudeaketa,0.0,0.0,0.0
081801,3224,22796,Proiektu estrategiko lotuak,0.0,0.0,0.0
081801,3224,22797,Udalaren enplegu batzorde txostengilea,0.0,0.0,0.0
081801,5142,22798,Erdi Aroko hiriguneko kudeaketa soziokulturalaren eta dinamizazio ekonomikoaren gastuak,0.0,0.0,0.0
081801,7211,14100,Bestelako langileak,0.0,0.0,123599.33
081801,7211,16000,"Gizarte Segurantza, enpresaren kontura",0.0,0.0,56368.8
081802,3225,20200,Makineria eta instalazioak alokatzea,0.0,0.0,0.0
081802,3225,22700,Eguberrietako argiztapena,0.0,0.0,0.0
081802,3225,22771,“Urban Commerce” jardunaldia,0.0,0.0,0.0
081802,3225,22773,Azoken zaintza,0.0,0.0,0.0
081802,3225,22798,Merkataritza dinamizatzea,0.0,0.0,0.0
081803,4517,22700,Garbiketa-zerbitzuaren kontratua,0.0,0.0,0.0
081803,4517,22706,Europa jauregiko zerbitzu-enpresen eta laguntza teknikoaren kontratazioa,0.0,0.0,0.0
081803,4517,22776,"Azpiegituren kudeaketa: Europa jauregia, Goiuri jauregia eta Turismoa",0.0,0.0,0.0
081803,4517,22777,Sustapena: materialak argitaratu eta turismo-zabalkundea,0.0,0.0,0.0
081803,4517,22778,Turismo gertaldi bereziak:  Vitoria Green Capital,0.0,0.0,0.0
081803,7211,12000,Funtzionarioen oinarrizko ordainsariak,0.0,0.0,43038.73
081803,7211,12100,Funtzionarioen ordainsari osagarriak,0.0,0.0,56456.15
081803,7211,14100,Bestelako langileak,0.0,0.0,17196.7
081803,7211,16000,"Gizarte Segurantza, enpresaren kontura",0.0,0.0,34215.79
081803,7211,16500,"Elkarkidetzako kuotak, Udalaren kontura",0.0,0.0,302.54
0910,1240,12000,Funtzionarioen oinarrizko ordainsariak,93284.0,93284.0,50467.96
0910,1240,12100,Funtzionarioen ordainsari osagarriak,130070.0,130070.0,79168.52
0910,1240,14100,Bestelako langileak,74055.0,74055.0,106633.67
0910,1240,16000,"Gizarte Segurantza, enpresaren kontura",65050.0,65050.0,51593.55
0910,1240,16007,Funtzionarioen berariazko osagarrirako ekarpena,269978.0,269978.0,258020.39
0910,1240,16102,Aldez aurreko erretiroen kalte-ordainak,803000.0,803000.0,1065844.73
0910,1240,16104,Epaiaren ondoriozko ordainsariak,75000.0,75000.0,4991.21
0910,1240,16204,Bizi-asegurua - Auto-asegurua,146000.0,146000.0,0.0
0910,1240,16205,Bizi-asegurua - langileen istripuak,613022.0,613022.0,599769.38
0910,1240,16206,Aseguru korporatiboak,11500.0,11500.0,3013.88
0910,1240,16220,Kalte-ordainak,5000.0,5000.0,671.43
0910,1240,16500,"Elkarkidetzako kuotak, Udalaren kontura",465.0,465.0,290.68
0910,1240,22001,"Ohikoa, inbentariatu ezina",4700.0,4700.0,9142.85
0910,1240,22105,Jantziak eta uniformeak,50120.0,50120.0,28929.72
0910,1240,22638,Udal langileen prestakuntza-plana,150000.0,154200.0,136095.07
0910,1240,22702,Aurrezteko ideiak,1.0,1.0,0.0
0910,1240,22745,Laneko arriskuen prebentziorako programa estrategikoa,3000.0,3000.0,3262.19
0910,1240,22746,Lan-absentismoaren inguruko ekintzetarako kontratuak,6092.0,6092.0,0.0
0910,1240,22747,Lanpostuen analisia eta ezartzeko azterlanak,0.0,0.0,0.0
0910,1240,22759,Etengabeko hobekuntzarako plan estrategikoa,25000.0,25000.0,14665.39
0910,1240,22763,Bilera eta biltzarrak egitea,1.0,1.0,0.0
0910,1240,22764,Antolakuntza-azterlanak,3000.0,3000.0,0.0
0910,1240,23000,Dietak,128850.0,128850.0,120267.33
0910,1240,23001,Lokomozio-gastuak,54740.0,54740.0,29018.1
0910,1240,23900,Hautatze prozesuetako gastuak,4000.0,4000.0,2907.6
0911,1240,12000,Funtzionarioen oinarrizko ordainsariak,263325.0,263325.0,227004.69
0911,1240,12100,Funtzionarioen ordainsari osagarriak,362720.0,362720.0,304513.7
0911,1240,14100,Bestelako langileak,113962.0,113962.0,116013.87
0911,1240,16000,"Gizarte Segurantza, enpresaren kontura",204126.0,204126.0,183882.37
0911,1240,16500,"Elkarkidetzako kuotak, Udalaren kontura",4806.0,4806.0,1546.35
0912,1240,12000,Funtzionarioen oinarrizko ordainsariak,193201.0,179709.0,196893.43
0912,1240,12100,Funtzionarioen ordainsari osagarriak,245198.0,226903.0,241549.92
0912,1240,14100,Bestelako langileak,3396.0,3396.0,0.0
0912,1240,16000,"Gizarte Segurantza, enpresaren kontura",102854.0,96551.0,106121.92
0912,1240,16500,"Elkarkidetzako kuotak, Udalaren kontura",3331.0,3331.0,3906.33
0915,1240,12000,Funtzionarioen oinarrizko ordainsariak,69539.0,69539.0,46288.06
0915,1240,12100,Funtzionarioen ordainsari osagarriak,90530.0,90530.0,61938.28
0915,1240,14100,Bestelako langileak,38084.0,38084.0,40119.48
0915,1240,16000,"Gizarte Segurantza, enpresaren kontura",46662.0,46662.0,32581.17
0915,1240,16500,"Elkarkidetzako kuotak, Udalaren kontura",372.0,372.0,145.34
0919,1246,12000,Funtzionarioen oinarrizko ordainsariak,179017.0,179017.0,163996.48
0919,1246,12100,Funtzionarioen ordainsari osagarriak,236771.0,236771.0,205449.81
0919,1246,16000,"Gizarte Segurantza, enpresaren kontura",96232.0,96232.0,95225.1
0919,1246,16500,"Elkarkidetzako kuotak, Udalaren kontura",582.0,582.0,863.59
0919,1246,22108,Botikak eta hemoderibatuak,81052.98,81052.98,61317.3
0919,1246,22141,Zerbitzu medikoen tresneriaren berariazko mantenimendua,2289.69,2289.69,0.0
0919,1246,22199,Bestelako hornikuntzak,2020.82,2020.82,0.0
1010,1250,12000,Funtzionarioen oinarrizko ordainsariak,45161.0,45161.0,30422.99
1010,1250,12100,Funtzionarioen ordainsari osagarriak,76735.0,76735.0,48865.32
1010,1250,14100,Bestelako langileak,0.0,0.0,94023.07
1010,1250,16000,"Gizarte Segurantza, enpresaren kontura",19866.0,19866.0,42761.05
1010,1250,16500,"Elkarkidetzako kuotak, Udalaren kontura",139.0,139.0,218.0
1010,1250,22730,LOPD-ko prozesuak definitu eta ikuskatzea.,40000.0,40000.0,0.0
1010,4510,12000,Funtzionarioen oinarrizko ordainsariak,0.0,0.0,0.0
1010,4510,12100,Funtzionarioen ordainsari osagarriak,0.0,0.0,0.0
1010,4510,16000,"Gizarte Segurantza, enpresaren kontura",0.0,0.0,0.0
1011,1250,12000,Funtzionarioen oinarrizko ordainsariak,411679.0,411679.0,429290.87
1011,1250,12100,Funtzionarioen ordainsari osagarriak,513856.0,513856.0,537172.13
1011,1250,13000,Lan-kontratudun langile finkoen ordainsariak,95685.0,95685.0,85636.71
1011,1250,14100,Bestelako langileak,218715.0,218715.0,204920.12
1011,1250,16000,"Gizarte Segurantza, enpresaren kontura",293068.0,293068.0,305635.04
1011,1250,16500,"Elkarkidetzako kuotak, Udalaren kontura",2025.0,2025.0,2518.85
1011,1250,21501,Informatika-aplikazioak mantentzea,186152.63,186152.63,254673.17
1011,1250,22720,Aplikatiboak onik zaintzeko euskarria,1110000.0,1110000.0,909897.92
1012,1250,12000,Funtzionarioen oinarrizko ordainsariak,289281.0,289281.0,291643.29
1012,1250,12100,Funtzionarioen ordainsari osagarriak,395278.0,395278.0,391472.94
1012,1250,14100,Bestelako langileak,166127.0,166127.0,198322.94
1012,1250,16000,"Gizarte Segurantza, enpresaren kontura",230878.0,230878.0,237509.17
1012,1250,16500,"Elkarkidetzako kuotak, Udalaren kontura",2841.0,2841.0,1261.28
1012,1250,21500,Informatika ekipoak onik zaintzea,318118.34,318118.34,274193.03
1012,1250,22728,Ordenagailu zentralen euskarria,222000.0,222000.0,201921.78
1012,1250,22729,Erabiltzaileen ekipoak mantentzeko euskarria,105600.0,105600.0,157626.85
1012,1250,22750,Administratel,64800.0,64800.0,64800.0
1012,1270,22200,Telefono-fakturazioa,585000.0,585000.0,624071.53
1014,1250,12000,Funtzionarioen oinarrizko ordainsariak,158764.0,158764.0,183269.52
1014,1250,12100,Funtzionarioen ordainsari osagarriak,208869.0,208869.0,238060.08
1014,1250,14100,Bestelako langileak,15233.0,15233.0,89051.91
1014,1250,16000,"Gizarte Segurantza, enpresaren kontura",105157.0,105157.0,136791.17
1014,1250,16500,"Elkarkidetzako kuotak, Udalaren kontura",440.0,440.0,587.03
1014,1270,22201,Herritarrei argibideak emateko sistema (010),1287500.0,1223983.46,922983.57
1014,1270,22202,Posta eta jakinarazpenak,1220000.0,1220000.0,1120941.12
1014,1270,22644,Aldizkari ofizialetako iragarkiak,77250.0,77250.0,58835.23
1017,1270,12000,Funtzionarioen oinarrizko ordainsariak,288290.0,288290.0,221656.46
1017,1270,12100,Funtzionarioen ordainsari osagarriak,357147.0,357147.0,276526.35
1017,1270,14100,Bestelako langileak,30394.0,30394.0,71920.39
1017,1270,16000,"Gizarte Segurantza, enpresaren kontura",179214.0,179214.0,151407.86
1017,1270,16500,"Elkarkidetzako kuotak, Udalaren kontura",1992.0,1992.0,1118.62
1110,3100,12000,Funtzionarioen oinarrizko ordainsariak,85874.0,85874.0,68154.81
1110,3100,12100,Funtzionarioen ordainsari osagarriak,116777.0,116777.0,99032.29
1110,3100,14100,Bestelako langileak,92174.0,92174.0,128147.68
1110,3100,16000,"Gizarte Segurantza, enpresaren kontura",63206.0,63206.0,69473.39
1110,3100,16500,"Elkarkidetzako kuotak, Udalaren kontura",0.0,0.0,0.0
1111,3100,12000,Funtzionarioen oinarrizko ordainsariak,573945.0,573945.0,597211.15
1111,3100,12100,Funtzionarioen ordainsari osagarriak,743818.0,743818.0,750895.09
1111,3100,13000,Lan-kontratudun langile finkoen ordainsariak,35822.0,35822.0,36078.2
1111,3100,14100,Bestelako langileak,321770.0,321770.0,283936.21
1111,3100,16000,"Gizarte Segurantza, enpresaren kontura",473319.0,473319.0,468682.89
1111,3100,16500,"Elkarkidetzako kuotak, Udalaren kontura",2068.0,2068.0,2831.55
1111,3100,22102,Ura,250.0,250.0,96.1
1111,3100,22103,Gasa,71900.0,71900.0,77542.21
1111,3100,22618,Bestelako funtzionamendu gastuak,4100.0,4100.0,4595.92
1111,3100,22694,Lanean hasi aurreko enplegu programak,0.0,0.0,0.0
1115,3100,12000,Funtzionarioen oinarrizko ordainsariak,336529.0,336529.0,359535.06
1115,3100,12100,Funtzionarioen ordainsari osagarriak,457269.0,457269.0,495183.42
1115,3100,14100,Bestelako langileak,481858.0,481858.0,502507.23
1115,3100,16000,"Gizarte Segurantza, enpresaren kontura",385772.0,385772.0,409796.91
1115,3100,16500,"Elkarkidetzako kuotak, Udalaren kontura",945.0,945.0,1455.7
1115,3150,22745,Aterperik gabekoentzako kaleko heziketako programa,99365.0,99365.0,96107.04
1115,3150,22784,Larrialdietako zerbitzuak kontratatzea,616475.0,600175.38,600175.38
1115,3151,22002,"Prentsa, aldizkariak eta beste argitalpen batzuk",2050.0,2050.0,1074.8
1115,3151,22106,Elikagaiak,16430.0,16430.0,14641.16
1115,3151,22111,Tresnak eta lanabesak,4620.0,4620.0,3282.87
1115,3151,22115,Berariazko material teknikoa,2160.0,2160.0,2258.16
1115,3151,22759,Lantegietako irakasleak,107850.0,50105.0,50326.77
1115,3151,22786,Otordu-zerbitzua,14932.0,11889.87,11889.84
1115,3152,22111,Tresnak eta lanabesak,8220.0,8220.0,3360.59
1115,3152,22115,Berariazko material teknikoa,18490.0,18490.0,58503.79
1115,3152,22613,Arropak garbitzeko zerbitzua,0.0,0.0,0.0
1115,3152,22614,Gizarteratu lantegiak,618080.0,608094.93,558723.7
1115,3152,22666,Goiuriko gaueko zaintza,83578.0,83578.0,84395.6
1115,3152,22715,Besarkada Etxea HIESaren aurkako etxeko kontratua,230000.0,230000.0,230000.0
1115,3152,22718,Droga-mendekotasunen prebentziorako programa,81643.0,81643.0,81643.0
1115,3152,22761,Gizarte larrialdietarako erabilera askotarako etxebizitzetako programa,88113.0,75138.87,75138.87
1115,3152,22786,"Janari-garraioa, etxe irekira",14932.0,11889.87,11889.84
1115,3153,20200,Makineria eta instalazioak alokatzea,0.0,0.0,0.0
1115,3153,22716,Immigrazio-plana,61630.0,61630.0,62148.5
1115,3153,22764,Etorkinei laguntzeko itzulpen-zerbitzua,10270.0,10270.0,12344.95
1120,3100,12000,Funtzionarioen oinarrizko ordainsariak,284746.0,284746.0,303125.69
1120,3100,12100,Funtzionarioen ordainsari osagarriak,325247.0,325247.0,350958.79
1120,3100,14100,Bestelako langileak,310825.0,310825.0,252563.67
1120,3100,16000,"Gizarte Segurantza, enpresaren kontura",252883.0,252883.0,251069.94
1120,3100,16500,"Elkarkidetzako kuotak, Udalaren kontura",696.0,696.0,943.47
1120,3110,22111,Tresnak eta lanabesak,6160.0,4160.0,2913.75
1120,3110,22115,Berariazko material teknikoa,3080.0,3080.0,1994.77
1120,3110,22615,Hezkuntza zerbitzuak,2050.0,0.0,0.0
1120,3110,22626,Ordezko familiak,76010.0,70118.84,70118.72
1120,3110,22678,Haurrentzako partaidetza-programa,98600.0,120600.0,88791.75
1120,3110,22679,‘Prólogo’ prebentzio-programa,15400.0,15400.0,20062.37
1120,3110,22680,Emozioei buruzko lantegiak,61630.0,61630.0,112666.52
1120,3110,22726,Senidegune programa,109900.0,109900.0,46118.25
1120,3110,22744,Zerbitzu medikoa,2875.0,0.0,0.0
1120,3110,22745,Ada-dartinton programa,410860.0,403386.81,403386.78
1120,3110,22748,Terapiak,102700.0,102700.0,61507.2
1120,3110,22775,Bidatu programa,188364.0,186780.53,186780.0
1120,3110,22789,Haurren kasuak baloratzea,154070.0,154070.0,155640.8
1120,3110,22791,Haurrentzako tokiko plana,102700.0,52700.0,93232.19
1120,3110,22792,Sexu-abusuak baloratzea,12325.0,12325.0,8736.4
1120,3110,22793,Heziketa etxeak,1725964.0,1670339.79,1670339.52
1120,3110,22794,Eguneko zentroak,1143452.0,1108215.36,1107818.86
1120,3110,22795,Bisita zerbitzua,0.0,0.0,0.0
1120,3110,22796,Valeo programa,41090.0,41090.0,38221.0
1133,3100,12000,Funtzionarioen oinarrizko ordainsariak,2417204.0,2417204.0,2382881.02
1133,3100,12100,Funtzionarioen ordainsari osagarriak,3286347.0,3286347.0,3255777.67
1133,3100,13000,Lan-kontratudun langile finkoen ordainsariak,0.0,0.0,0.0
1133,3100,14100,Bestelako langileak,2893053.0,2893053.0,3393975.52
1133,3100,16000,"Gizarte Segurantza, enpresaren kontura",2462047.0,2462047.0,2676768.35
1133,3100,16220,Kalte-ordainak,0.0,0.0,0.0
1133,3100,16500,"Elkarkidetzako kuotak, Udalaren kontura",7309.0,7309.0,10458.87
1133,3120,22002,"Prentsa, aldizkariak eta bestelako argitalpenak",10313.0,10313.0,12725.82
1133,3120,22105,Jantziak eta uniformeak,578.0,578.0,0.0
1133,3120,22106,Elikagaiak,1519027.0,1478626.39,1414187.3
1133,3120,22111,Tresnak eta lanabesak,53588.0,53588.0,45983.85
1133,3120,22115,Berariazko material teknikoa,69568.0,69568.0,53527.56
1133,3120,22606,Ile-apaindegiko zerbitzuak,13676.5,13676.5,15272.19
1133,3120,22618,Bestelako funtzionamendu gastuak,14380.0,14380.0,12651.37
1133,3120,22623,Familia zaintzaileei laguntzeko programa,476687.0,310400.0,301247.22
1133,3120,22652,Hirugarren adinekoen egoitzetako animazioa,282780.28,280403.52,280403.52
1133,3120,22666,Gaueko zaintza - San Prudentzio egoitza,66793.48,59899.83,59899.8
1133,3120,22667,San Prudentzioko erlijio-zerbitzuak,19583.2,16961.64,16961.64
1133,3120,22702,Kafetegi-zerbitzua,15920.0,14207.16,14207.14
1133,3120,22708,Zaharrak lekualdatzea,136610.0,136610.0,141931.11
1133,3120,22739,Landareak mantentzea,4110.0,4110.0,5281.44
1133,3121,22111,Tresnak eta lanabesak,8220.0,8220.0,11017.6
1133,3121,22713,Podologia-zerbitzua,40800.0,39720.0,39720.0
1133,3121,22754,Adinekoentzako zentro soziokulturalen kudeaketa,2320239.0,2320239.0,2281448.37
1133,3121,22786,Janari-garraioa,52262.51,41614.55,41119.03
1133,3122,22002,"Prentsa, aldizkariak eta bestelako argitalpenak",906.22,906.22,1172.9
1133,3122,22111,Tresnak eta lanabesak,12325.0,12325.0,2536.48
1133,3122,22115,Berariazko material teknikoa,816.05,816.05,277.52
1133,3122,22609,Adinekoentzako apartamentuetako familia-langileak,321122.17,303350.53,301671.53
1133,3122,22618,Bestelako funtzionamendu gastuak,5365.0,5365.0,3018.14
1133,3122,22628,Santa María de Olarizuko animazioa,37147.92,37147.92,37636.8
1133,3122,22705,"Eguneko arreta zerbitzua kudeatzea, Tomas Zumarraga Dohatsua",388503.64,377003.99,377003.99
1133,3122,22708,Zaharrak lekualdatzea,323123.0,323123.0,304018.33
1133,3122,22718,Blas de Otero kaleko eguneko arreta zerbitzua kudeatzea,657323.0,637947.35,626873.39
1133,3122,22786,Janari-garraioa,44797.64,35669.61,35662.26
1145,3100,12000,Funtzionarioen oinarrizko ordainsariak,832245.0,832245.0,820205.8
1145,3100,12100,Funtzionarioen ordainsari osagarriak,976034.0,976034.0,939589.31
1145,3100,14100,Bestelako langileak,962062.0,962062.0,1024871.98
1145,3100,16000,"Gizarte Segurantza, enpresaren kontura",719578.0,719578.0,801138.24
1145,3100,16500,"Elkarkidetzako kuotak, Udalaren kontura",1434.0,1434.0,1896.22
1145,3131,22786,Otordu-zerbitzua,114926.48,103752.08,82313.09
1145,3131,22797,Etxez etxeko laguntza zerbitzua,2570089.05,2500089.05,2324300.14
1145,3131,22798,ELZ oinarrizkoa,0.0,0.0,0.0
1145,3133,22115,Berariazko material teknikoa,13504.8,13504.8,13095.34
1145,3133,22619,Kaleko heziketa,881600.0,790748.59,790748.59
1145,3133,22746,Oinarrizko Gizarte Zerbitzuak zaintzea,328406.3,316956.3,316902.93
1145,3133,22759,Lantegietako irakasleak,301675.79,259420.79,205450.66
1145,3134,22731,Babesgabetuetako otorduak,1540700.0,1040700.0,970743.0
1150,4630,12000,Funtzionarioen oinarrizko ordainsariak,21825.0,21825.0,40175.62
1150,4630,12100,Funtzionarioen ordainsari osagarriak,24072.0,24072.0,55797.13
1150,4630,14100,Bestelako langileak,78484.0,78484.0,30677.85
1150,4630,16000,"Gizarte Segurantza, enpresaren kontura",34002.0,34002.0,30556.46
1150,4630,16500,"Elkarkidetzako kuotak, Udalaren kontura",131.0,131.0,97.32
1150,4630,22699,Lankidetzako bestelako hainbat gastu,10000.0,10000.0,9827.25
1150,4630,22707,Azterlanak eta lan teknikoak,16000.0,10000.0,1499.19
1150,4630,22799,Kanpoko beste zenbait lan,15000.0,15000.0,23665.13
1310,6111,12000,Funtzionarioen oinarrizko ordainsariak,139826.0,139826.0,105519.37
1310,6111,12100,Funtzionarioen ordainsari osagarriak,186550.0,186550.0,148212.88
1310,6111,14100,Bestelako langileak,46.0,46.0,17929.03
1310,6111,16000,"Gizarte Segurantza, enpresaren kontura",76441.0,76441.0,58483.1
1310,6111,16500,"Elkarkidetzako kuotak, Udalaren kontura",341.0,341.0,332.4
1510,1900,12000,Funtzionarioen oinarrizko ordainsariak,52117.0,35491.0,41877.36
1510,1900,12100,Funtzionarioen ordainsari osagarriak,97774.0,68632.0,77356.79
1510,1900,16000,"Gizarte Segurantza, enpresaren kontura",19925.0,13750.0,17872.69
1510,1900,16500,"Elkarkidetzako kuotak, Udalaren kontura",76.0,76.0,118.7
1510,1900,22004,Kartografia eta proiektuak editatu eta erreproduzitzea,5880.0,5880.0,5774.57
1510,1900,22605,"Bilerak, hitzaldiak eta biltzarrak",19600.0,19600.0,18844.99
1510,3220,22606,Euskadi 2011 enplegu-plana,0.0,0.0,0.0
1511,4447,12000,Funtzionarioen oinarrizko ordainsariak,158391.0,158391.0,127425.62
1511,4447,12100,Funtzionarioen ordainsari osagarriak,215607.0,215607.0,197195.41
1511,4447,16000,"Gizarte Segurantza, enpresaren kontura",124226.0,124226.0,115100.88
1511,4447,16500,"Elkarkidetzako kuotak, Udalaren kontura",2641.0,2641.0,1015.93
1511,4447,21040,Kontrol eta diagnosi ekipoak mantentzea,189140.0,189140.0,139386.0
1511,4447,22115,Ordezko piezak eta suntsikorrak,8330.0,8330.0,7766.11
1512,4447,12000,Funtzionarioen oinarrizko ordainsariak,64634.0,64634.0,37720.87
1512,4447,12100,Funtzionarioen ordainsari osagarriak,85480.0,85480.0,53337.51
1512,4447,14100,Bestelako langileak,42324.0,42324.0,10147.09
1512,4447,16000,"Gizarte Segurantza, enpresaren kontura",49288.0,49288.0,24103.02
1512,4447,16500,"Elkarkidetzako kuotak, Udalaren kontura",2797.0,2797.0,2370.38
1513,4420,22700,Garbiketa-zerbitzuaren kontratua,24416991.0,26303359.49,26131464.36
1513,4420,22701,Kontratuz kanpoko lanak,0.0,0.0,0.0
1513,4420,22702,Jundizko hiri hondakinen lantegia ustiatzeko kontratua,5923600.0,6117851.76,6061145.76
1513,4420,22703,Bilketa pneumatikoaren kontratua,815979.0,815979.0,881257.56
1513,4420,22723,Zabortegia ustiatzeko kontratua,1316000.0,1316000.0,1425266.79
1513,4443,22715,Hondakinen gaikako bilketa,300000.0,300000.0,179268.07
1514,1900,12000,Funtzionarioen oinarrizko ordainsariak,383339.0,361520.0,337724.64
1514,1900,12100,Funtzionarioen ordainsari osagarriak,478418.0,454493.0,417726.14
1514,1900,14100,Bestelako langileak,214047.0,214047.0,205640.21
1514,1900,16000,"Gizarte Segurantza, enpresaren kontura",308382.0,293322.0,282883.72
1514,1900,16500,"Elkarkidetzako kuotak, Udalaren kontura",5675.0,5675.0,2606.69
151701,4110,22699,Bestelako hainbat gastu,1000.0,1000.0,11027.38
151701,4111,22799,Dutxa-etxeko kontratuak,0.0,0.0,0.0
151701,4112,12000,Funtzionarioen oinarrizko ordainsariak,176938.0,176938.0,192203.08
151701,4112,12100,Funtzionarioen ordainsari osagarriak,234849.0,234849.0,254400.7
151701,4112,13000,Lan-kontratudun langile finkoen ordainsariak,31213.0,31213.0,5031.59
151701,4112,14100,Bestelako langileak,88308.0,88308.0,53850.65
151701,4112,16000,"Gizarte Segurantza, enpresaren kontura",137673.0,137673.0,133485.59
151701,4112,16500,"Elkarkidetzako kuotak, Udalaren kontura",3318.0,3318.0,3056.74
151701,4112,22107,Animalientzako elikagaiak,12000.0,12000.0,12231.14
151701,4112,22108,Animalientzako botikak hornitzea,6000.0,6000.0,5062.66
151701,4112,22112,Animalien osasunerako materialak,12000.0,12000.0,14043.99
151701,4112,22113,Elikagaien higienerako materialak,1500.0,1500.0,1703.83
151701,4112,22718,Animalien osasunerako programak,5000.0,5000.0,1401.29
151701,4112,22720,"Desinfekzio, intsektu-hiltze eta arratoi-hiltze parkearen programak",90000.0,90000.0,96098.53
151701,4112,22721,Udalaren bitartekaritza-programa,0.0,0.0,0.0
151701,4112,22722,Animalientzako sorospen-programa,17000.0,14000.0,195.0
151701,4112,22766,"Desinfekzioa, intsektu-hiltzea eta arratoi-hiltzeaa, betearazte subsidiarioak",4000.0,4000.0,2662.39
151702,4111,12000,Funtzionarioen oinarrizko ordainsariak,46830.0,46830.0,47075.49
151702,4111,12100,Funtzionarioen ordainsari osagarriak,56925.0,56925.0,56903.17
151702,4111,14100,Bestelako langileak,37494.0,37494.0,46504.28
151702,4111,16000,"Gizarte Segurantza, enpresaren kontura",34759.0,34759.0,42743.31
151702,4111,16500,"Elkarkidetzako kuotak, Udalaren kontura",93.0,93.0,145.34
151702,4111,20200,Desfibriladoreak alokatzea,49000.0,49000.0,33529.26
151702,4111,22718,Droga-mendekotasunen prebentziorako programa,220000.0,156779.4,91046.01
151703,4113,12000,Funtzionarioen oinarrizko ordainsariak,204504.0,204504.0,213963.72
151703,4113,12100,Funtzionarioen ordainsari osagarriak,280148.0,280148.0,292591.54
151703,4113,14100,Bestelako langileak,70126.0,70126.0,66169.0
151703,4113,16000,"Gizarte Segurantza, enpresaren kontura",152359.0,152359.0,157526.69
151703,4113,16500,"Elkarkidetzako kuotak, Udalaren kontura",3162.0,3162.0,2899.16
151703,4113,21200,Makinak eta instalazioak onik zaintzea,10000.0,10000.0,7852.97
151703,4113,22115,Berariazko material teknikoa (laborategia),60000.0,60000.0,75686.1
151703,4113,22716,Kalitate-auditoriak kontratatzea,17000.0,17000.0,9992.14
152002,4360,12000,Funtzionarioen oinarrizko ordainsariak,1185555.0,1166346.0,1023589.74
152002,4360,12100,Funtzionarioen ordainsari osagarriak,1595593.0,1572474.0,1387362.11
152002,4360,14100,Bestelako langileak,100113.0,100113.0,334192.46
152002,4360,16000,"Gizarte Segurantza, enpresaren kontura",951754.0,940390.0,927932.99
152002,4360,16500,"Elkarkidetzako kuotak, Udalaren kontura",5905.0,5905.0,5820.31
152002,4360,22130,Argiteria publikoaren mantentze orokorra,375000.0,362310.0,346428.46
152002,4431,22111,Tresnak eta lanabesak,10000.0,10000.0,5270.22
152002,4431,22140,Hilerrietako berariazko gastuak,100000.0,100000.0,98468.89
152002,5111,20200,Makineria eta instalazioak alokatzea,30000.0,30000.0,29733.19
152002,5111,21005,Berehala jarduteko taldeak,1700000.0,1380326.02,1346852.37
152002,5111,21006,Berehala jarduteko taldeak (argiteria),417000.0,417000.0,415746.6
152002,5111,21008,Berehala jarduteko taldeak (haur jolasak),230000.0,198269.64,171678.49
152002,5111,21009,Bizikletentzako bideetako puntu beltzak,0.0,0.0,0.0
152002,5111,21011,Ibaiak mantentzea,0.0,0.0,0.0
152002,5111,21059,Hiriko saneamendu-sarea zaintzea,0.0,0.0,0.0
152002,5111,21060,Bide publikoak eta zoladura zaintzea,600000.0,597798.53,612163.81
152002,5111,21061,Industrialdetako zoladura zaintzea,150000.0,150000.0,149765.98
152002,5111,21701,Hiri-altzariak onik zaintzea,150000.0,139417.66,127774.35
152002,5111,22111,Tresnak eta lanabesak,20000.0,20000.0,20849.05
152002,5111,22722,Komun publikoak mantentzeko kontratua,21000.0,21000.0,18906.65
152005,5111,12000,Funtzionarioen oinarrizko ordainsariak,39720.0,39720.0,57164.04
152005,5111,12100,Funtzionarioen ordainsari osagarriak,49844.0,49844.0,74413.91
152005,5111,14100,Bestelako langileak,0.0,0.0,0.0
152005,5111,16000,"Gizarte Segurantza, enpresaren kontura",22501.0,22501.0,28439.24
152005,5111,16500,"Elkarkidetzako kuotak, Udalaren kontura",76.0,76.0,118.7
152007,4350,12000,Funtzionarioen oinarrizko ordainsariak,955630.0,945459.0,893112.9
152007,4350,12100,Funtzionarioen ordainsari osagarriak,1236333.0,1225331.0,1077896.42
152007,4350,14100,Bestelako langileak,195258.0,195258.0,353380.52
152007,4350,16000,"Gizarte Segurantza, enpresaren kontura",727429.0,720797.0,717488.7
152007,4350,16500,"Elkarkidetzako kuotak, Udalaren kontura",3239.0,3239.0,4870.68
152007,4350,20200,Makineria eta instalazioak alokatzea,95000.0,95000.0,106349.46
152007,4350,21040,Transmisoreak mantentzea,1560.0,1560.0,1678.81
152007,4350,21071,Berdegune publikoak onik zaintzea,100000.0,93827.62,126981.74
152007,4350,21072,Jardinerak onik zaintzea,41000.0,41000.0,36432.0
152007,4350,21073,Arboretoa onik zaintzea,40000.0,40000.0,37228.92
152007,4350,21074,Kanpoko Eraztun Berdea onik zaintzeko lanak,300000.0,320000.0,300495.77
152007,4350,21200,Makinak eta instalazioak onik zaintzea,30000.0,30000.0,26151.13
