#Orgánico,Funcional,Económico,R,Denominación Aplicacion,Tot Crédito inicial 2020,Tot Crédito Definitivo,Tot Obligado
0350,1321,14100,,Otro personal,9915.0,9915.0,20476.59
0350,1321,16000,,Seguridad social a cargo del Ayuntamiento,1783839.0,1504443.39,6507230.47
0350,1321,16500,,Cuotas Elkarkidetza a cargo Ayuntamiento,5054675.0,5334070.61,298866.44
0350,1321,20501,,Renting sist.radiocomunicaciones TETRA,9000.0,9000.0,7847.62
0350,1321,21001,,Seguridad en fiestas Virgen Blanca,2997.0,2997.0,0.0
0350,1321,21300,,Reparación vehículos,75000.0,58500.0,37338.33
0350,1321,21900,,Renovación y reposición de equipos,86936.0,79436.0,39731.63
0350,1321,21900,R,Renovación y reposición de equipos,0.0,12586.76,10788.66
0350,1321,21905,,Manten.scanner seguridad y USP,7500.0,7500.0,3271.47
0350,1321,22105,,Vestuario y uniformes,250000.0,250000.0,102596.46
0350,1321,22105,R,Vestuario y uniformes,0.0,59440.0,55703.32
0350,1321,22111,,"Menaje, útiles y herramientas",30000.0,15000.0,11803.28
0350,1321,22145,,Gastos sanitarios por Coronavirus,0.0,0.0,15801.84
0350,1321,22199,,Otros suministros,15000.0,21500.0,28101.67
0350,1321,22699,,Otros gastos diversos,25000.0,62500.0,17258.74
0350,1321,62400,,Vehículos,100000.0,95000.0,0.0
0350,1321,62400,R,Vehículos,0.0,26232.8,26232.8
0350,1321,62501,,Mobiliario,3000.0,8000.0,1669.4
0350,1321,62901,,Adquisición equipos,12000.0,37000.0,1116.39
0350,1321,62901,R,Adquisición equipos,0.0,10666.15,10666.15
0410,0111,32201,,Intereses préstamos a corto plazo,75000.0,58466.32,0.0
0410,0111,33201,,Intereses de préstamos a largo plazo,550000.0,457075.9,272895.94
0410,0111,50000,,,828303.68,828303.68,0.0
0410,0111,93300,,Amortización de préstamos a l/p,10950550.0,10950550.0,5921218.91
0410,1513,73102,,Al Centro de Estudios Ambientales,45000.0,45000.0,0.0
0410,1513,73310,,A Ensanche 21,1500000.0,500000.0,500000.0
0410,1513,73311,,A Ensanche 21 - ayudas rehabilitación,0.0,1332119.52,1332119.52
0410,1722,43102,,Al Centro de Estudios Ambientales,2790939.79,2790939.79,1500000.0
0410,2381,22675,,Asistencia técnica ppto perspectiva género,20000.0,20000.0,0.0
0410,2411,20301,,Renting de vehículos  - POEJ,42350.0,87350.0,30602.92
0410,4411,43300,,Aportación a TUVISA,14500000.0,14500000.0,14500000.0
0410,4411,73300,,A TUVISA,1100000.0,1100000.0,1100000.0
0410,9203,22145,,Gastos sanitarios Coronavirus,0.0,0.0,332690.76
0410,9204,62629,,Sistema informático inventario municipal,200000.0,192058.0,0.0
0410,9205,20301,,Renting de vehículos,410000.0,428000.0,314755.05
0410,9205,21300,,Reparación vehículos,185000.0,185000.0,156206.26
0410,9205,22104,,Combustibles y carburantes,300000.0,300000.0,226847.2
0410,9205,22404,,Seguros de vehículos,138000.0,138000.0,100121.82
0410,9205,62400,,vehículos,140000.0,180000.0,82200.0
0410,9205,62400,R,vehículos,0.0,34170.24,34170.0
0410,9206,21400,,Reparación mobiliario,4000.0,4000.0,2081.86
0410,9206,21500,,Contratos mantenimiento de equipos,200000.0,200000.0,109086.18
0410,9206,22001,,Ordinario no inventariable,200000.0,200000.0,125912.19
0410,9206,62501,,Mobiliario,15000.0,15000.0,14883.13
0410,9206,62505,,Adquisiciones varias dptos. municipales,15000.0,15000.0,0.0
0410,9207,20100,,Arrendamiento locales y edificios,3431000.0,3516525.0,3514663.06
0410,9207,22110,,Gastos de reprografía,60000.0,60000.0,43797.37
0410,9207,22402,,Seguros de responsabilidad civil,336000.0,336000.0,302560.73
0410,9207,22407,,Seguro vida y accidentes,40000.0,40000.0,34815.82
0410,9207,22600,,Gastos de registro de bienes,25000.0,64000.0,10932.57
0410,9207,22732,,Contratos de prestación de servicios,90000.0,90000.0,62579.8
0410,9207,22783,,Contrato limpieza wc parque Florida,0.0,30000.0,20932.34
0410,9207,60806,,Inversiones en locales municipales,0.0,7942.0,0.0
0410,9207,62900,,Reposiciones por siniestros,1.0,282751.0,241458.82
0410,9211,62298,,Inversiones San Martin,125000.0,125000.0,24526.51
0410,9213,22102,,Suministro agua y depuración de residuales,1700000.0,1700000.0,0.0
0410,9213,22103,,Fraccionamiento suministro agua convenio AMVISA,1593757.31,1593757.31,0.0
0410,9213,22704,,Estudio costes tpte aéreo energía,0.0,17424.0,17424.0
0410,9271,41800,,A EUDEL,258925.04,258925.04,258925.04
0410,9311,22499,,Indemnizaciones por responsabilidad patrimonial,150000.0,150000.0,125906.79
0410,9312,50001,,Crédito global,208393.66,61461.8,0.0
0410,9319,12000,,Retribuciones básicas de funcionarios,53042.0,53042.0,71795.43
0410,9319,12100,,Retribuciones complementarias funcionarios,92125.0,92125.0,110719.66
0410,9319,14100,,Otro personal,1057.0,1057.0,0.0
0410,9319,16000,,Seguridad social a cargo del Ayuntamiento,29777.0,28226.15,33078.92
0410,9319,16500,,Cuotas Elkarkidetza a cargo Ayuntamiento,0.0,1550.85,3564.54
0410,9321,22776,,Servicios de la unidad de multas,180500.0,180500.0,165458.26
0410,9331,22401,,Seguros de edificios y locales municipales,385000.0,385000.0,301951.49
0410,9331,22601,,Gastos comunidades vecinos,506000.0,506000.0,445000.1
0410,9331,22631,,Tasa AIREF,3300.0,3300.0,5356.31
0410,9331,22663,,Compensación cese aprovechamientos Elorriaga,52300.0,52300.0,39921.36
0410,9331,22760,,Mantenimiento relojes públicos,20000.0,20000.0,17512.0
0410,9331,64900,,Propiedad industrial,1000.0,1000.0,0.0
0410,9341,36100,,Intereses devolución ingresos indebidos,100000.0,70000.0,47691.33
0410,9341,36101,,Gastos financieros asociados a ingresos,130000.0,100000.0,72142.99
0410,9341,36102,,Intereses de demora,368500.0,368500.0,72766.31
0410,9341,36900,,Otros gastos financieros,5000.0,5000.0,2195.66
0411,9321,12000,,Retribuciones básicas de funcionarios,73501.0,73501.0,73006.84
0411,9321,12100,,Retribuciones complementarias funcionarios,97197.0,97197.0,94242.92
0411,9321,14100,,Otro personal,9725.0,9725.0,0.0
0411,9321,16000,,Seguridad social a cargo del Ayuntamiento,55330.0,50677.46,41319.2
0411,9321,16500,,Cuotas Elkarkidetza a cargo Ayuntamiento,0.0,4652.54,4129.46
0412,9314,12000,,Retribuciones básicas de funcionarios,27655.0,27655.0,91830.38
0412,9314,12100,,Retribuciones complementarias funcionarios,42259.0,42259.0,132701.42
0412,9314,14100,,Otro personal,0.0,0.0,72046.95
0412,9314,16000,,Seguridad social a cargo del Ayuntamiento,12809.0,7002.5,64836.47
0412,9314,16500,,Cuotas Elkarkidetza a cargo Ayuntamiento,0.0,5806.5,4067.78
0414,9312,12000,,Retribuciones básicas de funcionarios,99894.0,99894.0,86777.21
0414,9312,12100,,Retribuciones complementarias funcionarios,128829.0,128829.0,112743.47
0414,9312,16000,,Seguridad social a cargo del Ayuntamiento,56505.0,53403.31,48107.86
0414,9312,16500,,Cuotas Elkarkidetza a cargo Ayuntamiento,0.0,3101.69,1521.38
0415,9323,12000,,Retribuciones básicas de funcionarios,106395.0,106395.0,108803.35
0415,9323,12100,,Retribuciones complementarias funcionarios,138432.0,138432.0,144454.81
0415,9323,16000,,Seguridad social a cargo del Ayuntamiento,54734.0,52428.66,49690.27
0415,9323,16500,,Cuotas Elkarkidetza a cargo Ayuntamiento,0.0,2305.34,3309.25
0416,9341,12000,,Retribuciones básicas de funcionarios,98422.0,98422.0,90996.98
0416,9341,12100,,Retribuciones complementarias funcionarios,133769.0,133769.0,122602.99
0416,9341,16000,,Seguridad social a cargo del Ayuntamiento,58759.0,52957.87,49008.83
0416,9341,16500,,Cuotas Elkarkidetza a cargo Ayuntamiento,0.0,5801.13,5292.14
0417,9322,12000,,Retribuciones básicas de funcionarios,79211.0,79211.0,80527.48
0417,9322,12100,,Retribuciones complementarias funcionarios,107714.0,107714.0,110301.77
0417,9322,14100,,Otro personal,50838.0,50838.0,50403.2
0417,9322,16000,,Seguridad social a cargo del Ayuntamiento,57374.0,54272.31,52278.02
0417,9322,16500,,Cuotas Elkarkidetza a cargo Ayuntamiento,0.0,3101.69,3042.76
0418,9319,12000,,Retribuciones básicas de funcionarios,935043.0,935043.0,931352.88
0418,9319,12100,,Retribuciones complementarias funcionarios,1155822.0,1155822.0,1159425.89
0418,9319,14100,,Otro personal,327294.0,327294.0,286313.36
0418,9319,16000,,Seguridad social a cargo del Ayuntamiento,717600.0,670801.04,674307.83
0418,9319,16500,,Cuotas Elkarkidetza a cargo Ayuntamiento,0.0,46798.96,47785.62
0421,9314,12000,,Retribuciones básicas de funcionarios,103859.0,103859.0,0.0
0421,9314,12100,,Retribuciones complementarias funcionarios,128317.0,128317.0,0.0
0421,9314,14100,,Otro personal,8047.0,8047.0,0.0
0421,9314,16000,,Seguridad social a cargo del Ayuntamiento,62594.0,56342.68,0.0
0421,9314,16500,,Cuotas Elkarkidetza a cargo Ayuntamiento,0.0,6251.32,0.0
0810,4301,11000,,Retribuciones personal eventual gabinete,6710.0,6710.0,83581.0
0810,4301,12000,,Retribuciones básicas de funcionarios,43302.0,43302.0,95995.87
0810,4301,12100,,Retribuciones complementarias funcionarios,62882.0,62882.0,102558.76
0810,4301,14100,,Otro personal,32990.0,32990.0,0.0
0810,4301,16000,,Seguridad social a cargo del Ayuntamiento,36652.0,35101.15,67101.93
0810,4301,16500,,Cuotas Elkarkidetza a cargo Ayuntamiento,0.0,1550.85,3477.44
0810,4331,22712,,Impulso Film Office,20000.0,20000.0,1262.01
0810,4331,22797,,Oficina desarrollo local: Dinamización económica,590000.0,309000.0,128609.14
0810,4331,47104,,Oficina desarrollo local ayudas captación eventos,70000.0,70000.0,15999.98
0817,4334,85107,,Ampliación de capital del parque tecnológico,52600.0,52600.0,52582.0
0819,4301,12000,,Retribuciones básicas de funcionarios,178748.0,178748.0,176621.25
0819,4301,12100,,Retribuciones complementarias funcionarios,222883.0,222883.0,229435.74
0819,4301,14100,,Otro personal,54693.0,54693.0,58355.94
0819,4301,16000,,Seguridad social a cargo del Ayuntamiento,136027.0,126165.08,132305.03
0819,4301,16500,,Cuotas Elkarkidetza a cargo Ayuntamiento,0.0,9861.92,9456.58
0820,4301,12000,,Retribuciones básicas de funcionarios,146881.0,146881.0,146163.31
0820,4301,12100,,Retribuciones complementarias funcionarios,160500.0,160500.0,157905.51
0820,4301,14100,,Otro personal,57461.0,57461.0,46388.55
0820,4301,16000,,Seguridad social a cargo del Ayuntamiento,106954.0,97316.59,92222.35
0820,4301,16500,,Cuotas Elkarkidetza a cargo Ayuntamiento,0.0,9637.41,10214.98
0821,4221,22683,,Jundiz eco industrial,30000.0,30000.0,0.0
0821,4221,22763,,Economía circular,37000.0,37000.0,18583.88
0821,4221,22779,,Apoyo a industrias y empresas,32500.0,32500.0,22074.01
0821,4221,43104,,Transferencia CEA plan movilidad zona industrial,0.0,30000.0,22687.5
0821,4221,62952,,Mantenimiento zonas industriales,100000.0,463117.38,0.0
0821,4331,12000,,Retribuciones básicas de funcionarios,214029.0,214029.0,196874.45
0821,4331,12100,,Retribuciones complementarias funcionarios,235691.0,235691.0,219746.04
0821,4331,14100,,Otro personal,53679.0,53679.0,49804.41
0821,4331,16000,,Seguridad social a cargo del Ayuntamiento,153496.0,144634.02,129738.51
0821,4331,16500,,Cuotas Elkarkidetza a cargo Ayuntamiento,0.0,8861.98,7280.89
0821,4331,22677,,Apoyo a emprendedores,63000.0,63000.0,27145.59
0821,4331,22677,R,Apoyo a emprendedores,0.0,13162.38,6488.02
0821,4331,22712,,Gestión centros de empresas,19500.0,19500.0,12797.22
0821,4331,22713,,Interreg Phyd Sudoe 2,1.0,1.0,0.0
0821,4331,22769,,Patrocinio Festval - Fila 2,190000.0,133000.0,133000.0
0821,4331,22770,,Patrocinio f2 Campus Katoid Techno,25000.0,25000.0,0.0
0821,4331,41900,,Convenio EHU-UPV apoyo emprendimiento,5000.0,0.0,0.0
0821,4331,47002,,Aportación BIC,100000.0,93500.0,93337.0
0821,4331,47102,,Ayudas empleo industrias creativas,100000.0,100000.0,91190.4
0821,4331,47107,,Convenio AJEBASK-formación y semillero,15000.0,15000.0,8400.0
0821,4331,47131,,Conv. Euskal Irudigileak/Ilustradores de Euskadi,13000.0,13000.0,7280.0
0821,4331,47132,,Convenio Alava Agencia de Desarrollo,10000.0,0.0,0.0
0821,4331,48150,,Convenio Asoc. Seniors españoles para la cooperación técnica  - SECOT,0.0,3000.0,2400.0
0821,4331,48175,,Convenio VIA potenciar actividades del pasaje,300000.0,300000.0,150000.0
0821,4331,48180,,Transferencias a VIA,60000.0,60000.0,60000.0
0821,4331,48905,,Convenio Prestaturik reutiliza,23000.0,23000.0,10964.2
0821,4331,48943,,Foro responsabilidad social de la empresa,4000.0,4000.0,0.0
0821,4331,48949,,Becas al emprendimiento,85000.0,85000.0,58750.32
0821,4331,48967,,Ayudas a la creación y consolidación de empresas,126700.0,126700.0,145302.19
0821,4331,48985,,Premios pacto verde,10000.0,10000.0,0.0
0821,4331,48986,,Convenio Cámara apoyo pequeñas empresas,32000.0,32000.0,17000.0
0821,4331,48996,,Convenio Arco n1,9200.0,9200.0,5152.0
0821,4331,60902,,Inversiones semillero proy.Basaldea,75000.0,75000.0,6631.05
0821,4331,62601,,Reformas y equipamientos en semilleros,60000.0,60000.0,1255.98
0821,4333,48172,,Convenio fundación catedral Santa María,32000.0,32000.0,22400.0
0822,4312,61406,,Obras en mercados,45000.0,45000.0,0.0
0822,4314,12000,,Retribuciones básicas de funcionarios,58196.0,58196.0,54578.67
0822,4314,12100,,Retribuciones complementarias funcionarios,63002.0,63002.0,62600.04
0822,4314,14100,,Otro personal,88351.0,88351.0,83020.3
0822,4314,16000,,Seguridad social a cargo del Ayuntamiento,62186.0,60635.15,62463.56
0822,4314,16500,,Cuotas Elkarkidetza a cargo Ayuntamiento,0.0,1550.85,1521.38
0822,4314,20200,,Arrendamiento de maquinaria e Instalaciones,94000.0,69000.0,387.2
0822,4314,22700,,Iluminación navideña,76000.0,76000.0,129360.01
0822,4314,22765,,Campaña promoción comercio local,25000.0,25000.0,0.0
0822,4314,22771,,Jornada Urban Commerce,25000.0,25000.0,0.0
0822,4314,22773,,Mercados,40000.0,40000.0,85880.72
0822,4314,22798,,Dinamización comercial,86000.0,43000.0,6277.37
0822,4314,22799,,Vitoria-Gasteiz Veg Friendly,10000.0,10000.0,0.0
0822,4314,42301,,Conv.Cámara comercio escaparatismo,8000.0,8000.0,0.0
0822,4314,48904,,Convenio City Wine,20000.0,20000.0,0.0
0822,4314,48911,,Campaña bonos  turismo y bono dendak,0.0,100000.0,90000.0
0822,4314,48926,,Convenio asociación Gasteiz On,250800.0,250800.0,180576.0
0822,4314,48963,,Convenio asoc.comercios casco medieval,98000.0,98000.0,0.0
0822,4314,48964,,Ayudas al pequeño comercio,332000.0,400000.0,260104.73
0822,4314,48965,,Convenio asoc.empresarios comercio,45100.0,45100.0,32472.0
0822,4314,48966,,Convenio asoc.comerciantes calle Gorbea,16000.0,16000.0,11520.0
0823,2381,22279,,GPS orientación profesional en igualdad,20000.0,20000.0,605.0
0823,2411,12000,,Retribuciones básicas de funcionarios,493764.0,493764.0,517144.52
0823,2411,12100,,Retribuciones complementarias funcionarios,590310.0,590310.0,613558.97
0823,2411,13000,,Retribuciones personal laboral fijo,0.0,2002027.26,2356560.44
0823,2411,14100,,Otro personal,45606.0,45606.0,15341.64
0823,2411,16000,,Seguridad social a cargo del Ayuntamiento,342926.0,962966.78,1127392.2
0823,2411,16500,,Cuotas Elkarkidetza a cargo Ayuntamiento,0.0,20607.94,22108.28
0823,2411,20100,,Arrendamiento locales y edificios,116500.0,116500.0,105943.63
0823,2411,22774,,Plan empleo joven aportación Ayto,188008.0,7308.0,7294.26
0823,2411,22781,,Plan empleo joven aportac Ayto (cap.1),384105.56,384105.56,0.0
0823,2411,22785,,Plan de empleo comarcal aportación Lanbide,2450517.47,2450517.47,0.0
0823,2411,22790,,Plan de empleo joven - aportación Lanbide,1119235.0,1119235.0,0.0
0823,2411,22791,,Impulso al empleo colectivos prioritarios,57600.0,59740.48,26062.08
0823,2411,22791,R,Impulso al empleo colectivos prioritarios,0.0,3491.39,3491.39
0823,2411,22793,,acciones de orientación y empleo,30000.0,30000.0,34950.96
0823,2411,22793,R,acciones de orientación y empleo,0.0,2250.0,0.0
0823,2411,22795,,Formación,595000.0,335000.0,266927.19
0823,2411,22795,R,Formación,0.0,6417.23,6415.94
0823,2411,22797,,Plan de empleo Vitoria-Gasteiz,115000.0,66000.0,63933.05
0823,2411,47128,,Convenio sea empleo araba,72400.0,51400.0,39200.0
0823,2411,48015,,Plan comarcal aportación Lanbide,1446678.29,3414000.0,0.0
0823,2411,48015,R,Plan comarcal aportación Lanbide,0.0,1446678.29,861792.15
0823,2411,48020,,Plan comarcal - aportación municipal a la contratación,50000.0,0.0,0.0
0823,2411,48020,R,Plan comarcal - aportación municipal a la contratación,0.0,5321.71,0.0
0823,2411,48171,,Convenio Fundación Secretariado Gitano,42000.0,42000.0,30240.0
0823,2411,48947,,Ayudas a la estabilidad en el empleo,0.0,0.0,0.0
0823,2411,48966,,Conv.apoyo al proy.Saregune,60000.0,60000.0,43200.0
0823,2411,48967,,Ayudas a la contratación- estabilidad empleo,400000.0,450000.0,11000.0
0823,2411,62299,,Instalaciones de empleo y formación,20000.0,20000.0,17017.3
0823,2411,62519,,Adquisición equipos formativos,20000.0,20000.0,19432.13
0823,2411,62600,,Adquisición equipos informáticos instalac.empleo y formación,20000.0,20000.0,19977.17
0823,4331,48043,,Conv Cámara Alava:escuela de ventas,0.0,10000.0,8000.0
0823,4331,48900,,Ayudas Covid 19,0.0,663000.0,129901.87
0823,4331,48994,,Convenio Adsis/Cáritas/Egibide proyecto Hazia,100000.0,100000.0,80000.0
0824,4321,12000,,Retribuciones básicas de funcionarios,140697.0,140697.0,147699.65
0824,4321,12100,,Retribuciones complementarias funcionarios,190496.0,190496.0,183462.59
0824,4321,14100,,Otro personal,133964.0,133964.0,69288.73
0824,4321,16000,,Seguridad social a cargo del Ayuntamiento,137573.0,128653.83,118480.0
0824,4321,16500,,Cuotas Elkarkidetza a cargo Ayuntamiento,0.0,8919.17,8735.23
0824,4321,22776,,"Gestión P.Europa,Villasuso y  oficina turismo",500000.0,500000.0,305315.76
0824,4321,22776,R,"Gestión P.Europa,Villasuso y  oficina turismo",0.0,10869.33,10646.44
0824,4321,62513,,Mobiliario palacios y congresos,25000.0,25000.0,11264.86
0824,4321,62609,,Equipos técnicos Palacio Europa y Villasuso,20000.0,20000.0,11313.27
0824,4321,62609,R,Equipos técnicos Palacio Europa y Villasuso,0.0,14521.88,14521.88
0825,4221,22779,R,Apoyo a industrias y empresas,0.0,3997.84,3997.84
0825,4221,62952,R,Mantenimiento zonas industriales,0.0,273766.01,0.0
0826,3411,22603,,Patrocinio publitario Saski Baskonia SAD,157300.0,126300.0,125840.0
0826,3411,22611,,Patrocinio triatlón Vitoria-Gasteiz,100000.0,67500.0,0.0
0826,4321,12000,,Retribuciones básicas de funcionarios,5403.0,5403.0,0.0
0826,4321,12100,,Retribuciones complementarias funcionarios,7987.0,7987.0,0.0
0826,4321,16000,,Seguridad social a cargo del Ayuntamiento,3471.0,3471.0,0.0
0826,4321,22684,,Indemnización suspensión contratos Coronavirus,0.0,0.0,8317.67
0826,4321,22733,,acciones competitividad sector,5000.0,5000.0,2386.12
0826,4321,22772,,Patrocinio semana pintxo alavés,12000.0,12000.0,0.0
0826,4321,22774,,Patrocinio miniature pintxos congres,15000.0,15000.0,0.0
0826,4321,22777,,Dinamización turística,195000.0,145000.0,62375.14
0826,4321,22778,,Eventos turísticos singulares,5000.0,5000.0,1210.0
0826,4321,22779,,Promoción turística ciudad,166800.0,226800.0,92215.53
0826,4321,22779,R,Promoción turística ciudad,0.0,11193.57,10987.89
0826,4321,22780,,Gastos merchandising oficina turismo,30300.0,30300.0,9851.36
0910,2210,22734,,Regularización seguridad social,200000.0,0.0,0.0
0910,2381,22760,,acciones para la igualdad de género,15375.0,15375.0,5100.0
0910,9202,12000,,Retribuciones básicas de funcionarios,169551.0,169551.0,159181.89
0910,9202,12100,,Retribuciones complementarias funcionarios,229757.0,229757.0,216450.57
0910,9202,12104,,Complemento específico análisis de funcionales,100000.0,100000.0,0.0
0910,9202,14100,,Otro personal,13815.0,13815.0,0.0
0910,9202,16000,,Seguridad social a cargo del Ayuntamiento,100778.0,293356.09,80418.56
0910,9202,16007,,Aportación complemento específico a funcionarios,276723.0,276723.0,256866.67
0910,9202,16102,,Indemnizaciones por jubilaciones anticipadas,2150232.0,2150232.0,3415666.91
0910,9202,16104,,Retribuciones según sentencia,15000.0,15000.0,297032.39
0910,9202,16204,,Seguro de vida-autoseguro,125000.0,125000.0,194400.0
0910,9202,16205,,Seguro vida-accidentes empleados,950000.0,950000.0,926530.71
0910,9202,16206,,Seguros corporativos,11500.0,11500.0,5043.33
0910,9202,16220,,Indemnizaciones por daños,1500.0,1500.0,693.2
0910,9202,16500,,Cuotas Elkarkidetza a cargo Ayuntamiento,0.0,7421.91,6520.2
0910,9202,22001,,Ordinario no inventariable,2505.5,2505.5,1215.07
0910,9202,22105,,Vestuario y uniformes,86000.0,86000.0,25748.41
0910,9202,22105,A,Vestuario y uniformes,0.0,20433.27,20433.27
0910,9202,22633,,Formación pobreza energética,20000.0,20000.0,0.0
0910,9202,22638,,Plan formación empleados mples.,120000.0,120000.0,66710.59
0910,9202,22740,,Congreso SUMAS,1.0,1.0,0.0
0910,9202,22745,,Programa estratégico de prevención de riesgos laborales,20000.0,20000.0,14939.4
0910,9202,22759,,Plan estratégico de mejora continua,11222.0,11222.0,6205.74
0910,9202,22764,,Estudios de organización,1.0,1.0,0.0
0910,9202,23000,,Dietas,50071.6,50071.6,12481.64
0910,9202,23001,,Gastos de locomoción,35875.0,35875.0,7823.78
0910,9202,23900,,Gastos procesos selectivos,90000.0,90000.0,654.8
0910,9202,48001,,Subvención al comité,15559.31,15559.31,12701.94
0910,9202,48002,,Becas y bolsas de estudio al personal,24903.31,24903.31,23496.08
0910,9203,62924,,Adquisición de equipos de información de presencia,5000.0,5000.0,0.0
0911,9202,12000,,Retribuciones básicas de funcionarios,266496.0,266496.0,256668.98
0911,9202,12100,,Retribuciones complementarias funcionarios,334804.0,334804.0,320342.65
0911,9202,14100,,Otro personal,177636.0,177636.0,217401.91
0911,9202,16000,,Seguridad social a cargo del Ayuntamiento,233096.0,215677.2,240175.48
0911,9202,16500,,Cuotas Elkarkidetza a cargo Ayuntamiento,0.0,17418.8,17743.6
0912,9202,12000,,Retribuciones básicas de funcionarios,145797.0,145797.0,130489.81
0912,9202,12100,,Retribuciones complementarias funcionarios,189618.0,189618.0,164185.19
0912,9202,16000,,Seguridad social a cargo del Ayuntamiento,81227.0,75008.65,60866.6
0912,9202,16500,,Cuotas Elkarkidetza a cargo Ayuntamiento,0.0,6218.35,5445.16
0915,9202,12000,,Retribuciones básicas de funcionarios,43482.0,43482.0,83744.41
0915,9202,12100,,Retribuciones complementarias funcionarios,59373.0,59373.0,107876.23
0915,9202,16000,,Seguridad social a cargo del Ayuntamiento,23309.0,21758.15,44925.71
0915,9202,16500,,Cuotas Elkarkidetza a cargo Ayuntamiento,0.0,1550.85,3477.44
0919,9203,12000,,Retribuciones básicas de funcionarios,162223.0,162223.0,139475.77
0919,9203,12100,,Retribuciones complementarias funcionarios,199866.0,199866.0,172454.54
0919,9203,16000,,Seguridad social a cargo del Ayuntamiento,102023.0,94472.2,82245.86
0919,9203,16500,,Cuotas Elkarkidetza a cargo Ayuntamiento,0.0,7550.8,8088.14
0919,9203,22108,,Productos farmacéuticos y hemoderivados,67118.11,67118.11,26769.9
0919,9203,22108,R,Productos farmacéuticos y hemoderivados,0.0,4293.0,0.0
0919,9203,22141,,Mantenimiento específico equipos servicios médicos,820.0,820.0,0.0
1010,9204,12000,,Retribuciones básicas de funcionarios,56939.0,56939.0,57258.21
1010,9204,12100,,Retribuciones complementarias funcionarios,114464.0,114464.0,100409.28
1010,9204,14100,,Otro personal,3599.0,3599.0,0.0
1010,9204,16000,,Seguridad social a cargo del Ayuntamiento,47218.0,44277.53,25177.67
1010,9204,16500,,Cuotas Elkarkidetza a cargo Ayuntamiento,0.0,2940.47,3042.76
1010,9204,22730,,Definición procesos y supervisión LOPD,20000.0,20000.0,4840.0
1010,9204,22732,,Contratos de prestación de servicios,10000.0,10000.0,859.0
1010,9221,22690,,Gastos electorales,0.0,60000.0,48452.54
101003,9221,22690,,Gastos electorales,0.0,0.0,1830.24
1011,9204,12000,,Retribuciones básicas de funcionarios,491283.0,491283.0,479315.45
1011,9204,12100,,Retribuciones complementarias funcionarios,573965.0,573965.0,561787.43
1011,9204,14100,,Otro personal,92341.0,92341.0,132784.88
1011,9204,16000,,Seguridad social a cargo del Ayuntamiento,331718.0,310955.18,330940.54
1011,9204,16500,,Cuotas Elkarkidetza a cargo Ayuntamiento,0.0,20762.82,23315.4
1011,9204,21501,,Mantenimiento de aplicaciones informáticas,440000.0,440000.0,424194.52
1011,9204,22720,,Soporte a mantenimiento de aplicativos,1400000.0,1400000.0,877002.11
1011,9204,22724,,Mant software plan contra fraude fiscal,1.0,1.0,0.0
1011,9204,62623,,Plan director e-administración,250000.0,207749.6,60000.0
1011,9204,62624,,Plan contra el fraude fiscal,200000.0,200000.0,199981.37
1011,9204,62624,R,Plan contra el fraude fiscal,0.0,20469.64,20469.64
1011,9204,62625,,Gestión centralizada de subvenciones,100000.0,100000.0,79999.96
1011,9204,62625,R,Gestión centralizada de subvenciones,0.0,10000.0,9991.55
1011,9204,62626,,Sistema informático policía local,50000.0,50000.0,48024.12
1012,9204,12000,,Retribuciones básicas de funcionarios,346995.0,346995.0,315672.09
1012,9204,12100,,Retribuciones complementarias funcionarios,451479.0,451479.0,405126.13
1012,9204,14100,,Otro personal,124993.0,124993.0,172867.05
1012,9204,16000,,Seguridad social a cargo del Ayuntamiento,265401.0,252730.91,250326.15
1012,9204,16500,,Cuotas Elkarkidetza a cargo Ayuntamiento,0.0,12670.09,12829.03
1012,9204,21500,,Mantenimiento equipos informáticos,330000.0,330000.0,197409.86
1012,9204,22728,,Soporte ordenadores centrales,300000.0,300000.0,207107.87
1012,9204,22729,,Soporte mantenimiento equipos usuarios,30000.0,30000.0,5856.4
1012,9204,22755,,Plan nuevas tecnologías aplicaciones uso ciudadanos,1.0,1.0,0.0
1012,9204,62600,,Adquisición equipos informáticos,250000.0,250000.0,122909.13
1012,9204,62600,R,Adquisición equipos informáticos,0.0,14934.0,14934.0
1012,9204,62604,,Adquisición software base,160000.0,160000.0,96726.78
1012,9204,62620,,acciones plan de seguridad,100000.0,100000.0,0.0
1012,9204,62627,,Renovación equipos y servicios,550000.0,550000.0,275000.0
1012,9271,22200,,Facturación telefónica,432600.0,432600.0,187695.53
1012,9271,22202,,Correspondencia y notificaciones,1879300.0,1879300.0,767071.0
1012,9271,22644,,Anuncios en boletines oficiales,10081.0,10081.0,8094.5
1017,9204,12000,,Retribuciones básicas de funcionarios,195559.0,195559.0,275878.31
1017,9204,12100,,Retribuciones complementarias funcionarios,269966.0,269966.0,347590.53
1017,9204,14100,,Otro personal,60930.0,60930.0,89637.74
1017,9204,16000,,Seguridad social a cargo del Ayuntamiento,145501.0,134162.43,188826.5
1017,9204,16500,,Cuotas Elkarkidetza a cargo Ayuntamiento,0.0,11338.57,15928.36
1018,9204,12000,,Retribuciones básicas de funcionarios,28648.0,28648.0,28452.4
1018,9204,12100,,Retribuciones complementarias funcionarios,42568.0,42568.0,41200.2
