#Orgánico,Funcional,Económico,R,Denominación Aplicación,Tot Crédito inicial 2020,Tot Crédito Definitivo,Tot Obligado 
0350,1321,21905,,Manten.scanner seguridad y USP,7500.0,7500.0,1090.49
0350,1321,22105,,Vestuario y uniformes,250000.0,250000.0,3953.59
0350,1321,22105,R,Vestuario y uniformes,0.0,59440.0,18794.61
0350,1321,22111,,"Menaje, útiles y herramientas",30000.0,30000.0,5979.7
0350,1321,22145,,Gastos sanitarios por Coronavirus,0.0,0.0,4595.58
0350,1321,22199,,Otros suministros,15000.0,15000.0,19882.29
0350,1321,22699,,Otros gastos diversos,25000.0,25000.0,3368.24
0350,1321,62400,,Vehículos,100000.0,100000.0,0.0
0350,1321,62400,R,Vehículos,0.0,26232.8,26232.8
0350,1321,62501,,Mobiliario,3000.0,3000.0,0.0
0350,1321,62901,,Adquisición equipos,12000.0,12000.0,1116.39
0350,1321,62901,R,Adquisición equipos,0.0,10666.15,10666.15
0410,0111,32201,,Intereses prestamos a corto plazo,75000.0,75000.0,0.0
0410,0111,33201,,Intereses de prestamos a largo plazo,550000.0,549300.0,117769.53
0410,0111,50000,,,828303.68,828303.68,0.0
0410,0111,93300,,Amortización de prestamos a l/p,10950550.0,10950550.0,4396825.19
0410,1513,73102,,Al centro de estudios ambientales,45000.0,45000.0,0.0
0410,1513,73310,,A ensanche 21,1500000.0,1500000.0,500000.0
0410,1722,43102,,Al centro de estudios ambientales,2790939.79,2790939.79,1200000.0
0410,2381,22675,,Asistencia técnica ppto perspectiva genero,20000.0,20000.0,0.0
0410,2411,20301,,Renting de vehículos  - POEJ,42350.0,42350.0,15316.65
0410,4411,43300,,Aportación a TUVISA,14500000.0,14500000.0,10875000.0
0410,4411,73300,,A TUVISA,1100000.0,1100000.0,0.0
0410,9203,22145,,Gastos sanitarios Coronavirus,0.0,0.0,179278.84
0410,9204,62629,,Sistema informático inventario municipal,200000.0,200000.0,0.0
0410,9205,20301,,Renting de vehículos,410000.0,410000.0,143093.63
0410,9205,21300,,Reparación vehículos,185000.0,185000.0,75785.28
0410,9205,22104,,Combustibles y carburantes,300000.0,300000.0,102900.55
0410,9205,22404,,Seguros de vehículos,138000.0,138000.0,574.88
0410,9205,62400,,Vehículos,140000.0,140000.0,18000.0
0410,9205,62400,R,Vehículos,0.0,34170.24,0.0
0410,9206,21400,,Reparación mobiliario,4000.0,4000.0,440.44
0410,9206,21500,,Contratos mantenimiento de equipos,200000.0,200000.0,53136.64
0410,9206,22001,,Ordinario no inventariable,200000.0,200000.0,72069.39
0410,9206,62501,,Mobiliario,15000.0,15000.0,8456.7
0410,9206,62505,,Adquisiciones varias dptos. municipales,15000.0,15000.0,0.0
0410,9207,20100,,Arrendamiento locales y edificios,3431000.0,3431000.0,1757427.02
0410,9207,22110,,Gastos de reprografia,60000.0,60000.0,13312.92
0410,9207,22402,,Seguros de responsabilidad civil,336000.0,336000.0,157565.14
0410,9207,22407,,Seguro vida y accidentes,40000.0,40000.0,18490.11
0410,9207,22600,,Gastos de registro de bienes,25000.0,25000.0,3256.81
0410,9207,22732,,Contratos de prestación de servicios,90000.0,90000.0,32176.71
0410,9207,22783,,Contrato limpieza w.c Parque Florida,0.0,30000.0,5889.71
0410,9207,62900,,Reposiciones por siniestros,1.0,29251.0,29160.14
0410,9211,62298,,Inversiones san martin,125000.0,125000.0,6702.58
0410,9213,22102,,Suministro agua y depuración de residuales,1700000.0,1700000.0,0.0
0410,9213,22103,,Fraccionamiento suministro agua convenio AMVISA,1593757.31,1593757.31,0.0
0410,9213,22704,,Estudio costes tpte aéreo energía,0.0,17424.0,0.0
0410,9271,41800,,A EUDEL,258925.04,258925.04,0.0
0410,9311,22499,,Indemnizaciones por responsabilidad patrimonial,150000.0,150000.0,28198.39
0410,9312,50001,,Crédito global,208393.66,70461.8,0.0
0410,9319,12000,,Retribuciones básicas de funcionarios,53042.0,53042.0,34339.14
0410,9319,12100,,Retribuciones complementarias funcionarios,92125.0,92125.0,52745.92
0410,9319,14100,,Otro personal,1057.0,1057.0,0.0
0410,9319,16000,,Seguridad social a cargo del ayuntamiento,29777.0,28226.15,15608.19
0410,9319,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,0.0,1550.85,1673.07
0410,9321,22776,,Servicios de la unidad de multas,180500.0,180500.0,75208.3
0410,9331,22401,,Seguros de edificios y locales municipales,385000.0,385000.0,144479.75
0410,9331,22601,,Gastos comunidades vecinos,506000.0,506000.0,176467.12
0410,9331,22631,,Tasa AIREF,3300.0,3300.0,4982.61
0410,9331,22663,,Compensación cese aprovechamientos Elorriaga,52300.0,52300.0,0.0
0410,9331,22760,,Mantenimiento relojes públicos,20000.0,20000.0,7960.0
0410,9331,64900,,Propiedad industrial,1000.0,1000.0,0.0
0410,9341,36100,,Intereses devolución ingresos indebidos,100000.0,100000.0,14231.88
0410,9341,36101,,Gastos financieros asociados a ingresos,130000.0,130000.0,50423.01
0410,9341,36102,,Intereses de demora,368500.0,368500.0,72766.31
0410,9341,36900,,Otros gastos financieros,5000.0,5000.0,2195.66
0411,9321,12000,,Retribuciones básicas de funcionarios,73501.0,73501.0,35956.55
0411,9321,12100,,Retribuciones complementarias funcionarios,97197.0,97197.0,47085.96
0411,9321,14100,,Otro personal,9725.0,9725.0,0.0
0411,9321,16000,,Seguridad social a cargo del ayuntamiento,55330.0,50677.46,21309.63
0411,9321,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,0.0,4652.54,2282.07
0412,9314,12000,,Retribuciones básicas de funcionarios,27655.0,27655.0,44741.12
0412,9314,12100,,Retribuciones complementarias funcionarios,42259.0,42259.0,66636.7
0412,9314,14100,,Otro personal,0.0,0.0,40719.51
0412,9314,16000,,Seguridad social a cargo del ayuntamiento,12809.0,7002.5,33164.41
0412,9314,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,0.0,5806.5,2359.9
0414,9312,12000,,Retribuciones básicas de funcionarios,99894.0,99894.0,42500.38
0414,9312,12100,,Retribuciones complementarias funcionarios,128829.0,128829.0,58781.18
0414,9312,16000,,Seguridad social a cargo del ayuntamiento,56505.0,53403.31,23792.14
0414,9312,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,0.0,3101.69,326.01
0415,9323,12000,,Retribuciones básicas de funcionarios,106395.0,106395.0,52019.47
0415,9323,12100,,Retribuciones complementarias funcionarios,138432.0,138432.0,68721.66
0415,9323,16000,,Seguridad social a cargo del ayuntamiento,54734.0,52428.66,23813.94
0415,9323,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,0.0,2305.34,2155.63
0416,9341,12000,,Retribuciones básicas de funcionarios,98422.0,98422.0,49212.28
0416,9341,12100,,Retribuciones complementarias funcionarios,133769.0,133769.0,67067.2
0416,9341,16000,,Seguridad social a cargo del ayuntamiento,58759.0,52957.87,26301.69
0416,9341,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,0.0,5801.13,2791.67
0417,9322,12000,,Retribuciones básicas de funcionarios,79211.0,79211.0,40172.78
0417,9322,12100,,Retribuciones complementarias funcionarios,107714.0,107714.0,56278.67
0417,9322,14100,,Otro personal,50838.0,50838.0,25201.6
0417,9322,16000,,Seguridad social a cargo del ayuntamiento,57374.0,54272.31,26141.6
0417,9322,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,0.0,3101.69,1521.38
0418,9319,12000,,Retribuciones básicas de funcionarios,935043.0,935043.0,460163.15
0418,9319,12100,,Retribuciones complementarias funcionarios,1155822.0,1155822.0,576458.09
0418,9319,14100,,Otro personal,327294.0,327294.0,152356.01
0418,9319,16000,,Seguridad social a cargo del ayuntamiento,717600.0,670801.04,337914.61
0418,9319,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,0.0,46798.96,23784.67
0421,9314,12000,,Retribuciones básicas de funcionarios,103859.0,103859.0,0.0
0421,9314,12100,,Retribuciones complementarias funcionarios,128317.0,128317.0,0.0
0421,9314,14100,,Otro personal,8047.0,8047.0,0.0
0421,9314,16000,,Seguridad social a cargo del ayuntamiento,62594.0,56342.68,0.0
0421,9314,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,0.0,6251.32,0.0
0810,4301,11000,,Retribuciones personal eventual gabinete,6710.0,6710.0,41790.5
0810,4301,12000,,Retribuciones básicas de funcionarios,43302.0,43302.0,47418.67
0810,4301,12100,,Retribuciones complementarias funcionarios,62882.0,62882.0,50877.31
0810,4301,14100,,Otro personal,32990.0,32990.0,0.0
0810,4301,16000,,Seguridad social a cargo del ayuntamiento,36652.0,35101.15,33274.54
0810,4301,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,0.0,1550.85,1521.38
0810,4331,22712,,Impulso Film Office,20000.0,20000.0,0.0
0810,4331,22797,,Oficina desarrollo local: Dinamización económica,590000.0,309000.0,53726.23
0810,4331,47104,,Oficina desarrollo local ayudas captación eventos,70000.0,70000.0,0.0
0817,4334,85107,,Ampliación de capital del parque tecnológico,52600.0,52600.0,0.0
0819,4301,12000,,Retribuciones básicas de funcionarios,178748.0,178748.0,90083.65
0819,4301,12100,,Retribuciones complementarias funcionarios,222883.0,222883.0,113216.96
0819,4301,14100,,Otro personal,54693.0,54693.0,18978.93
0819,4301,16000,,Seguridad social a cargo del ayuntamiento,136027.0,126165.08,62617.38
0819,4301,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,0.0,9861.92,4619.09
0820,4301,12000,,Retribuciones básicas de funcionarios,146881.0,146881.0,72711.88
0820,4301,12100,,Retribuciones complementarias funcionarios,160500.0,160500.0,78243.14
0820,4301,14100,,Otro personal,57461.0,57461.0,24834.43
0820,4301,16000,,Seguridad social a cargo del ayuntamiento,106954.0,97316.59,46256.88
0820,4301,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,0.0,9637.41,5324.83
0821,4221,22683,,Jundiz eco industrial,30000.0,30000.0,0.0
0821,4221,22763,,Economía circular,37000.0,37000.0,1797.07
0821,4221,22779,,Apoyo a industrias y empresas,32500.0,32500.0,4900.5
0821,4221,43104,,Transferencia CEA. plan movilidad zona industrial,0.0,30000.0,0.0
0821,4221,62952,,Mantenimiento zonas industriales,100000.0,463117.38,0.0
0821,4331,12000,,Retribuciones básicas de funcionarios,214029.0,214029.0,100269.43
0821,4331,12100,,Retribuciones complementarias funcionarios,235691.0,235691.0,111584.25
0821,4331,14100,,Otro personal,53679.0,53679.0,26896.21
0821,4331,16000,,Seguridad social a cargo del ayuntamiento,153496.0,144634.02,66485.9
0821,4331,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,0.0,8861.98,3912.12
0821,4331,22677,,Apoyo a emprendedores,63000.0,63000.0,3454.84
0821,4331,22677,R,Apoyo a emprendedores,0.0,13162.38,6488.02
0821,4331,22712,,Gestión centros de empresas,19500.0,19500.0,2830.27
0821,4331,22713,,Interreg Phyd Sudoe 2,1.0,1.0,0.0
0821,4331,22769,,Patrocinio FESTVAL - Fila 2,190000.0,133000.0,0.0
0821,4331,22770,,Patrocinio F2 Campus Katoid Techno,25000.0,25000.0,0.0
0821,4331,41900,,Convenio EHU-UPV apoyo emprendimiento,5000.0,0.0,0.0
0821,4331,47002,,Aportación BIC,100000.0,81000.0,0.0
0821,4331,47102,,Ayudas empleo industrias creativas,100000.0,100000.0,0.0
0821,4331,47107,,Convenio AJEBASK-formación y semillero,15000.0,15000.0,0.0
0821,4331,47131,,Conv. Euskal irudigileak/ilustradores de Euskadi,13000.0,13000.0,0.0
0821,4331,47132,,Convenio Alava agencia de desarrollo,10000.0,0.0,0.0
0821,4331,48150,,Convenio Asoc. seniors españoles para la cooperación técnica  - SECOT,0.0,3000.0,0.0
0821,4331,48175,,Convenio VIA potenciar actividades del pasaje,300000.0,300000.0,0.0
0821,4331,48180,,Transferencias a VIA,60000.0,60000.0,0.0
0821,4331,48905,,Convenio prestaturik reutiliza,23000.0,23000.0,0.0
0821,4331,48943,,Foro responsabilidad social de la empresa,4000.0,4000.0,0.0
0821,4331,48949,,Becas al emprendimiento,85000.0,85000.0,0.0
0821,4331,48967,,Ayudas a la creación y consolidación de empresas,126700.0,126700.0,0.0
0821,4331,48985,,Premios pacto verde,10000.0,10000.0,0.0
0821,4331,48986,,Convenio cámara apoyo pequeñas empresas,32000.0,32000.0,0.0
0821,4331,48996,,Convenio arco n1,9200.0,9200.0,0.0
0821,4331,60902,,Inversiones semillero proy.basaldea,75000.0,75000.0,2900.01
0821,4331,62601,,Reformas y equipamientos en semilleros,60000.0,60000.0,0.0
0821,4333,48172,,Convenio fundación catedral santa maría,32000.0,32000.0,0.0
0822,4312,61406,,Obras en mercados,45000.0,45000.0,0.0
0822,4314,12000,,Retribuciones básicas de funcionarios,58196.0,58196.0,31545.76
0822,4314,12100,,Retribuciones complementarias funcionarios,63002.0,63002.0,38655.36
0822,4314,14100,,Otro personal,88351.0,88351.0,40970.92
0822,4314,16000,,Seguridad social a cargo del ayuntamiento,62186.0,60635.15,31544.31
0822,4314,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,0.0,1550.85,760.69
0822,4314,20200,,Arrendamiento de maquinaria e instalaciones,94000.0,69000.0,387.2
0822,4314,22700,,Iluminación navideña,76000.0,76000.0,0.0
0822,4314,22765,,Campaña promoción comercio local,25000.0,25000.0,0.0
0822,4314,22771,,Jornada Urban Commerce,25000.0,25000.0,0.0
0822,4314,22773,,Mercados,40000.0,40000.0,3833.32
0822,4314,22798,,Dinamización comercial,86000.0,43000.0,1493.99
0822,4314,22799,,Vitoria-Gasteiz veg friendly,10000.0,10000.0,0.0
0822,4314,42301,,Conv.cámara comercio escaparatismo,8000.0,8000.0,0.0
0822,4314,48904,,Convenio City Wine,20000.0,20000.0,0.0
0822,4314,48926,,Convenio asociación Gasteiz On,250800.0,250800.0,0.0
0822,4314,48963,,Convenio asoc.comercios Casco Medieval,98000.0,98000.0,0.0
0822,4314,48964,,Ayudas al pequeño comercio,332000.0,400000.0,0.0
0822,4314,48965,,Convenio asoc.empresarios comercio,45100.0,45100.0,0.0
0822,4314,48966,,Convenio asoc.comerciantes calle Gorbea,16000.0,16000.0,0.0
0823,2381,22279,,GPS orientación profesional en igualdad,20000.0,20000.0,0.0
0823,2411,12000,,Retribuciones básicas de funcionarios,493764.0,493764.0,252404.2
0823,2411,12100,,Retribuciones complementarias funcionarios,590310.0,590310.0,305642.86
0823,2411,13000,,Retribuciones personal laboral fijo,0.0,0.0,1944217.6
0823,2411,14100,,Otro personal,45606.0,45606.0,15341.64
0823,2411,16000,,Seguridad social a cargo del ayuntamiento,342926.0,322318.06,818672.88
0823,2411,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,0.0,20607.94,10715.1
0823,2411,20100,,Arrendamiento locales y edificios,116500.0,116500.0,46010.25
0823,2411,22774,,Plan empleo joven aportación Ayto,188008.0,171008.0,6750.43
0823,2411,22781,,Plan empleo joven aportac Ayto (cap.1),384105.56,384105.56,0.0
0823,2411,22785,,Plan de empleo comarcal aportación lanbide,2450517.47,2450517.47,0.0
0823,2411,22790,,Plan de empleo joven - aportación lanbide,1119235.0,1119235.0,0.0
0823,2411,22791,,Impulso al empleo colectivos prioritarios,57600.0,65600.0,23440.68
0823,2411,22791,R,Impulso al empleo colectivos prioritarios,0.0,3491.39,3491.39
0823,2411,22793,,Acciones de orientación y empleo,30000.0,30000.0,10600.58
0823,2411,22793,R,Acciones de orientación y empleo,0.0,2250.0,0.0
0823,2411,22795,,Formación,595000.0,335000.0,107518.72
0823,2411,22795,R,Formación,0.0,6417.23,6415.94
0823,2411,22797,,Plan de empleo Vitoria-Gasteiz,115000.0,115000.0,19280.93
0823,2411,47128,,Convenio sea empleo araba,72400.0,51400.0,0.0
0823,2411,48015,,Plan comarcal aportación lanbide,1446678.29,1446678.29,0.0
0823,2411,48015,R,Plan comarcal aportación lanbide,0.0,1446678.29,0.0
0823,2411,48020,,Plan comarcal - aportación municipal a la contratación,50000.0,0.0,0.0
0823,2411,48020,R,Plan comarcal - aportación municipal a la contratación,0.0,5321.71,0.0
0823,2411,48171,,Convenio fundación secretariado gitano,42000.0,42000.0,0.0
0823,2411,48947,,Ayudas a la estabilidad en el empleo,0.0,0.0,0.0
0823,2411,48966,,Conv.apoyo al proy. Saregune,60000.0,60000.0,0.0
0823,2411,48967,,Ayudas a la contratación- estabilidad empleo,400000.0,450000.0,0.0
0823,2411,62299,,Instalaciones de empleo y formación,20000.0,20000.0,4999.72
0823,2411,62519,,Adquisición equipos formativos,20000.0,20000.0,3680.82
0823,2411,62600,,Adquisición equipos informáticos instalac.empleo y formación,20000.0,20000.0,16902.95
0823,4331,48043,,Conv Cámara Alava:escuela de ventas,0.0,10000.0,0.0
0823,4331,48900,,Ayudas Covid 19,0.0,663000.0,0.0
0823,4331,48994,,Convenio adsis/caritas/Egibide proyecto Hazia,100000.0,100000.0,0.0
0824,4321,12000,,Retribuciones básicas de funcionarios,140697.0,140697.0,77804.84
0824,4321,12100,,Retribuciones complementarias funcionarios,190496.0,190496.0,96126.51
0824,4321,14100,,Otro personal,133964.0,133964.0,34258.28
0824,4321,16000,,Seguridad social a cargo del ayuntamiento,137573.0,128653.83,59629.44
0824,4321,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,0.0,8919.17,4590.93
0824,4321,22776,,"Gestión P.Europa,Villasuso y  oficina turismo",500000.0,500000.0,107836.85
0824,4321,22776,R,"Gestión P.Europa,Villasuso y  oficina turismo",0.0,10869.33,0.0
0824,4321,62513,,Mobiliario palacios y congresos,25000.0,25000.0,4038.98
0824,4321,62609,,Equipos técnicos palacio Europa y Villasuso,20000.0,20000.0,1606.88
0824,4321,62609,R,Equipos técnicos palacio Europa y Villasuso,0.0,14521.88,14521.88
0825,4221,22779,R,Apoyo a industrias y empresas,0.0,3997.84,3997.84
0825,4221,62952,R,Mantenimiento zonas industriales,0.0,273766.01,0.0
0826,3411,22603,,Patrocinio publicitario Saski Baskonia SAD,157300.0,157300.0,0.0
0826,3411,22611,,Patrocinio triatlón Vitoria-Gasteiz,100000.0,100000.0,0.0
0826,4321,12000,,Retribuciones básicas de funcionarios,5403.0,5403.0,0.0
0826,4321,12100,,Retribuciones complementarias funcionarios,7987.0,7987.0,0.0
0826,4321,16000,,Seguridad social a cargo del ayuntamiento,3471.0,3471.0,0.0
0826,4321,22733,,Acciones competitividad sector,5000.0,5000.0,0.0
0826,4321,22772,,Patrocinio semana pintxo alavés,12000.0,12000.0,0.0
0826,4321,22774,,Patrocinio miniature pintxos congres,15000.0,15000.0,0.0
0826,4321,22777,,Dinamización turística,195000.0,145000.0,15663.93
0826,4321,22778,,Eventos turísticos singulares,5000.0,5000.0,1210.0
0826,4321,22779,,Promoción turística ciudad,166800.0,166800.0,16782.34
0826,4321,22779,R,Promoción turística ciudad,0.0,11193.57,10987.89
0826,4321,22780,,Gastos merchandising oficina turismo,30300.0,30300.0,0.0
0910,2210,22734,,Regularización seguridad social,200000.0,200000.0,0.0
0910,2381,22760,,Acciones para la igualdad de género,15375.0,15375.0,3900.0
0910,9202,12000,,Retribuciones básicas de funcionarios,169551.0,169551.0,78338.9
0910,9202,12100,,Retribuciones complementarias funcionarios,229757.0,229757.0,107057.29
0910,9202,12104,,Complemento específico análisis de funcionales,100000.0,100000.0,0.0
0910,9202,14100,,Otro personal,13815.0,13815.0,0.0
0910,9202,16000,,Seguridad social a cargo del ayuntamiento,100778.0,93356.09,39751.56
0910,9202,16007,,Aportación complemento especifico a funcionarios,276723.0,276723.0,0.0
0910,9202,16102,,Indemnizaciones por jubilaciones anticipadas,2150232.0,2150232.0,3339482.46
0910,9202,16104,,Retribuciones según sentencia,15000.0,15000.0,145313.75
0910,9202,16204,,Seguro de vida-autoseguro,125000.0,125000.0,145800.0
0910,9202,16205,,Seguro vida-accidentes empleados,950000.0,950000.0,438674.8
0910,9202,16206,,Seguros corporativos,11500.0,11500.0,2539.35
0910,9202,16220,,Indemnizaciones por daños,1500.0,1500.0,585.25
0910,9202,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,0.0,7421.91,3042.76
0910,9202,22001,,Ordinario no inventariable,2505.5,2505.5,257.39
0910,9202,22105,,Vestuario y uniformes,86000.0,86000.0,3937.04
0910,9202,22105,A,Vestuario y uniformes,0.0,20433.27,20433.27
0910,9202,22633,,Formación pobreza energética,20000.0,20000.0,0.0
0910,9202,22638,,Plan formación empleados mples.,120000.0,120000.0,60281.79
0910,9202,22740,,Congreso sumas,1.0,1.0,0.0
0910,9202,22745,,Programa estratégico de prevención de riesgos laborales,20000.0,20000.0,6146.81
0910,9202,22759,,Plan estratégico de mejora continua,11222.0,11222.0,1600.0
0910,9202,22764,,Estudios de organización,1.0,1.0,0.0
0910,9202,23000,,Dietas,50071.6,50071.6,7990.96
0910,9202,23001,,Gastos de locomoción,35875.0,35875.0,5969.61
0910,9202,23900,,Gastos procesos selectivos,90000.0,90000.0,404.95
0910,9202,48001,,Subvención al comité,15559.31,15559.31,12701.94
0910,9202,48002,,Becas y bolsas de estudio al personal,24903.31,24903.31,23496.08
0910,9203,62924,,Adquisición de equipos de información de presencia,5000.0,5000.0,0.0
0911,9202,12000,,Retribuciones básicas de funcionarios,266496.0,266496.0,127860.18
0911,9202,12100,,Retribuciones complementarias funcionarios,334804.0,334804.0,157464.48
0911,9202,14100,,Otro personal,177636.0,177636.0,101487.48
0911,9202,16000,,Seguridad social a cargo del ayuntamiento,233096.0,215677.2,119417.8
0911,9202,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,0.0,17418.8,8689.8
0912,9202,12000,,Retribuciones básicas de funcionarios,145797.0,145797.0,62473.46
0912,9202,12100,,Retribuciones complementarias funcionarios,189618.0,189618.0,78785.03
0912,9202,16000,,Seguridad social a cargo del ayuntamiento,81227.0,75008.65,29206.9
0912,9202,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,0.0,6218.35,2613.38
0915,9202,12000,,Retribuciones básicas de funcionarios,43482.0,43482.0,31723.14
0915,9202,12100,,Retribuciones complementarias funcionarios,59373.0,59373.0,42653.94
0915,9202,16000,,Seguridad social a cargo del ayuntamiento,23309.0,21758.15,16031.5
0915,9202,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,0.0,1550.85,1521.38
0919,9203,12000,,Retribuciones básicas de funcionarios,162223.0,162223.0,64691.99
0919,9203,12100,,Retribuciones complementarias funcionarios,199866.0,199866.0,80731.88
0919,9203,16000,,Seguridad social a cargo del ayuntamiento,102023.0,94472.2,37992.22
0919,9203,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,0.0,7550.8,3866.59
0919,9203,22108,,Productos farmacéuticos y hemoderivados,67118.11,67118.11,10667.41
0919,9203,22108,R,Productos farmacéuticos y hemoderivados,0.0,4293.0,0.0
0919,9203,22141,,Mantenimiento especifico equipos servicios médicos,820.0,820.0,0.0
1010,9204,12000,,Retribuciones básicas de funcionarios,56939.0,56939.0,29118.95
1010,9204,12100,,Retribuciones complementarias funcionarios,114464.0,114464.0,51037.62
1010,9204,14100,,Otro personal,3599.0,3599.0,0.0
1010,9204,16000,,Seguridad social a cargo del ayuntamiento,47218.0,44277.53,12588.78
1010,9204,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,0.0,2940.47,1521.38
1010,9204,22730,,Definición procesos y supervisión LOPD,20000.0,20000.0,0.0
1010,9204,22732,,Contratos de prestación de servicios,10000.0,10000.0,311.53
1010,9221,22690,,Gastos electorales,0.0,60000.0,1034.15
1011,9204,12000,,Retribuciones básicas de funcionarios,491283.0,491283.0,241895.22
1011,9204,12100,,Retribuciones complementarias funcionarios,573965.0,573965.0,288268.32
1011,9204,14100,,Otro personal,92341.0,92341.0,61139.81
1011,9204,16000,,Seguridad social a cargo del ayuntamiento,331718.0,310955.18,162901.21
1011,9204,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,0.0,20762.82,12031.53
1011,9204,21501,,Mantenimiento de aplicaciones informáticas,440000.0,440000.0,271091.76
1011,9204,22720,,Soporte a mantenimiento de aplicativos,1400000.0,1400000.0,374134.0
1011,9204,22724,,Mant software plan contra fraude fiscal,1.0,1.0,0.0
1011,9204,62623,,Plan director e-administración,250000.0,250000.0,0.0
1011,9204,62624,,Plan contra el fraude fiscal,200000.0,200000.0,0.0
1011,9204,62624,R,Plan contra el fraude fiscal,0.0,20469.64,14369.9
1011,9204,62625,,Gestión centralizada de subvenciones,100000.0,100000.0,0.0
1011,9204,62625,R,Gestión centralizada de subvenciones,0.0,10000.0,0.0
1011,9204,62626,,Sistema informático policía local,50000.0,50000.0,5583.69
1012,9204,12000,,Retribuciones básicas de funcionarios,346995.0,346995.0,159971.16
1012,9204,12100,,Retribuciones complementarias funcionarios,451479.0,451479.0,203825.03
1012,9204,14100,,Otro personal,124993.0,124993.0,76695.76
1012,9204,16000,,Seguridad social a cargo del ayuntamiento,265401.0,252730.91,122792.11
1012,9204,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,0.0,12670.09,6182.7
1012,9204,21500,,Mantenimiento equipos informáticos,330000.0,330000.0,90196.91
1012,9204,22728,,Soporte ordenadores centrales,300000.0,300000.0,45971.26
1012,9204,22729,,Soporte mantenimiento equipos usuarios,30000.0,30000.0,0.0
1012,9204,22755,,Plan nuevas tecnologías aplicaciones uso ciudadanos,1.0,1.0,0.0
1012,9204,62600,,Adquisición equipos informáticos,250000.0,250000.0,14489.17
1012,9204,62600,R,Adquisición equipos informáticos,0.0,14934.0,14934.0
1012,9204,62604,,Adquisición software base,160000.0,160000.0,2432.0
1012,9204,62620,,Acciones plan de seguridad,100000.0,100000.0,0.0
1012,9204,62627,,Renovación equipos y servicios,550000.0,550000.0,0.0
1012,9271,22200,,Facturación telefónica,432600.0,432600.0,42432.95
1012,9271,22202,,Correspondencia y notificaciones,1879300.0,1879300.0,307755.39
1012,9271,22644,,Anuncios en boletines oficiales,10081.0,10081.0,8000.0
1017,9204,12000,,Retribuciones básicas de funcionarios,195559.0,195559.0,136822.21
1017,9204,12100,,Retribuciones complementarias funcionarios,269966.0,269966.0,171973.78
1017,9204,14100,,Otro personal,60930.0,60930.0,50712.03
1017,9204,16000,,Seguridad social a cargo del ayuntamiento,145501.0,134162.43,97262.49
1017,9204,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,0.0,11338.57,8073.38
1018,9204,12000,,Retribuciones básicas de funcionarios,28648.0,28648.0,13901.56
1018,9204,12100,,Retribuciones complementarias funcionarios,42568.0,42568.0,20061.6
1018,9204,16000,,Seguridad social a cargo del ayuntamiento,14360.0,12809.15,6276.06
1018,9204,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,0.0,1550.85,760.69
1019,9204,12000,,Retribuciones básicas de funcionarios,28228.0,28228.0,11788.58
1019,9204,12100,,Retribuciones complementarias funcionarios,42660.0,42660.0,16251.62
1019,9204,16000,,Seguridad social a cargo del ayuntamiento,14360.0,12809.15,6276.06
1019,9204,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,0.0,1550.85,760.69
1020,9204,12000,,Retribuciones básicas de funcionarios,27342.0,27342.0,13589.48
1020,9204,12100,,Retribuciones complementarias funcionarios,42180.0,42180.0,20885.52
1020,9204,16000,,Seguridad social a cargo del ayuntamiento,12809.0,12809.0,6276.06
1110,2301,12000,,Retribuciones básicas de funcionarios,102194.0,102194.0,54357.42
1110,2301,12100,,Retribuciones complementarias funcionarios,151579.0,151579.0,75448.41
1110,2301,14100,,Otro personal,125950.0,125950.0,76208.29
1110,2301,16000,,Seguridad social a cargo del ayuntamiento,100153.0,98886.54,54130.82
1110,2301,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,0.0,1266.46,621.18
1111,2301,12000,,Retribuciones básicas de funcionarios,761544.0,761544.0,344791.35
1111,2301,12100,,Retribuciones complementarias funcionarios,956784.0,956784.0,434915.01
