#Orgánico,Funcional,Económico,Denominación aplicación,Crédito Inicial,Crédito Definitivo,Obligado
081803,7211,12000,Retribuciones básicas de personal funcionario,0.0,0.0,43038.73
081803,7211,12100,Retribuciones complementarias de personal funcionario,0.0,0.0,56456.15
081803,7211,14100,Otro personal,0.0,0.0,17196.7
081803,7211,16000,Seguridad social a cargo del Ayuntamiento,0.0,0.0,34215.79
081803,7211,16500,Cuotas Elkarkidetza a cargo Ayuntamiento,0.0,0.0,302.54
0910,1240,12000,Retribuciones básicas de personal funcionario,93284.0,93284.0,50467.96
0910,1240,12100,Retribuciones complementarias de personal funcionario,130070.0,130070.0,79168.52
0910,1240,14100,Otro personal,74055.0,74055.0,106633.67
0910,1240,16000,Seguridad social a cargo del Ayuntamiento,65050.0,65050.0,51593.55
0910,1240,16007,Aportación complemento especifico a de personal funcionario,269978.0,269978.0,258020.39
0910,1240,16102,Indemnizaciones por jubilaciones anticipadas,803000.0,803000.0,1065844.73
0910,1240,16104,Retribuciones según sentencia,75000.0,75000.0,4991.21
0910,1240,16204,Seguro de vida-autoseguro,146000.0,146000.0,0.0
0910,1240,16205,Seguro vida-accidentes empleados,613022.0,613022.0,599769.38
0910,1240,16206,Seguros corporativos,11500.0,11500.0,3013.88
0910,1240,16220,Indemnizaciones por daños,5000.0,5000.0,671.43
0910,1240,16500,Cuotas Elkarkidetza a cargo Ayuntamiento,465.0,465.0,290.68
0910,1240,22001,Ordinario no inventariable,4700.0,4700.0,9142.85
0910,1240,22105,Vestuario y uniformes,50120.0,50120.0,28929.72
0910,1240,22638,Plan formación empleados municipales,150000.0,154200.0,136095.07
0910,1240,22702,Ideas de ahorro,1.0,1.0,0.0
0910,1240,22745,Programa estratégico de prevención de riesgos laborales,3000.0,3000.0,3262.19
0910,1240,22746,Contratos acciones absentismo laboral,6092.0,6092.0,0.0
0910,1240,22747,Análisis puestos de trabajo y estudios implantación,0.0,0.0,0.0
0910,1240,22759,Plan estratégico de mejora continua,25000.0,25000.0,14665.39
0910,1240,22763,Celebracion de reuniones y congresos,1.0,1.0,0.0
0910,1240,22764,Estudios de organización,3000.0,3000.0,0.0
0910,1240,23000,Dietas,128850.0,128850.0,120267.33
0910,1240,23001,Gastos de locomoción,54740.0,54740.0,29018.1
0910,1240,23900,Gastos procesos selectivos,4000.0,4000.0,2907.6
0911,1240,12000,Retribuciones básicas de personal funcionario,263325.0,263325.0,227004.69
0911,1240,12100,Retribuciones complementarias de personal funcionario,362720.0,362720.0,304513.7
0911,1240,14100,Otro personal,113962.0,113962.0,116013.87
0911,1240,16000,Seguridad social a cargo del Ayuntamiento,204126.0,204126.0,183882.37
0911,1240,16500,Cuotas Elkarkidetza a cargo Ayuntamiento,4806.0,4806.0,1546.35
0912,1240,12000,Retribuciones básicas de personal funcionario,193201.0,179709.0,196893.43
0912,1240,12100,Retribuciones complementarias de personal funcionario,245198.0,226903.0,241549.92
0912,1240,14100,Otro personal,3396.0,3396.0,0.0
0912,1240,16000,Seguridad social a cargo del Ayuntamiento,102854.0,96551.0,106121.92
0912,1240,16500,Cuotas Elkarkidetza a cargo Ayuntamiento,3331.0,3331.0,3906.33
0915,1240,12000,Retribuciones básicas de personal funcionario,69539.0,69539.0,46288.06
0915,1240,12100,Retribuciones complementarias de personal funcionario,90530.0,90530.0,61938.28
0915,1240,14100,Otro personal,38084.0,38084.0,40119.48
0915,1240,16000,Seguridad social a cargo del Ayuntamiento,46662.0,46662.0,32581.17
0915,1240,16500,Cuotas Elkarkidetza a cargo Ayuntamiento,372.0,372.0,145.34
0919,1246,12000,Retribuciones básicas de personal funcionario,179017.0,179017.0,163996.48
0919,1246,12100,Retribuciones complementarias de personal funcionario,236771.0,236771.0,205449.81
0919,1246,16000,Seguridad social a cargo del Ayuntamiento,96232.0,96232.0,95225.1
0919,1246,16500,Cuotas Elkarkidetza a cargo Ayuntamiento,582.0,582.0,863.59
0919,1246,22108,Productos farmacéuticos y hemoderivados,81052.98,81052.98,61317.3
0919,1246,22141,Mantenimiento especifico equipos servicios médicos,2289.69,2289.69,0.0
0919,1246,22199,Otros suministros,2020.82,2020.82,0.0
1010,1250,12000,Retribuciones básicas de personal funcionario,45161.0,45161.0,30422.99
1010,1250,12100,Retribuciones complementarias de personal funcionario,76735.0,76735.0,48865.32
1010,1250,14100,Otro personal,0.0,0.0,94023.07
1010,1250,16000,Seguridad social a cargo del Ayuntamiento,19866.0,19866.0,42761.05
1010,1250,16500,Cuotas Elkarkidetza a cargo Ayuntamiento,139.0,139.0,218.0
1010,1250,22730,Definición procesos y supervisión LOPD,40000.0,40000.0,0.0
1010,4510,12000,Retribuciones básicas de personal funcionario,0.0,0.0,0.0
1010,4510,12100,Retribuciones complementarias de personal funcionario,0.0,0.0,0.0
1010,4510,16000,Seguridad social a cargo del Ayuntamiento,0.0,0.0,0.0
1011,1250,12000,Retribuciones básicas de personal funcionario,411679.0,411679.0,429290.87
1011,1250,12100,Retribuciones complementarias de personal funcionario,513856.0,513856.0,537172.13
1011,1250,13000,Retribuciones personal laboral fijo,95685.0,95685.0,85636.71
1011,1250,14100,Otro personal,218715.0,218715.0,204920.12
1011,1250,16000,Seguridad social a cargo del Ayuntamiento,293068.0,293068.0,305635.04
1011,1250,16500,Cuotas Elkarkidetza a cargo Ayuntamiento,2025.0,2025.0,2518.85
1011,1250,21501,Mantenimiento de aplicaciones informáticas,186152.63,186152.63,254673.17
1011,1250,22720,Soporte a mantenimiento de aplicativos,1110000.0,1110000.0,909897.92
1012,1250,12000,Retribuciones básicas de personal funcionario,289281.0,289281.0,291643.29
1012,1250,12100,Retribuciones complementarias de personal funcionario,395278.0,395278.0,391472.94
1012,1250,14100,Otro personal,166127.0,166127.0,198322.94
1012,1250,16000,Seguridad social a cargo del Ayuntamiento,230878.0,230878.0,237509.17
1012,1250,16500,Cuotas Elkarkidetza a cargo Ayuntamiento,2841.0,2841.0,1261.28
1012,1250,21500,Mantenimiento equipos informáticos,318118.34,318118.34,274193.03
1012,1250,22728,Soporte ordenadores centrales,222000.0,222000.0,201921.78
1012,1250,22729,Soporte mant. equipos usuarios,105600.0,105600.0,157626.85
1012,1250,22750,Administratel,64800.0,64800.0,64800.0
1012,1270,22200,Facturación telefónica,585000.0,585000.0,624071.53
1014,1250,12000,Retribuciones básicas de personal funcionario,158764.0,158764.0,183269.52
1014,1250,12100,Retribuciones complementarias de personal funcionario,208869.0,208869.0,238060.08
1014,1250,14100,Otro personal,15233.0,15233.0,89051.91
1014,1250,16000,Seguridad social a cargo del Ayuntamiento,105157.0,105157.0,136791.17
1014,1250,16500,Cuotas Elkarkidetza a cargo Ayuntamiento,440.0,440.0,587.03
1014,1270,22201,"Sistema información ciudadana ""010""",1287500.0,1223983.46,922983.57
1014,1270,22202,Correspondencia y notificaciones,1220000.0,1220000.0,1120941.12
1014,1270,22644,Anuncios en boletines oficiales,77250.0,77250.0,58835.23
1017,1270,12000,Retribuciones básicas de personal funcionario,288290.0,288290.0,221656.46
1017,1270,12100,Retribuciones complementarias de personal funcionario,357147.0,357147.0,276526.35
1017,1270,14100,Otro personal,30394.0,30394.0,71920.39
1017,1270,16000,Seguridad social a cargo del Ayuntamiento,179214.0,179214.0,151407.86
1017,1270,16500,Cuotas Elkarkidetza a cargo Ayuntamiento,1992.0,1992.0,1118.62
1110,3100,12000,Retribuciones básicas de personal funcionario,85874.0,85874.0,68154.81
1110,3100,12100,Retribuciones complementarias de personal funcionario,116777.0,116777.0,99032.29
1110,3100,14100,Otro personal,92174.0,92174.0,128147.68
1110,3100,16000,Seguridad social a cargo del Ayuntamiento,63206.0,63206.0,69473.39
1110,3100,16500,Cuotas Elkarkidetza a cargo Ayuntamiento,0.0,0.0,0.0
1111,3100,12000,Retribuciones básicas de personal funcionario,573945.0,573945.0,597211.15
1111,3100,12100,Retribuciones complementarias de personal funcionario,743818.0,743818.0,750895.09
1111,3100,13000,Retribuciones personal laboral fijo,35822.0,35822.0,36078.2
1111,3100,14100,Otro personal,321770.0,321770.0,283936.21
1111,3100,16000,Seguridad social a cargo del Ayuntamiento,473319.0,473319.0,468682.89
1111,3100,16500,Cuotas Elkarkidetza a cargo Ayuntamiento,2068.0,2068.0,2831.55
1111,3100,22102,Agua,250.0,250.0,96.1
1111,3100,22103,Gas,71900.0,71900.0,77542.21
1111,3100,22618,Otros gastos funcionamiento,4100.0,4100.0,4595.92
1111,3100,22694,Programas de empleo prelaboral,0.0,0.0,0.0
1115,3100,12000,Retribuciones básicas de personal funcionario,336529.0,336529.0,359535.06
1115,3100,12100,Retribuciones complementarias de personal funcionario,457269.0,457269.0,495183.42
1115,3100,14100,Otro personal,481858.0,481858.0,502507.23
1115,3100,16000,Seguridad social a cargo del Ayuntamiento,385772.0,385772.0,409796.91
1115,3100,16500,Cuotas Elkarkidetza a cargo Ayuntamiento,945.0,945.0,1455.7
1115,3150,22745,Programa educacion calle para sin techo,99365.0,99365.0,96107.04
1115,3150,22784,Contratros servicios de urgencias,616475.0,600175.38,600175.38
1115,3151,22002,"Prensa,revistas y otras publicaciones",2050.0,2050.0,1074.8
1115,3151,22106,Productos alimenticios,16430.0,16430.0,14641.16
1115,3151,22111,Menaje,4620.0,4620.0,3282.87
1115,3151,22115,Material tecnico especifico,2160.0,2160.0,2258.16
1115,3151,22759,Monitores talleres,107850.0,50105.0,50326.77
1115,3151,22786,Servicio de comidas,14932.0,11889.87,11889.84
1115,3152,22111,Menaje,8220.0,8220.0,3360.59
1115,3152,22115,Material técnico específico,18490.0,18490.0,58503.79
1115,3152,22613,Servicio lavado de ropa,0.0,0.0,0.0
1115,3152,22614,Talleres Gizarteratu,618080.0,608094.93,558723.7
1115,3152,22666,Vigilancia nocturna Villasuso,83578.0,83578.0,84395.6
1115,3152,22715,Contrato casa anti-sida Besarkada etxea (Arriaga),230000.0,230000.0,230000.0
1115,3152,22718,Programa prevención drogodependencias,81643.0,81643.0,81643.0
1115,3152,22761,Prog. acomp. pisos emergencia polivalente,88113.0,75138.87,75138.87
1115,3152,22786,Transporte de comidas casa abierta,14932.0,11889.87,11889.84
1115,3153,20200,Arrendamiento de maquinaria e instalaciones,0.0,0.0,0.0
1115,3153,22716,Plan de inmigración,61630.0,61630.0,62148.5
1115,3153,22764,Servicio de traducción atención emigrantes,10270.0,10270.0,12344.95
1120,3100,12000,Retribuciones básicas de personal funcionario,284746.0,284746.0,303125.69
1120,3100,12100,Retribuciones complementarias de personal funcionario,325247.0,325247.0,350958.79
1120,3100,14100,Otro personal,310825.0,310825.0,252563.67
1120,3100,16000,Seguridad social a cargo del Ayuntamiento,252883.0,252883.0,251069.94
1120,3100,16500,Cuotas Elkarkidetza a cargo Ayuntamiento,696.0,696.0,943.47
1120,3110,22111,Menaje,6160.0,4160.0,2913.75
1120,3110,22115,Material técnico especifico,3080.0,3080.0,1994.77
1120,3110,22615,Servicios educativos,2050.0,0.0,0.0
1120,3110,22626,Familias sustitutas,76010.0,70118.84,70118.72
1120,3110,22678,Programación participación infantil,98600.0,120600.0,88791.75
1120,3110,22679,Programa prevención prólogo,15400.0,15400.0,20062.37
1120,3110,22680,Talleres emociones,61630.0,61630.0,112666.52
1120,3110,22726,Programa Senidegune,109900.0,109900.0,46118.25
1120,3110,22744,Servicio medico,2875.0,0.0,0.0
1120,3110,22745,Programa Ada-dartinton,410860.0,403386.81,403386.78
1120,3110,22748,Terapias,102700.0,102700.0,61507.2
1120,3110,22775,Programa Bidatu,188364.0,186780.53,186780.0
1120,3110,22789,Valoración casos de infancia,154070.0,154070.0,155640.8
1120,3110,22791,Plan local de infancia,102700.0,52700.0,93232.19
1120,3110,22792,Valoración casos abusos sexuales,12325.0,12325.0,8736.4
1120,3110,22793,Hogares educativos,1725964.0,1670339.79,1670339.52
1120,3110,22794,Centros de día,1143452.0,1108215.36,1107818.86
1120,3110,22795,Servicio de visitas,0.0,0.0,0.0
1120,3110,22796,Programa Valeo,41090.0,41090.0,38221.0
1133,3100,12000,Retribuciones básicas de personal funcionario,2417204.0,2417204.0,2382881.02
1133,3100,12100,Retribuciones complementarias de personal funcionario,3286347.0,3286347.0,3255777.67
1133,3100,13000,Retribuciones personal laboral fijo,0.0,0.0,0.0
1133,3100,14100,Otro personal,2893053.0,2893053.0,3393975.52
1133,3100,16000,Seguridad social a cargo del Ayuntamiento,2462047.0,2462047.0,2676768.35
1133,3100,16220,Indemnizaciones por daños,0.0,0.0,0.0
1133,3100,16500,Cuotas Elkarkidetza a cargo Ayuntamiento,7309.0,7309.0,10458.87
1133,3120,22002,"Prensa, revistas y otras publicaciones",10313.0,10313.0,12725.82
1133,3120,22105,Vestuario y uniformes,578.0,578.0,0.0
1133,3120,22106,Productos alimenticios,1519027.0,1478626.39,1414187.3
1133,3120,22111,Menaje,53588.0,53588.0,45983.85
1133,3120,22115,Material tecnico especifico,69568.0,69568.0,53527.56
1133,3120,22606,Servicios de peluqueria,13676.5,13676.5,15272.19
1133,3120,22618,Otros gastos funcionamiento,14380.0,14380.0,12651.37
1133,3120,22623,Programa de apoyo a familias cuidadoras,476687.0,310400.0,301247.22
1133,3120,22652,Animación residencias tercera edad,282780.28,280403.52,280403.52
1133,3120,22666,Vigilancia nocturna rª san prudencio,66793.48,59899.83,59899.8
1133,3120,22667,Servicios religiosos san prudencio,19583.2,16961.64,16961.64
1133,3120,22702,Servicio de cafeteria,15920.0,14207.16,14207.14
1133,3120,22708,Traslado de ancianos,136610.0,136610.0,141931.11
1133,3120,22739,Mantenimiento de plantas,4110.0,4110.0,5281.44
1133,3121,22111,Menaje,8220.0,8220.0,11017.6
1133,3121,22713,Servicio de podología,40800.0,39720.0,39720.0
1133,3121,22754,Gestión centros socioculturales de mayores,2320239.0,2320239.0,2281448.37
1133,3121,22786,Transporte de comidas,52262.51,41614.55,41119.03
1133,3122,22002,"Prensa, revistas y otras publicaciones",906.22,906.22,1172.9
1133,3122,22111,Menaje,12325.0,12325.0,2536.48
1133,3122,22115,Material técnico especifico,816.05,816.05,277.52
1133,3122,22609,Trabajadores familiares apartamentos mayores,321122.17,303350.53,301671.53
1133,3122,22618,Otros gastos funcionamiento,5365.0,5365.0,3018.14
1133,3122,22628,Animación Santa Mª Olarizu,37147.92,37147.92,37636.8
1133,3122,22705,Gestion serv. atencion diurna Beato Tomás Zumarraga,388503.64,377003.99,377003.99
1133,3122,22708,Traslado de ancianos,323123.0,323123.0,304018.33
1133,3122,22718,Gestion serv. atencion diurna Blas de Otero,657323.0,637947.35,626873.39
1133,3122,22786,Transporte de comidas,44797.64,35669.61,35662.26
1145,3100,12000,Retribuciones básicas de personal funcionario,832245.0,832245.0,820205.8
1145,3100,12100,Retribuciones complementarias de personal funcionario,976034.0,976034.0,939589.31
1145,3100,14100,Otro personal,962062.0,962062.0,1024871.98
1145,3100,16000,Seguridad social a cargo del Ayuntamiento,719578.0,719578.0,801138.24
1145,3100,16500,Cuotas Elkarkidetza a cargo Ayuntamiento,1434.0,1434.0,1896.22
1145,3131,22786,Servicio de comidas,114926.48,103752.08,82313.09
1145,3131,22797,Servicio de ayuda a domicilio,2570089.05,2500089.05,2324300.14
1145,3131,22798,Sad basico-educativo,0.0,0.0,0.0
1145,3133,22115,Material técnico especifico,13504.8,13504.8,13095.34
1145,3133,22619,Educación calle,881600.0,790748.59,790748.59
1145,3133,22746,Vigilancia servicios sociales de base,328406.3,316956.3,316902.93
1145,3133,22759,Monitores talleres,301675.79,259420.79,205450.66
1145,3134,22731,Comidas desamparadas,1540700.0,1040700.0,970743.0
1150,4630,12000,Retribuciones básicas de personal funcionario,21825.0,21825.0,40175.62
1150,4630,12100,Retribuciones complementarias de personal funcionario,24072.0,24072.0,55797.13
1150,4630,14100,Otro personal,78484.0,78484.0,30677.85
1150,4630,16000,Seguridad social a cargo del Ayuntamiento,34002.0,34002.0,30556.46
1150,4630,16500,Cuotas Elkarkidetza a cargo Ayuntamiento,131.0,131.0,97.32
1150,4630,22699,Otros gastos diversos cooperación,10000.0,10000.0,9827.25
1150,4630,22707,Estudios y trabajos técnicos,16000.0,10000.0,1499.19
1150,4630,22799,Otros trabajos exteriores,15000.0,15000.0,23665.13
1310,6111,12000,Retribuciones básicas de personal funcionario,139826.0,139826.0,105519.37
1310,6111,12100,Retribuciones complementarias de personal funcionario,186550.0,186550.0,148212.88
1310,6111,14100,Otro personal,46.0,46.0,17929.03
1310,6111,16000,Seguridad social a cargo del Ayuntamiento,76441.0,76441.0,58483.1
1310,6111,16500,Cuotas Elkarkidetza a cargo Ayuntamiento,341.0,341.0,332.4
1510,1900,12000,Retribuciones básicas de personal funcionario,52117.0,35491.0,41877.36
1510,1900,12100,Retribuciones complementarias de personal funcionario,97774.0,68632.0,77356.79
1510,1900,16000,Seguridad social a cargo del Ayuntamiento,19925.0,13750.0,17872.69
1510,1900,16500,Cuotas Elkarkidetza a cargo Ayuntamiento,76.0,76.0,118.7
1510,1900,22004,Edición y reproducción de cartografía y proyectos,5880.0,5880.0,5774.57
1510,1900,22605,"Reuniones ,conferencias y congresos",19600.0,19600.0,18844.99
1510,3220,22606,Plan empleo Euskadi 2011,0.0,0.0,0.0
1511,4447,12000,Retribuciones básicas de personal funcionario,158391.0,158391.0,127425.62
1511,4447,12100,Retribuciones complementarias de personal funcionario,215607.0,215607.0,197195.41
1511,4447,16000,Seguridad social a cargo del Ayuntamiento,124226.0,124226.0,115100.88
1511,4447,16500,Cuotas Elkarkidetza a cargo Ayuntamiento,2641.0,2641.0,1015.93
1511,4447,21040,Mto. de equipos y control y diagnostico,189140.0,189140.0,139386.0
1511,4447,22115,Repuestos y fungibles,8330.0,8330.0,7766.11
1512,4447,12000,Retribuciones básicas de personal funcionario,64634.0,64634.0,37720.87
1512,4447,12100,Retribuciones complementarias de personal funcionario,85480.0,85480.0,53337.51
1512,4447,14100,Otro personal,42324.0,42324.0,10147.09
1512,4447,16000,Seguridad social a cargo del Ayuntamiento,49288.0,49288.0,24103.02
1512,4447,16500,Cuotas Elkarkidetza a cargo Ayuntamiento,2797.0,2797.0,2370.38
1513,4420,22700,Contrato del servicio de limpieza,24416991.0,26303359.49,26131464.36
1513,4420,22701,Trabajos extracontractuales,0.0,0.0,0.0
1513,4420,22702,Contrato explotación planta RSU Jundiz,5923600.0,6117851.76,6061145.76
1513,4420,22703,Contrato recogida neumática,815979.0,815979.0,881257.56
1513,4420,22723,Contrato explotación del vertedero,1316000.0,1316000.0,1425266.79
1513,4443,22715,Recogidas selectivas de residuos,300000.0,300000.0,179268.07
1514,1900,12000,Retribuciones básicas de personal funcionario,383339.0,361520.0,337724.64
1514,1900,12100,Retribuciones complementarias de personal funcionario,478418.0,454493.0,417726.14
1514,1900,14100,Otro personal,214047.0,214047.0,205640.21
1514,1900,16000,Seguridad social a cargo del Ayuntamiento,308382.0,293322.0,282883.72
1514,1900,16500,Cuotas Elkarkidetza a cargo Ayuntamiento,5675.0,5675.0,2606.69
151701,4110,22699,Otros gastos diversos,1000.0,1000.0,11027.38
151701,4111,22799,Contratos casas duchas,0.0,0.0,0.0
151701,4112,12000,Retribuciones básicas de personal funcionario,176938.0,176938.0,192203.08
151701,4112,12100,Retribuciones complementarias de personal funcionario,234849.0,234849.0,254400.7
151701,4112,13000,Retribuciones personal laboral fijo,31213.0,31213.0,5031.59
151701,4112,14100,Otro personal,88308.0,88308.0,53850.65
151701,4112,16000,Seguridad social a cargo del Ayuntamiento,137673.0,137673.0,133485.59
151701,4112,16500,Cuotas Elkarkidetza a cargo Ayuntamiento,3318.0,3318.0,3056.74
151701,4112,22107,Alimentación para animales,12000.0,12000.0,12231.14
151701,4112,22108,Suministro farmacia animales,6000.0,6000.0,5062.66
151701,4112,22112,Materiales para sanidad animal,12000.0,12000.0,14043.99
151701,4112,22113,Materiales de higiene alimentaria,1500.0,1500.0,1703.83
151701,4112,22718,Programas de sanidad animal,5000.0,5000.0,1401.29
151701,4112,22720,Programas parque D.D.D.,90000.0,90000.0,96098.53
151701,4112,22721,Plan Mpal. de mediación,0.0,0.0,0.0
151701,4112,22722,Programa asistencia animal,17000.0,14000.0,195.0
151701,4112,22766,Ejecuciones subsidiarias DDD,4000.0,4000.0,2662.39
151702,4111,12000,Retribuciones básicas de personal funcionario,46830.0,46830.0,47075.49
151702,4111,12100,Retribuciones complementarias de personal funcionario,56925.0,56925.0,56903.17
151702,4111,14100,Otro personal,37494.0,37494.0,46504.28
151702,4111,16000,Seguridad social a cargo del Ayuntamiento,34759.0,34759.0,42743.31
151702,4111,16500,Cuotas Elkarkidetza a cargo Ayuntamiento,93.0,93.0,145.34
151702,4111,20200,Arrendamiento desfibriladores,49000.0,49000.0,33529.26
151702,4111,22718,Programa de prevención de drogodependencias,220000.0,156779.4,91046.01
151703,4113,12000,Retribuciones básicas de personal funcionario,204504.0,204504.0,213963.72
151703,4113,12100,Retribuciones complementarias de personal funcionario,280148.0,280148.0,292591.54
151703,4113,14100,Otro personal,70126.0,70126.0,66169.0
151703,4113,16000,Seguridad social a cargo del Ayuntamiento,152359.0,152359.0,157526.69
151703,4113,16500,Cuotas Elkarkidetza a cargo Ayuntamiento,3162.0,3162.0,2899.16
151703,4113,21200,Mantenimiento maquinaria e instalaciones,10000.0,10000.0,7852.97
151703,4113,22115,Material técnico especifico (laboratorio),60000.0,60000.0,75686.1
151703,4113,22716,Contratación auditorias de calidad,17000.0,17000.0,9992.14
152002,4360,12000,Retribuciones básicas de personal funcionario,1185555.0,1166346.0,1023589.74
152002,4360,12100,Retribuciones complementarias de personal funcionario,1595593.0,1572474.0,1387362.11
152002,4360,14100,Otro personal,100113.0,100113.0,334192.46
152002,4360,16000,Seguridad social a cargo del Ayuntamiento,951754.0,940390.0,927932.99
152002,4360,16500,Cuotas Elkarkidetza a cargo Ayuntamiento,5905.0,5905.0,5820.31
152002,4360,22130,Conservación general del alumbrado publico,375000.0,362310.0,346428.46
152002,4431,22111,Menaje,10000.0,10000.0,5270.22
152002,4431,22140,Gastos específicos cementerios,100000.0,100000.0,98468.89
152002,5111,20200,Arrendamiento de maquinaria e instalaciones,30000.0,30000.0,29733.19
152002,5111,21005,Brigadas de acción inmediata,1700000.0,1380326.02,1346852.37
152002,5111,21006,Brigadas acción inmediata para alumbrado,417000.0,417000.0,415746.6
152002,5111,21008,BAI juegos infantiles,230000.0,198269.64,171678.49
152002,5111,21009,Puntos negros bicicarriles,0.0,0.0,0.0
152002,5111,21011,Mantenimiento de riíos,0.0,0.0,0.0
152002,5111,21059,Conservación red saneamiento de la ciudad,0.0,0.0,0.0
152002,5111,21060,Conservación de vías públicas y firmes,600000.0,597798.53,612163.81
152002,5111,21061,Conservación firmes zonas industriales,150000.0,150000.0,149765.98
152002,5111,21701,Conservación mobiliario urbano,150000.0,139417.66,127774.35
152002,5111,22111,Menaje,20000.0,20000.0,20849.05
152002,5111,22722,Contratos mantenimiento w.c. públicos,21000.0,21000.0,18906.65
152005,5111,12000,Retribuciones básicas de personal funcionario,39720.0,39720.0,57164.04
152005,5111,12100,Retribuciones complementarias de personal funcionario,49844.0,49844.0,74413.91
152005,5111,14100,Otro personal,0.0,0.0,0.0
152005,5111,16000,Seguridad social a cargo del Ayuntamiento,22501.0,22501.0,28439.24
152005,5111,16500,Cuotas Elkarkidetza a cargo Ayuntamiento,76.0,76.0,118.7
152007,4350,12000,Retribuciones básicas de personal funcionario,955630.0,945459.0,893112.9
152007,4350,12100,Retribuciones complementarias de personal funcionario,1236333.0,1225331.0,1077896.42
152007,4350,14100,Otro personal,195258.0,195258.0,353380.52
152007,4350,16000,Seguridad social a cargo del Ayuntamiento,727429.0,720797.0,717488.7
152007,4350,16500,Cuotas Elkarkidetza a cargo Ayuntamiento,3239.0,3239.0,4870.68
152007,4350,20200,Arrendamiento de maquinaria e instalaciones,95000.0,95000.0,106349.46
152007,4350,21040,Mantenimiento de transmisores,1560.0,1560.0,1678.81
152007,4350,21071,Conservación municipal de zonas verdes publicas,100000.0,93827.62,126981.74
152007,4350,21072,Conservación de jardineras,41000.0,41000.0,36432.0
152007,4350,21073,Conservación arboreto,40000.0,40000.0,37228.92
152007,4350,21074,Trabajos de conservación anillo verde exterior,300000.0,320000.0,300495.77
152007,4350,21200,Mantenimiento maquinaria e instalaciones,30000.0,30000.0,26151.13
152007,4350,22111,Menaje,40000.0,40000.0,54996.13
152007,4350,22112,Instalaciones de riego automático,0.0,0.0,0.0
152007,4350,22711,Conservación zonas verdes,2500000.0,2678720.46,2687452.27
152008,5330,21000,Infraestructura y bienes naturales,75000.0,68375.72,59113.33
152008,5331,12000,Retribuciones básicas de personal funcionario,125313.0,111876.0,118189.94
152008,5331,12100,Retribuciones complementarias de personal funcionario,172053.0,157026.0,173452.27
152008,5331,14100,Otro personal,33172.0,33172.0,13887.89
152008,5331,16000,Seguridad social a cargo del Ayuntamiento,104367.0,95129.0,93154.02
152008,5331,16500,Cuotas Elkarkidetza a cargo Ayuntamiento,549.0,549.0,662.25
152008,5331,21902,"Mantenimiento vias forestales, plantaciones y espacios naturales",75000.0,75000.0,53217.69
152008,5331,21911,Mantenimiento jardines nucleos rurales,350000.0,350000.0,351974.72
152008,5331,22111,Menaje,50000.0,40326.0,9247.93
152008,5331,22145,Recuperación espacios degradados,50000.0,50000.0,0.0
152008,5331,22700,Recogida de residuos y mantenimiento ELM y cementerios,966434.0,1376151.4,1397458.88
152008,5331,22732,Coto caza en montes altos,0.0,0.0,0.0
1610,1200,21100,Conservación edificios municipales,2042656.0,2044497.13,1743095.19
1610,1200,21207,Mantenimiento y Reparación de equipos,70000.0,53000.0,69981.82
1610,1200,22109,Productos de limpieza y aseo,270000.0,230000.0,277082.13
1610,1200,22111,Menaje,15000.0,10000.0,11390.59
1610,1200,22146,Contrato contenedores higiénicos,27000.0,17429.79,11356.45
1610,1200,22147,Contratos de baja tensión,5000.0,1000.0,2776.95
1610,1200,22722,Contratos mantenimiento w.c. públicos,30000.0,30000.0,27781.04
1610,1200,22783,Contratos unidad de limpieza,1750130.0,1750130.0,1726210.67
1610,1901,21200,Mantenimiento maquinaria e instalaciones,1752314.0,1752314.0,1399492.66
1610,1901,22103,Contrato para la eficiencia energética,3723144.0,3798714.21,4169451.71
1610,1902,22148,Contrato mantenimiento piscinas,1429029.0,1429029.0,1482746.67
1610,4329,12000,Retribuciones básicas de personal funcionario,39200.0,39200.0,8816.99
1610,4329,12100,Retribuciones complementarias de personal funcionario,89031.0,89031.0,26582.0
1610,4329,16000,Seguridad social a cargo del Ayuntamiento,22231.0,22231.0,6986.73
1610,4329,16500,Cuotas Elkarkidetza a cargo Ayuntamiento,0.0,0.0,31.15
1620,4329,12000,Retribuciones básicas de personal funcionario,92277.0,92277.0,96011.84
1620,4329,12100,Retribuciones complementarias de personal funcionario,119261.0,119261.0,122877.47
1620,4329,14100,Otro personal,88724.0,88724.0,79339.37
1620,4329,16000,Seguridad social a cargo del Ayuntamiento,83679.0,83679.0,81538.12
1620,4329,16500,Cuotas Elkarkidetza a cargo Ayuntamiento,207.0,207.0,324.02
1630,4329,12000,Retribuciones básicas de personal funcionario,1761830.0,1761830.0,1781845.23
1630,4329,12100,Retribuciones complementarias de personal funcionario,2259936.0,2259936.0,2315758.11
1630,4329,13000,Retribuciones personal laboral fijo,26723.0,26723.0,3559.22
1630,4329,14100,Otro personal,3110928.0,3110928.0,3019829.96
1630,4329,16000,Seguridad social a cargo del Ayuntamiento,2321481.0,2321481.0,2335793.91
1630,4329,16500,Cuotas Elkarkidetza a cargo Ayuntamiento,4661.0,4661.0,12054.02
1640,4329,12000,Retribuciones básicas de personal funcionario,0.0,0.0,0.0
1640,4329,12100,Retribuciones complementarias de personal funcionario,0.0,0.0,0.0
1640,4329,14100,Otro personal,0.0,0.0,0.0
