#Orgánico,Funcional,Económico,Concepto,Crédito Inicial,Crédito Definitivo,Obligado
0910,9202,16102,Indemnizaciones por jubilaciones anticipadas,1003613.0,1003613.0,2920720.78
0910,9202,16104,Retribuciones según sentencia,15000.0,15000.0,3998.56
0910,9202,16204,Seguro de vida-autoseguro,125000.0,125000.0,0.0
0910,9202,16205,Seguro vida-accidentes empleados,810000.0,810000.0,829959.05
0910,9202,16206,Seguros corporativos,11500.0,11500.0,3372.44
0910,9202,16220,Indemnizaciones por daños,1500.0,1500.0,310.0
0910,9202,16500,Cuotas Elkarkidetza a cargo ayuntamiento,4625.0,4625.0,4049.31
0910,9202,22001,Ordinario no inventariable,3870.0,3870.0,1430.1
0910,9202,22105,Vestuario y uniformes,85000.0,85000.0,85988.37
0910,9202,22638,Plan formación empleados municipales,100000.0,100000.0,107387.27
0910,9202,22745,Programa estratégico de prevención de riesgos laborales,5000.0,5000.0,1021.24
0910,9202,22746,Contratos acciones absentismo laboral,0.0,0.0,0.0
0910,9202,22759,Plan estratégico de mejora continua,8000.0,8000.0,8260.95
0910,9202,22760,Acciones para la igualdad de género,26000.0,26000.0,4098.54
0910,9202,22763,Celebración de reuniones y congresos,0.0,0.0,0.0
0910,9202,22764,Estudios de organización,1000.0,1000.0,0.0
0910,9202,23000,Dietas,20720.0,20720.0,50835.79
0910,9202,23001,Gastos de locomoción,35000.0,35000.0,23626.98
0910,9202,23900,Gastos procesos selectivos,10000.0,10000.0,3371.41
0911,9202,12000,Retribuciones básicas de personal funcionario,239124.27,239124.27,244718.03
0911,9202,12100,Retribuciones complementarias de personal funcionario,313312.0,313312.0,297001.82
0911,9202,14100,Otro personal,167210.0,167210.0,212236.24
0911,9202,16000,Seguridad social a cargo del ayuntamiento,228183.0,228183.0,203280.87
0911,9202,16500,Cuotas Elkarkidetza a cargo ayuntamiento,15105.0,15105.0,14586.43
0912,9202,12000,Retribuciones básicas de personal funcionario,183599.15,183599.15,161779.75
0912,9202,12100,Retribuciones complementarias de personal funcionario,218729.0,218729.0,200884.01
0912,9202,16000,Seguridad social a cargo del ayuntamiento,104139.0,104139.0,74300.78
0912,9202,16500,Cuotas Elkarkidetza a cargo ayuntamiento,11823.0,11823.0,7761.76
0915,9202,11000,Retribuciones personal eventual gabinete,75683.31,75683.31,0.0
0915,9202,12000,Retribuciones básicas de personal funcionario,81138.0,81138.0,43214.41
0915,9202,12100,Retribuciones complementarias de personal funcionario,95344.0,95344.0,50188.11
0915,9202,14100,Otro personal,627.0,627.0,1240.84
0915,9202,16000,Seguridad social a cargo del ayuntamiento,61842.0,61842.0,17436.91
0915,9202,16500,Cuotas Elkarkidetza a cargo ayuntamiento,1850.0,1850.0,1453.6
0919,9203,12000,Retribuciones básicas de personal funcionario,159200.74,159200.74,146422.08
0919,9203,12100,Retribuciones complementarias de personal funcionario,184954.0,184954.0,165788.26
0919,9203,14100,Otro personal,16699.0,16699.0,42984.24
0919,9203,16000,Seguridad social a cargo del ayuntamiento,103886.0,103886.0,86850.72
0919,9203,16500,Cuotas Elkarkidetza a cargo ayuntamiento,8824.0,8824.0,7217.96
0919,9203,22108,Productos farmaceúticos y hemoderivados,70000.0,70000.0,68908.31
0919,9203,22141,Mantenimiento especifico equipos servicios médicos,1500.0,1500.0,1082.67
1010,9204,12000,Retribuciones básicas de personal funcionario,29663.01,29663.01,62065.18
1010,9204,12100,Retribuciones complementarias de personal funcionario,49470.0,49470.0,97437.01
1010,9204,16000,Seguridad social a cargo del ayuntamiento,13068.0,13068.0,36051.94
1010,9204,16500,Cuotas Elkarkidetza a cargo ayuntamiento,1850.0,1850.0,2640.38
1010,9204,22730,Definición procesos y supervisión LOPD,60000.0,60000.0,70890.31
1010,9204,22732,Contratos de prestación de servicios,50000.0,50000.0,27565.11
1011,9204,12000,Retribuciones básicas de personal funcionario,399023.37,399023.37,390858.99
1011,9204,12100,Retribuciones complementarias de personal funcionario,461905.0,461905.0,447037.55
1011,9204,13000,Retribuciones personal laboral fijo,49812.0,49812.0,48785.08
1011,9204,14100,Otro personal,214495.0,214495.0,191211.52
1011,9204,16000,Seguridad social a cargo del ayuntamiento,335033.0,335033.0,279294.55
1011,9204,16500,Cuotas Elkarkidetza a cargo ayuntamiento,26899.0,26899.0,21465.17
1011,9204,20502,Renting equipos informáticos,0.0,0.0,0.0
1011,9204,21501,Mantenimiento de aplicaciones informáticas,350000.0,350000.0,325480.98
1011,9204,22720,Soporte a mantenimiento de aplicativos,1285000.0,1285000.0,1313066.28
1012,9204,12000,Retribuciones básicas de personal funcionario,312369.31,312369.31,319213.38
1012,9204,12100,Retribuciones complementarias de personal funcionario,394963.0,394963.0,394020.73
1012,9204,14100,Otro personal,206218.0,206218.0,211863.82
1012,9204,16000,Seguridad social a cargo del ayuntamiento,270430.0,270430.0,233863.98
1012,9204,16500,Cuotas Elkarkidetza a cargo ayuntamiento,15565.0,15565.0,12708.6
1012,9204,21500,Mantenimiento equipos informáticos,300000.0,400000.0,370895.17
1012,9204,22728,Soporte ordenadores centrales,300000.0,300000.0,274198.99
1012,9204,22729,Soporte mantenimiento equipos usuarios,30000.0,30000.0,57600.0
1012,9204,22750,Administratel,54300.0,54300.0,54404.3
1012,9271,22200,Facturación telefónica,380000.0,380000.0,317393.46
1012,9271,22202,Correspondencia y notificaciones,1060000.0,1360000.0,1237061.65
1012,9271,22644,Anuncios en boletines oficiales,50000.0,50000.0,46294.28
1017,9204,12000,Retribuciones básicas de personal funcionario,229000.08,229000.08,167655.87
1017,9204,12100,Retribuciones complementarias de personal funcionario,276246.0,276246.0,200420.46
1017,9204,14100,Otro personal,158094.0,158094.0,75059.3
1017,9204,16000,Seguridad social a cargo del ayuntamiento,198691.0,198691.0,108327.93
1017,9204,16500,Cuotas Elkarkidetza a cargo ayuntamiento,14374.0,14374.0,8681.71
1018,9204,12000,Retribuciones básicas de personal funcionario,27634.53,27634.53,27761.19
1018,9204,12100,Retribuciones complementarias de personal funcionario,37922.0,37922.0,39286.6
1018,9204,16000,Seguridad social a cargo del ayuntamiento,13068.0,13068.0,11013.37
1018,9204,16500,Cuotas Elkarkidetza a cargo ayuntamiento,1850.0,1850.0,1453.6
1019,9204,12000,Retribuciones básicas de personal funcionario,24104.54,24104.54,27175.04
1019,9204,12100,Retribuciones complementarias de personal funcionario,33073.0,33073.0,39010.54
1019,9204,16000,Seguridad social a cargo del ayuntamiento,13067.0,13067.0,11013.37
1019,9204,16500,Cuotas Elkarkidetza a cargo ayuntamiento,1850.0,1850.0,1453.6
1020,9204,12000,Retribuciones básicas de personal funcionario,24639.76,24639.76,26557.16
1020,9204,12100,Retribuciones complementarias de personal funcionario,37481.0,37481.0,38887.92
1020,9204,16000,Seguridad social a cargo del ayuntamiento,13068.0,13068.0,11013.36
1110,2301,12000,Retribuciones básicas de personal funcionario,65958.86,65958.86,105800.61
1110,2301,12100,Retribuciones complementarias de personal funcionario,93184.0,93184.0,134663.71
1110,2301,14100,Otro personal,133239.0,133239.0,119243.07
1110,2301,16000,Seguridad social a cargo del ayuntamiento,103211.0,103211.0,88298.6
1110,2301,16500,Cuotas Elkarkidetza a cargo ayuntamiento,66.0,66.0,2432.72
1111,2301,12000,Retribuciones básicas de personal funcionario,489746.7,489746.7,573768.9
1111,2301,12100,Retribuciones complementarias de personal funcionario,582234.0,582234.0,661474.01
1111,2301,13000,Retribuciones personal laboral fijo,37512.0,37512.0,38099.25
1111,2301,14100,Otro personal,355621.0,355621.0,561987.23
1111,2301,16000,Seguridad social a cargo del ayuntamiento,476614.0,476614.0,508987.16
1111,2301,16500,Cuotas Elkarkidetza a cargo ayuntamiento,28171.0,28171.0,27951.86
1111,2301,22103,Gas,30000.0,30000.0,22785.2
1111,2301,22618,Otros gastos funcionamiento,14599.11,14599.11,20398.75
1115,2323,22745,Programa educación calle para sin techo,91183.44,91183.44,91183.44
1115,2323,22784,Contratos servicios de urgencias,494886.92,494886.92,494886.52
1115,2324,22002,"Prensa, revistas y otras publicaciones",2050.0,2050.0,1231.9
1115,2324,22106,Productos alimenticios,16430.0,16430.0,36550.54
1115,2324,22111,Menaje,4946.7,4946.7,1998.6
1115,2324,22115,Material técnico específico,3160.0,3160.0,4015.13
1115,2324,22759,Monitores talleres,94974.96,94974.96,96724.94
1115,2324,22765,Centros de acogida inmediata atención 24 horas,353019.13,353019.13,306122.89
1115,2324,22786,Servicio de comidas,11889.87,11889.87,11889.84
1115,2325,22111,Menaje,7571.11,7571.11,8569.06
1115,2325,22115,Material técnico especifico,18490.0,18490.0,37635.2
1115,2325,22614,Talleres Gizarteratu,882198.0,825562.52,831605.22
1115,2325,22666,Vigilancia nocturna Villasuso y Onartuz,129001.15,85737.52,85737.36
1115,2325,22761,Progr. acompañam. pisos acogida,104042.75,104042.75,104042.76
1115,2325,22786,Transporte de comidas casa abierta,11889.87,11889.87,11889.84
1115,2326,22716,Plan de inmigración,0.0,0.0,0.0
1115,2326,22764,Servicio de traducción atención emigrantes,0.0,0.0,0.0
1115,2326,22766,Campaña de sensibilización refugiados,0.0,0.0,0.0
1115,2326,22767,Plan de acogida de refugiados,0.0,0.0,0.0
1115,2327,12000,Retribuciones básicas de personal funcionario,346501.56,346501.56,360649.35
1115,2327,12100,Retribuciones complementarias de personal funcionario,456464.0,456464.0,470008.58
1115,2327,14100,Otro personal,582543.0,624577.0,635976.07
1115,2327,16000,Seguridad social a cargo del ayuntamiento,527551.0,541001.94,449327.9
1115,2327,16500,Cuotas Elkarkidetza a cargo ayuntamiento,16476.0,16476.0,14697.47
1120,2311,12000,Retribuciones básicas de personal funcionario,301634.58,301634.58,264093.05
1120,2311,12100,Retribuciones complementarias de personal funcionario,323509.0,323509.0,293727.21
1120,2311,14100,Otro personal,329336.0,329336.0,440827.61
1120,2311,16000,Seguridad social a cargo del ayuntamiento,308043.0,308043.0,279443.59
1120,2311,16500,Cuotas Elkarkidetza a cargo ayuntamiento,10364.0,10364.0,5325.43
1120,2311,22111,Menaje,3160.0,3160.0,4112.12
1120,2311,22115,Material técnico específico,1580.0,1580.0,555.92
1120,2311,22626,Familias sustitutas,35059.42,35059.42,35059.39
1120,2311,22678,Programación participación infantil,90000.0,90000.0,70532.96
1120,2311,22679,Programa prevención prologo,15000.0,15000.0,19860.5
1120,2311,22680,Talleres emociones,190000.0,190000.0,190431.37
1120,2311,22726,Programa parentalidad positiva,80000.0,80000.0,76868.3
1120,2311,22745,Programa ADA,500000.63,500000.63,476062.28
1120,2311,22748,Terapias,70000.0,70000.0,94626.42
1120,2311,22775,Contrato gestión Bidatu,189100.0,189100.0,188824.18
1120,2311,22789,Resilencia,155000.0,155000.0,154815.84
1120,2311,22791,Plan local de infancia,120000.0,120000.0,134649.74
1120,2311,22792,Valoración casos abusos sexuales,25200.0,25200.0,26677.15
1120,2311,22793,Hogares funcionales,1669842.93,1669842.93,1668499.98
1120,2311,22794,Centros socioeducativos,1093740.3,1093740.3,1094133.56
1120,2311,22796,Programa Valeo,62000.0,62000.0,39887.5
1133,2312,22002,"Prensa, revistas y otras publicaciones",9847.0,9847.0,13267.15
1133,2312,22106,Productos alimenticios,1553929.09,1553929.09,1710907.07
1133,2312,22111,Menaje,40000.0,40000.0,42991.98
1133,2312,22115,Material técnico específico,50000.0,50000.0,58486.82
1133,2312,22606,Servicios de peluqueriía,15703.94,15703.94,13654.99
1133,2312,22618,Otros gastos funcionamiento,10944.53,10944.53,11273.35
1133,2312,22623,Programa de apoyo a familias cuidadoras,496000.0,366763.79,287616.8
1133,2312,22652,Animación residencias tercera edad,275181.3,275181.3,275181.29
1133,2312,22666,Vigilancia nocturna Residencia San Prudencio,70000.0,70000.0,67686.97
1133,2312,22667,Servicios religiosos San Prudencio,6961.64,6961.64,6900.0
1133,2312,22702,Servicio de cafetería,16000.0,16000.0,13887.48
1133,2312,22708,Traslado de ancianos,167000.0,167000.0,161132.8
1133,2312,22739,Mantenimiento de plantas,0.0,0.0,0.0
1133,2313,22111,Menaje,10000.0,10000.0,11611.57
1133,2313,22713,Servicio de podología,41188.0,41188.0,37299.96
1133,2313,22754,Gestión centros socioculturales de mayores,2581927.0,2581927.0,2544601.78
1133,2313,22786,Transporte de comidas,47646.74,47646.74,41614.44
1133,2314,22002,"Prensa, revistas y otras publicaciones",906.22,906.22,1231.9
1133,2314,22111,Menaje,6710.06,6710.06,3167.06
1133,2314,22115,Material técnico especifico,816.05,816.05,163.8
1133,2314,22609,Trabajadores familiares apartamentos mayores,304556.18,304556.18,305065.91
1133,2314,22618,Otros gastos funcionamiento,4191.48,4191.48,4542.33
1133,2314,22628,Animación Santa Mª Olarizu,38346.0,38346.0,38346.0
1133,2314,22705,Gestión serv. atencion diurna Bto. T. Zumarraga,373360.0,373360.0,375154.12
1133,2314,22708,Traslado de ancianos,281283.84,281283.84,280314.76
1133,2314,22718,Gestión servicio atención diurna Blas de Otero,651300.0,651300.0,647746.62
1133,2314,22786,Transporte de comidas,35669.71,35669.71,35669.52
1133,2317,12000,Retribuciones básicas de personal funcionario,2511952.16,2511952.16,2536232.75
1133,2317,12100,Retribuciones complementarias de personal funcionario,3199406.0,3199406.0,3160299.07
1133,2317,14100,Otro personal,4081123.0,4145052.3,4201250.84
1133,2317,16000,Seguridad social a cargo del ayuntamiento,3469349.0,3489806.31,2969766.7
1133,2317,16500,Cuotas Elkarkidetza a cargo ayuntamiento,131875.0,131875.0,116149.21
1133,2317,22630,Campaña sensibilización proyecto personas mayores,0.0,30000.0,5653.76
1145,2321,22731,Comidas Desamparadas,770000.0,311000.0,304501.5
1145,2321,22786,Servicio de comidas,90068.95,90068.95,96275.92
1145,2321,22797,Servicio de ayuda a domicilio,2585000.0,2130000.0,2004998.45
1145,2322,22115,Material técnico especifico,27600.0,27600.0,14190.16
1145,2322,22619,Educación calle,930541.71,930541.71,930541.72
1145,2322,22746,Vigilancia servicios sociales de base,306143.15,306143.15,301249.12
1145,2322,22759,Monitores talleres,284271.75,284271.75,209592.71
1145,2328,12000,Retribuciones básicas de personal funcionario,802579.71,802579.71,788897.06
1145,2328,12100,Retribuciones complementarias de personal funcionario,849545.0,849545.0,843300.82
1145,2328,14100,Otro personal,1195948.0,1195948.0,1539173.35
1145,2328,16000,Seguridad social a cargo del ayuntamiento,981565.0,981565.0,911131.86
1145,2328,16500,Cuotas Elkarkidetza a cargo ayuntamiento,23859.0,23859.0,24359.97
1310,9313,12000,Retribuciones básicas de personal funcionario,132625.21,132625.21,146647.07
1310,9313,12100,Retribuciones complementarias de personal funcionario,173238.0,173238.0,184632.88
1310,9313,14100,Otro personal,677.0,677.0,1340.76
1310,9313,16000,Seguridad social a cargo del ayuntamiento,75628.0,75628.0,68878.05
1310,9313,16500,Cuotas Elkarkidetza a cargo ayuntamiento,5550.0,5550.0,5195.38
1510,1701,11000,Retribuciones personal eventual gabinete,26106.87,26106.87,79090.66
1510,1701,12000,Retribuciones básicas de personal funcionario,24046.0,24046.0,5551.17
1510,1701,12100,Retribuciones complementarias de personal funcionario,30983.0,30983.0,0.0
1510,1701,16000,Seguridad social a cargo del ayuntamiento,21190.0,21190.0,11013.36
1510,1701,16500,Cuotas Elkarkidetza a cargo ayuntamiento,1559.0,1559.0,1453.6
1510,1701,22004,Edición y reproducción de cartografía y proyectos,1000.0,1000.0,1578.09
1510,1701,22605,"Reuniones, conferencias y congresos",10000.0,10000.0,7331.39
151101,1721,21040,Mantenimiento de equipos y control y diagnostico,130000.0,130000.0,122306.63
151101,1721,22115,Repuestos y fungibles,5000.0,5000.0,4648.67
151101,1722,12000,Retribuciones básicas de personal funcionario,112223.92,112223.92,104182.69
151101,1722,12100,Retribuciones complementarias de personal funcionario,145266.0,145266.0,150360.05
151101,1722,13000,Retribuciones personal laboral fijo,312923.0,312923.0,0.0
151101,1722,14100,Otro personal,75779.0,75779.0,116897.73
151101,1722,16000,Seguridad social a cargo del ayuntamiento,217857.0,217857.0,99664.81
151101,1722,16500,Cuotas Elkarkidetza a cargo ayuntamiento,10184.0,10184.0,5920.54
151102,1722,12000,Retribuciones básicas de personal funcionario,1483.0,1483.0,46396.76
151102,1722,12100,Retribuciones complementarias de personal funcionario,95.0,95.0,65154.2
151102,1722,16000,Seguridad social a cargo del ayuntamiento,313.0,313.0,23678.21
151102,1722,16500,Cuotas Elkarkidetza a cargo ayuntamiento,809.0,809.0,1453.6
151103,1621,22700,Contrato servicio de limpieza-recogida y transporte residuos,7975694.41,7975694.41,7975694.4
151103,1621,22703,Contrato recogida neumática,1840000.0,1840000.0,1839430.05
151103,1621,22715,Recogidas selectivas de residuos,220000.0,220000.0,125486.01
151103,1621,22724,Contrato explotación de Garbigunes,377396.17,377396.17,377396.16
151103,1622,21204,Mantenimiento de las instalaciones de residuos,5000.0,5000.0,13398.51
151103,1622,22723,Contrato explotación del vertedero,1008507.5,1008507.5,1008507.48
151103,1623,22702,Contrato explotación planta RSU jundiz,7928000.0,7928000.0,7929489.87
151103,1631,22700,Contrato del servicio de limpieza-limpieza viaria,14844604.32,14844604.32,14844604.32
151103,1691,12000,Retribuciones básicas de personal funcionario,167369.0,167369.0,144468.11
151103,1691,12100,Retribuciones complementarias de personal funcionario,215058.0,215058.0,183836.23
151103,1691,13000,Retribuciones personal laboral fijo,29832.0,29832.0,48293.44
151103,1691,14100,Otro personal,66816.0,66816.0,3389.71
151103,1691,16000,Seguridad social a cargo del ayuntamiento,163575.0,163575.0,102251.8
151103,1691,16500,Cuotas Elkarkidetza a cargo ayuntamiento,6757.0,6757.0,5631.33
1514,1701,12000,Retribuciones básicas de personal funcionario,362829.71,362829.71,220969.34
1514,1701,12100,Retribuciones complementarias de personal funcionario,416621.0,416621.0,259790.8
1514,1701,14100,Otro personal,285030.0,285030.0,220289.87
1514,1701,16000,Seguridad social a cargo del ayuntamiento,332327.0,332327.0,188366.13
1514,1701,16500,Cuotas Elkarkidetza a cargo ayuntamiento,25239.0,25239.0,10027.89
151701,3112,12000,Retribuciones básicas de personal funcionario,203497.17,203497.17,227963.0
151701,3112,12100,Retribuciones complementarias de personal funcionario,248175.0,248175.0,276071.13
151701,3112,13000,Retribuciones personal laboral fijo,525.0,525.0,1058.25
151701,3112,14100,Otro personal,72377.0,72377.0,62365.9
151701,3112,16000,Seguridad social a cargo del ayuntamiento,164746.0,164746.0,148829.62
151701,3112,16500,Cuotas Elkarkidetza a cargo ayuntamiento,13519.0,13519.0,11816.68
151701,3112,22107,Alimentación para animales,15000.0,15000.0,13020.85
151701,3112,22108,Suministro farmacia animales,15000.0,15000.0,11163.92
151701,3112,22112,Materiales para sanidad animal,6000.0,6000.0,5957.16
151701,3112,22113,Materiales de higiene alimentaria,3305.65,3305.65,2702.18
151701,3112,22699,Otros gastos diversos,3000.0,3000.0,8965.56
151701,3112,22718,Programas de sanidad animal,12000.0,12000.0,11431.86
151701,3112,22719,Programa de higiene alimentaria,7000.0,7000.0,5867.93
151701,3112,22720,Programas parque D.D.D.,93000.0,93000.0,83319.5
151701,3112,22722,Programa asistencia animal,15000.0,15000.0,6777.31
151701,3112,22766,Ejecuciones subsidiarias D.D.D.,4000.0,4000.0,0.0
151702,3111,12000,Retribuciones básicas de personal funcionario,50644.0,50644.0,21312.04
151702,3111,12100,Retribuciones complementarias de personal funcionario,60771.0,60771.0,20293.75
151702,3111,14100,Otro personal,39115.0,39115.0,47244.37
151702,3111,16000,Seguridad social a cargo del ayuntamiento,40675.0,40675.0,25712.76
151702,3111,16500,Cuotas Elkarkidetza a cargo ayuntamiento,1850.0,1850.0,0.0
151702,3111,20200,Arrendamiento desfibriladores,0.0,0.0,0.0
151702,3111,22198,Materiales para educación para la salud,25000.0,25000.0,14916.67
151702,3111,22199,Materiales prevención drogodependencias,3000.0,3000.0,990.82
151702,3111,22702,Plan de salud-cuidades saludables,15000.0,15000.0,8807.76
151702,3111,22715,Contrato casa antisida Besarkada etxea,233000.0,233000.0,233000.0
151702,3111,22717,Prestación servicios promoción salud,110000.0,101891.96,78397.9
151702,3111,22718,Programa de prevención de drogodependencias,100000.0,104500.0,70346.73
151702,3111,22721,Programa reinserción de drogodependencias,83000.0,83000.0,82643.0
151703,3113,12000,Retribuciones básicas de personal funcionario,209429.0,209429.0,211299.58
151703,3113,12100,Retribuciones complementarias de personal funcionario,285664.0,285664.0,319563.26
151703,3113,14100,Otro personal,83043.0,83043.0,153777.75
151703,3113,16000,Seguridad social a cargo del ayuntamiento,173966.0,173966.0,172921.77
151703,3113,16500,Cuotas Elkarkidetza a cargo ayuntamiento,6587.0,6587.0,5954.48
151703,3113,21200,Mantenimiento maquinaria e instalaciones,22000.0,22000.0,21966.24
151703,3113,22115,Material técnico especifico,70000.0,70000.0,65939.54
151703,3113,22716,Contratación auditorias de calidad,17000.0,17000.0,16954.12
152002,1534,12000,Retribuciones básicas de personal funcionario,1052328.71,1052328.71,1095865.47
152002,1534,12100,Retribuciones complementarias de personal funcionario,1324943.0,1324943.0,1400225.57
152002,1534,14100,Otro personal,469422.0,469422.0,409815.26
152002,1534,16000,Seguridad social a cargo del ayuntamiento,1040503.0,1040503.0,895541.86
152002,1534,16500,Cuotas Elkarkidetza a cargo ayuntamiento,54952.0,54952.0,45659.37
152002,1534,20200,Arrendamiento de maquinaria e instalaciones,30000.0,30000.0,29361.64
152002,1534,21005,Brigadas de acción inmediata,0.0,0.0,0.0
152002,1534,21008,BAI juegos infantiles,145000.0,145000.0,164791.99
152002,1534,21060,Conservación de vías públicas y firmes,325000.0,663951.61,785823.06
152002,1534,21701,Conservación mobiliario urbano,60000.0,60000.0,0.0
152002,1534,21703,Contrato mantenimiento de rampas,100877.0,100877.0,61470.1
152002,1534,22111,Menaje,15000.0,15000.0,28896.23
152002,1534,22722,Contratos mantenimiento w.c. públicos,22000.0,52000.0,40535.46
152002,1641,22111,Menaje,10000.0,10000.0,8806.24
152002,1641,22140,Gastos específicos cementerios,80000.0,80000.0,51626.22
152002,1651,21006,Brigadas acción inmediata para alumbrado,416000.0,416000.0,355996.0
152002,1651,22130,Conservación general del alumbrado publico,470000.0,470000.0,566264.96
152005,1533,12000,Retribuciones básicas de personal funcionario,68100.0,68100.0,12366.46
152005,1533,12100,Retribuciones complementarias de personal funcionario,84051.0,84051.0,14018.6
152005,1533,16000,Seguridad social a cargo del ayuntamiento,39062.0,39062.0,16490.4
152005,1533,16500,Cuotas Elkarkidetza a cargo ayuntamiento,1510.0,1510.0,169.54
152007,1711,12000,Retribuciones básicas de personal funcionario,794735.0,794735.0,885166.72
152007,1711,12100,Retribuciones complementarias de personal funcionario,1079143.0,1079143.0,1113041.71
152007,1711,14100,Otro personal,462509.0,462509.0,499339.34
152007,1711,16000,Seguridad social a cargo del ayuntamiento,828609.0,828609.0,811740.42
152007,1711,16500,Cuotas Elkarkidetza a cargo ayuntamiento,49398.0,49398.0,38002.46
152007,1711,20200,Arrendamiento de maquinaria e instalaciones,100000.0,100000.0,100537.28
152007,1711,21071,Conservación municipal de zonas verdes publicas,165000.0,265000.0,183689.06
152007,1711,21072,Conservación de jardineras,10000.0,10000.0,0.0
152007,1711,21073,Conservación arboreto,40000.0,18568.16,10492.32
152007,1711,21074,Trabajos de conservación anillo verde exterior,300000.0,300000.0,295588.55
152007,1711,21200,Mantenimiento maquinaria e instalaciones,40000.0,40000.0,50861.69
152007,1711,22111,Menaje,20000.0,20000.0,31146.6
152007,1711,22711,Conservación zonas verdes,2350000.0,2350000.0,2349999.84
152007,1711,22712,Conservación fachada Europa,30000.0,30000.0,5626.86
152009,1711,12000,Retribuciones básicas de personal funcionario,26352.0,26352.0,25336.66
152009,1711,12100,Retribuciones complementarias de personal funcionario,35743.0,35743.0,35711.4
152009,1711,13000,Retribuciones personal laboral fijo,83576.0,83576.0,83489.12
152009,1711,14100,Otro personal,11349.0,27585.22,56780.23
152009,1711,16000,Seguridad social a cargo del ayuntamiento,47383.0,52578.62,55270.88
152009,1711,16500,Cuotas Elkarkidetza a cargo ayuntamiento,3353.0,3353.0,3827.16
1620,3422,22148,Contrato mantenimiento piscinas,1525000.0,1515000.0,1513407.13
1620,9212,21100,Conservación edificios municipales,1510000.0,2044000.0,2039930.8
1620,9212,21207,Mantenimiento y reparación de equipos,70000.0,70000.0,71073.85
1620,9212,22109,Productos de limpieza y aseo,300000.0,300000.0,318559.93
1620,9212,22111,Menaje,30000.0,40000.0,57816.92
1620,9212,22147,Contratos de baja tensión,10000.0,33000.0,17775.47
1620,9212,22722,Contratos mantenimiento w.c. públicos,30000.0,30000.0,27563.88
1620,9213,22101,Energia eléctrica en edificios municipales,4000000.0,4050000.0,4037310.18
1620,9214,22146,Contrato contenedores higiénicos,15000.0,15000.0,15145.26
1620,9214,22783,Contratos unidad de limpieza,4176000.0,4086000.0,4066304.44
1620,9215,21200,Mantenimiento maquinaria e instalaciones,1500000.0,1427000.0,1425793.9
1620,9215,22103,Contrato para la eficiencia energética,4750000.0,4306000.0,4307816.41
1620,9215,22149,Gas resto edificios municipales,90000.0,90000.0,85781.95
1620,9215,22150,Certificados de eficiencia energética,0.0,0.0,0.0
1620,9219,11000,Retribuciones personal eventual gabinete,73713.54,73713.54,0.0
1620,9219,12000,Retribuciones básicas de personal funcionario,98745.0,98745.0,96898.56
1620,9219,12100,Retribuciones complementarias de personal funcionario,131748.0,131748.0,112027.63
1620,9219,14100,Otro personal,103765.0,103765.0,68168.34
1620,9219,16000,Seguridad social a cargo del ayuntamiento,135522.0,135522.0,77926.93
1620,9219,16500,Cuotas Elkarkidetza a cargo ayuntamiento,2737.0,2737.0,1148.07
1630,9219,12000,Retribuciones básicas de personal funcionario,1860891.66,1860891.66,1833382.78
1630,9219,12100,Retribuciones complementarias de personal funcionario,2249076.0,2249076.0,2165622.39
1630,9219,13000,Retribuciones personal laboral fijo,30734.0,30734.0,47868.14
1630,9219,14100,Otro personal,3636315.0,3636315.0,4162868.6
1630,9219,16000,Seguridad social a cargo del ayuntamiento,2940426.0,2940426.0,2742121.02
1630,9219,16500,Cuotas Elkarkidetza a cargo ayuntamiento,150357.0,150357.0,126439.97
1641,9219,12000,Retribuciones básicas de personal funcionario,56631.77,56631.77,58254.4
1641,9219,12100,Retribuciones complementarias de personal funcionario,63665.0,63665.0,63683.48
1641,9219,14100,Otro personal,39787.0,39787.0,72115.81
1641,9219,16000,Seguridad social a cargo del ayuntamiento,55098.0,55098.0,57795.11
1641,9219,16500,Cuotas Elkarkidetza a cargo ayuntamiento,1510.0,1510.0,1186.78
1642,9219,12000,Retribuciones básicas de personal funcionario,58719.09,58719.09,60155.59
1642,9219,12100,Retribuciones complementarias de personal funcionario,71666.0,71666.0,73966.24
1642,9219,16000,Seguridad social a cargo del ayuntamiento,41968.0,41968.0,36483.42
1642,9219,16500,Cuotas Elkarkidetza a cargo ayuntamiento,701.0,701.0,1186.78
1643,9219,12000,Retribuciones básicas de personal funcionario,22821.18,22821.18,23636.43
1643,9219,12100,Retribuciones complementarias de personal funcionario,31794.0,31794.0,30989.98
1643,9219,16000,Seguridad social a cargo del ayuntamiento,13352.0,13352.0,11297.4
1644,9219,12000,Retribuciones básicas de personal funcionario,898429.89,898429.89,957795.34
1644,9219,12100,Retribuciones complementarias de personal funcionario,1161533.0,1161533.0,1234848.77
1644,9219,13000,Retribuciones personal laboral fijo,140563.0,140563.0,114246.3
1644,9219,14100,Otro personal,310961.0,310961.0,301307.77
1644,9219,16000,Seguridad social a cargo del ayuntamiento,936509.0,936509.0,863186.18
1644,9219,16500,Cuotas Elkarkidetza a cargo ayuntamiento,50505.0,50505.0,37899.74
1810,3401,11000,Retribuciones personal eventual gabinete,26661.46,26661.46,77195.54
1810,3401,12000,Retribuciones básicas de personal funcionario,22199.0,22199.0,2565.44
1810,3401,12100,Retribuciones complementarias de personal funcionario,31064.0,31064.0,0.0
