#Orgánico,Funcional,Económico,Denominación aplicación,Crédito Inicial,Crédito Definitivo,Obligado
0811,3223,20200,Arrendamiento de maquinaria e instalaciones,5000.0,0.0,0.0
0811,3223,22105,Vestuario y uniformes,9000.0,0.0,3722.15
0811,3223,22116,Formación para el empleo y reciclaje en sectores maduros,184000.0,100000.0,51828.86
0811,3223,22621,Material fungible cip pedro anitua,36000.0,0.0,5334.19
0811,3223,22641,Planes de empleo 1ª inserción,300000.0,0.0,224.11
0811,3223,22676,Planes empleo personas paradas colectivos desfavorecidos,505000.0,0.0,1538.15
0811,3223,22677,Formación específica para emprendedores,200000.0,20000.0,55226.74
0817,4531,22640,Consejo social del municipio,54000.0,124.42,513.88
0817,7110,22605,"Reuniones ,conferencias y congresos",13000.0,10000.0,873.46
0817,7110,22707,Estudios y trabajos tecnicos,100000.0,60000.0,31592.94
0817,7110,22708,Plan estrategico de cultura,27000.0,0.0,0.0
0817,7211,12000,Retribuciones básicas de personal funcionario,107093.0,107093.0,115562.6
0817,7211,12100,Retribuciones complementarias de personal funcionario,88128.0,88128.0,160398.82
0817,7211,14100,Otro personal,71659.0,71659.0,79835.81
0817,7211,16000,Seguridad social a cargo del Ayuntamiento,70620.0,201571.6,95354.12
0817,7211,16500,Cuotas Elkarkidetza a cargo Ayuntamiento,9601.0,9601.0,871.88
0817,7211,22799,Otros trabajos exteriores,3600.0,0.0,61426.4
081801,3221,22205,Difusion semillero de empresas jundiz,30000.0,0.0,0.0
081801,3221,22710,Acciones para el aprendizaje,95000.0,0.0,0.0
081801,3221,22712,Gestión semilleros de empresas,35000.0,35000.0,33073.14
081801,3224,22775,Fomento de la competitividad empresarial,110000.0,0.0,4058.6
081801,3225,22707,Profesionalización gestión empresarial,45000.0,0.0,12652.62
081801,3226,22699,Otros gastos diversos,5000.0,0.0,19792.93
081801,7211,14100,Otro personal,70212.0,70212.0,0.0
081801,7211,16000,Seguridad social a cargo del Ayuntamiento,24062.0,24062.0,32198.72
081802,3225,20200,Arrendamiento de maquinaria e instalaciones,138208.99,140000.0,85566.22
081802,3225,22700,Iluminacion navideña,82000.0,140000.0,142893.77
081802,3225,22706,Actividades y estudios observatorio ciudad,100000.0,0.0,0.0
081802,3225,22771,Jornada urban commerce,17000.0,75000.0,86379.34
081802,3225,22772,Promoción ciudad comercial,200000.0,0.0,135.4
081802,3225,22787,Mantenimiento y vigilancia m.v.a.,30000.0,0.0,11761.7
081803,3225,22630,Mesa de turismo,1000.0,0.0,0.0
081803,4517,21401,Mantenimiento silleria palacio europa,10000.0,0.0,0.0
081803,4517,22003,Material informatico no inventariable palacio europa y villasuso,4500.0,0.0,0.0
081803,4517,22655,Asistencia a ferias,85000.0,0.0,650.0
081803,4517,22656,Acciones de difusion turistica,63750.0,0.0,1216.8
081803,4517,22657,Publicidad de acciones turisticas,59032.5,0.0,1168.2
081803,4517,22658,Material de promocion turistica,153000.0,0.0,17648.26
081803,4517,22669,Actividades gestión palacio europa y villasuso,44200.0,0.0,6953.58
081803,4517,22700,Contrato del servicio de limpieza,240000.0,105073.0,211927.5
081803,4517,22706,Cont.empresas serv.y asist.técnica pal.europa,350000.0,260603.31,335923.64
081803,7211,12000,Retribuciones básicas de personal funcionario,193475.0,193475.0,61128.31
081803,7211,12100,Retribuciones complementarias de personal funcionario,175414.0,175414.0,96374.76
081803,7211,14100,Otro personal,32009.0,32009.0,35646.02
081803,7211,16000,Seguridad social a cargo del Ayuntamiento,105920.0,105920.0,58691.49
081803,7211,16500,Cuotas Elkarkidetza a cargo Ayuntamiento,11713.0,11713.0,3092.98
0910,1240,12000,Retribuciones básicas de personal funcionario,78513.0,78513.0,44339.58
0910,1240,12100,Retribuciones complementarias de personal funcionario,73362.0,73362.0,79032.39
0910,1240,14100,Otro personal,96677.0,96677.0,93433.84
0910,1240,16000,Seguridad social a cargo del Ayuntamiento,64592.0,64592.0,64934.91
0910,1240,16007,Aportacion complemento especifico a de personal funcionario,269979.17,269979.17,258661.31
0910,1240,16102,Indemnizaciones por jubilaciones anticipadas,1843224.0,1843224.0,990458.97
0910,1240,16104,Retribuciones segun sentencia,326980.0,326980.0,54523.94
0910,1240,16204,Seguro de vida-autoseguro,153367.0,153367.0,0.0
0910,1240,16205,Seguro vida-accidentes empleados,900777.0,900777.0,640171.98
0910,1240,16206,Seguros corporativos,11668.0,11668.0,3013.88
0910,1240,16220,Indemnizaciones por daños,11282.0,11282.0,1199.68
0910,1240,16500,Cuotas Elkarkidetza a cargo Ayuntamiento,5601.0,5601.0,57107.77
0910,1240,22001,Ordinario no inventariable,936.0,4700.0,4451.94
0910,1240,22105,Vestuario y uniformes,104000.0,122120.0,46907.49
0910,1240,22638,Plan formacion empleados mples.,261872.0,225000.0,160169.3
0910,1240,22702,Ideas de ahorro,6660.64,1.0,0.0
0910,1240,22745,Programa estrategico de prevencion de riesgos laborales,3000.0,3000.0,5.0
0910,1240,22746,Contratos acciones absentismo laboral,1092.0,6092.0,0.0
0910,1240,22747,Análisis puestos de trabajo y estudios implantación,50000.0,30000.0,3630.0
0910,1240,22759,Plan estrategico de mejora continua,76856.0,46856.0,69638.05
0910,1240,22763,Celebracion de reuniones y congresos,49000.0,45000.0,48745.47
0910,1240,22764,Estudios de organizacion,6000.0,3000.0,0.0
0910,1240,23000,Dietas,48093.76,78093.76,130109.0
0910,1240,23100,Gastos de locomocion,105555.05,0.0,0.0
0910,1240,23900,Gastos procesos selectivos,15000.0,35000.0,1078.45
0911,1240,12000,Retribuciones básicas de personal funcionario,262355.0,262355.0,207622.06
0911,1240,12100,Retribuciones complementarias de personal funcionario,347119.0,347119.0,331264.59
0911,1240,14100,Otro personal,164298.0,164298.0,120314.49
0911,1240,16000,Seguridad social a cargo del Ayuntamiento,219820.0,219820.0,199038.88
0911,1240,16500,Cuotas Elkarkidetza a cargo Ayuntamiento,19532.0,19532.0,4426.1
0912,1240,12000,Retribuciones básicas de personal funcionario,200106.0,200106.0,149054.6
0912,1240,12100,Retribuciones complementarias de personal funcionario,228838.0,228838.0,223733.23
0912,1240,14100,Otro personal,33598.0,33598.0,3396.45
0912,1240,16000,Seguridad social a cargo del Ayuntamiento,107250.0,107250.0,93782.67
0912,1240,16500,Cuotas Elkarkidetza a cargo Ayuntamiento,13162.0,13162.0,14517.6
0915,1240,12000,Retribuciones básicas de personal funcionario,49999.0,49999.0,27648.74
0915,1240,12100,Retribuciones complementarias de personal funcionario,46544.0,46544.0,43737.83
0915,1240,14100,Otro personal,36263.0,36263.0,35602.51
0915,1240,16000,Seguridad social a cargo del Ayuntamiento,31103.0,31103.0,25729.56
0915,1240,16500,Cuotas Elkarkidetza a cargo Ayuntamiento,2800.0,2800.0,82.64
0919,1246,12000,Retribuciones básicas de personal funcionario,180797.0,180797.0,144156.51
0919,1246,12100,Retribuciones complementarias de personal funcionario,210471.0,210471.0,221122.44
0919,1246,16000,Seguridad social a cargo del Ayuntamiento,95411.0,95411.0,95259.18
0919,1246,16500,Cuotas Elkarkidetza a cargo Ayuntamiento,9230.0,9230.0,510.18
0919,1246,22108,Productos farmaceuticos y hemoderivados,99692.22,81052.98,71016.49
0919,1246,22141,Mantenimiento especifico equipos servicios medicos,2223.0,2289.69,0.0
0919,1246,22199,Otros suministros,2020.42,2020.42,0.0
1010,1250,12000,Retribuciones básicas de personal funcionario,343621.0,343621.0,35398.32
1010,1250,12100,Retribuciones complementarias de personal funcionario,516124.0,516124.0,71641.0
1010,1250,14100,Otro personal,49776.0,49776.0,0.0
1010,1250,16000,Seguridad social a cargo del Ayuntamiento,223128.0,223128.0,19044.17
1010,1250,16500,Cuotas Elkarkidetza a cargo Ayuntamiento,21725.0,21725.0,123.99
1010,1250,22730,Definicion procesos y supervision lopd,65520.0,47423.0,42962.2
1010,1250,22732,Contratos de prestacion de servicios,31200.0,0.0,580.56
1010,4510,12000,Retribuciones básicas de personal funcionario,919.0,919.0,0.0
1010,4510,12100,Retribuciones complementarias de personal funcionario,10328.0,10328.0,0.0
1010,4510,16000,Seguridad social a cargo del Ayuntamiento,779.0,779.0,0.0
1011,1250,12000,Retribuciones básicas de personal funcionario,430098.0,430098.0,345794.3
1011,1250,12100,Retribuciones complementarias de personal funcionario,502495.0,502495.0,507024.62
1011,1250,13000,Retribuciones personal laboral fijo,95004.0,95004.0,90654.11
1011,1250,14100,Otro personal,202045.0,202045.0,203349.51
1011,1250,16000,Seguridad social a cargo del Ayuntamiento,296479.0,296479.0,292932.68
1011,1250,16500,Cuotas Elkarkidetza a cargo Ayuntamiento,29016.0,29016.0,1754.53
1011,1250,21501,Mantenimiento de aplicaciones informaticas,208000.0,198670.85,196733.57
1011,1250,21502,Mantenimiento del sistema inalambrico-wifi,31200.0,0.0,3.82
1011,1250,22720,Soporte a mantenimiento de aplicativos,1144000.0,1153047.87,1039331.07
1012,1250,12000,Retribuciones básicas de personal funcionario,329667.0,329667.0,243809.35
1012,1250,12100,Retribuciones complementarias de personal funcionario,352261.0,352261.0,391584.54
1012,1250,14100,Otro personal,144460.0,144460.0,184875.15
1012,1250,16000,Seguridad social a cargo del Ayuntamiento,240848.0,240848.0,238268.21
1012,1250,16500,Cuotas Elkarkidetza a cargo Ayuntamiento,17234.0,17234.0,2595.82
1012,1250,21500,Mantenimiento equipos informaticos,468000.0,388000.0,354174.86
1012,1250,22728,Soporte ordenadores centrales,228800.0,307912.86,280252.48
1012,1250,22729,Soporte mant.equipos usuarios,124800.0,98056.0,64136.57
1012,1250,22750,Administratel,67392.0,70752.0,73558.0
1012,1270,22200,Facturacion telefonica,702000.0,710000.0,680026.68
1014,1250,12000,Retribuciones básicas de personal funcionario,174570.0,174570.0,125207.7
1014,1250,12100,Retribuciones complementarias de personal funcionario,197329.0,197329.0,192522.69
1014,1250,14100,Otro personal,264683.0,264683.0,26399.13
1014,1250,16000,Seguridad social a cargo del Ayuntamiento,110705.0,110705.0,97490.89
1014,1250,16500,Cuotas Elkarkidetza a cargo Ayuntamiento,5963.0,5963.0,348.71
1014,1270,22201,"Sistema informacion ciudadana ""010""",1248000.0,1250000.0,1119952.4
1014,1270,22202,Correspondencia y notificaciones,1768000.0,1777341.0,1211692.23
1014,1270,22644,Anuncios en boletines oficiales,103603.76,75000.0,76012.93
1017,1270,12000,Retribuciones básicas de personal funcionario,29397.0,29397.0,199966.8
1017,1270,12100,Retribuciones complementarias de personal funcionario,42548.0,42548.0,308427.04
1017,1270,14100,Otro personal,21922.0,21922.0,28320.42
1017,1270,16000,Seguridad social a cargo del Ayuntamiento,19021.0,19021.0,148881.67
1017,1270,16500,Cuotas Elkarkidetza a cargo Ayuntamiento,700.0,700.0,1319.2
1110,3100,12000,Retribuciones básicas de personal funcionario,130031.0,130031.0,72079.56
1110,3100,12100,Retribuciones complementarias de personal funcionario,158217.0,158217.0,117153.19
1110,3100,14100,Otro personal,76819.0,76819.0,104034.43
1110,3100,16000,Seguridad social a cargo del Ayuntamiento,75407.0,75407.0,67481.91
1110,3100,16500,Cuotas Elkarkidetza a cargo Ayuntamiento,2800.0,2800.0,0.0
1111,3100,12000,Retribuciones básicas de personal funcionario,459852.0,459852.0,484655.02
1111,3100,12100,Retribuciones complementarias de personal funcionario,505230.0,505230.0,728413.09
1111,3100,13000,Retribuciones personal laboral fijo,28088.0,28088.0,33392.31
1111,3100,14100,Otro personal,1003636.0,1003636.0,309562.89
1111,3100,16000,Seguridad social a cargo del Ayuntamiento,551452.0,551452.0,473665.15
1111,3100,16500,Cuotas Elkarkidetza a cargo Ayuntamiento,28801.0,28801.0,1835.41
1111,3100,22102,Agua,565.0,250.0,0.0
1111,3100,22103,Gas,70000.0,70000.0,73706.56
1111,3100,22618,Otros gastos funcionamiento,4000.0,4000.0,163.16
1115,3100,12000,Retribuciones básicas de personal funcionario,357110.0,357110.0,284878.78
1115,3100,12100,Retribuciones complementarias de personal funcionario,340251.0,340251.0,461688.51
1115,3100,14100,Otro personal,684649.0,684649.0,540297.71
1115,3100,16000,Seguridad social a cargo del Ayuntamiento,421188.0,421188.0,409246.9
1115,3100,16500,Cuotas Elkarkidetza a cargo Ayuntamiento,14763.0,14763.0,894.18
1115,3150,22111,Menaje,330.0,0.0,0.0
1115,3150,22115,Material tecnico especifico,335.0,0.0,0.0
1115,3150,22745,Programa educacion calle para sin techo,116618.0,96739.44,96107.01
1115,3150,22784,Contratros servicios de urgencias,600175.38,600175.38,600175.38
1115,3151,22002,"Prensa,revistas y otras publicaciones",3150.0,2000.0,1430.5
1115,3151,22105,Vestuario y uniformes,481.0,0.0,0.0
1115,3151,22106,Productos alimenticios,15000.0,16000.0,20430.55
1115,3151,22111,Menaje,6000.0,4500.0,2942.93
1115,3151,22115,Material tecnico especifico,3500.0,2100.0,2534.66
1115,3151,22606,Servicios de peluqueria,2030.0,0.0,0.0
1115,3151,22759,Monitores talleres,150000.0,105000.0,35457.4
1115,3151,22786,Servicio de comidas,13842.0,14537.94,14661.08
1115,3152,22105,Vestuario y uniformes,243.7,0.0,0.0
1115,3152,22111,Menaje,10000.0,8000.0,7708.28
1115,3152,22115,Material tecnico especifico,18000.0,18000.0,40893.09
1115,3152,22608,"Actividades de ocio,cultura y educacion",1000.0,0.0,0.0
1115,3152,22613,Servicio lavado de ropa,15000.0,18000.0,682.57
1115,3152,22614,Talleres gizarteratu,556159.97,498159.97,455261.67
1115,3152,22666,Vigilancia nocturna villasuso,101623.46,81368.4,82058.0
1115,3152,22685,Refuerzo servicio atencion mujeres,30000.0,0.0,0.0
1115,3152,22715,Contrato casa anti-sida besarkada etxea,230000.0,223920.0,220540.0
1115,3152,22718,Programa prevención drogodependencias,99413.0,79483.0,79483.0
1115,3152,22761,Prog.acomp.pisos emergencia,79951.41,82676.0,79016.13
1115,3152,22786,Servicio de comidas,13842.0,14537.94,14661.08
1115,3153,20200,Arrendamiento de maquinaria e instalaciones,17775.64,4800.0,715.08
1115,3153,22002,"Prensa,revistas y otras publicaciones",1315.0,0.0,24.0
1115,3153,22716,Plan de inmigracion,100000.0,40000.0,28366.81
1115,3153,22764,Servicio de traduccion atencion emigrantes,29000.0,21750.0,16406.55
1120,3100,12000,Retribuciones básicas de personal funcionario,320137.0,320137.0,244786.61
1120,3100,12100,Retribuciones complementarias de personal funcionario,223269.0,223269.0,329802.23
1120,3100,14100,Otro personal,206359.0,206359.0,286656.3
1120,3100,16000,Seguridad social a cargo del Ayuntamiento,237591.0,237591.0,249664.6
1120,3100,16500,Cuotas Elkarkidetza a cargo Ayuntamiento,14268.0,14268.0,598.26
1120,3110,22111,Menaje,8650.0,6000.0,5717.29
1120,3110,22115,Material tecnico especifico,7970.0,3000.0,955.07
1120,3110,22615,Servicios educativos,3750.0,1875.0,3327.5
1120,3110,22626,Familias sustitutas,156995.66,100000.0,92924.67
1120,3110,22678,Programacion participacion infantil,120000.0,96000.0,62326.07
1120,3110,22679,Programa prevencion prologo,15000.0,15000.0,19524.39
1120,3110,22680,Taleres emociones,60000.0,40000.0,56077.97
1120,3110,22721,Plan de mediacion familiar,200000.0,0.0,0.0
1120,3110,22726,Programa senidegune,107800.0,80000.0,59867.62
1120,3110,22727,Programa de resiliencia,40000.0,0.0,0.0
1120,3110,22744,Servicio medico,5600.0,2800.0,0.0
1120,3110,22745,Programa ada-dartinton,610000.0,367694.75,414439.1
1120,3110,22746,Terapias individulaes,71350.0,0.0,0.0
1120,3110,22747,Terapias familiares,99000.0,0.0,0.0
1120,3110,22764,Traducciones servicio de infancia,2000.0,0.0,0.0
1120,3110,22775,Programa bidatu,178685.09,183384.48,184516.24
1120,3110,22788,Asesoria juridica,6960.0,0.0,0.0
1120,3110,22789,Valoracion casos de infancia,225000.0,150000.0,154895.28
1120,3110,22790,Campaña de prevencion,10000.0,0.0,0.0
1120,3110,22791,Plan local de infancia,140000.0,50000.0,72683.59
1120,3110,22792,Valoracion casos abusos sexuales,9853.0,12000.0,9724.02
1120,3110,22793,Hogares educativos,1653428.9,1680339.52,1672520.41
1120,3110,22794,Centros de dia,1376800.23,948743.04,1110008.21
1120,3110,22795,Servicio de visitas,200000.0,200000.0,169994.71
1120,3110,22796,Programa valeo,52254.0,40000.0,33362.5
1133,3100,12000,Retribuciones básicas de personal funcionario,2415845.0,2415845.0,1992167.67
1133,3100,12100,Retribuciones complementarias de personal funcionario,2213060.0,2213060.0,3234649.45
1133,3100,13000,Retribuciones personal laboral fijo,53558.0,53558.0,0.0
1133,3100,14100,Otro personal,4381177.0,4381177.0,3121329.09
1133,3100,16000,Seguridad social a cargo del Ayuntamiento,2715518.0,2715518.0,2538737.54
1133,3100,16220,Indemnizaciones por daños,122.0,122.0,0.0
1133,3100,16500,Cuotas Elkarkidetza a cargo Ayuntamiento,108757.0,108757.0,6570.55
1133,3120,21300,Reparación vehiculos,25000.0,0.0,0.0
1133,3120,22002,"Prensa,revistas y otras publicaciones",10041.02,10041.02,12365.35
1133,3120,22104,Combustibles y carburantes,616.2,0.0,0.0
1133,3120,22105,Vestuario y uniformes,1124.83,563.0,0.0
1133,3120,22106,Productos alimenticios,1478872.5,1478872.5,1375529.97
1133,3120,22111,Menaje,75611.08,52172.0,54425.38
1133,3120,22115,Material tecnico especifico,67729.69,67729.69,61697.4
1133,3120,22606,Servicios de peluqueria,14577.79,13315.5,14671.31
1133,3120,22618,Otros gastos funcionamiento,11000.0,14000.0,11530.15
1133,3120,22623,Programa apoyo a familias cuidadoras,464087.0,464087.0,268528.93
1133,3120,22624,Servicios diversos,404.22,0.0,209.01
1133,3120,22652,Animacion residencias tercera edad,269446.32,275305.28,277004.72
1133,3120,22666,Vigilancia nocturna rª san prudencio,62564.41,65028.48,61665.47
1133,3120,22667,Servicios religiosos san prudencio,19066.2,19066.2,16961.64
1133,3120,22702,Servicio de cafeteria,15375.68,15499.0,14551.53
1133,3120,22708,Traslado de ancianos,119090.88,133000.0,142896.96
1133,3120,22739,Mantenimiento de plantas,4000.0,4000.0,3511.84
1133,3121,21300,Reparación vehiculos,225.75,0.0,0.0
1133,3121,22104,Combustibles y carburantes,550.0,0.0,0.0
1133,3121,22111,Menaje,8000.0,8000.0,4331.18
1133,3121,22713,Servicio de podologia,60091.0,57091.0,56497.15
1133,3121,22739,Mantenimiento de plantas,2000.0,0.0,0.0
1133,3121,22754,Gestion centros socioculturales de mayores,2132429.0,2455856.03,2359646.22
1133,3121,22786,Servicio de comidas,48447.0,50882.64,51313.84
1133,3122,22002,"Prensa,revistas y otras publicaciones",883.22,883.22,1151.0
1133,3122,22111,Menaje,16027.01,12000.0,1897.93
1133,3122,22115,Material tecnico especifico,795.05,795.05,279.7
1133,3122,22609,Trabajadores familiares apartamentos mayores,300905.97,312633.17,302661.25
1133,3122,22618,Otros gastos funcionamiento,1800.0,5223.0,2999.61
1133,3122,22624,Servicios diversos,3423.0,0.0,0.0
1133,3122,22628,Animacion santa mª olarizu,36165.92,36165.92,37180.56
1133,3122,22705,Gestion serv.atencion diurna bto.t.zumarraga,373334.18,378234.64,378214.65
1133,3122,22708,Traslado de ancianos,306481.27,314582.0,307255.6
1133,3122,22718,Gestion serv.atencion diurna blas de otero,643231.63,637947.34,627157.71
1133,3122,22786,Servicio de comidas,41526.0,43613.64,43983.24
1133,3122,22798,Plan director inclusion,63478.67,0.0,0.0
1145,3100,12000,Retribuciones básicas de personal funcionario,856006.0,856006.0,708784.29
1145,3100,12100,Retribuciones complementarias de personal funcionario,680022.0,680022.0,965215.53
1145,3100,14100,Otro personal,1445010.0,1445010.0,977692.55
1145,3100,16000,Seguridad social a cargo del Ayuntamiento,868914.0,868914.0,738089.45
1145,3100,16500,Cuotas Elkarkidetza a cargo Ayuntamiento,23572.0,23572.0,1244.51
1145,3131,22786,Servicio de comidas,135888.48,135888.48,76791.5
1145,3131,22797,Servicio de ayuda a domicilio,3800000.0,2999693.6,2445389.86
1145,3133,22115,Material tecnico especifico,13147.8,13147.8,12617.68
1145,3133,22619,Educacion calle,843093.0,858300.0,835783.11
1145,3133,22746,Servicios sociales de base,284863.16,319725.3,302067.15
1145,3133,22759,Monitores talleres,293701.79,293701.79,229479.85
1145,3134,22731,Comidas desamparadas,1210000.0,1490203.0,665944.0
1150,4630,12000,Retribuciones básicas de personal funcionario,22470.0,22470.0,20188.04
1150,4630,12100,Retribuciones complementarias de personal funcionario,21550.0,21550.0,26590.02
1150,4630,14100,Otro personal,59104.0,59104.0,72403.07
1150,4630,16000,Seguridad social a cargo del Ayuntamiento,33459.0,33459.0,34459.66
1150,4630,16500,Cuotas Elkarkidetza a cargo Ayuntamiento,938.0,938.0,124.56
1150,4630,22699,Otros gastos diversos cooperacion,10000.0,10000.0,14186.85
1150,4630,22707,Estudios y trabajos tecnicos,50000.0,9762.6,0.0
1150,4630,22799,Otros trabajos exteriores,29000.0,15000.0,16438.46
1150,4630,23002,Gastos de desplazamiento,10000.0,0.0,0.0
1310,6111,12000,Retribuciones básicas de personal funcionario,104039.0,104039.0,84855.1
1310,6111,12100,Retribuciones complementarias de personal funcionario,109543.0,109543.0,141717.28
1310,6111,14100,Otro personal,36317.0,44322.0,40813.42
1310,6111,16000,Seguridad social a cargo del Ayuntamiento,64186.0,67617.09,64383.65
1310,6111,16500,Cuotas Elkarkidetza a cargo Ayuntamiento,6538.0,6538.0,289.64
1310,6111,22720,Contratos control financiero permanente,20000.0,0.0,0.0
1310,6112,22721,Asistencia técnica trabajos auditorías,3000.0,0.0,0.0
1510,1900,12000,Retribuciones básicas de personal funcionario,65440.0,65440.0,41626.76
1510,1900,12100,Retribuciones complementarias de personal funcionario,94129.0,94129.0,98749.25
1510,1900,16000,Seguridad social a cargo del Ayuntamiento,19342.0,19342.0,19933.76
1510,1900,16500,Cuotas Elkarkidetza a cargo Ayuntamiento,1400.0,1400.0,67.45
1510,1900,21300,Reparación vehiculos,58800.0,0.0,0.0
1510,1900,22004,Edicion y reproduccion de cartografia y proyectos,6000.0,6000.0,3910.21
1510,1900,22104,Combustibles y carburantes,49600.0,0.0,0.0
1510,1900,22604,Sensibilizacion y formacion,10000.0,0.0,0.0
1510,1900,22605,"Reuniones ,conferencias y congresos",30001.0,20000.0,8870.94
1511,4447,12000,Retribuciones básicas de personal funcionario,168311.0,168311.0,119205.76
1511,4447,12100,Retribuciones complementarias de personal funcionario,135882.0,135882.0,193899.32
1511,4447,16000,Seguridad social a cargo del Ayuntamiento,108600.0,108600.0,111743.68
1511,4447,16500,Cuotas Elkarkidetza a cargo Ayuntamiento,9290.0,9290.0,2333.77
1511,4447,21040,Mto.de equipos y control y diagnostico,140000.0,162000.0,142656.94
1511,4447,22115,Repuestos y fungibles,15000.0,8500.0,3794.5
1512,4447,12000,Retribuciones básicas de personal funcionario,126566.0,126566.0,39104.72
1512,4447,12100,Retribuciones complementarias de personal funcionario,113875.0,113875.0,62388.84
1512,4447,14100,Otro personal,76952.0,76952.0,39678.53
1512,4447,16000,Seguridad social a cargo del Ayuntamiento,110563.0,110563.0,37014.28
1512,4447,16500,Cuotas Elkarkidetza a cargo Ayuntamiento,6121.0,6121.0,2593.07
1513,4420,22700,Contrato del servicio de limpieza,25000000.0,24735618.0,23799128.61
1513,4420,22701,Trabajos extracontractuales,40000.0,20000.0,15841.35
1513,4420,22702,Contrato explotacion planta rsu jundiz,5825000.0,5800000.0,6480755.23
1513,4420,22703,Contrato recogida neumatica en casco medieval,760000.0,996000.0,978612.76
1513,4420,22723,Contrato explotacion del vertedero,1280000.0,1260000.0,1433614.39
1513,4442,21204,Mantenimiento de las instalaciones del vertedero,20000.0,0.0,17968.5
1513,4443,22715,Recogidas selectivas de residuos,242000.0,358000.0,73315.48
1513,4443,22716,Exper.piloto cont.aceite usado,12000.0,0.0,0.0
1514,1900,12000,Retribuciones básicas de personal funcionario,451623.0,451623.0,323919.54
1514,1900,12100,Retribuciones complementarias de personal funcionario,438188.0,438188.0,473906.2
1514,1900,14100,Otro personal,208021.0,208021.0,200089.54
1514,1900,16000,Seguridad social a cargo del Ayuntamiento,351583.0,351583.0,307235.72
1514,1900,16500,Cuotas Elkarkidetza a cargo Ayuntamiento,27192.0,27192.0,5194.95
151701,4110,22699,Otros gastos diversos,18700.0,1000.0,12771.74
151701,4111,22799,Contratos casa de duchas,39000.0,36600.0,30795.68
151701,4112,12000,Retribuciones básicas de personal funcionario,195258.0,195258.0,151420.67
151701,4112,12100,Retribuciones complementarias de personal funcionario,219287.0,219287.0,236019.02
151701,4112,13000,Retribuciones personal laboral fijo,50827.0,50827.0,28789.81
151701,4112,14100,Otro personal,211772.0,211772.0,79689.92
151701,4112,16000,Seguridad social a cargo del Ayuntamiento,153392.0,153392.0,136856.85
151701,4112,16500,Cuotas Elkarkidetza a cargo Ayuntamiento,13924.0,13924.0,3018.92
151701,4112,22107,Alimentacion para animales,10000.0,10000.0,10243.52
151701,4112,22108,Suministro farmacia animales,10000.0,6000.0,12761.32
151701,4112,22112,Materiales para sanidad animal,19000.0,6000.0,23170.1
151701,4112,22113,Materiales de higiene alimentaria,3000.0,1000.0,1541.17
151701,4112,22700,Actuaciones gatos casco medieval,3000.0,0.0,0.0
151701,4112,22718,Programas de sanidad animal,17000.0,1000.0,5198.14
151701,4112,22719,Programa de higiene alimentaria,24500.0,0.0,2250.0
151701,4112,22720,Programas parque d.d.d.,150000.0,100000.0,122598.67
151701,4112,22721,Plan mpal. De mediacion,12000.0,1000.0,2244.36
151701,4112,22740,Acciones formativas escuela de salud,100000.0,0.0,0.0
151701,4112,22766,Ejecuciones subsidiarias ddd,6868.72,4000.0,2911.0
151701,4114,22717,Programas de consumo,9000.0,0.0,0.0
151702,4111,12000,Retribuciones básicas de personal funcionario,72305.0,72305.0,40212.67
151702,4111,12100,Retribuciones complementarias de personal funcionario,69462.0,69462.0,56925.24
151702,4111,14100,Otro personal,36829.0,36829.0,35046.42
151702,4111,16000,Seguridad social a cargo del Ayuntamiento,46691.0,46691.0,34759.39
151702,4111,16500,Cuotas Elkarkidetza a cargo Ayuntamiento,2800.0,2800.0,82.64
151702,4111,20200,Arrendamientos de desfibriladores,49000.0,49000.0,49053.27
151702,4111,22198,Materiales para educacion para la salud,57000.0,0.0,0.0
151702,4111,22199,Materiales prevención drogodependencias,11500.0,0.0,0.0
151702,4111,22693,Observatorio nutricional,14000.0,0.0,0.0
151702,4111,22701,Mejora caminando prom actividad física,6000.0,0.0,0.0
151702,4111,22702,Plan de salud-ciudades saludables,100000.0,0.0,0.0
151702,4111,22717,Prest servicios promoción de la salud,259000.0,0.0,6800.0
151702,4111,22718,Prog prevención drogodependencias,118587.0,20000.0,2454.07
151703,4113,12000,Retribuciones básicas de personal funcionario,213065.0,213065.0,170356.7
151703,4113,12100,Retribuciones complementarias de personal funcionario,254926.0,254926.0,280674.68
151703,4113,14100,Otro personal,143810.0,143810.0,70132.86
151703,4113,16000,Seguridad social a cargo del Ayuntamiento,165167.0,165167.0,151673.41
151703,4113,16500,Cuotas Elkarkidetza a cargo Ayuntamiento,8090.0,8090.0,2905.1
151703,4113,21200,Mantenimiento maquinaria e instalaciones,20500.0,1000.0,4149.04
151703,4113,22115,Material tecnico especifico,120000.0,28000.0,34580.26
151703,4113,22716,Contratacion auditorias de calidad,11000.0,10000.0,7013.19
152002,1900,22111,Menaje,3120.0,0.0,0.0
152002,4360,12000,Retribuciones básicas de personal funcionario,420200.0,420200.0,915998.86
152002,4360,12100,Retribuciones complementarias de personal funcionario,460912.0,460912.0,1470476.68
152002,4360,14100,Otro personal,128082.0,128082.0,309376.55
152002,4360,16000,Seguridad social a cargo del Ayuntamiento,392098.0,392098.0,948697.01
152002,4360,16500,Cuotas Elkarkidetza a cargo Ayuntamiento,20148.0,20148.0,5168.33
152002,4360,22130,Conservación general del alumbrado publico,416000.0,479328.0,519954.91
