#Orgánico,Funcional,Económico,R,Denominación Aplicación,Tot Crédito inicial,Tot Crédito Definitivo,Tot Obligado
0410,9331,22601,,Gastos comunidades vecinos,450000.0,450000.0,353324.13
0410,9331,22631,,Tasa AIREF,3000.0,3000.0,3759.9
0410,9331,22663,,Compensación cese aprovechamientos Elorriaga,52300.0,52300.0,52275.09
0410,9331,22760,,Mantenimiento relojes públicos,20000.0,20000.0,19102.33
0410,9331,64900,,Propiedad industrial,1000.0,1000.0,0.0
0410,9341,36100,,Intereses devolución ingresos indebidos,100000.0,100000.0,95082.05
0410,9341,36101,,Gastos financieros asociados a ingresos,130000.0,130000.0,137560.05
0410,9341,36102,,Intereses de demora,500000.0,200000.0,116642.37
0410,9341,36900,,Otros gastos financieros,5000.0,5000.0,676.03
0411,9321,12000,,Retribuciones básicas de funcionarios,74839.0,74839.0,66273.09
0411,9321,12100,,Retribuciones complementarias funcionarios,97514.0,97514.0,87937.59
0411,9321,14100,,Otro personal,44732.0,44732.0,13391.49
0411,9321,16000,,Seguridad social a cargo del ayuntamiento,47890.0,47890.0,41716.95
0411,9321,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,4164.0,4164.0,4355.02
0412,9314,12000,,Retribuciones básicas de funcionarios,29624.0,29624.0,117371.85
0412,9314,12100,,Retribuciones complementarias funcionarios,51049.0,51049.0,161621.8
0412,9314,16000,,Seguridad social a cargo del ayuntamiento,10846.0,10846.0,57081.84
0412,9314,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,1478.0,1478.0,5569.38
0414,9312,12000,,Retribuciones básicas de funcionarios,73508.0,73508.0,89682.59
0414,9312,12100,,Retribuciones complementarias funcionarios,100635.0,100635.0,122965.63
0414,9312,14100,,Otro personal,46779.0,46779.0,0.0
0414,9312,16000,,Seguridad social a cargo del ayuntamiento,50948.0,50948.0,46703.52
0414,9312,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,1478.0,1478.0,2124.4
0415,9323,12000,,Retribuciones básicas de funcionarios,99692.0,99692.0,96270.74
0415,9323,12100,,Retribuciones complementarias funcionarios,132383.0,132383.0,130538.21
0415,9323,16000,,Seguridad social a cargo del ayuntamiento,43382.0,43382.0,42449.25
0415,9323,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,4883.0,4883.0,1896.81
0416,9341,12000,,Retribuciones básicas de funcionarios,98251.0,98251.0,99292.98
0416,9341,12100,,Retribuciones complementarias funcionarios,128610.0,128610.0,127657.64
0416,9341,16000,,Seguridad social a cargo del ayuntamiento,48559.0,48559.0,48129.06
0416,9341,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,4435.0,4435.0,5948.32
0417,9322,12000,,Retribuciones básicas de funcionarios,71690.0,71690.0,77444.61
0417,9322,12100,,Retribuciones complementarias funcionarios,119504.0,119504.0,106429.28
0417,9322,14100,,Otro personal,35902.0,35902.0,47783.51
0417,9322,16000,,Seguridad social a cargo del ayuntamiento,46624.0,46624.0,47915.64
0417,9322,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,3881.0,3881.0,2798.81
0418,9319,12000,,Retribuciones básicas de funcionarios,890628.0,890628.0,880300.85
0418,9319,12100,,Retribuciones complementarias funcionarios,1132364.0,1132364.0,1106495.73
0418,9319,14100,,Otro personal,343144.0,343144.0,339951.59
0418,9319,16000,,Seguridad social a cargo del ayuntamiento,602262.0,602262.0,640106.11
0418,9319,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,44523.0,44523.0,45473.16
0421,9314,12000,,Retribuciones básicas de funcionarios,96776.0,96776.0,0.0
0421,9314,12100,,Retribuciones complementarias funcionarios,124882.0,124882.0,0.0
0421,9314,16000,,Seguridad social a cargo del ayuntamiento,44713.0,44713.0,0.0
0421,9314,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,4164.0,4164.0,0.0
0422,4413,12000,,Retribuciones básicas de funcionarios,87984.0,87984.0,91623.53
0422,4413,12100,,Retribuciones complementarias funcionarios,129153.0,129153.0,131480.77
0422,4413,14100,,Otro personal,332913.0,332913.0,376565.96
0422,4413,16000,,Seguridad social a cargo del ayuntamiento,167609.0,167609.0,174343.05
0422,4413,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,10037.0,10037.0,9918.18
0422,4413,21105,,Conservación y mantenimiento estación de autobuses,85000.0,85000.0,38596.11
0422,4413,21105,R,Conservación y mantenimiento estación de autobuses,0.0,3200.0,3200.0
0422,4413,22101,,Suministro energía eléctrica estación buses,150000.0,150000.0,54815.47
0422,4413,22102,,Suministro agua y depuración de residuales estación buses,19000.0,19000.0,0.0
0422,4413,22103,,Gas estación autobuses,30000.0,30000.0,77101.27
0422,4413,22734,,Seguridad estación autobuses,60000.0,60000.0,50552.76
0422,4413,22783,,Contratos prestación de servicios de limpieza estación buses,145000.0,145000.0,155217.28
0810,4301,12000,,Retribuciones básicas de funcionarios,91004.0,91004.0,87729.96
0810,4301,12100,,Retribuciones complementarias funcionarios,117014.0,117014.0,112614.07
0810,4301,13000,,Retribuciones personal laboral fijo,12967.0,12967.0,2554.92
0810,4301,14100,,Otro personal,90233.0,90233.0,93527.02
0810,4301,16000,,Seguridad social a cargo del ayuntamiento,76245.0,76245.0,72633.96
0810,4301,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,2685.0,2685.0,1747.3
0817,4332,22605,,"Reuniones ,conferencias y congresos",5000.0,0.0,0.0
0817,4332,22707,,Estudios y trabajos técnicos,9680.0,45680.0,14680.73
0817,4334,85107,,Ampliación de capital del parque tecnológico,52600.0,52600.0,52564.0
0819,4301,12000,,Retribuciones básicas de funcionarios,156531.0,156531.0,166839.02
0819,4301,12100,,Retribuciones complementarias funcionarios,183039.0,183039.0,203820.06
0819,4301,14100,,Otro personal,126521.0,126521.0,101441.59
0819,4301,16000,,Seguridad social a cargo del ayuntamiento,145029.0,145029.0,125740.34
0819,4301,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,7420.0,7420.0,8744.38
0820,4301,12000,,Retribuciones básicas de funcionarios,119034.0,119034.0,119394.69
0820,4301,12100,,Retribuciones complementarias funcionarios,126920.0,126920.0,128212.47
0820,4301,14100,,Otro personal,89889.0,89889.0,89982.03
0820,4301,16000,,Seguridad social a cargo del ayuntamiento,85689.0,85689.0,85107.21
0820,4301,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,7392.0,7392.0,8922.48
0820,4314,47127,,Convenio escuela de arte y superior de diseño,20000.0,0.0,0.0
0820,4314,48901,,Convenio City LAB Deusto,18000.0,18000.0,18000.0
0820,4321,22711,,II congreso de la red internacional de ciudades Michelín,0.0,201000.33,28482.49
0820,4331,22796,,Plan de calidad,3000.0,0.0,0.0
0820,4411,22706,,Proyectos smart,27000.0,0.0,0.0
0821,4314,48125,,Conv. fundación Global Hub for The Common Good,0.0,20000.0,20000.0
0821,4314,48902,,Convenio aniversario Lehendakari Aguirre,10000.0,0.0,0.0
0821,4331,12000,,Retribuciones básicas de funcionarios,109894.0,109894.0,107408.25
0821,4331,12100,,Retribuciones complementarias funcionarios,125267.0,125267.0,120504.89
0821,4331,13000,,Retribuciones personal laboral fijo,32314.0,32314.0,6390.48
0821,4331,14100,,Otro personal,125237.0,125237.0,168497.22
0821,4331,16000,,Seguridad social a cargo del ayuntamiento,105583.0,105583.0,109748.33
0821,4331,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,5702.0,5702.0,6904.3
0821,4331,22677,,Apoyo a emprendedores,66000.0,63000.0,64432.89
0821,4331,22712,,Gestión centros de empresas,45000.0,19211.0,10898.69
0821,4331,22797,,Dinamización económica,370000.0,232110.0,195231.83
0821,4331,22797,R,Dinamización económica,0.0,13062.13,13062.13
0821,4331,47002,,Aportación BIC,0.0,115247.0,79048.0
0821,4331,47102,,Ayudas empleo industrias creativas,0.0,50000.0,50000.0
0821,4331,47107,,Convenio AJEBASK-formación y semillero,15000.0,15000.0,15000.0
0821,4331,47117,,Convenio asoc.festival TV radio,175000.0,190000.0,190000.0
0821,4331,47129,,Ayudas al desarrollo y producción audiovisual,100000.0,50000.0,50000.0
0821,4331,47130,,Convenio MAZOKA-mercado de dibujo e ilustración,0.0,21000.0,21000.0
0821,4331,47131,,Conv.euskal irudigileak/asoc.prof.ilustradores de Euskadi,0.0,11000.0,11000.0
0821,4331,48150,,Convenio SECOT,0.0,3000.0,3000.0
0821,4331,48180,,Transferencias a VIA,250000.0,310000.0,242000.0
0821,4331,48943,,Foro responsabilidad social de la empresa,2000.0,2000.0,2000.0
0821,4331,48949,,Ayudas a la creación de empresas,70000.0,70000.0,70000.0
0821,4331,48967,,Ayudas a la inversión,100000.0,90000.0,90000.0
0821,4331,48967,R,Ayudas a la inversión,0.0,211.47,211.47
0821,4331,48985,,Premios pacto verde,6000.0,6000.0,6000.0
0821,4331,48986,,Convenio cámara apoyo pequeñas empresas,32000.0,32000.0,32000.0
0821,4331,48995,,Convenio Álava agencia de desarrollo,8500.0,0.0,0.0
0821,4331,48996,,Convenio arco n1,10000.0,8000.0,8000.0
0821,4331,60902,,Inversiones semillero proy. Basaldea,75000.0,75000.0,0.0
0821,4331,60902,R,Inversiones semillero proy. Basaldea,0.0,81421.55,81421.55
0821,4331,62601,,Reformas y equipamientos en semilleros,5000.0,60000.0,1681.9
0821,4333,48172,,Convenio Fundación Catedral Santa María,32000.0,32000.0,32000.0
0822,4314,12000,,Retribuciones básicas de funcionarios,24937.0,24937.0,24941.52
0822,4314,12100,,Retribuciones complementarias funcionarios,30429.0,30429.0,30436.49
0822,4314,14100,,Otro personal,135808.0,135808.0,145025.9
0822,4314,16000,,Seguridad social a cargo del ayuntamiento,60025.0,60025.0,64249.72
0822,4314,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,1478.0,1478.0,1487.08
0822,4314,20200,,Arrendamiento de maquinaria e instalaciones,94000.0,94000.0,86334.51
0822,4314,22700,,Iluminación navideña,65100.0,65100.0,83732.0
0822,4314,22771,,Jornada Urban Commerce,25000.0,25000.0,39584.69
0822,4314,22773,,Mercados,40000.0,40000.0,25598.53
0822,4314,22798,,Dinamización comercial,76000.0,86000.0,71700.52
0822,4314,22799,,Vitoria-Gasteiz veg friendly,20000.0,8000.0,6570.0
0822,4314,42301,,Conv. cámara comercio escaparatismo,8000.0,8000.0,8000.0
0822,4314,48904,,Convenio City Wine,20000.0,20000.0,20000.0
0822,4314,48926,,Convenio asociación Gasteiz On,228000.0,250800.0,250800.0
0822,4314,48963,,Convenio asoc.comercios casco medieval,98000.0,98000.0,98000.0
0822,4314,48964,,Ayudas al pequeño comercio,250000.0,250000.0,250000.0
0822,4314,48965,,Convenio asoc.empresarios comercio,41000.0,45100.0,45100.0
0822,4314,48966,,Convenio asoc.comerciantes calle Gorbea,15000.0,15000.0,15000.0
0823,2411,12000,,Retribuciones básicas de funcionarios,288339.0,288339.0,302211.51
0823,2411,12100,,Retribuciones complementarias funcionarios,334000.0,334000.0,355444.49
0823,2411,13000,,Retribuciones personal laboral fijo,0.0,1299155.5,1487574.58
0823,2411,14100,,Otro personal,386778.0,386778.0,439823.07
0823,2411,16000,,Seguridad social a cargo del ayuntamiento,283836.0,706288.04,817694.18
0823,2411,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,18271.0,18271.0,20166.38
0823,2411,20100,,Arrendamiento locales y edificios,80000.0,80990.0,77489.29
0823,2411,22791,,Impulso al empleo colectivos prioritarios,77600.0,77600.0,58579.27
0823,2411,22793,,Acciones de orientación y empleo,30000.0,30000.0,24733.86
0823,2411,22793,R,Acciones de orientación y empleo,0.0,3064.5,0.0
0823,2411,22795,,Formación,620000.0,628600.0,487786.58
0823,2411,22795,R,Formación,0.0,17587.5,17587.5
0823,2411,22796,,Proyecto inserción juvenil genera 30,338800.0,338800.0,305932.48
0823,2411,22797,,Plan de empleo Vitoria-Gasteiz,100000.0,115000.0,98697.75
0823,2411,22797,R,Plan de empleo Vitoria-Gasteiz,0.0,2128.3,369.32
0823,2411,47128,,Convenio sea empleo araba,72400.0,41000.0,41000.0
0823,2411,48020,,Plan comarcal - aportación municipal,500000.0,1050000.0,0.0
0823,2411,48020,R,Plan comarcal - aportación municipal,0.0,698147.38,698147.38
0823,2411,48171,,Convenio fundación secretariado gitano,37000.0,37000.0,37000.0
0823,2411,48966,,Conv.apoyo al proy. Saregune,60000.0,60000.0,60000.0
0823,2411,48967,,Ayudas a la contratación- estabilidad empleo,400000.0,400000.0,396499.4
0823,2411,62299,,Instalaciones de empleo y formación,20000.0,20000.0,19682.84
0823,2411,62299,R,Instalaciones de empleo y formación,0.0,9753.6,8964.61
0823,2411,62600,,Adquisición equipos informáticos instalac.empleo y formación,5000.0,5000.0,4730.63
0823,4331,48994,,Convenio Adsis/Caritas/Egibide proyecto Hazia,50000.0,90000.0,90000.0
0824,3361,78100,,Subvención obras catedral santa Maria,150000.0,0.0,0.0
0824,3411,22611,,Patrocinio triatlón Vitoria-Gasteiz,0.0,90000.0,90000.0
0824,3411,22710,,Contrato final Four 2019,0.0,500000.0,500000.0
0824,4321,12000,,Retribuciones básicas de funcionarios,135706.0,135706.0,112540.82
0824,4321,12100,,Retribuciones complementarias funcionarios,176809.0,176809.0,142939.42
0824,4321,14100,,Otro personal,81774.0,81774.0,137414.03
0824,4321,16000,,Seguridad social a cargo del ayuntamiento,105936.0,105936.0,106872.88
0824,4321,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,7691.0,7691.0,8031.72
0824,4321,22733,,Acciones competitividad sector,5000.0,5000.0,6979.32
0824,4321,22733,R,Acciones competitividad sector,0.0,3716.88,0.0
0824,4321,22776,,"Gestión P.Europa, Villasuso y turismo",450000.0,500000.0,459364.66
0824,4321,22776,R,"Gestión P.Europa, Villasuso y turismo",0.0,1867.31,1867.31
0824,4321,22777,,Dinamización turística,213000.0,194006.77,138215.24
0824,4321,22777,R,Dinamización turística,0.0,5551.75,5304.75
0824,4321,22778,,Eventos turísticos singulares,5000.0,5000.0,6652.73
0824,4321,22779,,Promoción de ciudad,190000.0,135000.0,138299.49
0824,4321,22779,R,Promoción de ciudad,0.0,10000.0,10000.0
0824,4321,22780,,Gastos de merchandising oficina turismo,30000.0,30000.0,4998.9
0824,4321,62513,,Mobiliario palacios y congresos,15000.0,15000.0,14987.91
0824,4321,62609,,Equipos técnicos palacio Europa y Villasuso,20000.0,20000.0,19754.7
0825,4221,22763,,Economía circular,6000.0,37000.0,26745.72
0825,4221,22763,R,Economía circular,0.0,3000.41,2936.05
0825,4221,22779,,Apoyo a industria y empresas,24000.0,32500.0,18257.51
0825,4221,62952,,Mantenimiento zonas industriales,400000.0,400000.0,239552.99
0825,4221,62952,R,Mantenimiento zonas industriales,0.0,610088.63,398519.9
0825,9215,22114,,Certificaciones energéticas de los edificios mples,48211.33,0.0,0.0
0910,9202,12000,,Retribuciones básicas de funcionarios,107810.0,107810.0,195217.22
0910,9202,12100,,Retribuciones complementarias funcionarios,148748.0,256343.0,172665.34
0910,9202,14100,,Otro personal,145397.0,217127.0,163154.83
0910,9202,16000,,Seguridad social a cargo del ayuntamiento,87995.0,93554.0,104180.03
0910,9202,16007,,Aportación complemento especifico a funcionarios,276723.0,276723.0,256793.17
0910,9202,16102,,Indemnizaciones por jubilaciones anticipadas,2752225.0,2752225.0,3341987.66
0910,9202,16104,,Retribuciones según sentencia,15000.0,15000.0,2503.6
0910,9202,16204,,Seguro de vida-autoseguro,125000.0,125000.0,0.0
0910,9202,16205,,Seguro vida-accidentes empleados,950000.0,950000.0,775969.08
0910,9202,16206,,Seguros corporativos,11500.0,11500.0,5025.45
0910,9202,16220,,Indemnizaciones por daños,1500.0,1500.0,459.55
0910,9202,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,7180.0,7180.0,9453.58
0910,9202,22001,,Ordinario no inventariable,3870.0,420.0,1075.0
0910,9202,22105,,Vestuario y uniformes,85000.0,85000.0,13308.78
0910,9202,22105,R,Vestuario y uniformes,0.0,2092.1,2092.09
0910,9202,22638,,Plan formación empleados mples.,100000.0,120000.0,85334.16
0910,9202,22745,,Programa estratégico de prevención de riesgos laborales,5000.0,20000.0,9982.5
0910,9202,22759,,Plan estratégico de mejora continua,8000.0,21680.0,18619.79
0910,9202,22760,,Acciones para la igualdad de genero,15000.0,15000.0,5174.66
0910,9202,22760,R,Acciones para la igualdad de genero,0.0,9035.71,9035.71
0910,9202,22764,,Estudios de organización,1000.0,1000.0,194.99
0910,9202,23000,,Dietas,20720.0,20720.0,47342.76
0910,9202,23001,,Gastos de locomoción,35000.0,35000.0,34662.91
0910,9202,23900,,Gastos procesos selectivos,10000.0,90000.0,10842.27
0910,9202,48001,,Subvención al comité,14778.0,14925.0,11212.61
0910,9202,48002,,Becas y bolsas de estudio al personal,24232.0,24475.0,21891.29
0910,9202,48117,,Conv.asoc.down Alava-Isabel orbe,0.0,3000.0,2700.0
0910,9202,62627,R,Renovación equipos y servicios,0.0,12678.99,12678.99
0910,9202,62924,,Adquisición equipos de formación,0.0,450.0,0.0
0911,9202,12000,,Retribuciones básicas de funcionarios,257753.0,257753.0,240280.44
0911,9202,12100,,Retribuciones complementarias funcionarios,336144.0,336144.0,309621.21
0911,9202,14100,,Otro personal,213510.0,213510.0,207664.09
0911,9202,16000,,Seguridad social a cargo del ayuntamiento,221618.0,221618.0,203153.75
0911,9202,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,15613.0,15613.0,16701.72
0912,9202,12000,,Retribuciones básicas de funcionarios,154814.0,154814.0,142426.26
0912,9202,12100,,Retribuciones complementarias funcionarios,202835.0,202835.0,194465.1
0912,9202,16000,,Seguridad social a cargo del ayuntamiento,76550.0,76550.0,71247.99
0912,9202,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,7894.0,7894.0,7449.54
0915,9202,12000,,Retribuciones básicas de funcionarios,264983.0,264983.0,38919.18
0915,9202,12100,,Retribuciones complementarias funcionarios,210634.0,210634.0,52658.27
0915,9202,16000,,Seguridad social a cargo del ayuntamiento,89021.0,89021.0,19650.45
0915,9202,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,7785.0,7785.0,1487.08
0919,9203,12000,,Retribuciones básicas de funcionarios,129992.0,129992.0,155141.08
0919,9203,12100,,Retribuciones complementarias funcionarios,157692.0,157692.0,196025.51
0919,9203,14100,,Otro personal,44059.0,44059.0,4566.91
0919,9203,16000,,Seguridad social a cargo del ayuntamiento,83231.0,83231.0,87333.53
0919,9203,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,7514.0,7514.0,7558.88
0919,9203,22108,,Productos farmacéuticos y hemoderivados,67300.0,67300.0,41837.74
0919,9203,22141,,Mantenimiento especifico equipos servicios médicos,800.0,800.0,1551.22
0919,9203,62901,,Adquisición equipos,3400.0,3400.0,0.0
1010,9204,12000,,Retribuciones básicas de funcionarios,54503.0,54503.0,55060.34
1010,9204,12100,,Retribuciones complementarias funcionarios,99778.0,99778.0,100224.75
1010,9204,14100,,Otro personal,46877.0,46877.0,47021.78
1010,9204,16000,,Seguridad social a cargo del ayuntamiento,37578.0,37578.0,36437.07
1010,9204,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,2685.0,2685.0,2701.44
1010,9204,22730,,Definición procesos y supervisión LOPD,60000.0,60000.0,17545.0
1010,9204,22730,R,Definición procesos y supervisión LOPD,0.0,9649.75,9649.75
1010,9204,22732,,Contratos de prestación de servicios,50000.0,50000.0,1426.59
1011,9204,12000,,Retribuciones básicas de funcionarios,354950.0,354950.0,442714.1
1011,9204,12100,,Retribuciones complementarias funcionarios,433707.0,433707.0,532662.44
1011,9204,13000,,Retribuciones personal laboral fijo,46747.0,46747.0,39907.89
1011,9204,14100,,Otro personal,205224.0,205224.0,104974.05
1011,9204,16000,,Seguridad social a cargo del ayuntamiento,274270.0,274270.0,294201.78
1011,9204,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,20982.0,20982.0,20013.46
1011,9204,21501,,Mantenimiento de aplicaciones informáticas,450000.0,375000.0,375961.09
1011,9204,22720,,Soporte a mantenimiento de aplicativos,1285000.0,1405000.0,1362141.51
1011,9204,22720,R,Soporte a mantenimiento de aplicativos,0.0,79084.77,46084.77
1011,9204,62623,,Plan director e-administración,325000.0,445000.0,194160.0
1011,9204,62623,R,Plan director e-administración,0.0,70000.0,70000.0
1011,9204,62624,,Plan contra el fraude fiscal,300000.0,300000.0,133968.06
1011,9204,62625,,Gestión centralizada de subvenciones,75000.0,50000.0,10000.0
1011,9204,62625,R,Gestión centralizada de subvenciones,0.0,10800.01,10800.01
1011,9204,62626,,Sistema informático policía local,120000.0,0.0,0.0
1011,9204,62626,R,Sistema informático policía local,0.0,32000.0,32000.0
1012,9204,12000,,Retribuciones básicas de funcionarios,307311.0,307311.0,331723.91
1012,9204,12100,,Retribuciones complementarias funcionarios,409203.0,409203.0,461663.92
1012,9204,14100,,Otro personal,209547.0,209547.0,180247.09
1012,9204,16000,,Seguridad social a cargo del ayuntamiento,238883.0,238883.0,255382.19
1012,9204,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,13347.0,13347.0,13283.84
1012,9204,21500,,Mantenimiento equipos informáticos,300000.0,285000.0,203340.16
1012,9204,22728,,Soporte ordenadores centrales,300000.0,300000.0,299999.0
1012,9204,22728,R,Soporte ordenadores centrales,0.0,90737.3,90737.3
1012,9204,22729,,Soporte mantenimiento equipos usuarios,30000.0,30000.0,0.0
1012,9204,22750,,Administratel,64800.0,0.0,0.0
1012,9204,22755,,Plan nuevas tecnologías aplicaciones uso ciudadanos,1.0,1.0,0.0
1012,9204,62600,,Adquisición equipos informáticos,250000.0,250000.0,117576.63
1012,9204,62604,,Adquisición software base,190000.0,140000.0,78772.64
1012,9204,62620,,Acciones plan de seguridad,170000.0,170000.0,89995.35
1012,9204,62620,R,Acciones plan de seguridad,0.0,64541.4,64541.4
1012,9204,62627,,Renovación equipos y servicios,550000.0,550000.0,549999.99
1012,9271,22200,,Facturación telefónica,380000.0,380000.0,357676.97
1012,9271,22200,R,Facturación telefónica,0.0,25686.84,25010.66
1012,9271,22202,,Correspondencia y notificaciones,1410000.0,1560000.0,1626584.11
1012,9271,22644,,Anuncios en boletines oficiales,50000.0,50000.0,17896.06
1017,9204,12000,,Retribuciones básicas de funcionarios,149369.0,149369.0,153325.87
1017,9204,12100,,Retribuciones complementarias funcionarios,193809.0,193809.0,195395.58
1017,9204,14100,,Otro personal,75884.0,75884.0,88031.7
1017,9204,16000,,Seguridad social a cargo del ayuntamiento,104278.0,104278.0,114346.25
1017,9204,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,8898.0,8898.0,8879.61
1018,9204,12000,,Retribuciones básicas de funcionarios,26942.0,26942.0,27197.33
1018,9204,12100,,Retribuciones complementarias funcionarios,40285.0,40285.0,40427.58
1018,9204,16000,,Seguridad social a cargo del ayuntamiento,11512.0,11512.0,11409.7
1018,9204,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,1478.0,1478.0,1487.08
1019,9204,12000,,Retribuciones básicas de funcionarios,24732.0,24732.0,26126.03
1019,9204,12100,,Retribuciones complementarias funcionarios,38942.0,38942.0,41004.15
1019,9204,16000,,Seguridad social a cargo del ayuntamiento,11511.0,11511.0,11409.71
1019,9204,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,1478.0,1478.0,1487.08
1020,9204,12000,,Retribuciones básicas de funcionarios,25345.0,25345.0,25513.04
1020,9204,12100,,Retribuciones complementarias funcionarios,39905.0,39905.0,39969.0
1020,9204,16000,,Seguridad social a cargo del ayuntamiento,11511.0,11511.0,11409.7
1110,2301,12000,,Retribuciones básicas de funcionarios,96048.0,96048.0,97816.98
1110,2301,12100,,Retribuciones complementarias funcionarios,132839.0,132839.0,145235.49
1110,2301,14100,,Otro personal,135164.0,135164.0,111555.58
1110,2301,16000,,Seguridad social a cargo del ayuntamiento,87415.0,87415.0,87576.8
1110,2301,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,2685.0,2685.0,1320.58
1111,2301,12000,,Retribuciones básicas de funcionarios,645517.0,645517.0,658564.33
1111,2301,12100,,Retribuciones complementarias funcionarios,807303.0,807303.0,831245.2
1111,2301,13000,,Retribuciones personal laboral fijo,37964.0,37964.0,38293.72
1111,2301,14100,,Otro personal,396693.0,396693.0,470455.96
1111,2301,16000,,Seguridad social a cargo del ayuntamiento,562817.0,562817.0,578735.02
1111,2301,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,31580.0,31580.0,31361.68
1111,2301,22103,,Gas,23000.0,23000.0,22785.1
1111,2301,22618,,Otros gastos funcionamiento,50000.0,50000.0,32149.83
1111,2301,48045,,Subvenciones,280000.0,250000.0,249987.89
1111,2301,48190,,Convenio colegio trabajo social,10000.0,10000.0,10000.0
1111,2301,48194,,Convenio colegio de abogados,10000.0,10000.0,10000.0
1111,2301,62204,,Inversiones en centros y locales,600000.0,861373.0,47301.86
1111,2301,62204,A,Inversiones en centros y locales,0.0,847750.87,736097.83
1111,2301,62204,R,Inversiones en centros y locales,0.0,577290.67,18958.26
1111,2301,62303,,Adquisición maquinaria,200000.0,140000.0,81147.32
1111,2301,62501,,Mobiliario,150000.0,50000.0,49972.25
1115,2323,22745,,Programa educación calle para sin techo,91183.47,91183.47,91183.2
1115,2323,48003,,Atenciones sociales,45000.0,45000.0,30500.37
1115,2324,22002,,"Prensa,revistas y otras publicaciones",2050.0,2050.0,1264.2
1115,2324,22105,,Vestuario y uniformes,1500.0,1500.0,1560.73
1115,2324,22106,,Productos alimenticios,20000.0,20000.0,23147.49
1115,2324,22111,,Menaje,7500.0,7500.0,7767.54
1115,2324,22115,,Material técnico especifico,6000.0,6000.0,3593.21
1115,2324,22759,,Monitores talleres,84474.0,84474.0,69273.25
1115,2324,22784,,Contratos servicios de urgencias,494866.92,504783.0,496998.91
1115,2324,22786,,Transporte de comidas,11889.87,11889.87,9436.08
1115,2324,48003,,Atenciones sociales,38000.0,38000.0,20314.48
1115,2325,22111,,Menaje,14000.0,14000.0,12041.14
1115,2325,22115,,Material técnico especifico,29500.0,29500.0,31943.34
1115,2325,22614,,Talleres GIZARTERATU,860198.0,807198.0,789860.54
1115,2325,22666,,Vigilancia nocturna Villasuso,70857.45,93573.0,91937.95
1115,2325,22759,,Monitores talleres,74948.0,42574.0,0.0
1115,2325,22761,,Programa acompañamiento pisos acogida,104042.76,104042.76,104042.76
1115,2325,22786,,Transporte de comidas casa abierta,11889.87,11889.87,9436.08
1115,2325,22788,,Convocatoria casa anti-sida dispositivo atención invernal,80000.0,0.0,0.0
1115,2325,48003,,Atenciones sociales,55000.0,55000.0,32399.31
1115,2325,48121,,Convenio comisión antisida-centro municipal casa abierta,314829.84,331526.0,314829.84
1115,2325,48137,,Conv.comision antisida-pisos tutelados,271203.13,290171.0,271203.13
1115,2325,48140,,Conv.comision antisida-centro estrada,452892.08,453516.0,452892.08
1115,2325,48145,,Convenio caritas-taller ocupacional,72000.0,72000.0,72000.0
1115,2325,48148,,Convenio Afroamericana pisos tutelados,494466.44,509412.0,494466.44
1115,2325,48169,,Convenio Gao Lacho Drom,59800.0,60756.0,60756.0
1115,2325,48170,,Convenio irse programa apoyo a la inserción,51284.0,46284.0,30000.0
1115,2325,48184,,Convenio clara Campoamor-pisos acogida mujeres victimas violencia,283564.0,292135.0,283564.0
1115,2325,48190,,Piso semitutelado de apoyo a jóvenes,110000.0,56662.0,55000.0
1115,2325,48197,,Convenio SENDOTU,20000.0,20000.0,20000.0
1115,2325,48901,,Convenio comisión antisida aterpe,442453.89,457126.0,442453.89
1115,2325,48908,,Convenio AIZAN,0.0,15000.0,15000.0
1115,2325,48940,,Casa iniciativas Abetxuko,77000.0,77000.0,77000.0
1115,2325,48957,,Convenio Loremaitea-agle,40000.0,60000.0,60000.0
