#Organikoa,Funtzionala,Ekonomikoa,R,Aplikazioaren izena,Hasierako kreditua,Behin betiko kreditua,Behartua
0410,9205,62402,R,Garabi-kamioia erostea,0.0,111925.0,111925.0
0410,9206,21400,,Altzariak konpontzea,4000.0,4000.0,78.65
0410,9206,21500,,Ekipoak mantentzeko kontratuak,170000.0,170000.0,112229.3
0410,9206,22001,,"Ohikoa, inbentariatu ezina",200000.0,200000.0,134332.47
0410,9206,62501,,Altzariak,10000.0,10000.0,9862.88
0410,9206,62505,,Udal sailetako hainbat erosketa,15000.0,15000.0,2516.8
0410,9207,20100,,Lokal eta eraikinak alokatzea,3431000.0,3435745.87,3342555.17
0410,9207,22110,,Kopiagintza-gastuak,60000.0,60000.0,48351.25
0410,9207,22402,,Erantzukizun zibileko aseguruak,336000.0,336000.0,289991.18
0410,9207,22407,,Bizitza- eta istripu-asegurua,40000.0,40000.0,54411.03
0410,9207,22600,,Ondasunen erregistro-gastuak,25000.0,25000.0,10891.89
0410,9207,22732,,Zerbitzuak emateko kontratuak,90000.0,90000.0,65562.74
0410,9207,62900,,Ezbeharrengatiko berritzeak,1.0,225422.77,147839.27
0410,9207,62900,R,Ezbeharrengatiko berritzeak,0.0,5000.0,0.0
0410,9211,62258,,Udaletxe berriko inbertsioak,1238216.99,1238216.99,1238216.99
0410,9211,62298,,"Inbertsioak, San Martin",200000.0,200000.0,10124.2
0410,9213,22102,,Ur-hornidura eta hondar-urak araztea,1700000.0,1700000.0,1058673.89
0410,9213,22103,,Ur hornikuntza zatikatzea,1593757.31,1593757.31,1593757.31
0410,9271,41800,,EUDELi,235516.82,243581.63,243581.63
0410,9310,85113,,Indesa 2010 SL-ko kapital-partaidetza,0.0,1950.0,0.0
0410,9311,22499,,Ondarearen gaineko erantzukizunarengatiko kalte-ordaina,851000.0,522000.0,429081.71
0410,9311,22604,,Erreklamazio zibilak,0.0,0.0,25400.0
0410,9319,12000,,Funtzionarioen oinarrizko ordainsariak,49500.0,49500.0,48941.35
0410,9319,12100,,Funtzionarioen ordainsari osagarriak,85288.0,85288.0,85443.1
0410,9319,14100,,Bestelako langileak,0.0,0.0,41034.7
0410,9319,16000,,"Gizarte Segurantza, enpresaren kontura",22601.0,22601.0,35407.42
0410,9319,16500,,"Elkarkidetzako kuotak, Udalaren kontura",1478.0,1478.0,1487.08
0410,9321,22776,,Isunen Ataleko zerbitzuak,180500.0,180500.0,150416.6
0410,9331,22401,,Udal eraikin eta lokalen aseguruak,385000.0,385000.0,484529.89
0410,9331,22601,,Auzo-komunitateetako gastuak,450000.0,450000.0,329659.3
0410,9331,22631,,AIREF tasa,3000.0,3000.0,3759.9
0410,9331,22663,,Elorriagako ustiapenak bertan behera geratzea konpentsatzea,52300.0,52300.0,52275.09
0410,9331,22760,,Erloju publikoak mantentzea,20000.0,20000.0,17510.33
0410,9331,64900,,Industria jabegoa,1000.0,1000.0,0.0
0410,9341,36100,,"Interesak, zor ez ziren sarrerak itzultzean",100000.0,100000.0,95082.05
0410,9341,36101,,Diru-sarrerei loturiko finantza-gastuak,130000.0,130000.0,138318.09
0410,9341,36102,,Berandutze interesak,500000.0,200000.0,116642.37
0410,9341,36900,,Bestelako finantza-gastuak,5000.0,5000.0,668.77
0411,9321,12000,,Funtzionarioen oinarrizko ordainsariak,74839.0,74839.0,66273.09
0411,9321,12100,,Funtzionarioen ordainsari osagarriak,97514.0,97514.0,87937.59
0411,9321,14100,,Bestelako langileak,44732.0,44732.0,13391.49
0411,9321,16000,,"Gizarte Segurantza, enpresaren kontura",47890.0,47890.0,41716.95
0411,9321,16500,,"Elkarkidetzako kuotak, Udalaren kontura",4164.0,4164.0,4355.02
0412,9314,12000,,Funtzionarioen oinarrizko ordainsariak,29624.0,29624.0,117371.85
0412,9314,12100,,Funtzionarioen ordainsari osagarriak,51049.0,51049.0,161621.8
0412,9314,16000,,"Gizarte Segurantza, enpresaren kontura",10846.0,10846.0,57081.84
0412,9314,16500,,"Elkarkidetzako kuotak, Udalaren kontura",1478.0,1478.0,5569.38
0414,9312,12000,,Funtzionarioen oinarrizko ordainsariak,73508.0,73508.0,89682.59
0414,9312,12100,,Funtzionarioen ordainsari osagarriak,100635.0,100635.0,122965.63
0414,9312,14100,,Bestelako langileak,46779.0,46779.0,0.0
0414,9312,16000,,"Gizarte Segurantza, enpresaren kontura",50948.0,50948.0,46703.52
0414,9312,16500,,"Elkarkidetzako kuotak, Udalaren kontura",1478.0,1478.0,2124.4
0415,9323,12000,,Funtzionarioen oinarrizko ordainsariak,99692.0,99692.0,96270.74
0415,9323,12100,,Funtzionarioen ordainsari osagarriak,132383.0,132383.0,130538.21
0415,9323,16000,,"Gizarte Segurantza, enpresaren kontura",43382.0,43382.0,42449.25
0415,9323,16500,,"Elkarkidetzako kuotak, Udalaren kontura",4883.0,4883.0,1896.81
0416,9341,12000,,Funtzionarioen oinarrizko ordainsariak,98251.0,98251.0,99292.98
0416,9341,12100,,Funtzionarioen ordainsari osagarriak,128610.0,128610.0,127657.64
0416,9341,16000,,"Gizarte Segurantza, enpresaren kontura",48559.0,48559.0,48129.06
0416,9341,16500,,"Elkarkidetzako kuotak, Udalaren kontura",4435.0,4435.0,5948.32
0417,9322,12000,,Funtzionarioen oinarrizko ordainsariak,71690.0,71690.0,77444.61
0417,9322,12100,,Funtzionarioen ordainsari osagarriak,119504.0,119504.0,106429.28
0417,9322,14100,,Bestelako langileak,35902.0,35902.0,47783.51
0417,9322,16000,,"Gizarte Segurantza, enpresaren kontura",46624.0,46624.0,47915.64
0417,9322,16500,,"Elkarkidetzako kuotak, Udalaren kontura",3881.0,3881.0,2798.81
0418,9319,12000,,Funtzionarioen oinarrizko ordainsariak,890628.0,890628.0,880300.85
0418,9319,12100,,Funtzionarioen ordainsari osagarriak,1132364.0,1132364.0,1106495.73
0418,9319,14100,,Bestelako langileak,343144.0,343144.0,339951.59
0418,9319,16000,,"Gizarte Segurantza, enpresaren kontura",602262.0,602262.0,640106.11
0418,9319,16500,,"Elkarkidetzako kuotak, Udalaren kontura",44523.0,44523.0,45473.16
0421,9314,12000,,Funtzionarioen oinarrizko ordainsariak,96776.0,96776.0,0.0
0421,9314,12100,,Funtzionarioen ordainsari osagarriak,124882.0,124882.0,0.0
0421,9314,16000,,"Gizarte Segurantza, enpresaren kontura",44713.0,44713.0,0.0
0421,9314,16500,,"Elkarkidetzako kuotak, Udalaren kontura",4164.0,4164.0,0.0
0422,4413,12000,,Funtzionarioen oinarrizko ordainsariak,87984.0,87984.0,91623.53
0422,4413,12100,,Funtzionarioen ordainsari osagarriak,129153.0,129153.0,131480.77
0422,4413,14100,,Bestelako langileak,332913.0,332913.0,376565.96
0422,4413,16000,,"Gizarte Segurantza, enpresaren kontura",167609.0,167609.0,174343.05
0422,4413,16500,,"Elkarkidetzako kuotak, Udalaren kontura",10037.0,10037.0,9918.18
0422,4413,21105,,Autobus-geltokia onik zaindu eta mantentzea,85000.0,85000.0,29601.27
0422,4413,21105,R,Autobus-geltokia onik zaindu eta mantentzea,0.0,3200.0,3200.0
0422,4413,22101,,"Energia elektrikoaren hornikuntza, autobus-geltokia",150000.0,150000.0,49390.49
0422,4413,22102,,"Ur-hornidura eta hondar-urak araztea, autobus-geltokia",19000.0,19000.0,0.0
0422,4413,22103,,Autobus-geltokiko gasa,30000.0,30000.0,70568.92
0422,4413,22734,,Autobus-geltokiko segurtasuna,60000.0,60000.0,46340.03
0422,4413,22783,,"Garbiketa-zerbitzuaren kontratua, autobus-geltokia",145000.0,145000.0,128971.68
0810,4301,12000,,Funtzionarioen oinarrizko ordainsariak,91004.0,91004.0,87729.96
0810,4301,12100,,Funtzionarioen ordainsari osagarriak,117014.0,117014.0,112614.07
0810,4301,13000,,Lan-kontratudun langile finkoen ordainsariak,12967.0,12967.0,2554.92
0810,4301,14100,,Bestelako langileak,90233.0,90233.0,93527.02
0810,4301,16000,,"Gizarte Segurantza, enpresaren kontura",76245.0,76245.0,72633.96
0810,4301,16500,,"Elkarkidetzako kuotak, Udalaren kontura",2685.0,2685.0,1747.3
0817,4332,22605,,"Bilerak, hitzaldiak eta biltzarrak",5000.0,0.0,0.0
0817,4332,22707,,Azterlanak eta lan teknikoak,9680.0,45680.0,9314.44
0817,4334,85107,,Parke teknologikoaren kapital-zabalkuntza,52600.0,52600.0,52564.0
0819,4301,12000,,Funtzionarioen oinarrizko ordainsariak,156531.0,156531.0,166839.02
0819,4301,12100,,Funtzionarioen ordainsari osagarriak,183039.0,183039.0,203820.06
0819,4301,14100,,Bestelako langileak,126521.0,126521.0,101441.59
0819,4301,16000,,"Gizarte Segurantza, enpresaren kontura",145029.0,145029.0,125740.34
0819,4301,16500,,"Elkarkidetzako kuotak, Udalaren kontura",7420.0,7420.0,8744.38
0820,4301,12000,,Funtzionarioen oinarrizko ordainsariak,119034.0,119034.0,119394.69
0820,4301,12100,,Funtzionarioen ordainsari osagarriak,126920.0,126920.0,128212.47
0820,4301,14100,,Bestelako langileak,89889.0,89889.0,89982.03
0820,4301,16000,,"Gizarte Segurantza, enpresaren kontura",85689.0,85689.0,85107.21
0820,4301,16500,,"Elkarkidetzako kuotak, Udalaren kontura",7392.0,7392.0,8922.48
0820,4314,47127,,Hitzarmena: Arte eta Diseinuko Goi Mailako Eskola,20000.0,0.0,0.0
0820,4314,48901,,Hitzarmena: City Lab Deustu,18000.0,18000.0,0.0
0820,4321,22711,,Michelin Hirien Nazioarteko Sarearen II. Biltzarra,0.0,201000.33,0.0
0820,4331,22796,,Kalitate Plana,3000.0,0.0,0.0
0820,4411,22706,,Smart proiektuak,27000.0,0.0,0.0
0821,4314,48125,,Hitzarmena: Global Hub for the Common Good fundazioa,0.0,20000.0,16000.0
0821,4314,48902,,Hitzarmena: Agirre Lehendakariaren urteurrena,10000.0,0.0,0.0
0821,4331,12000,,Funtzionarioen oinarrizko ordainsariak,109894.0,109894.0,107408.25
0821,4331,12100,,Funtzionarioen ordainsari osagarriak,125267.0,125267.0,120504.89
0821,4331,13000,,Lan-kontratudun langile finkoen ordainsariak,32314.0,32314.0,6390.48
0821,4331,14100,,Bestelako langileak,125237.0,125237.0,168497.22
0821,4331,16000,,"Gizarte Segurantza, enpresaren kontura",105583.0,105583.0,109748.33
0821,4331,16500,,"Elkarkidetzako kuotak, Udalaren kontura",5702.0,5702.0,6904.3
0821,4331,22677,,Ekintzaileentzako laguntza,66000.0,63000.0,51001.63
0821,4331,22712,,Enpresa-mintegien kudeaketa,45000.0,19211.0,10475.33
0821,4331,22797,,Dinamizazio ekonomikoa,370000.0,232110.0,142077.5
0821,4331,22797,R,Dinamizazio ekonomikoa,0.0,13062.13,13062.13
0821,4331,47002,,Ekarpena BIC,0.0,115247.0,79048.0
0821,4331,47102,,Sorkuntzarekin lotutako industrientzako enplegu-laguntzak,0.0,50000.0,37000.0
0821,4331,47107,,Hitzarmena: AJEBASK- Prestakuntza eta mintegia,15000.0,15000.0,15000.0
0821,4331,47117,,Hitzarmena: Asoc. Festival Tv Radio,175000.0,190000.0,171000.0
0821,4331,47129,,Ikus-entzunezkoak garatu eta ekoizteko laguntzak,100000.0,50000.0,40000.0
0821,4331,47130,,"Hitzarmena: Mazoka, marrazkia eta ilustrazioa",0.0,21000.0,16800.0
0821,4331,47131,,Hitzarmena: Euskal Irudigileak,0.0,11000.0,8800.0
0821,4331,48150,,Hitzarmena: SECOT,0.0,3000.0,2400.0
0821,4331,48180,,VIArentzako transferentziak,250000.0,310000.0,60000.0
0821,4331,48943,,Enpresen Gizarte Erantzukizunari buruzko Foroa,2000.0,2000.0,2000.0
0821,4331,48949,,Enpresak sortzeko laguntzak,70000.0,70000.0,52500.1
0821,4331,48967,,Inbertsiorako laguntzak,100000.0,90000.0,90000.0
0821,4331,48967,R,Inbertsiorako laguntzak,0.0,211.47,211.47
0821,4331,48985,,Itun Berdea sariak,6000.0,6000.0,0.0
0821,4331,48986,,"Hitzarmena, Merkataritza Ganberarekin - enpresa txikiei laguntzea",32000.0,32000.0,32000.0
0821,4331,48995,,Hitzarmena: Araba Garapen Agentzia,8500.0,0.0,0.0
0821,4331,48996,,Hitzarmena: Arco n1,10000.0,8000.0,6400.0
0821,4331,60902,,Mintegiko inbertsioak - Basaldea proiektua,75000.0,75000.0,0.0
0821,4331,60902,R,Mintegiko inbertsioak - Basaldea proiektua,0.0,81421.55,81085.49
0821,4331,62601,,Mintegietako berrikuntza eta ekipamenduak,5000.0,60000.0,1681.9
0821,4333,48172,,Hitzarmena: Santa Maria Katedrala fundazioa,32000.0,32000.0,32000.0
0822,4314,12000,,Funtzionarioen oinarrizko ordainsariak,24937.0,24937.0,24941.52
0822,4314,12100,,Funtzionarioen ordainsari osagarriak,30429.0,30429.0,30436.49
0822,4314,14100,,Bestelako langileak,135808.0,135808.0,145025.9
0822,4314,16000,,"Gizarte Segurantza, enpresaren kontura",60025.0,60025.0,64249.72
0822,4314,16500,,"Elkarkidetzako kuotak, Udalaren kontura",1478.0,1478.0,1487.08
0822,4314,20200,,Makineria eta instalazioak alokatzea,94000.0,94000.0,41612.91
0822,4314,22700,,Eguberrietako argiztapena,65100.0,65100.0,0.0
0822,4314,22771,,“Urban Commerce” jardunaldia,25000.0,25000.0,38776.41
0822,4314,22773,,Azokak,40000.0,40000.0,23369.09
0822,4314,22798,,Merkataritza dinamizatzea,76000.0,86000.0,42301.29
0822,4314,22799,,Vitoria-Gasteiz Veg Friendly,20000.0,8000.0,0.0
0822,4314,42301,,"Arabako Merkataritza Ganberarekiko hitzarmena, erakusleihoak",8000.0,8000.0,8000.0
0822,4314,48904,,Hitzarmena: City wine,20000.0,20000.0,16000.0
0822,4314,48926,,Hitzarmena: Gasteiz On elkartea,228000.0,250800.0,200640.0
0822,4314,48963,,Hitzarmena: Erdi Aroko hiriguneko Merkatarien Elkartea,98000.0,98000.0,78400.0
0822,4314,48964,,Denda txikientzako laguntzak,250000.0,250000.0,220075.2
0822,4314,48965,,Hitzarmena: Merkataritza Enpresaburuen Elkartea,41000.0,45100.0,36080.0
0822,4314,48966,,Hitzarmena: Gorbeia kaleko Merkatarien Elkartea,15000.0,15000.0,12000.0
0823,2411,12000,,Funtzionarioen oinarrizko ordainsariak,288339.0,288339.0,302211.51
0823,2411,12100,,Funtzionarioen ordainsari osagarriak,334000.0,334000.0,355444.49
0823,2411,13000,,Lan-kontratudun langile finkoen ordainsariak,0.0,1299155.5,1487574.58
0823,2411,14100,,Bestelako langileak,386778.0,386778.0,439823.07
0823,2411,16000,,"Gizarte Segurantza, enpresaren kontura",283836.0,706288.04,817694.18
0823,2411,16500,,"Elkarkidetzako kuotak, Udalaren kontura",18271.0,18271.0,20166.38
0823,2411,20100,,Lokal eta eraikinak alokatzea,80000.0,80990.0,70688.83
0823,2411,22791,,Lehentasunezko kolektiboen enplegua bultzatzea,77600.0,77600.0,45544.26
0823,2411,22793,,Orientazio- eta enplegu-ekintzak,30000.0,30000.0,21918.43
0823,2411,22793,R,Orientazio- eta enplegu-ekintzak,0.0,3064.5,0.0
0823,2411,22795,,Prestakuntza,620000.0,628600.0,374461.13
0823,2411,22795,R,Prestakuntza,0.0,17587.5,17587.5
0823,2411,22796,,Genera 30 gazteentzako intsertzio-proiektua,338800.0,338800.0,305932.48
0823,2411,22797,,Gasteiz enplegu planak,100000.0,115000.0,82106.69
0823,2411,22797,R,Gasteiz enplegu planak,0.0,2128.3,369.32
0823,2411,47128,,"Hitzarmena: SEA, enplegua",72400.0,41000.0,0.0
0823,2411,48020,,Eskualeko plan - Udalaren ekarpena,500000.0,1050000.0,0.0
0823,2411,48020,R,Eskualeko plan - Udalaren ekarpena,0.0,698147.38,698147.38
0823,2411,48171,,Hitzarmena: Secretariado Gitano fundazioa,37000.0,37000.0,29600.0
0823,2411,48966,,Hitzarmena: Saregune proiektua,60000.0,60000.0,45000.0
0823,2411,48967,,Kontratatzeko laguntzak - enplegu-egonkortasuna,400000.0,400000.0,395588.56
0823,2411,62299,,Enplegu eta prestakuntza instalazioak,20000.0,20000.0,19682.84
0823,2411,62299,R,Enplegu eta prestakuntza instalazioak,0.0,9753.6,8964.61
0823,2411,62600,,Enplegu eta prestakuntza instalazioetarako informatika ekipoak erostea,5000.0,5000.0,4730.63
0823,4331,48994,,"Hitzarmena: ADSIS, Cáritas, Egibide - Hazia proiektua",50000.0,90000.0,63000.0
0824,3361,78100,,Diru-laguntza: Santa Maria katedraleko obrak,150000.0,0.0,0.0
0824,3411,22611,,Gasteizko triatloia babestea,0.0,90000.0,90000.0
0824,3411,22710,,Final Four kontratua,0.0,500000.0,250000.0
0824,4321,12000,,Funtzionarioen oinarrizko ordainsariak,135706.0,135706.0,112540.82
0824,4321,12100,,Funtzionarioen ordainsari osagarriak,176809.0,176809.0,142939.42
0824,4321,14100,,Bestelako langileak,81774.0,81774.0,137414.03
0824,4321,16000,,"Gizarte Segurantza, enpresaren kontura",105936.0,105936.0,106872.88
0824,4321,16500,,"Elkarkidetzako kuotak, Udalaren kontura",7691.0,7691.0,8031.72
0824,4321,22733,,Sektoreko lehiakortasun-ekintzak,5000.0,5000.0,6979.32
0824,4321,22733,R,Sektoreko lehiakortasun-ekintzak,0.0,3716.88,0.0
0824,4321,22776,,"Kudeaketa: Europa jauregia, Goiuri eta Turismoa",450000.0,500000.0,391885.22
0824,4321,22776,R,"Kudeaketa: Europa jauregia, Goiuri eta Turismoa",0.0,1867.31,1867.31
0824,4321,22777,,Turismoa dinamizatzea,213000.0,194006.77,123211.88
0824,4321,22777,R,Turismoa dinamizatzea,0.0,5551.75,5304.75
0824,4321,22778,,Turismo gertaldi bereziak,5000.0,5000.0,6652.73
0824,4321,22779,,Hiriaren sustapena,190000.0,135000.0,101354.86
0824,4321,22779,R,Hiriaren sustapena,0.0,10000.0,10000.0
0824,4321,22780,,Turismo Bulegoaren merchandising-gastuak,30000.0,30000.0,4427.33
0824,4321,62513,,Jauregi eta biltzarretako altzariak,15000.0,15000.0,7161.75
0824,4321,62609,,Europa eta Goiuri jauregietako ekipo teknikoak,20000.0,20000.0,11932.05
0825,4221,22763,,Ekonomia zirkularra,6000.0,37000.0,3842.88
0825,4221,22763,R,Ekonomia zirkularra,0.0,3000.41,2645.65
0825,4221,22779,,Industriari eta enpresei laguntzea,24000.0,32500.0,18257.51
0825,4221,62952,,Industrialdeak mantentzea,400000.0,400000.0,153214.01
0825,4221,62952,R,Industrialdeak mantentzea,0.0,610088.63,398519.9
0825,9215,22114,,Udal eraikinen energia-ziurtapenak,48211.33,0.0,0.0
0910,9202,12000,,Funtzionarioen oinarrizko ordainsariak,107810.0,107810.0,125248.2
0910,9202,12100,,Funtzionarioen ordainsari osagarriak,148748.0,256343.0,172665.34
0910,9202,14100,,Bestelako langileak,145397.0,217127.0,163154.83
0910,9202,16000,,"Gizarte Segurantza, enpresaren kontura",87995.0,93554.0,104180.03
0910,9202,16007,,Funtzionarioen berariazko osagarrirako ekarpena,276723.0,276723.0,256793.17
0910,9202,16102,,Aldez aurreko erretiroen kalte-ordainak,2752225.0,2752225.0,3417896.72
0910,9202,16104,,Epaiaren ondoriozko ordainsariak,15000.0,15000.0,2503.6
0910,9202,16204,,Bizi-asegurua - Auto-asegurua,125000.0,125000.0,0.0
0910,9202,16205,,Bizi-asegurua - langileen istripuak,950000.0,950000.0,775969.08
0910,9202,16206,,Aseguru korporatiboak,11500.0,11500.0,5025.45
0910,9202,16220,,Kalte-ordainak,1500.0,1500.0,459.55
0910,9202,16500,,"Elkarkidetzako kuotak, Udalaren kontura",7180.0,7180.0,9453.58
0910,9202,22001,,"Ohikoa, inbentariatu ezina",3870.0,420.0,1075.0
0910,9202,22105,,Jantziak eta uniformeak,85000.0,85000.0,8367.99
0910,9202,22105,R,Jantziak eta uniformeak,0.0,2092.1,2092.09
0910,9202,22638,,Udal langileen prestakuntza-plana,100000.0,120000.0,82369.26
0910,9202,22745,,Laneko arriskuen prebentziorako programa estrategikoa,5000.0,20000.0,9014.5
0910,9202,22759,,Etengabeko hobekuntzarako plan estrategikoa,8000.0,21680.0,8912.24
0910,9202,22760,,Genero-berdintasunerako ekintzak,15000.0,15000.0,1377.33
0910,9202,22760,R,Genero-berdintasunerako ekintzak,0.0,9035.71,9035.71
0910,9202,22764,,Antolakuntza-azterlanak,1000.0,1000.0,170.26
0910,9202,23000,,Dietak,20720.0,20720.0,44796.37
0910,9202,23001,,Lokomozio-gastuak,35000.0,35000.0,31122.23
0910,9202,23900,,Hautatze prozesuetako gastuak,10000.0,90000.0,10451.39
0910,9202,48001,,"Diru-laguntza, Langile Batzordeari",14778.0,14925.0,11212.61
0910,9202,48002,,Langileentzako ikasketa beka eta poltsak,24232.0,24475.0,21891.29
0910,9202,48117,,Hitzarmena: Down Araba Isabel Orbe,0.0,3000.0,0.0
0910,9202,62627,R,Tresna eta zerbitzuak berritzea,0.0,12678.99,12678.99
0910,9202,62924,,Prestakuntza-tresneria erostea,0.0,450.0,0.0
0911,9202,12000,,Funtzionarioen oinarrizko ordainsariak,257753.0,257753.0,240280.44
0911,9202,12100,,Funtzionarioen ordainsari osagarriak,336144.0,336144.0,309621.21
0911,9202,14100,,Bestelako langileak,213510.0,213510.0,207664.09
0911,9202,16000,,"Gizarte Segurantza, enpresaren kontura",221618.0,221618.0,203153.75
0911,9202,16500,,"Elkarkidetzako kuotak, Udalaren kontura",15613.0,15613.0,16701.72
0912,9202,12000,,Funtzionarioen oinarrizko ordainsariak,154814.0,154814.0,142426.26
0912,9202,12100,,Funtzionarioen ordainsari osagarriak,202835.0,202835.0,194465.1
0912,9202,16000,,"Gizarte Segurantza, enpresaren kontura",76550.0,76550.0,71247.99
0912,9202,16500,,"Elkarkidetzako kuotak, Udalaren kontura",7894.0,7894.0,7449.54
0915,9202,12000,,Funtzionarioen oinarrizko ordainsariak,264983.0,264983.0,38919.18
0915,9202,12100,,Funtzionarioen ordainsari osagarriak,210634.0,210634.0,52658.27
0915,9202,16000,,"Gizarte Segurantza, enpresaren kontura",89021.0,89021.0,19650.45
0915,9202,16500,,"Elkarkidetzako kuotak, Udalaren kontura",7785.0,7785.0,1487.08
0919,9203,12000,,Funtzionarioen oinarrizko ordainsariak,129992.0,129992.0,155141.08
0919,9203,12100,,Funtzionarioen ordainsari osagarriak,157692.0,157692.0,196025.51
0919,9203,14100,,Bestelako langileak,44059.0,44059.0,4566.91
0919,9203,16000,,"Gizarte Segurantza, enpresaren kontura",83231.0,83231.0,87333.53
0919,9203,16500,,"Elkarkidetzako kuotak, Udalaren kontura",7514.0,7514.0,7558.88
0919,9203,22108,,Botikak eta hemoderibatuak,67300.0,67300.0,37785.31
0919,9203,22141,,Zerbitzu medikoen tresneriaren berariazko mantenimendua,800.0,800.0,1551.22
0919,9203,62901,,Tresneria erostea,3400.0,3400.0,0.0
1010,9204,12000,,Funtzionarioen oinarrizko ordainsariak,54503.0,54503.0,55060.34
1010,9204,12100,,Funtzionarioen ordainsari osagarriak,99778.0,99778.0,100224.75
1010,9204,14100,,Bestelako langileak,46877.0,46877.0,47021.78
1010,9204,16000,,"Gizarte Segurantza, enpresaren kontura",37578.0,37578.0,36437.07
1010,9204,16500,,"Elkarkidetzako kuotak, Udalaren kontura",2685.0,2685.0,2701.44
1010,9204,22730,,LOPD-ko prozesuak definitu eta ikuskatzea.,60000.0,60000.0,0.0
1010,9204,22730,R,LOPD-ko prozesuak definitu eta ikuskatzea.,0.0,9649.75,9649.75
1010,9204,22732,,Zerbitzuak emateko kontratuak,50000.0,50000.0,1426.59
1011,9204,12000,,Funtzionarioen oinarrizko ordainsariak,354950.0,354950.0,442714.1
1011,9204,12100,,Funtzionarioen ordainsari osagarriak,433707.0,433707.0,532662.44
1011,9204,13000,,Lan-kontratudun langile finkoen ordainsariak,46747.0,46747.0,39907.89
1011,9204,14100,,Bestelako langileak,205224.0,205224.0,104974.05
1011,9204,16000,,"Gizarte Segurantza, enpresaren kontura",274270.0,274270.0,294201.78
1011,9204,16500,,"Elkarkidetzako kuotak, Udalaren kontura",20982.0,20982.0,20013.46
1011,9204,21501,,Informatika-aplikazioak mantentzea,450000.0,375000.0,330550.64
1011,9204,22720,,Aplikatiboak onik zaintzeko euskarria,1285000.0,1405000.0,1117076.66
1011,9204,22720,R,Aplikatiboak onik zaintzeko euskarria,0.0,79084.77,38419.92
1011,9204,62623,,e-administrazioa plan zuzentzailea,325000.0,445000.0,118000.0
1011,9204,62623,R,e-administrazioa plan zuzentzailea,0.0,70000.0,70000.0
1011,9204,62624,,Iruzur fiskalaren kontrako plana,300000.0,300000.0,75823.0
1011,9204,62625,,Diru-laguntzen kudeaketa zentralizatua,75000.0,50000.0,0.0
1011,9204,62625,R,Diru-laguntzen kudeaketa zentralizatua,0.0,10800.01,0.0
1011,9204,62626,,Udaltzaingoen arteko sistema informatikoa.,120000.0,0.0,0.0
1011,9204,62626,R,Udaltzaingoen arteko sistema informatikoa.,0.0,32000.0,0.0
1012,9204,12000,,Funtzionarioen oinarrizko ordainsariak,307311.0,307311.0,331723.91
1012,9204,12100,,Funtzionarioen ordainsari osagarriak,409203.0,409203.0,461663.92
1012,9204,14100,,Bestelako langileak,209547.0,209547.0,180247.09
1012,9204,16000,,"Gizarte Segurantza, enpresaren kontura",238883.0,238883.0,255382.19
1012,9204,16500,,"Elkarkidetzako kuotak, Udalaren kontura",13347.0,13347.0,13283.84
1012,9204,21500,,Informatika ekipoak onik zaintzea,300000.0,285000.0,160310.08
1012,9204,22728,,Ordenagailu zentralen euskarria,300000.0,300000.0,207347.36
1012,9204,22728,R,Ordenagailu zentralen euskarria,0.0,90737.3,90737.3
1012,9204,22729,,Erabiltzaileen ekipoak mantentzeko euskarria,30000.0,30000.0,0.0
1012,9204,22750,,Administratel,64800.0,0.0,0.0
1012,9204,22755,,Herritarrek erabiltzeko aplikazioetako teknologia berrien plana,1.0,1.0,0.0
1012,9204,62600,,Informatika ekipoak erostea,250000.0,250000.0,72781.38
1012,9204,62604,,Oinarrizko softwarea erostea,190000.0,140000.0,61612.06
1012,9204,62620,,Segurtasun planeko ekintzak,170000.0,170000.0,14952.01
1012,9204,62620,R,Segurtasun planeko ekintzak,0.0,64541.4,21513.8
1012,9204,62627,,Tresna eta zerbitzuak berritzea,550000.0,550000.0,280668.32
1012,9271,22200,,Telefono-fakturazioa,380000.0,380000.0,307873.03
1012,9271,22200,R,Telefono-fakturazioa,0.0,25686.84,25010.66
1012,9271,22202,,Posta eta jakinarazpenak,1410000.0,1560000.0,1422878.86
1012,9271,22644,,Aldizkari ofizialetako iragarkiak,50000.0,50000.0,17896.06
1017,9204,12000,,Funtzionarioen oinarrizko ordainsariak,149369.0,149369.0,153325.87
1017,9204,12100,,Funtzionarioen ordainsari osagarriak,193809.0,193809.0,195395.58
1017,9204,14100,,Bestelako langileak,75884.0,75884.0,88031.7
1017,9204,16000,,"Gizarte Segurantza, enpresaren kontura",104278.0,104278.0,114346.25
1017,9204,16500,,"Elkarkidetzako kuotak, Udalaren kontura",8898.0,8898.0,8879.61
1018,9204,12000,,Funtzionarioen oinarrizko ordainsariak,26942.0,26942.0,27197.33
1018,9204,12100,,Funtzionarioen ordainsari osagarriak,40285.0,40285.0,40427.58
1018,9204,16000,,"Gizarte Segurantza, enpresaren kontura",11512.0,11512.0,11409.7
1018,9204,16500,,"Elkarkidetzako kuotak, Udalaren kontura",1478.0,1478.0,1487.08
1019,9204,12000,,Funtzionarioen oinarrizko ordainsariak,24732.0,24732.0,26126.03
1019,9204,12100,,Funtzionarioen ordainsari osagarriak,38942.0,38942.0,41004.15
1019,9204,16000,,"Gizarte Segurantza, enpresaren kontura",11511.0,11511.0,11409.71
1019,9204,16500,,"Elkarkidetzako kuotak, Udalaren kontura",1478.0,1478.0,1487.08
