#Organikoa,Funtzionala,Ekonomikoa,R,Aplikazioaren izena,Hasierako kreditua,Behin betiko kreditua,Behartua
0410,9206,62505,,Udal sailetako hainbat erosketa,15000.0,15000.0,2516.8
0410,9207,20100,,Lokal eta eraikinak alokatzea,3431000.0,3431000.0,1729650.4
0410,9207,22110,,Kopiagintza-gastuak,60000.0,60000.0,16852.77
0410,9207,22402,,Erantzukizun zibileko aseguruak,336000.0,336000.0,144790.7
0410,9207,22407,,Bizitza- eta istripu-asegurua,40000.0,40000.0,20469.77
0410,9207,22600,,Ondasunen erregistro-gastuak,25000.0,25000.0,7180.48
0410,9207,22732,,Zerbitzuak emateko kontratuak,90000.0,90000.0,25696.92
0410,9207,62900,,Ezbeharrengatiko berritzeak,1.0,99267.33,62673.54
0410,9207,62900,R,Ezbeharrengatiko berritzeak,0.0,5000.0,0.0
0410,9211,62258,,Udaletxe berriko inbertsioak,1238216.99,1238216.99,1238216.99
0410,9211,62298,,"Inbertsioak, San Martin",200000.0,200000.0,7211.61
0410,9213,22102,,Ur-hornidura eta hondar-urak araztea,1700000.0,1700000.0,0.0
0410,9213,22103,,Ur hornikuntza zatikatzea,1593757.31,1593757.31,0.0
0410,9271,41800,,EUDELi,235516.82,235516.82,0.0
0410,9311,22499,,Ondarearen gaineko erantzukizunarengatiko kalte-ordaina,851000.0,726000.0,5470.94
0410,9311,22604,,Erreklamazio zibilak,0.0,0.0,25400.0
0410,9319,12000,,Funtzionarioen oinarrizko ordainsariak,49500.0,49500.0,24821.19
0410,9319,12100,,Funtzionarioen ordainsari osagarriak,85288.0,85288.0,43230.9
0410,9319,14100,,Bestelako langileak,0.0,0.0,18913.07
0410,9319,16000,,"Gizarte Segurantza, enpresaren kontura",22601.0,22601.0,17431.44
0410,9319,16500,,"Elkarkidetzako kuotak, Udalaren kontura",1478.0,1478.0,743.54
0410,9321,22776,,Isunen Ataleko zerbitzuak,180500.0,180500.0,60166.64
0410,9331,22401,,Udal eraikin eta lokalen aseguruak,385000.0,385000.0,314160.45
0410,9331,22601,,Auzo-komunitateetako gastuak,450000.0,450000.0,221664.75
0410,9331,22631,,AIREF tasa,3000.0,3000.0,3308.77
0410,9331,22663,,Elorriagako ustiapenak bertan behera geratzea konpentsatzea,52300.0,52300.0,0.0
0410,9331,22760,,Erloju publikoak mantentzea,20000.0,20000.0,7958.33
0410,9331,64900,,Industria jabegoa,1000.0,1000.0,0.0
0410,9341,36100,,"Interesak, zor ez ziren sarrerak itzultzean",100000.0,100000.0,81226.96
0410,9341,36101,,Diru-sarrerei loturiko finantza-gastuak,130000.0,130000.0,52780.9
0410,9341,36102,,Berandutze interesak,500000.0,400000.0,111191.77
0410,9341,36900,,Bestelako finantza-gastuak,5000.0,5000.0,580.51
0411,9321,12000,,Funtzionarioen oinarrizko ordainsariak,74839.0,74839.0,30887.51
0411,9321,12100,,Funtzionarioen ordainsari osagarriak,97514.0,97514.0,41752.06
0411,9321,14100,,Bestelako langileak,44732.0,44732.0,4334.18
0411,9321,16000,,"Gizarte Segurantza, enpresaren kontura",47890.0,47890.0,19175.25
0411,9321,16500,,"Elkarkidetzako kuotak, Udalaren kontura",4164.0,4164.0,2124.4
0412,9314,12000,,Funtzionarioen oinarrizko ordainsariak,29624.0,29624.0,59065.33
0412,9314,12100,,Funtzionarioen ordainsari osagarriak,51049.0,51049.0,83801.23
0412,9314,16000,,"Gizarte Segurantza, enpresaren kontura",10846.0,10846.0,28482.97
0412,9314,16500,,"Elkarkidetzako kuotak, Udalaren kontura",1478.0,1478.0,2837.8
0414,9312,12000,,Funtzionarioen oinarrizko ordainsariak,73508.0,73508.0,41779.67
0414,9312,12100,,Funtzionarioen ordainsari osagarriak,100635.0,100635.0,57037.47
0414,9312,14100,,Bestelako langileak,46779.0,46779.0,0.0
0414,9312,16000,,"Gizarte Segurantza, enpresaren kontura",50948.0,50948.0,21419.59
0414,9312,16500,,"Elkarkidetzako kuotak, Udalaren kontura",1478.0,1478.0,743.54
0415,9323,12000,,Funtzionarioen oinarrizko ordainsariak,99692.0,99692.0,45336.33
0415,9323,12100,,Funtzionarioen ordainsari osagarriak,132383.0,132383.0,63481.84
0415,9323,16000,,"Gizarte Segurantza, enpresaren kontura",43382.0,43382.0,20657.52
0415,9323,16500,,"Elkarkidetzako kuotak, Udalaren kontura",4883.0,4883.0,1848.77
0416,9341,12000,,Funtzionarioen oinarrizko ordainsariak,98251.0,98251.0,48219.25
0416,9341,12100,,Funtzionarioen ordainsari osagarriak,128610.0,128610.0,61653.84
0416,9341,16000,,"Gizarte Segurantza, enpresaren kontura",48559.0,48559.0,23925.14
0416,9341,16500,,"Elkarkidetzako kuotak, Udalaren kontura",4435.0,4435.0,2974.16
0417,9322,12000,,Funtzionarioen oinarrizko ordainsariak,71690.0,71690.0,39239.4
0417,9322,12100,,Funtzionarioen ordainsari osagarriak,119504.0,119504.0,54441.85
0417,9322,14100,,Bestelako langileak,35902.0,35902.0,23388.12
0417,9322,16000,,"Gizarte Segurantza, enpresaren kontura",46624.0,46624.0,24001.54
0417,9322,16500,,"Elkarkidetzako kuotak, Udalaren kontura",3881.0,3881.0,1311.73
0418,9319,12000,,Funtzionarioen oinarrizko ordainsariak,890628.0,890628.0,432167.59
0418,9319,12100,,Funtzionarioen ordainsari osagarriak,1132364.0,1132364.0,547401.73
0418,9319,14100,,Bestelako langileak,343144.0,343144.0,157047.09
0418,9319,16000,,"Gizarte Segurantza, enpresaren kontura",602262.0,602262.0,308389.31
0418,9319,16500,,"Elkarkidetzako kuotak, Udalaren kontura",44523.0,44523.0,23102.99
0421,9314,12000,,Funtzionarioen oinarrizko ordainsariak,96776.0,96776.0,0.0
0421,9314,12100,,Funtzionarioen ordainsari osagarriak,124882.0,124882.0,0.0
0421,9314,16000,,"Gizarte Segurantza, enpresaren kontura",44713.0,44713.0,0.0
0421,9314,16500,,"Elkarkidetzako kuotak, Udalaren kontura",4164.0,4164.0,0.0
0422,4413,12000,,Funtzionarioen oinarrizko ordainsariak,87984.0,87984.0,43697.1
0422,4413,12100,,Funtzionarioen ordainsari osagarriak,129153.0,129153.0,63573.19
0422,4413,14100,,Bestelako langileak,332913.0,332913.0,179150.83
0422,4413,16000,,"Gizarte Segurantza, enpresaren kontura",167609.0,167609.0,84422.7
0422,4413,16500,,"Elkarkidetzako kuotak, Udalaren kontura",10037.0,10037.0,4750.91
0422,4413,21105,,Autobus-geltokia onik zaindu eta mantentzea,85000.0,85000.0,16651.78
0422,4413,21105,R,Autobus-geltokia onik zaindu eta mantentzea,0.0,3200.0,3200.0
0422,4413,22101,,"Energia elektrikoaren hornikuntza, autobus-geltokia",150000.0,150000.0,30576.36
0422,4413,22102,,"Ur-hornidura eta hondar-urak araztea, autobus-geltokia",19000.0,19000.0,0.0
0422,4413,22103,,Autobus-geltokiko gasa,30000.0,30000.0,31901.75
0422,4413,22734,,Autobus-geltokiko segurtasuna,60000.0,60000.0,16850.92
0422,4413,22783,,"Garbiketa-zerbitzuaren kontratua, autobus-geltokia",145000.0,145000.0,63357.68
0810,4301,12000,,Funtzionarioen oinarrizko ordainsariak,91004.0,91004.0,45004.77
0810,4301,12100,,Funtzionarioen ordainsari osagarriak,117014.0,117014.0,57710.53
0810,4301,13000,,Lan-kontratudun langile finkoen ordainsariak,12967.0,12967.0,2517.18
0810,4301,14100,,Bestelako langileak,90233.0,90233.0,45155.51
0810,4301,16000,,"Gizarte Segurantza, enpresaren kontura",76245.0,76245.0,36412.92
0810,4301,16500,,"Elkarkidetzako kuotak, Udalaren kontura",2685.0,2685.0,1003.76
0817,4332,22605,,"Bilerak, hitzaldiak eta biltzarrak",5000.0,0.0,0.0
0817,4332,22707,,Azterlanak eta lan teknikoak,9680.0,45680.0,4474.42
0817,4334,85107,,Parke teknologikoaren kapital-zabalkuntza,52600.0,52600.0,0.0
0819,4301,12000,,Funtzionarioen oinarrizko ordainsariak,156531.0,156531.0,81994.14
0819,4301,12100,,Funtzionarioen ordainsari osagarriak,183039.0,183039.0,99831.03
0819,4301,14100,,Bestelako langileak,126521.0,126521.0,51035.65
0819,4301,16000,,"Gizarte Segurantza, enpresaren kontura",145029.0,145029.0,63202.01
0819,4301,16500,,"Elkarkidetzako kuotak, Udalaren kontura",7420.0,7420.0,4158.74
0820,4301,12000,,Funtzionarioen oinarrizko ordainsariak,119034.0,119034.0,58397.06
0820,4301,12100,,Funtzionarioen ordainsari osagarriak,126920.0,126920.0,62956.92
0820,4301,14100,,Bestelako langileak,89889.0,89889.0,44269.27
0820,4301,16000,,"Gizarte Segurantza, enpresaren kontura",85689.0,85689.0,42224.35
0820,4301,16500,,"Elkarkidetzako kuotak, Udalaren kontura",7392.0,7392.0,4461.24
0820,4314,47127,,Hitzarmena: Arte eta Diseinuko Goi Mailako Eskola,20000.0,0.0,0.0
0820,4314,48901,,Hitzarmena: City Lab Deustu,18000.0,18000.0,0.0
0820,4331,22796,,Kalitate Plana,3000.0,0.0,0.0
0820,4411,22706,,Smart proiektuak,27000.0,27000.0,0.0
0821,4314,48125,,Hitzarmena: Global Hub for the Common Good fundazioa,0.0,20000.0,16000.0
0821,4314,48902,,Hitzarmena: Agirre Lehendakariaren urteurrena,10000.0,0.0,0.0
0821,4331,12000,,Funtzionarioen oinarrizko ordainsariak,109894.0,109894.0,54325.82
0821,4331,12100,,Funtzionarioen ordainsari osagarriak,125267.0,125267.0,61942.29
0821,4331,13000,,Lan-kontratudun langile finkoen ordainsariak,32314.0,32314.0,6299.22
0821,4331,14100,,Bestelako langileak,125237.0,125237.0,71433.32
0821,4331,16000,,"Gizarte Segurantza, enpresaren kontura",105583.0,105583.0,51831.04
0821,4331,16500,,"Elkarkidetzako kuotak, Udalaren kontura",5702.0,5702.0,3186.6
0821,4331,22677,,Ekintzaileentzako laguntza,66000.0,63000.0,34573.9
0821,4331,22712,,Enpresa-mintegien kudeaketa,45000.0,45000.0,3969.52
0821,4331,22797,,Dinamizazio ekonomikoa,370000.0,291000.0,60083.1
0821,4331,22797,R,Dinamizazio ekonomikoa,0.0,13062.13,13062.13
0821,4331,47002.0,,Ekarpena BIC,0.0,115247.0,0.0
0821,4331,47102.0,,Sorkuntzarekin lotutako indistrientzako enplegu-laguntzak,0.0,50000.0,0.0
0821,4331,47107,,Hitzarmena: AJEBASK- Prestakuntza eta mintegia,15000.0,15000.0,0.0
0821,4331,47117,,Hitzarmena: Asoc. Festival Tv Radio,175000.0,190000.0,0.0
0821,4331,47129,,Ikus-entzunezkoak garatu eta ekoizteko laguntzak,100000.0,50000.0,0.0
0821,4331,47131,,Conv. Euskal Irudigileak/Asoc.Prof.Ilustradores de Euskadi,0.0,11000.0,0.0
0821,4331,48150,,Hitzarmena: SECOT,0.0,3000.0,0.0
0821,4331,48180,,VIArentzako transferentziak,250000.0,300000.0,0.0
0821,4331,48943,,Enpresen Gizarte Erantzukizunari buruzko Foroa,2000.0,2000.0,0.0
0821,4331,48949,,Enpresak sortzeko laguntzak,70000.0,70000.0,0.0
0821,4331,48967,,Inbertsiorako laguntzak,100000.0,90000.0,0.0
0821,4331,48967,R,Inbertsiorako laguntzak,0.0,211.47,211.47
0821,4331,48985,,Itun Berdea sariak,6000.0,6000.0,0.0
0821,4331,48986,,"Hitzarmena, Merkataritza Ganberarekin - enpresa txikiei laguntzea",32000.0,32000.0,0.0
0821,4331,48995,,Hitzarmena: Araba Garapen Agentzia,8500.0,0.0,0.0
0821,4331,48996,,Hitzarmena: Arco n1,10000.0,8000.0,0.0
0821,4331,60902,,Mintegiko inbertsioak - Basaldea proiektua,75000.0,75000.0,0.0
0821,4331,60902,R,Mintegiko inbertsioak - Basaldea proiektua,0.0,81421.55,67932.63
0821,4331,62601,,Mintegietako berrikuntza eta ekipamenduak,5000.0,60000.0,1681.9
0821,4333,48172,,Hitzarmena: Santa Maria Katedrala fundazioa,32000.0,32000.0,0.0
0822,4314,12000,,Funtzionarioen oinarrizko ordainsariak,24937.0,24937.0,12278.13
0822,4314,12100,,Funtzionarioen ordainsari osagarriak,30429.0,30429.0,14963.69
0822,4314,14100,,Bestelako langileak,135808.0,135808.0,72677.38
0822,4314,16000,,"Gizarte Segurantza, enpresaren kontura",60025.0,60025.0,31270.81
0822,4314,16500,,"Elkarkidetzako kuotak, Udalaren kontura",1478.0,1478.0,743.54
0822,4314,20200,,Makineria eta instalazioak alokatzea,94000.0,94000.0,0.0
0822,4314,22700,,Eguberrietako argiztapena,65100.0,65100.0,0.0
0822,4314,22771,,“Urban Commerce” jardunaldia,25000.0,25000.0,0.0
0822,4314,22773,,Azokak,40000.0,40000.0,4472.72
0822,4314,22798,,Merkataritza dinamizatzea,76000.0,86000.0,20463.01
0822,4314,22799,,Vitoria-Gasteiz Veg Friendly,20000.0,8000.0,0.0
0822,4314,42301,,"Arabako Merkataritza Ganberarekiko hitzarmena, erakusleihoak",8000.0,8000.0,8000.0
0822,4314,48904,,Hitzarmena: City wine,20000.0,20000.0,0.0
0822,4314,48926,,Hitzarmena: Gasteiz On elkartea,228000.0,228000.0,0.0
0822,4314,48963,,Hitzarmena: Erdi Aroko hiriguneko Merkatarien Elkartea,98000.0,98000.0,78400.0
0822,4314,48964,,Denda txikientzako laguntzak,250000.0,250000.0,0.0
0822,4314,48965,,Hitzarmena: Merkataritza Enpresaburuen Elkartea,41000.0,41000.0,32800.0
0822,4314,48966,,Hitzarmena: Gorbeia kaleko Merkatarien Elkartea,15000.0,15000.0,12000.0
0823,2411,12000,,Funtzionarioen oinarrizko ordainsariak,288339.0,288339.0,142925.54
0823,2411,12100,,Funtzionarioen ordainsari osagarriak,334000.0,334000.0,167037.9
0823,2411,13000,,Lan-kontratudun langile finkoen ordainsariak,0.0,0.0,1199466.88
0823,2411,14100,,Bestelako langileak,386778.0,386778.0,213887.07
0823,2411,16000,,"Gizarte Segurantza, enpresaren kontura",283836.0,283836.0,558445.5
0823,2411,16500,,"Elkarkidetzako kuotak, Udalaren kontura",18271.0,18271.0,10330.43
0823,2411,20100,,Lokal eta eraikinak alokatzea,80000.0,80000.0,24029.88
0823,2411,22791,,Lehentasunezko kolektiboen enplegua bultzatzea,77600.0,77600.0,12182.17
0823,2411,22793,,Orientazio- eta enplegu-ekintzak,30000.0,30000.0,11895.04
0823,2411,22793,R,Orientazio- eta enplegu-ekintzak,0.0,3064.5,0.0
0823,2411,22795,,Prestakuntza,620000.0,620000.0,98399.65
0823,2411,22795,R,Prestakuntza,0.0,17587.5,17587.5
0823,2411,22796,,Genera 30 gazteentzako intsertzio-proiektua,338800.0,338800.0,265437.48
0823,2411,22797,,Gasteiz enplegu planak,100000.0,115000.0,68042.31
0823,2411,22797,R,Gasteiz enplegu planak,0.0,2128.3,369.32
0823,2411,47128,,"Hitzarmena: SEA, enplegua",72400.0,72400.0,0.0
0823,2411,48020,,Eskualeko plan - Udalaren ekarpena,500000.0,500000.0,0.0
0823,2411,48020,R,Eskualeko plan - Udalaren ekarpena,0.0,1050000.0,0.0
0823,2411,48171,,Hitzarmena: Secretariado Gitano fundazioa,37000.0,37000.0,29600.0
0823,2411,48966,,Hitzarmena: Saregune proiektua,60000.0,60000.0,45000.0
0823,2411,48967,,Kontratatzeko laguntzak - enplegu-egonkortasuna,400000.0,400000.0,0.0
0823,2411,62299,,Enplegu eta prestakuntza instalazioak,20000.0,20000.0,11120.47
0823,2411,62299,R,Enplegu eta prestakuntza instalazioak,0.0,9753.6,0.0
0823,2411,62600,,Enplegu eta prestakuntza instalazioetarako informatika ekipoak erostea,5000.0,5000.0,4140.15
0823,4331,48994,,"Hitzarmena: ADSIS, Cáritas, Egibide - Hazia proiektua",50000.0,50000.0,0.0
0824,3361,78100,,Diru-laguntza: Santa Maria katedraleko obrak,150000.0,0.0,0.0
0824,3411,22611,,Gasteizko triatloia babestea,0.0,90000.0,0.0
0824,3411,22710,,Final Four kontratua,0.0,500000.0,0.0
0824,4321,12000,,Funtzionarioen oinarrizko ordainsariak,135706.0,135706.0,55639.31
0824,4321,12100,,Funtzionarioen ordainsari osagarriak,176809.0,176809.0,71462.03
0824,4321,14100,,Bestelako langileak,81774.0,81774.0,68344.13
0824,4321,16000,,"Gizarte Segurantza, enpresaren kontura",105936.0,105936.0,51204.16
0824,4321,16500,,"Elkarkidetzako kuotak, Udalaren kontura",7691.0,7691.0,3972.49
0824,4321,22733,,Sektoreko lehiakortasun-ekintzak,5000.0,5000.0,1744.82
0824,4321,22733,R,Sektoreko lehiakortasun-ekintzak,0.0,3716.88,0.0
0824,4321,22776,,"Kudeaketa: Europa jauregia, Goiuri eta Turismoa",450000.0,500000.0,168663.19
0824,4321,22776,R,"Kudeaketa: Europa jauregia, Goiuri eta Turismoa",0.0,1867.31,1867.31
0824,4321,22777,,Turismoa dinamizatzea,213000.0,194006.77,52867.14
0824,4321,22777,R,Turismoa dinamizatzea,0.0,5551.75,5232.15
0824,4321,22778,,Turismo gertaldi bereziak,5000.0,5000.0,1334.85
0824,4321,22779,,Hiriaren sustapena,190000.0,135000.0,24383.34
0824,4321,22779,R,Hiriaren sustapena,0.0,10000.0,10000.0
0824,4321,22780,,Turismo Bulegoaren merchandising-gastuak,30000.0,30000.0,350.0
0824,4321,62513,,Jauregi eta biltzarretako altzariak,15000.0,15000.0,3754.39
0824,4321,62609,,Europa eta Goiuri jauregietako ekipo teknikoak,20000.0,20000.0,0.0
0825,4221,22763,,Ekonomia zirkularra,6000.0,37000.0,2834.28
0825,4221,22763,R,Ekonomia zirkularra,0.0,3000.41,0.0
0825,4221,22779,,Industriari eta enpresei laguntzea,24000.0,32500.0,9009.71
0825,4221,62952,,Industrialdeak mantentzea,400000.0,400000.0,0.0
0825,4221,62952,R,Industrialdeak mantentzea,0.0,610088.63,243.18
0825,9215,22114,,Udal eraikinen energia-ziurtapenak,48211.33,48211.33,0.0
0910,9202,12000,,Funtzionarioen oinarrizko ordainsariak,107810.0,107810.0,57910.12
0910,9202,12100,,Funtzionarioen ordainsari osagarriak,148748.0,148748.0,79049.79
0910,9202,14100,,Bestelako langileak,145397.0,145397.0,71675.89
0910,9202,16000,,"Gizarte Segurantza, enpresaren kontura",87995.0,87995.0,48140.86
0910,9202,16007,,Funtzionarioen berariazko osagarrirako ekarpena,276723.0,276723.0,599.14
0910,9202,16102,,Aldez aurreko erretiroen kalte-ordainak,2752225.0,2752225.0,2034544.01
0910,9202,16104,,Epaiaren ondoriozko ordainsariak,15000.0,15000.0,236.35
0910,9202,16204,,Bizi-asegurua - Auto-asegurua,125000.0,125000.0,0.0
0910,9202,16205,,Bizi-asegurua - langileen istripuak,950000.0,950000.0,392094.13
0910,9202,16206,,Aseguru korporatiboak,11500.0,11500.0,2521.26
0910,9202,16220,,Kalte-ordainak,1500.0,1500.0,0.0
0910,9202,16500,,"Elkarkidetzako kuotak, Udalaren kontura",7180.0,7180.0,4355.02
0910,9202,22001,,"Ohikoa, inbentariatu ezina",3870.0,3420.0,0.0
0910,9202,22105,,Jantziak eta uniformeak,85000.0,85000.0,4386.84
0910,9202,22105,R,Jantziak eta uniformeak,0.0,2092.1,2092.09
0910,9202,22638,,Udal langileen prestakuntza-plana,100000.0,120000.0,29915.41
0910,9202,22745,,Laneko arriskuen prebentziorako programa estrategikoa,5000.0,20000.0,4331.8
0910,9202,22759,,Etengabeko hobekuntzarako plan estrategikoa,8000.0,21680.0,8912.24
0910,9202,22760,,Genero-berdintasunerako ekintzak,15000.0,15000.0,0.0
0910,9202,22760,R,Genero-berdintasunerako ekintzak,0.0,9035.71,7392.87
0910,9202,22764,,Antolakuntza-azterlanak,1000.0,1000.0,35.45
0910,9202,23000,,Dietak,20720.0,20720.0,27131.21
0910,9202,23001,,Lokomozio-gastuak,35000.0,35000.0,14530.62
0910,9202,23900,,Hautatze prozesuetako gastuak,10000.0,90000.0,334.51
0910,9202,48001,,"Diru-laguntza, Langile Batzordeari",14778.0,14925.0,7024.88
0910,9202,48002,,Langileentzako ikasketa beka eta poltsak,24232.0,24475.0,21891.29
0910,9202,62627,R,Tresna eta zerbitzuak berritzea,0.0,12678.99,12678.99
0910,9202,62924,,Prestakuntza-tresneria erostea,0.0,450.0,0.0
0911,9202,12000,,Funtzionarioen oinarrizko ordainsariak,257753.0,257753.0,118064.94
0911,9202,12100,,Funtzionarioen ordainsari osagarriak,336144.0,336144.0,152242.86
0911,9202,14100,,Bestelako langileak,213510.0,213510.0,102417.61
0911,9202,16000,,"Gizarte Segurantza, enpresaren kontura",221618.0,221618.0,99739.4
0911,9202,16500,,"Elkarkidetzako kuotak, Udalaren kontura",15613.0,15613.0,8350.86
0912,9202,12000,,Funtzionarioen oinarrizko ordainsariak,154814.0,154814.0,71114.15
0912,9202,12100,,Funtzionarioen ordainsari osagarriak,202835.0,202835.0,101575.0
0912,9202,16000,,"Gizarte Segurantza, enpresaren kontura",76550.0,76550.0,37601.09
0912,9202,16500,,"Elkarkidetzako kuotak, Udalaren kontura",7894.0,7894.0,4043.43
0915,9202,12000,,Funtzionarioen oinarrizko ordainsariak,264983.0,264983.0,18736.89
0915,9202,12100,,Funtzionarioen ordainsari osagarriak,210634.0,210634.0,24983.16
0915,9202,16000,,"Gizarte Segurantza, enpresaren kontura",89021.0,89021.0,9648.05
0915,9202,16500,,"Elkarkidetzako kuotak, Udalaren kontura",7785.0,7785.0,743.54
0919,9203,12000,,Funtzionarioen oinarrizko ordainsariak,129992.0,129992.0,75232.23
0919,9203,12100,,Funtzionarioen ordainsari osagarriak,157692.0,157692.0,95023.84
0919,9203,14100,,Bestelako langileak,44059.0,44059.0,4499.4
0919,9203,16000,,"Gizarte Segurantza, enpresaren kontura",83231.0,83231.0,43076.98
0919,9203,16500,,"Elkarkidetzako kuotak, Udalaren kontura",7514.0,7514.0,3779.44
0919,9203,22108,,Botikak eta hemoderibatuak,67300.0,67300.0,15403.47
0919,9203,22141,,Zerbitzu medikoen tresneriaren berariazko mantenimendua,800.0,800.0,341.22
0919,9203,62901,,Tresneria erostea,3400.0,3400.0,0.0
1010,9204,12000,,Funtzionarioen oinarrizko ordainsariak,54503.0,54503.0,26959.49
1010,9204,12100,,Funtzionarioen ordainsari osagarriak,99778.0,99778.0,49193.58
1010,9204,14100,,Bestelako langileak,46877.0,46877.0,23083.62
1010,9204,16000,,"Gizarte Segurantza, enpresaren kontura",37578.0,37578.0,18112.99
1010,9204,16500,,"Elkarkidetzako kuotak, Udalaren kontura",2685.0,2685.0,1350.72
1010,9204,22730,,LOPD-ko prozesuak definitu eta ikuskatzea.,60000.0,60000.0,0.0
1010,9204,22730,R,LOPD-ko prozesuak definitu eta ikuskatzea.,0.0,9649.75,0.0
1010,9204,22732,,Zerbitzuak emateko kontratuak,50000.0,50000.0,909.25
1011,9204,12000,,Funtzionarioen oinarrizko ordainsariak,354950.0,354950.0,212381.06
1011,9204,12100,,Funtzionarioen ordainsari osagarriak,433707.0,433707.0,255722.53
1011,9204,13000,,Lan-kontratudun langile finkoen ordainsariak,46747.0,46747.0,23228.66
1011,9204,14100,,Bestelako langileak,205224.0,205224.0,59776.06
1011,9204,16000,,"Gizarte Segurantza, enpresaren kontura",274270.0,274270.0,145265.96
1011,9204,16500,,"Elkarkidetzako kuotak, Udalaren kontura",20982.0,20982.0,10136.84
1011,9204,21501,,Informatika-aplikazioak mantentzea,450000.0,450000.0,269537.2
1011,9204,22720,,Aplikatiboak onik zaintzeko euskarria,1285000.0,1285000.0,502745.14
1011,9204,22720,R,Aplikatiboak onik zaintzeko euskarria,0.0,79084.77,38419.92
1011,9204,62623,,e-administrazioa plan zuzentzailea,325000.0,325000.0,0.0
1011,9204,62623,R,e-administrazioa plan zuzentzailea,0.0,70000.0,0.0
1011,9204,62624,,Iruzur fiskalaren kontrako plana,300000.0,300000.0,0.0
1011,9204,62625,,Diru-laguntzen kudeaketa zentralizatua,75000.0,75000.0,0.0
1011,9204,62625,R,Diru-laguntzen kudeaketa zentralizatua,0.0,10800.01,0.0
1011,9204,62626,,Udaltzaingoen arteko sistema informatikoa.,120000.0,120000.0,0.0
1011,9204,62626,R,Udaltzaingoen arteko sistema informatikoa.,0.0,32000.0,0.0
1012,9204,12000,,Funtzionarioen oinarrizko ordainsariak,307311.0,307311.0,161654.95
1012,9204,12100,,Funtzionarioen ordainsari osagarriak,409203.0,409203.0,224570.3
1012,9204,14100,,Bestelako langileak,209547.0,209547.0,96925.6
1012,9204,16000,,"Gizarte Segurantza, enpresaren kontura",238883.0,238883.0,128369.8
1012,9204,16500,,"Elkarkidetzako kuotak, Udalaren kontura",13347.0,13347.0,6713.07
1012,9204,21500,,Informatika ekipoak onik zaintzea,300000.0,330000.0,74847.56
1012,9204,22728,,Ordenagailu zentralen euskarria,300000.0,300000.0,67290.45
1012,9204,22728,R,Ordenagailu zentralen euskarria,0.0,90737.3,69233.87
1012,9204,22729,,Erabiltzaileen ekipoak mantentzeko euskarria,30000.0,30000.0,0.0
1012,9204,22750,,Administratel,64800.0,0.0,0.0
1012,9204,22755,,Herritarrek erabiltzeko aplikazioetako teknologia berrien plana,1.0,1.0,0.0
1012,9204,62600,,Informatika ekipoak erostea,250000.0,250000.0,14363.04
1012,9204,62604,,Oinarrizko softwarea erostea,190000.0,140000.0,1603.3
1012,9204,62620,,Segurtasun planeko ekintzak,170000.0,170000.0,2314.13
1012,9204,62620,R,Segurtasun planeko ekintzak,0.0,64541.4,0.0
1012,9204,62627,,Tresna eta zerbitzuak berritzea,550000.0,550000.0,0.0
1012,9271,22200,,Telefono-fakturazioa,380000.0,380000.0,149737.46
1012,9271,22200,R,Telefono-fakturazioa,0.0,25686.84,25010.66
1012,9271,22202,,Posta eta jakinarazpenak,1410000.0,1410000.0,809786.57
1012,9271,22644,,Aldizkari ofizialetako iragarkiak,50000.0,50000.0,17802.55
1017,9204,12000,,Funtzionarioen oinarrizko ordainsariak,149369.0,149369.0,75334.75
1017,9204,12100,,Funtzionarioen ordainsari osagarriak,193809.0,193809.0,95793.73
1017,9204,14100,,Bestelako langileak,75884.0,75884.0,45434.72
1017,9204,16000,,"Gizarte Segurantza, enpresaren kontura",104278.0,104278.0,57188.44
1017,9204,16500,,"Elkarkidetzako kuotak, Udalaren kontura",8898.0,8898.0,4404.23
1018,9204,12000,,Funtzionarioen oinarrizko ordainsariak,26942.0,26942.0,13391.06
1018,9204,12100,,Funtzionarioen ordainsari osagarriak,40285.0,40285.0,19878.24
1018,9204,16000,,"Gizarte Segurantza, enpresaren kontura",11512.0,11512.0,5671.8
1018,9204,16500,,"Elkarkidetzako kuotak, Udalaren kontura",1478.0,1478.0,743.54
1019,9204,12000,,Funtzionarioen oinarrizko ordainsariak,24732.0,24732.0,13095.33
1019,9204,12100,,Funtzionarioen ordainsari osagarriak,38942.0,38942.0,20687.76
1019,9204,16000,,"Gizarte Segurantza, enpresaren kontura",11511.0,11511.0,5671.8
1019,9204,16500,,"Elkarkidetzako kuotak, Udalaren kontura",1478.0,1478.0,743.54
1020,9204,12000,,Funtzionarioen oinarrizko ordainsariak,25345.0,25345.0,12487.09
1020,9204,12100,,Funtzionarioen ordainsari osagarriak,39905.0,39905.0,19637.94
1020,9204,16000,,"Gizarte Segurantza, enpresaren kontura",11511.0,11511.0,5671.8
1110,2301,12000,,Funtzionarioen oinarrizko ordainsariak,96048.0,96048.0,48000.6
1110,2301,12100,,Funtzionarioen ordainsari osagarriak,132839.0,132839.0,73882.39
1110,2301,14100,,Bestelako langileak,135164.0,135164.0,48441.03
1110,2301,16000,,"Gizarte Segurantza, enpresaren kontura",87415.0,87415.0,41718.24
1110,2301,16500,,"Elkarkidetzako kuotak, Udalaren kontura",2685.0,2685.0,713.4
1111,2301,12000,,Funtzionarioen oinarrizko ordainsariak,645517.0,645517.0,322419.45
